rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
19928,Kepler-206 c,Kepler-206,c,,,TIC 137342279,Gaia DR2 2101715862321812736,Gaia DR3 2101715862321812736,0,1,3,0,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Candidate,0.0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,13.13745719,4.219e-05,-4.219e-05,0.0,0.10742,0.00118,-0.00118,0.0,1.596,0.053,-0.053,0.0,0.14238583,0.00472835,-0.00472835,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,6.5,-6.5,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.013552,0.000408,-0.000198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5691.0,60.0,-60.0,0.0,1.078,0.027,-0.026,0.0,0.957,0.033,-0.03,0.0,0.06,0.04,-0.04,0.0,[Fe/H],,,,,,,,,8.32,1.92,-1.86,0.0,0.78,0.04,-0.04,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,11.71043,74.16686,62.55248,306.57765,5.8689465,0.0269645,-0.0269645,1.10726,0.0231779,-0.0231779,-5.76355,0.0270941,-0.0270941,594.447,4.952,-4.872,1.6534,0.0137963,-0.0137963,14.427,0.013,-0.013,13.507,0.08,-0.08,12.33,0.022,-0.022,12.048,0.021,-0.021,12.001,0.023,-0.023,,,,,,,,,,,,,,,,11.949,0.022,-0.022,12.005,0.022,-0.022,12.32,0.284,-0.284,9.278,,,13.4609,0.000199,-0.000199,,,,12.9995,0.0083,-0.0083,13.484,,,2024-12-05,2018-12,2024-12-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9037,Kepler-1136 b,Kepler-1136,b,,,TIC 164671623,Gaia DR2 2106617691313437568,Gaia DR3 2106617691313437568,1,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.361724329,3.651e-06,-3.651e-06,0.0,,,,,1.64,0.1,-0.09,0.0,0.146311,0.0089214,-0.00802926,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454966.2393,0.00132,-0.00132,0.0,JD,0.0,,,,,,,,,1.2234,0.045,-0.045,0.0,,,,,0.021683,0.00108,-0.000465,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4512.0,46.44,-47.76,0.0,0.68,0.021,-0.033,0.0,0.72,0.029,-0.043,0.0,0.03,0.155,-0.171,0.0,[Fe/H],,,,,4.63,0.017,-0.025,0.0,3.24,6.01,-1.7,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m25.88s,284.1078441,+44d14m44.90s,44.2458047,17.7141,74.1828,66.42201,295.87864,13.9065819,0.0724899,-0.0724899,12.5143,0.0712038,-0.0712038,-6.06509,0.0777273,-0.0777273,491.406,8.398,-8.125,2.00678,0.033944,-0.033944,17.056,0.07,-0.07,16.037,0.115,-0.115,13.869,0.028,-0.028,13.225,0.03,-0.03,13.174,0.038,-0.038,,,,,,,,,,,,,,,,12.997,0.023,-0.023,13.084,0.024,-0.024,12.734,,,9.556,,,15.6422,0.000486,-0.000486,,,,14.9222,0.0065,-0.0065,15.658,,,2016-05-06,2016-05,2016-05-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4603,K2-169 b,K2-169,b,,,TIC 12770870,Gaia DR2 2599322178998513664,Gaia DR3 2599322178998513664,1,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.380803,0.000778,-0.000699,0.0,,,,,1.27328671,0.10733117,-0.07695112,0.0,0.11359503,0.00957545,-0.00686512,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83658,1.57533,-3.58701,0.0,2456982.00971,0.003631,-0.00378,0.0,,0.0,,,,,,,,,,,,,13.592261,2.19989,-5.103159,0.0,0.012701,0.00083,-0.000647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5548.0,50.0,-50.0,0.0,0.919053,0.048975,-0.029896,0.0,0.986144,0.027819,-0.026433,0.0,0.26,0.08,-0.08,0.0,[Fe/H],,,,,4.56,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m10.62s,337.0442461,-14d35m57.62s,-14.5993376,-54.42267,46.19654,-4.65335,333.37925,12.3031267,0.0921657,-0.0921657,-3.12094,0.11378,-0.11378,11.9007,0.0904897,-0.0904897,235.867,4.698,-4.522,4.21322,0.0822047,-0.0822047,12.957,0.042,-0.042,12.23,0.069,-0.069,10.791,0.022,-0.022,10.458,0.024,-0.024,10.371,0.021,-0.021,,,,,,,,,,,,,,,,10.343,0.023,-0.023,10.403,0.02,-0.02,10.253,0.064,-0.064,9.069,,,12.0063,0.000308,-0.000308,,,,11.5022,0.0061,-0.0061,12.023,,,2018-02-14,2018-03,2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11642,Kepler-1326 b,Kepler-1326,b,,,TIC 184417262,Gaia DR2 2073280185224841728,Gaia DR3 2073280185224841728,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,42.3518348657,8.82301e-05,-8.82301e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454964.61543,0.0016476,-0.0016476,0.0,BJD,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6732.0,150.65,-118.31,0.0,1.34229,0.088008,-0.046354,0.0,1.43,0.280859,-0.208611,0.0,,,,,,0.52296,0.03279,-0.02992,0.0,4.33771,0.121498,-0.060733,0.0,,,,,0.833609,0.252882,-0.163923,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m53.33s,296.222199,+39d16m08.19s,39.268942,7.43369,73.50229,58.98037,311.58624,7.7825669,0.0474034,-0.0474034,7.47415,0.0458043,-0.0458043,-2.1692,0.0633764,-0.0633764,698.326,16.614,-15.873,1.40429,0.0330325,-0.0330325,13.251,0.0,0.0,12.842,0.126,-0.126,11.952,0.023,-0.023,11.733,0.02,-0.02,11.7,0.017,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7411,0.000234,-0.000234,,,,12.4157,0.0094,-0.0094,12.852,,,2019-04-16,2019-03,2019-04-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7025,Kepler-1005 b,Kepler-1005,b,,,TIC 158215347,Gaia DR2 2105663727538050688,Gaia DR3 2105663727538050688,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0.0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,6.4980147,1.408e-05,-1.408e-05,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,2454969.00108,0.00178,-0.00178,0.0,BJD,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5733.54,95.89,-110.97,0.0,1.1847,0.049698,-0.049689,0.0,1.02,0.155142,-0.091556,0.0,-0.0347,0.0152,-0.0152,0.0,[M/H],0.1356,0.0126,-0.01348,0.0,4.29945,0.049909,-0.088833,0.0,,,,,0.864855,0.122711,-0.206497,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,15.91092,73.8928,65.12757,299.01332,17.5000576,0.0228174,-0.0228174,-14.6233,0.0230269,-0.0230269,9.61307,0.0223252,-0.0223252,567.806,4.422,-4.356,1.7323,0.0135113,-0.0135113,13.958,0.005,-0.005,13.371,0.137,-0.137,12.091,0.021,-0.021,11.788,0.017,-0.017,11.718,0.014,-0.014,,,,,,,,,,,,,,,,11.686,0.023,-0.023,11.744,0.021,-0.021,11.573,0.171,-0.171,9.019,,,13.1838,0.00024,-0.00024,,,,12.7409,0.0062,-0.0062,13.25,,,2018-09-25,2018-08-16,2018-09-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31134,Kepler-704 b,Kepler-704,b,,,TIC 237157729,Gaia DR2 2104530027969874944,Gaia DR3 2104530027969874944,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepler Project Candidate (q1_q8_koi),0.0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,3.761849,3.3e-05,-3.3e-05,0.0,0.045,,,0.0,2.1,1.2,-1.2,0.0,0.18734977,0.10705701,-0.10705701,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,1102.0,,,0.0,85.37,,,0.0,2455004.9024,0.0027,-0.0027,0.0,BJD,0.0,0.59,0.32,-0.32,0.0,0.0513,,,0.0,3.1053,,,0.0,7.8,2.9,-2.9,0.0,0.0215,0.0014,-0.0014,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5577.0,107.0,-107.0,0.0,0.9,0.51,-0.51,0.0,0.88,0.11,-0.11,0.0,,,,0.0,,,,,,4.47,0.3,-0.3,0.0,8.4,3.7,-3.7,0.0,,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m15.93s,283.3163671,+41d50m13.54s,41.8370942,17.38918,71.60711,64.20642,293.22313,8.4403889,0.0537656,-0.0537656,-4.99901,0.0518901,-0.0518901,-6.80074,0.0547523,-0.0547523,1228.83,45.68,-42.57,0.785395,0.0289821,-0.0289821,16.256,0.0,0.0,15.454,0.046,-0.046,13.955,0.03,-0.03,13.626,0.038,-0.038,13.557,0.05,-0.05,,,,,,,,,,,,,,,,13.528,0.028,-0.028,13.592,0.034,-0.034,12.793,,,9.079001,,,15.2487,0.000433,-0.000433,,,,14.7176,0.0067,-0.0067,15.257,,,2013-10-28,2014-01-08,2013-10-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26743,Kepler-411 d,Kepler-411,d,,,TIC 399954349,Gaia DR2 2132768952604988672,Gaia DR3 2132768956905956352,0,2,4,0,0,Transit,2018,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,2019-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepler Project Candidate (q1_q16_koi),0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,58.0192007,0.0001535,-0.0001535,0.0,0.2757,,,0.0,3.51,0.22,-0.13,0.0,0.31314176,0.01962712,-0.01159784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,4.3,0.92,-0.64,0.0,367.0,,,0.0,88.81,,,0.0,2454984.85438,0.00185,-0.00185,0.0,BJD,1.0,0.9256,0.0101,-0.0161,0.0,0.12968,0.00205,-0.00205,0.0,5.669,0.156,-0.156,0.0,37.4,10.7,-10.7,0.0,0.041898,0.000485,-0.00153,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4987.0,93.0,-102.0,0.0,0.768,0.048,-0.029,0.0,0.829,0.034,-0.055,0.0,0.12,0.14,-0.16,0.0,[Fe/H],,,,,4.586,0.014,-0.053,0.0,,,,0.0,0.29435,0.08397,-0.05576,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,17.40063,80.24936,70.73793,306.5211,35.2938724,0.0349487,-0.0349487,13.516,0.0358248,-0.0358248,32.6033,0.0347959,-0.0347959,153.676,0.455,-0.453,6.47831,0.0190606,-0.0190606,14.745,0.061,-0.061,12.448,0.069,-0.069,10.641,0.022,-0.022,10.161,0.028,-0.028,10.062,0.023,-0.023,,,,,,,,,,,,,,,,9.92,0.023,-0.023,9.952,0.02,-0.02,9.88,0.035,-0.035,9.269,,,12.2327,0.000562,-0.000562,,,,11.6052,0.0062,-0.0062,12.231,,,2014-11-21,2014-12-18,2014-11-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36521,TOI-2068 b,TOI-2068,b,,,TIC 417931300,Gaia DR2 1581657479535392256,Gaia DR3 1581657479535392256,0,1,1,0,0,Transit,2024,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,2023-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.76908874827,3.892323e-05,-3.892323e-05,0.0,,,,,2.36633077,0.20542012,-0.20542012,0.0,0.21111026,0.01832639,-0.01832639,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6578,,,0.0,481.07,,,0.0,,,,,2458683.416826,0.00252724,-0.00252724,0.0,BJD,0.0,,,,,0.14167912,0.01306478,-0.01306478,0.0,2.6251447,0.2714902,-0.2714902,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3700.0,157.0,-157.0,0.0,0.542573,0.01613,-0.01613,0.0,,,,,,,,,,,,,,4.70036,0.009455,-0.009455,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m05.65s,186.27356,+60d25m06.04s,60.4183455,56.40846,128.80568,55.01972,148.86013,197.9770221,0.0391127,-0.0391127,-197.88,0.0391186,-0.0391186,-6.19733,0.0325231,-0.0325231,52.9328,0.0586,-0.0586,18.8629,0.0207672,-0.0207672,14.596,0.033,-0.033,13.007,0.009,-0.009,9.872,0.023,-0.023,9.237001,0.03,-0.03,9.007,0.022,-0.022,16.583,0.0079758,-0.0079758,15.0296,0.0049048,-0.0049048,14.9169,0.0099311,-0.0099311,11.9557,0.00118,-0.00118,13.217,0.0121033,-0.0121033,8.888,0.022,-0.022,8.823,0.019,-0.019,8.716,0.024,-0.024,8.441,0.245,-0.245,12.221,0.000319,-0.000319,,,,11.1806,0.0073549,-0.0073549,,,,2025-08-07,2017-07,2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8509,Kepler-11 f,Kepler-11,f,,,TIC 169175503,Gaia DR2 2076960598545789824,Gaia DR3 2076960598545789824,0,1,6,0,0,Transit,2010,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,2011-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepler Project Candidate (q1_q8_koi),0.0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,46.68641,0.00019,-0.00019,0.0,0.252,,,0.0,2.43,0.44,-0.44,0.0,0.21679045,0.03925424,-0.03925424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,514.0,,,0.0,89.38,,,0.0,2455058.0355,0.0024,-0.0024,0.0,BJD,1.0,0.31,0.15,-0.15,0.0,0.0518,,,0.0,6.4484,,,0.0,53.7,8.4,-8.4,0.0,0.02104,0.00031,-0.00031,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5685.0,100.0,-100.0,0.0,1.06,0.19,-0.19,0.0,0.984,0.057,-0.057,0.0,,,,0.0,,,,,,4.38,0.2,-0.2,0.0,7.2,3.3,-3.3,0.0,,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,8.13328,76.1613,61.2022,314.75543,7.0692817,0.0287745,-0.0287745,-0.0379221,0.0253491,-0.0253491,-7.06918,0.0287746,-0.0287746,646.346,6.375,-6.375,1.51841,0.0151448,-0.0151448,14.635,0.03,-0.03,13.817,0.092,-0.092,12.548,0.024,-0.024,12.237,0.024,-0.024,12.18,0.02,-0.02,,,,,,,,,,,,,,,,12.053,0.022,-0.022,12.125,0.022,-0.022,12.119,0.191,-0.191,9.444,,,13.7062,0.000271,-0.000271,,,,13.2366,0.0167,-0.0167,13.709,,,2013-10-28,2014-01-08,2013-10-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
