pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,star_F,star_G,star_K,target,habitability_score,habitability_rank
3.0,195.89164,21.96394,0.15,811.0,1.338589,5752.0,0.00432,0.011,False,True,False,0,0.40701547473039007,6589
2.01,195.89164,6.79685353,0.0714,811.0,1.338589,6061.0,0.00432,-0.1,True,False,False,0,0.40698301072139415,6590
2.12,195.89164,6.79684436,0.0714,811.0,1.338589,6061.0,0.00432,-0.1,True,False,False,0,0.40698301072139415,6591
1.75,195.89164,14.878296,0.0935,811.0,1.338589,5471.0,0.00432,-0.12,False,True,False,1,0.4069160874161152,6592
3.07,195.89164,21.5262569,0.15772,811.0,1.338589,5253.0,0.00432,-0.03,False,True,False,0,0.4068445981304131,6593
1.82,195.89164,22.70816791,0.1603,811.0,1.338589,6170.0,0.00432,-0.16,True,False,False,0,0.4068201220283089,6594
2.5,195.89164,13.3397,0.105,811.0,1.338589,5470.0,0.00432,-0.025,False,True,False,0,0.4068084361759074,6595
4.72,195.89164,3.3610026,0.0935,811.0,1.338589,5438.0,0.00432,-0.15,False,True,False,0,0.40680406652022855,6596
2.366165385,195.89164,10.55848761,0.0935,811.0,1.338589,5495.56,0.00432,0.033,False,True,False,0,0.406796443312204,6597
2.366165385,195.89164,12.5199,0.1062,811.0,1.338589,5770.0,0.00432,0.07,False,True,False,0,0.4067589936121626,6598
2.61,195.89164,21.963945,0.153,811.0,1.338589,5774.0,0.00432,0.011,False,True,False,0,0.4067493251617444,6599
3.01,195.89164,22.04579,0.154,811.0,1.338589,5880.0,0.00432,0.011,False,True,False,0,0.4067493251617444,6600
1.99,195.89164,7.75192492,0.0935,811.0,1.338589,5789.0,0.00432,0.1,False,True,False,0,0.4067444553355514,6601
1.42,195.89164,21.52651,0.145,811.0,1.338589,5631.0,0.00432,0.011,False,True,False,1,0.40671174412120203,6602
2.085,195.89164,3.58599,0.048,811.0,1.338589,6201.0,0.00432,-0.14,True,False,False,0,0.4066688347435514,6603
2.366165385,195.89164,7.79430249,0.0935,811.0,1.338589,5461.54,0.00432,0.0554,False,True,False,0,0.406550298284247,6604
2.366165385,195.89164,7.794302043,0.0935,811.0,1.338589,5461.54,0.00432,0.0554,False,True,False,0,0.406550298284247,6605
4.72,195.89164,3.7705565,0.049,811.0,1.338589,6075.0,0.00432,0.011,True,False,False,0,0.40652715644323884,6606
2.29,195.89164,5.398753927,0.0618,811.0,1.338589,5793.0,0.00432,0.12,False,True,False,0,0.40645620641111985,6607
3.6,195.89164,21.81293,0.145,811.0,1.338589,5535.0,0.00432,0.011,False,True,False,0,0.4063934091998507,6608
4.72,195.89164,6.77131,0.0935,811.0,1.338589,5422.0,0.00432,-0.09,False,True,False,0,0.40628650889662643,6609
1.7,195.89164,0.843379985,0.0163,811.0,1.338589,4818.0,0.00432,0.355,False,False,True,1,0.4062340827706806,6610
2.86,195.89164,8.72585478,0.0827,811.0,1.338589,6036.0,0.00432,-0.18,True,False,False,0,0.4062251977737263,6611
0.95,195.89164,7.63861,0.08,811.0,1.338589,6401.0,0.00432,0.011,True,False,False,0,0.4061810350092222,6612
2.366165385,195.89164,6.4220154843,0.0935,811.0,1.338589,5949.92,0.00432,-0.084,False,True,False,0,0.40616543671417277,6613
4.72,195.89164,3.142702,0.0441,811.0,1.338589,6357.0,0.00432,-0.1,True,False,False,0,0.40615477667272487,6614
2.06,195.89164,22.18329658,0.145,811.0,1.338589,5843.0,0.00432,-0.325,False,True,False,0,0.40607547464865895,6615
2.29,195.89164,10.65276707,0.0935,811.0,1.338589,5323.0,0.00432,-0.13,False,True,False,0,0.40600817844465276,6616
2.31,195.89164,6.67932,0.0935,811.0,1.338589,5442.0,0.00432,-0.1,False,True,False,0,0.4059295126982614,6617
2.92,195.89164,2.2483077,0.033,811.0,1.338589,5110.0,0.00432,0.011,False,False,True,0,0.4059011661153934,6618
2.8,195.89164,22.36658,0.149,811.0,1.338589,5424.0,0.00432,0.011,False,True,False,0,0.40578345113771075,6619
2.366165385,195.89164,7.972,0.08,811.0,1.338589,5328.0,0.00432,0.14,False,True,False,0,0.40577205340277894,6620
4.72,195.89164,2.78174,0.0935,811.0,1.338589,5600.0,0.00432,-0.23,False,True,False,0,0.40577053217742376,6621
4.72,195.89164,1.977143,0.025,811.0,1.338589,3845.25,0.00432,0.17,False,False,True,0,0.4056781839327913,6622
3.03,195.89164,6.33855761,0.0935,811.0,1.338589,5820.0,0.00432,-0.03,False,True,False,0,0.40563776554618586,6623
4.72,195.89164,0.925542,0.01985,811.0,1.338589,6110.0,0.00432,0.06,True,False,False,0,0.4055867842839232,6624
1.66,195.89164,8.63043276,0.0935,811.0,1.338589,5216.0,0.00432,-0.04,False,True,False,1,0.40558185099626437,6625
2.59811964,195.89164,6.429582,0.0935,811.0,1.338589,5382.0,0.00432,-0.07,False,True,False,0,0.4055411797691435,6626
1.87,195.89164,2.032319072,0.0326,811.0,1.338589,6156.0,0.00432,0.0,True,False,False,0,0.4054913865752874,6627
0.99679734,195.89164,4.562029839,0.0935,811.0,1.338589,5343.0,0.00432,0.08,False,True,False,1,0.40547577324042205,6628
2.9,195.89164,25.75260028,0.1604,811.0,1.338589,5229.0,0.00432,0.07,False,True,False,0,0.4054223623407254,6629
2.366165385,195.89164,10.70871,0.0925,811.0,1.338589,5387.0,0.00432,0.011,False,True,False,0,0.4053855267304516,6630
3.02,195.89164,4.19577385,0.0488,811.0,1.338589,5229.0,0.00432,0.32,False,True,False,0,0.40533702031068325,6631
3.05,195.89164,5.753221974,0.0633,811.0,1.338589,5445.0,0.00432,0.355,False,True,False,0,0.405332160191185,6632
3.14,195.89164,5.75321539,0.0633,811.0,1.338589,5445.0,0.00432,0.355,False,True,False,0,0.405332160191185,6633
2.65,195.89164,26.85323647,0.162,811.0,1.338589,5329.0,0.00432,-0.14,False,True,False,0,0.4053278231744205,6634
2.76,195.89164,26.85328322,0.162,811.0,1.338589,5329.0,0.00432,-0.14,False,True,False,0,0.4053278231744205,6635
1.63,195.89164,4.336429331,0.0553,811.0,1.338589,6099.0,0.00432,0.04,True,False,False,1,0.4053226760270491,6636
1.31,195.89164,14.6671927,0.0935,811.0,1.338589,5679.0,0.00432,-0.17,False,True,False,1,0.4052329044902529,6637
1.5,195.89164,25.2630268,0.1768,811.0,1.338589,6432.0,0.00432,-0.14,True,False,False,0,0.40517435610171076,6638
3.12103321,195.89164,7.720860004,0.0935,811.0,1.338589,5887.0,0.00432,-0.06,False,True,False,0,0.4051663817362326,6639
2.366165385,195.89164,8.40699411,0.0935,811.0,1.338589,5301.74,0.00432,-0.038,False,True,False,0,0.40509321303041673,6640
2.366165385,195.89164,8.40693068,0.0935,811.0,1.338589,5301.74,0.00432,-0.038,False,True,False,0,0.40509321303041673,6641
4.72,195.89164,0.9255456,0.01987,811.0,1.338589,6110.0,0.00432,0.06,True,False,False,0,0.40502226815489095,6642
2.57,195.89164,4.761705259,0.0935,811.0,1.338589,5872.0,0.00432,0.08,False,True,False,0,0.40494770699221483,6643
4.72,195.89164,7.794301316,0.0935,811.0,1.338589,5615.0,0.00432,0.01,False,True,False,0,0.404902649497158,6644
1.42,195.89164,10.41725184,0.0935,811.0,1.338589,5778.0,0.00432,0.06,False,True,False,1,0.40485255300911954,6645
2.366165385,195.89164,6.77411519,0.0935,811.0,1.338589,5819.58,0.00432,-0.0998,False,True,False,0,0.40485178614785394,6646
1.57,195.89164,0.84338011,0.0163,811.0,1.338589,4818.0,0.00432,0.355,False,False,True,1,0.40484519388179174,6647
1.979,195.89164,21.5878875,0.1509,811.0,1.338589,5917.0,0.00432,-0.08,False,True,False,0,0.40479880535891594,6648
1.12,195.89164,6.89204,0.074,811.0,1.338589,6292.0,0.00432,0.011,True,False,False,0,0.4047377469606101,6649
4.72,195.89164,3.21222,0.04142,811.0,1.338589,5302.0,0.00432,0.24,False,True,False,0,0.40469845920270126,6650
1.62,195.89164,12.06222443,0.0935,811.0,1.338589,5594.0,0.00432,0.0,False,True,False,1,0.4046925737371355,6651
4.72,195.89164,2.994325,0.04407,811.0,1.338589,6440.0,0.00432,-0.03,True,False,False,0,0.40467074606554176,6652
4.71,195.89164,10.08881066,0.0898,811.0,1.338589,5431.0,0.00432,0.12,False,True,False,0,0.404660270840547,6653
4.72,195.89164,10.088796973,0.0898,811.0,1.338589,5431.0,0.00432,0.12,False,True,False,0,0.404660270840547,6654
4.0,195.89164,25.5638626,0.1758,811.0,1.338589,6228.0,0.00432,-0.08,True,False,False,0,0.4046427918259059,6655
1.85,195.89164,7.76846622,0.0935,811.0,1.338589,5679.0,0.00432,-0.02,False,True,False,0,0.4045857873061937,6656
1.97,195.89164,10.35078415,0.0907,811.0,1.338589,5534.0,0.00432,0.14,False,True,False,0,0.40456656852444156,6657
1.25908622,195.89164,1.742983,0.0935,811.0,1.338589,5982.0,0.00432,0.16,False,True,False,1,0.4045608037762313,6658
2.77,195.89164,13.3387,0.1071,811.0,1.338589,5496.0,0.00432,0.06,False,True,False,0,0.4045031954023894,6659
2.82,195.89164,25.7124,0.159,811.0,1.338589,5326.0,0.00432,-0.325,False,True,False,0,0.40449856939988477,6660
1.4,195.89164,21.1284569,0.1516,811.0,1.338589,6086.0,0.00432,-0.08,True,False,False,1,0.40447807503317684,6661
0.86,195.89164,3.89523349,0.0426,811.0,1.338589,4972.0,0.00432,-0.325,False,False,True,1,0.40447318730812537,6662
3.2,195.89164,22.687155,0.1528,811.0,1.338589,5657.0,0.00432,0.0,False,True,False,0,0.40444033732629375,6663
1.35,195.89164,8.25978,0.075,811.0,1.338589,5117.0,0.00432,0.011,False,False,True,1,0.40430658112312406,6664
4.72,195.89164,2.2167421,0.03708,811.0,1.338589,6250.0,0.00432,-0.06,True,False,False,0,0.40430375336126917,6665
4.72,195.89164,2.2167421,0.03711,811.0,1.338589,6250.0,0.00432,-0.06,True,False,False,0,0.40430375336126917,6666
4.72,195.89164,6.87188,0.0935,811.0,1.338589,6180.0,0.00432,-0.02,True,False,False,0,0.4043008934542274,6667
1.23,195.89164,11.86817,0.106,811.0,1.338589,6314.0,0.00432,0.011,True,False,False,0,0.4042941868935596,6668
1.02,195.89164,11.83728,0.106,811.0,1.338589,6314.0,0.00432,0.011,True,False,False,0,0.4042941868935596,6669
3.002,195.89164,9.2077989,0.08276,811.0,1.338589,5371.0,0.00432,0.07,False,True,False,0,0.40428512358188146,6670
1.93,195.89164,3.35183158,0.0935,811.0,1.338589,5759.0,0.00432,-0.16,False,True,False,0,0.4042837425277164,6671
0.95,195.89164,2.20829412,0.0334,811.0,1.338589,6131.0,0.00432,-0.2,True,False,False,1,0.40427143335291355,6672
1.41,195.89164,3.773682,0.049,811.0,1.338589,6290.0,0.00432,0.011,True,False,False,0,0.4042354897765722,6673
2.366165385,195.89164,5.59934848,0.0935,811.0,1.338589,5963.52,0.00432,-0.325,False,True,False,0,0.40422637121260757,6674
1.45,195.89164,3.70429015,0.0502,811.0,1.338589,6732.0,0.00432,-0.325,True,False,False,0,0.40419997416808634,6675
2.32,195.89164,22.36646466,0.1449,811.0,1.338589,5395.0,0.00432,-0.325,False,True,False,0,0.4041178968807097,6676
3.182,195.89164,23.58447697,0.15911,811.0,1.338589,5639.0,0.00432,0.02,False,True,False,0,0.40410934987255054,6677
4.72,195.89164,9.434151089,0.0935,811.0,1.338589,5649.0,0.00432,0.02,False,True,False,0,0.404065734737167,6678
2.1,195.89164,9.917215,0.091,811.0,1.338589,5959.0,0.00432,0.011,False,True,False,0,0.4039656247585945,6679
2.3,195.89164,10.62784997,0.0961,811.0,1.338589,6082.0,0.00432,-0.08,True,False,False,0,0.403959886105798,6680
2.14,195.89164,7.97034958,0.0935,811.0,1.338589,5519.0,0.00432,0.01,False,True,False,0,0.4039529995702972,6681
2.3,195.89164,0.381073,0.0935,811.0,1.338589,3879.0,0.00432,0.032,False,False,True,0,0.40382501436965107,6682
2.21,195.89164,6.61834191,0.0935,811.0,1.338589,5516.0,0.00432,-0.05,False,True,False,0,0.40381172853199204,6683
2.85,195.89164,4.093578461,0.0514,811.0,1.338589,6077.0,0.00432,-0.04,True,False,False,0,0.40376097055068877,6684
2.46,195.89164,4.093573252,0.0514,811.0,1.338589,6077.0,0.00432,-0.04,True,False,False,0,0.40376097055068877,6685
2.41,195.89164,14.03490255,0.1027,811.0,1.338589,5258.0,0.00432,-0.32,False,True,False,0,0.40372999110614427,6686
2.35,195.89164,14.03491514,0.1027,811.0,1.338589,5258.0,0.00432,-0.32,False,True,False,0,0.40372999110614427,6687
3.4,195.89164,24.54362,0.167,811.0,1.338589,5963.0,0.00432,0.011,False,True,False,0,0.4037258544322937,6688
0.923,195.89164,8.2563025,0.08364,811.0,1.338589,6346.0,0.00432,-0.16,True,False,False,0,0.4036895608279079,6689
1.79,195.89164,3.5827463,0.0935,811.0,1.338589,5538.0,0.00432,0.08,False,True,False,1,0.40367493091668244,6690
1.11955354,195.89164,8.167360306,0.0935,811.0,1.338589,5808.0,0.00432,-0.06,False,True,False,1,0.40366307710861066,6691
3.03,195.89164,4.195775379,0.0488,811.0,1.338589,5229.0,0.00432,0.32,False,True,False,0,0.4036343176079805,6692
2.37,195.89164,6.48163,0.0935,811.0,1.338589,5952.0,0.00432,-0.08,False,True,False,0,0.4036239994382811,6693
1.52,195.89164,2.248329,0.032,811.0,1.338589,5105.0,0.00432,0.011,False,False,True,1,0.40361705119739727,6694
2.366165385,195.89164,6.77408984,0.0935,811.0,1.338589,5819.58,0.00432,-0.0998,False,True,False,0,0.4035697348658026,6695
2.366165385,195.89164,6.7741029393,0.0935,811.0,1.338589,5819.58,0.00432,-0.0998,False,True,False,0,0.4035697348658026,6696
2.5,195.89164,4.169783,0.0935,811.0,1.338589,5499.0,0.00432,-0.23,False,True,False,0,0.40353521715658225,6697
2.135,195.89164,9.76734365,0.08741,811.0,1.338589,5498.0,0.00432,0.07,False,True,False,0,0.40351908693770183,6698
2.11,195.89164,24.3078946,0.1599,811.0,1.338589,5377.0,0.00432,0.07,False,True,False,0,0.4034784799269401,6699
2.366165385,195.89164,8.16734776,0.0935,811.0,1.338589,5770.0,0.00432,0.0,False,True,False,0,0.40347569002609124,6700
2.366165385,195.89164,8.16733851,0.0935,811.0,1.338589,5770.0,0.00432,0.0,False,True,False,0,0.40347569002609124,6701
4.72,195.89164,8.138268,0.0935,811.0,1.338589,5428.0,0.00432,0.0,False,True,False,0,0.40347569002609124,6702
2.366165385,195.89164,6.4898,0.06296,811.0,1.338589,4931.0,0.00432,0.03,False,False,True,0,0.40336187966180526,6703
1.52,195.89164,8.13123,0.084,811.0,1.338589,6211.0,0.00432,0.17,True,False,False,0,0.4033185125287861,6704
1.75,195.89164,27.320871,0.183,811.0,1.338589,6088.0,0.00432,0.011,True,False,False,1,0.40329982904465533,6705
1.17,195.89164,0.9867679,0.017,811.0,1.338589,4613.0,0.00432,0.011,False,False,True,0,0.40329875542008237,6706
2.366165385,195.89164,2.71648416,0.0935,811.0,1.338589,5870.0,0.00432,-0.325,False,True,False,0,0.4032951810670004,6707
2.366165385,195.89164,2.7164835,0.0935,811.0,1.338589,5870.0,0.00432,-0.325,False,True,False,0,0.4032951810670004,6708
1.34,195.89164,2.355746434,0.0313,811.0,1.338589,4962.0,0.00432,-0.08,False,False,True,1,0.40327842425918625,6709
2.94,195.89164,15.7259,0.1171,811.0,1.338589,5331.0,0.00432,-0.2,False,True,False,0,0.4032738636402306,6710
4.72,195.89164,3.21222,0.0414,811.0,1.338589,5302.0,0.00432,0.24,False,True,False,0,0.4032169777212198,6711
4.72,195.89164,4.7869491,0.06555,811.0,1.338589,7207.25,0.00432,-0.069,True,False,False,0,0.40318102625716873,6712
1.87,195.89164,10.62788695,0.0961,811.0,1.338589,6082.0,0.00432,-0.08,True,False,False,0,0.40305345335726,6713
0.77,195.89164,21.1875846,0.1457,811.0,1.338589,6338.0,0.00432,-0.325,True,False,False,0,0.40305247099252806,6714
3.26,195.89164,22.68714105,0.1528,811.0,1.338589,5657.0,0.00432,0.0,False,True,False,0,0.40303727610180395,6715
4.72,195.89164,20.272615,0.143,811.0,1.338589,5657.0,0.00432,-0.1,False,True,False,0,0.40301293301327684,6716
2.366165385,195.89164,30.3506,0.19,811.0,1.338589,4893.0,0.00432,-0.325,False,False,True,0,0.4030071647080464,6717
2.77,195.89164,4.220959,0.044,811.0,1.338589,4389.0,0.00432,0.011,False,False,True,0,0.4030055404451341,6718
1.15,195.89164,4.176366,0.044,811.0,1.338589,4350.0,0.00432,0.011,False,False,True,0,0.4030055404451341,6719
2.6,195.89164,3.595769645,0.0935,811.0,1.338589,5860.0,0.00432,0.08,False,True,False,0,0.402994700124092,6720
1.35,195.89164,3.254274054,0.045,811.0,1.338589,6167.0,0.00432,0.07,True,False,False,1,0.40293056698972135,6721
4.72,195.89164,10.088796973,0.0935,811.0,1.338589,5295.0,0.00432,0.05,False,True,False,0,0.4028999435041498,6722
3.2,195.89164,12.2057513,0.0935,811.0,1.338589,5355.0,0.00432,-0.01,False,True,False,0,0.402702272179943,6723
2.366165385,195.89164,6.4980147,0.0935,811.0,1.338589,5733.54,0.00432,-0.0347,False,True,False,0,0.40268631679703104,6724
4.72,195.89164,1.902603,0.0389,811.0,1.338589,7207.25,0.00432,-0.1,True,False,False,0,0.40264141280338,6725
2.366165385,195.89164,8.40688262,0.0935,811.0,1.338589,5301.74,0.00432,-0.038,False,True,False,0,0.40258236613846854,6726
2.18,195.89164,5.458498316,0.0632,811.0,1.338589,5716.0,0.00432,0.355,False,True,False,0,0.4025744183583944,6727
1.17,195.89164,7.626324,0.07,811.0,1.338589,4955.0,0.00432,0.011,False,False,True,1,0.40255266185956046,6728
4.72,195.89164,3.770551475,0.0493,811.0,1.338589,6322.0,0.00432,-0.12,True,False,False,0,0.40253236987909974,6729
2.635,195.89164,51.75529576,0.19225,811.0,1.338589,5760.0,0.00432,-0.325,False,True,False,0,0.40239371470677704,6730
3.41,195.89164,51.75529576,0.19225,811.0,1.338589,5755.0,0.00432,-0.325,False,True,False,0,0.40239371470677704,6731
4.72,195.89164,1.36665436,0.02498,811.0,1.338589,6010.0,0.00432,0.011,True,False,False,0,0.4023767765228197,6732
1.32,195.89164,9.10969334,0.0862,811.0,1.338589,5611.0,0.00432,0.355,False,True,False,1,0.4023708168371475,6733
2.366165385,195.89164,4.3225126,0.0935,811.0,1.338589,5924.0,0.00432,-0.22,False,True,False,0,0.4023606722947143,6734
1.64,195.89164,3.848208,0.05,811.0,1.338589,6325.0,0.00432,0.011,True,False,False,0,0.40229262323293447,6735
2.25,195.89164,24.2758992,0.16,811.0,1.338589,5745.0,0.00432,-0.2,False,True,False,0,0.402224766640948,6736
3.06,195.89164,34.18890521,0.19225,811.0,1.338589,5851.0,0.00432,-0.04,False,True,False,0,0.40211774062443945,6737
1.95,195.89164,7.305699922,0.0748,811.0,1.338589,5616.0,0.00432,0.355,False,True,False,0,0.4020659944733412,6738
1.69,195.89164,2.211122847,0.0935,811.0,1.338589,4508.0,0.00432,-0.01,False,False,True,0,0.40203931288773814,6739
1.32,195.89164,6.04045294,0.0935,811.0,1.338589,5224.0,0.00432,0.1,False,True,False,1,0.40203459303238714,6740
1.94,195.89164,27.07237711,0.1656,811.0,1.338589,5589.0,0.00432,-0.3,False,True,False,0,0.402008383496318,6741
1.17984089,195.89164,4.943290234,0.0935,811.0,1.338589,5661.0,0.00432,0.1,False,True,False,1,0.4019502961982129,6742
1.45,195.89164,1.611887177,0.0935,811.0,1.338589,5989.0,0.00432,0.18,False,True,False,1,0.40193904138801634,6743
1.67,195.89164,10.35863224,0.0935,811.0,1.338589,5663.0,0.00432,0.06,False,True,False,1,0.40188121122495724,6744
2.94,195.89164,12.88296485,0.1078,811.0,1.338589,6028.0,0.00432,-0.14,True,False,False,0,0.4018800676775006,6745
1.66608079,195.89164,14.316941,0.0935,811.0,1.338589,5569.0,0.00432,-0.06,False,True,False,1,0.40180252414321405,6746
2.366165385,195.89164,6.49802255,0.0935,811.0,1.338589,5733.54,0.00432,-0.0347,False,True,False,0,0.4017339358446501,6747
2.366165385,195.89164,6.4980488398,0.0935,811.0,1.338589,5733.54,0.00432,-0.0347,False,True,False,0,0.4017339358446501,6748
2.61,195.89164,51.75530504,0.19225,811.0,1.338589,5979.0,0.00432,-0.325,False,True,False,0,0.40172327513317546,6749
4.72,195.89164,5.056973,0.0633,811.0,1.338589,5940.0,0.00432,0.225,False,True,False,0,0.4016440982607113,6750
2.65,195.89164,1.58040482,0.0935,811.0,1.338589,3845.25,0.00432,0.0,False,False,True,0,0.4016327877834704,6751
2.08,195.89164,14.5123622,0.1087,811.0,1.338589,5094.0,0.00432,0.16,False,False,True,0,0.4015967574100971,6752
2.92,195.89164,21.80441,0.148,811.0,1.338589,5551.0,0.00432,0.011,False,True,False,0,0.4015921162672115,6753
2.366165385,195.89164,8.18739443,0.0935,811.0,1.338589,5250.0,0.00432,0.0,False,True,False,0,0.40154625048672427,6754
2.366165385,195.89164,8.18740532,0.0935,811.0,1.338589,5250.0,0.00432,0.0,False,True,False,0,0.40154625048672427,6755
2.366165385,195.89164,8.187369804,0.0935,811.0,1.338589,5250.0,0.00432,0.0,False,True,False,0,0.40154625048672427,6756
1.64,195.89164,16.8320729,0.1243,811.0,1.338589,5772.0,0.00432,-0.22,False,True,False,1,0.40153565453085754,6757
1.85644292,195.89164,3.700619936,0.0935,811.0,1.338589,5423.0,0.00432,0.08,False,True,False,0,0.4015308131338893,6758
2.4,195.89164,7.974157,0.079,811.0,1.338589,6024.0,0.00432,0.011,True,False,False,0,0.40151491769334086,6759
1.83707938,195.89164,6.331230164,0.0935,811.0,1.338589,5383.0,0.00432,-0.22,False,True,False,0,0.401467147929558,6760
0.79,195.89164,21.1876185,0.1462,811.0,1.338589,6355.0,0.00432,-0.325,True,False,False,0,0.40144929638935345,6761
2.98,195.89164,15.22895698,0.1149,811.0,1.338589,5460.0,0.00432,-0.1,False,True,False,0,0.40127883908788703,6762
2.095,195.89164,14.40094471,0.11734,811.0,1.338589,5877.0,0.00432,0.07,False,True,False,0,0.40126022891045593,6763
2.366165385,195.89164,3.559823,0.0935,811.0,1.338589,5354.7,0.00432,0.07,False,True,False,0,0.4012379810197131,6764
2.0,195.89164,14.6762429,0.1124,811.0,1.338589,4927.0,0.00432,0.07,False,False,True,0,0.401208553343692,6765
3.3,195.89164,6.195544,0.064,811.0,1.338589,5058.0,0.00432,0.011,False,False,True,0,0.40108760963546103,6766
2.366165385,195.89164,6.770300385,0.0935,811.0,1.338589,5435.15,0.00432,-0.0539,False,True,False,0,0.40101338134291026,6767
2.366165385,195.89164,6.7702715508,0.0935,811.0,1.338589,5435.15,0.00432,-0.0539,False,True,False,0,0.40101338134291026,6768
2.366165385,195.89164,6.77029913,0.0935,811.0,1.338589,5435.15,0.00432,-0.0539,False,True,False,0,0.40101338134291026,6769
1.41,195.89164,10.55840479,0.09,811.0,1.338589,5353.0,0.00432,0.16,False,True,False,1,0.4009994769808612,6770
1.3,195.89164,34.2069,0.19225,811.0,1.338589,5319.0,0.00432,0.011,False,True,False,1,0.4009773976396345,6771
3.4,195.89164,34.18896,0.19225,811.0,1.338589,5823.0,0.00432,0.011,False,True,False,0,0.4009773976396345,6772
4.42,195.89164,8.600104109,0.0935,811.0,1.338589,5322.0,0.00432,-0.02,False,True,False,0,0.40095270877588207,6773
2.12,195.89164,8.3053749,0.0935,811.0,1.338589,5499.0,0.00432,0.0,False,True,False,0,0.4009447143887351,6774
0.75,195.89164,3.93766373,0.0536,811.0,1.338589,6712.0,0.00432,-0.06,True,False,False,0,0.4009140320159988,6775
2.21,195.89164,23.34036251,0.1467,811.0,1.338589,5530.0,0.00432,-0.325,False,True,False,0,0.40087024106113445,6776
2.36,195.89164,23.34031664,0.1467,811.0,1.338589,5530.0,0.00432,-0.325,False,True,False,0,0.40087024106113445,6777
1.79,195.89164,9.398977,0.0935,811.0,1.338589,5994.0,0.00432,0.08,False,True,False,1,0.4008635633769559,6778
0.834,195.89164,4.159817122,0.04558,811.0,1.338589,4665.0,0.00432,-0.01,False,False,True,0,0.4008523962242002,6779
1.48,195.89164,3.28192091,0.0446,811.0,1.338589,6210.0,0.00432,-0.1,True,False,False,0,0.4008370935309453,6780
2.97,195.89164,35.01190875,0.19225,811.0,1.338589,5872.0,0.00432,0.1,False,True,False,0,0.40083263192139384,6781
4.72,195.89164,4.0764326,0.0504,811.0,1.338589,6057.0,0.00432,-0.26,True,False,False,0,0.4007418517072355,6782
1.43,195.89164,1.422614,0.0223,811.0,1.338589,4916.0,0.00432,-0.09,False,False,True,1,0.4007379678966247,6783
2.4,195.89164,20.34234237,0.1433,811.0,1.338589,5800.0,0.00432,-0.08,False,True,False,0,0.4007199814110071,6784
4.72,195.89164,3.7520656,0.0499,811.0,1.338589,6300.0,0.00432,0.011,True,False,False,0,0.4007063860198206,6785
4.72,195.89164,3.2122312,0.0414,811.0,1.338589,5302.0,0.00432,0.24,False,True,False,0,0.4006596003425009,6786
2.366165385,195.89164,3.41587,0.05,811.0,1.338589,5404.0,0.00432,0.32,False,True,False,0,0.40065468976485863,6787
1.68,195.89164,8.50699658,0.0935,811.0,1.338589,5455.0,0.00432,-0.07,False,True,False,1,0.4005935892563184,6788
2.36,195.89164,5.859933,0.068,811.0,1.338589,6172.0,0.00432,0.011,True,False,False,0,0.40055114113092966,6789
2.10143764,195.89164,3.606940031,0.0935,811.0,1.338589,5508.0,0.00432,0.07,False,True,False,0,0.4005222811195713,6790
3.113,195.89164,6.03356196,0.07045,811.0,1.338589,5005.0,0.00432,0.03,False,False,True,0,0.4004926555718948,6791
1.43,195.89164,41.8087668,0.19225,811.0,1.338589,5726.0,0.00432,-0.06,False,True,False,1,0.4004414594819968,6792
0.8,195.89164,6.14727918,0.0935,811.0,1.338589,4868.0,0.00432,-0.01,False,False,True,1,0.4004203125232519,6793
1.462,195.89164,6.93366476,0.07592,811.0,1.338589,5987.0,0.00432,0.32,False,True,False,1,0.40041659358862625,6794
2.24,195.89164,13.722341,0.094,811.0,1.338589,5638.0,0.00432,-0.29,False,True,False,0,0.40037463746346197,6795
0.98,195.89164,3.18899015,0.0434,811.0,1.338589,5700.0,0.00432,0.34,False,True,False,1,0.40032795694144324,6796
2.366165385,195.89164,9.28697348,0.0935,811.0,1.338589,5511.0,0.00432,-0.12,False,True,False,0,0.400322876791007,6797
2.366165385,195.89164,9.286964466,0.0935,811.0,1.338589,5511.0,0.00432,-0.12,False,True,False,0,0.400322876791007,6798
4.12801189,195.89164,11.9296999,0.0935,811.0,1.338589,5831.0,0.00432,0.0,False,True,False,0,0.4003153501180622,6799
3.32321414,195.89164,8.172400475,0.0935,811.0,1.338589,5705.0,0.00432,-0.06,False,True,False,0,0.40030506614067224,6800
1.63,195.89164,12.94771,0.11,811.0,1.338589,6098.0,0.00432,0.011,True,False,False,1,0.400302965348154,6801
0.681,195.89164,3.50470358,0.04278,811.0,1.338589,5092.0,0.00432,0.24,False,False,True,0,0.40025715055398775,6802
4.72,195.89164,2.152175,0.03144,811.0,1.338589,5180.0,0.00432,0.12,False,False,True,0,0.40023385468229244,6803
1.89,195.89164,9.599922,0.09,811.0,1.338589,6064.0,0.00432,0.011,True,False,False,0,0.40020607505852124,6804
1.97,195.89164,13.97945055,0.1074,811.0,1.338589,5191.0,0.00432,0.08,False,False,True,0,0.4001492221541316,6805
1.37,195.89164,11.87456832,0.0935,811.0,1.338589,5581.0,0.00432,0.0,False,True,False,1,0.40013692285994723,6806
2.366165385,195.89164,6.80257947,0.0935,811.0,1.338589,6013.71,0.00432,-0.0232,True,False,False,0,0.40009992760683927,6807
