pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,pl_insol,Target_Habitable,Habitability_Score,Stellar_Compatibility,Orbital_Stability_Score,Star_Type_Main_A,Star_Type_Main_B,Star_Type_Main_F,Star_Type_Main_G,Star_Type_Main_K,Star_Type_Main_M,Star_Type_Main_Other
-0.3575537482962391,4.112517916329128,-0.024710699034989094,-0.03771288961147856,-0.09347721068908754,-0.028237888531966793,-0.38442290282999003,3.966853798108106,-1.769337692358214,-0.08186443537374097,0,-0.31012381697402847,-0.8401042135169822,1.4856430249302905,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,3.8999388876048338,-0.023502547738620507,-0.03664084354742786,-0.09347721068908754,-0.028237888531966793,-0.8570962979993673,0.05644855633397006,-0.22744819486566273,-0.08186443537374097,0,-0.31012381697402847,-1.5774045533917753,1.75731691689082,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,0.6166455292759867,-0.025564811619895943,-0.03894026053140025,-0.09347721068908754,-0.028237888531966793,-0.37441166601853576,3.7069805764139963,-1.4481107137139326,-0.08186443537374097,0,-0.31012381697402847,-0.81861249298442,1.1264590098237237,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3575537482962391,1.9362969788701112,-0.015685530777221415,-0.03285213529833956,-0.09347721068908754,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,0.6324651612203244,2.437452782679536,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,0.09424941102917361,-0.02173560800911605,-0.03624491744422731,-0.09347721068908754,-0.028237888531966793,0.24199448622957792,0.05644855633397006,0.28651497096518774,-0.08186443537374097,0,-0.31012381697402847,1.296002913738384,1.9502544681732028,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,0.840111206434905,-0.02311345529522595,-0.036884490380166654,-0.09347721068908754,-0.028237888531966793,-0.8971412452451843,4.485660782232013,-0.1632027991368064,-0.08186443537374097,0,-0.31012381697402847,-1.6202707958537799,1.7796679754382994,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3575537482962391,2.275166087200728,-0.020581664036762974,-0.033759719750291586,-0.09347721068908754,-0.028237888531966793,-0.3086235384004076,3.3194536298851114,-0.4844297777810879,-0.08186443537374097,0,-0.31012381697402847,-0.6696427091930178,2.1767498852265534,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,2.3433086079933347,-0.026664202414167792,0.9637425958239798,2.661986638500269,-0.028237888531966793,-0.966504814581689,-0.4452790583647362,0.029533388049762514,-0.08186443537374097,0,-0.639557975935049,-1.6890709002706235,2.330083674365936,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3575537482962391,-0.16915493336322746,-0.026543989572677024,-0.04070974565416576,-0.09347721068908754,-0.028237888531966793,-0.4258980267631578,3.7764817727878315,-5.110098270258742,-0.08186443537374097,0,-0.31012381697402847,-0.9260043524589073,-0.01220620643976741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,0.15589562667384607,-0.023899526811624647,-0.03724082387304714,-0.09347721068908754,-0.028237888531966793,-0.22424311384672152,2.436981964545856,-0.29169359059451905,-0.08186443537374097,0,-0.31012381697402847,-0.45737102211493735,1.6571524360990626,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,-0.17592030805633008,-0.021206677899738048,-0.034965771572348626,-0.09347721068908754,-0.028237888531966793,-0.22424311384672152,2.436981964545856,-0.29169359059451905,-0.08186443537374097,0,-0.31012381697402847,-0.45737102211493735,2.071830890687231,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,0.7461440360144492,-0.026664202414167792,0.31807848906616804,1.787791254874204,-0.028237888531966793,-1.6529896245099827,-1.9365391161637444,-0.0347120076790938,-0.08186443537374097,0,-0.6079940839144643,-2.105886904100122,1.9466564537328905,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,3.3889898375090275,-0.026664202414167792,0.21452858515217937,-0.09347721068908754,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,0.6324651612203244,1.8199962073015044,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,6.765642437658612,-0.026664202414167792,0.11706985205666062,-0.09347721068908754,-0.028237888531966793,-1.345501636729601,-2.981819072008347,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,-1.966941676083893,1.6413544544964263,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.958556800422681,3.6532738289378934,-0.026664202414167792,0.43381073461709657,-0.09347721068908754,-0.028237888531966793,-1.6787328048822938,-3.9400675216070447,0.029533388049762514,-0.08186443537374097,0,-1.0459989157476357,-2.1150316108175384,2.0507218685843083,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,2.9778643335002752,-0.026664202414167792,5.897590958784617,-0.09347721068908754,-0.028237888531966793,0.09897681749451673,-4.616478191912007,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,0.6324651612203244,2.992654063328966,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,4.857207741909392,-0.026664202414167792,1.7007742648588404,5.001333485083618,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.6601552136457344,0.6324651612203244,2.5352151863220165,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,1.7738055112408688,-0.026664202414167792,0.004383191914967071,-0.09347721068908754,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,0.6324651612203244,1.1792113344267974,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,7.793681817548636,-0.026664202414167792,0.7688251296329423,6.07834219771093,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.6616248171951078,0.6324651612203244,2.2496878516652337,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,5.444502557037241,-0.026664202414167792,1.7464580459973649,5.480392555310702,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.6610022184816169,0.6324651612203244,2.5448694417503885,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,1.0397988025857807,-0.026664202414167792,0.1262066082843655,1.0884349479733522,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.553454206127425,0.6324651612203244,1.6622414493894038,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,0.11773858382765075,-0.024192472718357082,-0.04095034690149532,-0.09347721068908754,-0.028237888531966793,17.271108302513312,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,-2.3645063218497406,0.7097677125953183,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,3.0953232965258453,-0.026664202414167792,22.779270882174007,2.3682569896019112,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.63182483247718,0.6324651612203244,3.4947691505640117,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,3.2421653978263247,-0.026664202414167792,0.6591840549004837,-0.09347721068908754,-0.028237888531966793,-0.9772311397368186,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,-1.699126823623945,2.1954651280303925,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3575537482962391,8.380976632676486,-0.026664202414167792,1.5363126527601525,2.3123084850498428,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.630078557354602,0.6324651612203244,2.498231918648873,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,1.891956220325187,-0.025042078443160355,-0.03862961081965828,-0.09347721068908754,-0.028237888531966793,-0.7126484525769554,0.05644855633397006,-1.7050922966293578,-0.08186443537374097,0,-0.31012381697402847,-1.4012133903021295,1.3094465083122988,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3575537482962391,0.3144584454030125,-0.019986069955019573,-0.03490485986416393,-0.09347721068908754,-0.028237888531966793,0.3292352641579652,0.6215708821884804,0.15802417950747516,-0.08186443537374097,0,-0.31012381697402847,1.062209352597581,2.149792237744932,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,-0.26988185159401507,-0.011767309793915187,-0.03033648175031149,-0.09347721068908754,-0.028237888531966793,0.3292352641579652,0.6215708821884804,0.15802417950747516,-0.08186443537374097,0,-0.31012381697402847,1.062209352597581,2.647867394802325,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,0.0531189808549877,0.060912068904167845,-0.005971798476431798,-0.09347721068908754,-0.028237888531966793,0.3292352641579652,0.6215708821884804,0.15802417950747516,-0.08186443537374097,0,-0.31012381697402847,1.062209352597581,3.7435746176150713,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,2.772311148205528,0.030227863032321924,-0.00962650096751375,-0.09347721068908754,-0.028237888531966793,0.09897681749451673,0.05644855633397006,0.029533388049762514,-0.08186443537374097,0,-0.31012381697402847,0.6324651612203244,3.542102542437671,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,-0.289849568866913,-0.026707358337702235,-0.04114008687249066,-0.09347721068908754,-0.028237888531966793,0.24771519297898037,0.5060361818633354,1.0574597197114635,-0.08186443537374097,0,-0.31012381697402847,1.3254044369092242,-0.6567454963630839,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3575537482962391,-0.4252118810053085,-0.026691280020389806,-0.04116658346555101,-0.09347721068908754,-0.028237888531966793,-1.5199831925863758,0.05644855633397006,0.9289689282537508,-0.08186443537374097,0,-0.31012381697402847,-2.053019338110215,-0.6341960030821766,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,-0.42354882848396774,-0.026522600765768803,-0.040904663120356795,-0.09347721068908754,-0.028237888531966793,-1.5199831925863758,0.05644855633397006,0.9289689282537508,-0.08186443537374097,0,-0.31012381697402847,-2.053019338110215,-0.10366667574472996,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3575537482962391,-0.17344420763566717,-0.026642129255700895,-0.040941210145267616,-0.09347721068908754,-0.028237888531966793,-0.15273427947919094,0.05644855633397006,2.406613030017446,-0.08186443537374097,0,-0.31012381697402847,-0.25679585172883973,-0.35735909249264974,0.0,0.0,0.0,1.0,0.0,0.0,0.0
