,pl_rad,pl_mass,pl_orbper,pl_sma,pl_ecc,st_temp,st_met,st_rad,st_age,st_mass,habitability_score,habitable
0,2.43818351,1728.9864384999996,92.086427889875,1.178,0.238,4874.0,-0.26,1.9420000000000004,4.17,1.5950000000000002,-5.924898431410267,1
1,2.43818351,1728.9864384999996,92.086427889875,1.53,0.08,4213.0,-0.02,1.9420000000000004,4.17,1.5950000000000002,-4.954054553390472,1
2,2.43818351,1131.151301,92.086427889875,0.775,0.0,4888.0,-0.21,1.9420000000000004,4.17,1.5950000000000002,-6.004779506403257,0
3,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.373,5551.0,0.02,0.95,4.17,0.91,-6.741177275222223,0
4,2.43818351,565.7374,92.086427889875,1.66,0.5305,5750.0,0.06,1.13,4.17,1.08,-7.06928108833897,0
5,2.43818351,1373.018718,92.086427889875,1.45,0.06,4157.0,-0.01,1.9420000000000004,5.13,1.22,-4.888274121627294,1
6,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.024,4980.0,-0.06,1.9420000000000004,4.17,1.5950000000000002,-5.948121719666667,1
7,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,4060.0,0.02,0.95,0.005,0.85,-4.670343941888889,1
8,2.43818351,280.6424834,30.33,0.194,0.032,4816.0,-0.38,1.9420000000000004,4.17,1.05,-5.991910231834288,0
9,2.43818351,632.46,92.086427889875,1.333,0.09,5098.0,-0.03,1.9420000000000004,2.7,1.54,-6.212764684618091,0
10,2.43818351,273.32,92.086427889875,2.00484242875,0.29,5098.0,-0.03,1.9420000000000004,2.7,1.54,-6.112010608555556,0
11,2.43818351,1271.313628,11.087324335,2.00484242875,0.09,3442.0,0.01,0.84,0.0025,0.2749999999999999,-3.812010608555556,1
12,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.03,0.2749999999999999,-6.741177275222223,0
13,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,3530.0,0.02,0.95,0.12,0.4,-3.934232830777778,1
14,7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,3442.0,0.02,0.281,0.035,0.2749999999999999,-5.413693055555557,1
15,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.022,0.2749999999999999,-6.741177275222223,0
16,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,4.17,0.948,-6.741177275222223,0
17,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.001,0.2749999999999999,-6.741177275222223,0
20,2.43818351,1589.15,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.008,0.2749999999999999,-6.741177275222223,0
21,2.43818351,591.160837,92.086427889875,0.11415,0.33,7380.0,0.02,0.203,4.17,0.48,-9.564996193936222,0
23,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,4045.0,0.02,0.95,0.12,0.6,-4.649510608555556,1
24,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.15,0.948,-6.741177275222223,0
25,2.43818351,1728.9864384999996,92.086427889875,0.877,0.453,4415.0,-0.25,1.9420000000000004,4.604,1.234,-5.332538445790198,1
26,2.43818351,804.08,92.086427889875,2.00484242875,0.032,5872.0,0.04,1.21334,4.17,1.06,-7.187010608555556,0
27,2.43818351,171.621,92.086427889875,2.00484242875,0.098,5872.0,0.04,1.21334,4.17,1.06,-7.187010608555556,0
28,2.43818351,521.22,92.086427889875,2.00484242875,0.16,5872.0,0.04,1.21334,4.17,1.06,-7.187010608555556,0
29,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,4.17,1.5950000000000002,-6.741177275222223,0
30,2.43818351,150.009,4.230785,0.0527,0.013,5758.0,0.18,1.17561,4.17,1.03,-7.321433877565908,0
31,2.43818351,3.5,6.7994,0.044,0.0,3442.0,0.16,0.274,9.225,0.2749999999999999,-4.106071922278329,1
32,2.43818351,5.3,33.747,0.13,0.0,3442.0,0.16,0.274,9.225,0.2749999999999999,-4.093174775312634,1
33,2.43818351,276.0,14.651552,0.118,0.0029,5198.0,0.39,0.98,9.225,1.015,-6.533863266103713,0
34,2.43818351,56.6,44.3936,0.247,0.088,5198.0,0.39,0.98,9.225,1.015,-6.5145175456551705,0
35,2.43818351,1214.104515,92.086427889875,2.00484242875,0.0913,5198.0,0.39,0.98,9.225,1.015,-6.250899497444444,0
36,1.875,7.99,0.7365474,0.01544,0.05,5172.0,0.35,0.943,4.17,0.905,-6.344177699583319,0
37,2.43818351,48.5,92.086427889875,0.802,0.063,5198.0,0.39,0.98,9.225,1.015,-6.431285957678885,0
38,2.43818351,597.8352336,92.086427889875,2.00484242875,0.042,4941.0,-0.17,1.9420000000000004,4.17,1.32,-5.893955053,1
39,2.43818351,5.1,4.215,0.050201,0.12,5577.0,-0.01,0.963,8.96,0.942,-7.070419755773149,0
40,2.43818351,18.2,38.021,0.2175,0.14,5577.0,-0.01,0.963,8.96,0.942,-7.045330455886942,0
41,2.43818351,22.9,92.086427889875,0.476,0.35,5577.0,-0.01,0.963,8.96,0.942,-7.006564031577267,0
42,2.43818351,587.9855,92.086427889875,1.758,0.06,4826.0,0.21,1.9420000000000004,4.3,1.34,-5.771251006137753,1
43,2.43818351,276.5121,92.086427889875,2.00484242875,0.08,4826.0,0.21,1.9420000000000004,4.3,1.34,-5.734232830777779,1
44,2.43818351,1728.9864384999996,92.086427889875,0.481,0.3988,5495.0,0.02,1.89,4.17,1.09,-6.891925308562467,0
45,2.43818351,787.896621,92.086427889875,1.912,0.093,4809.0,0.1,1.9420000000000004,4.17,1.5950000000000002,-5.724545003948536,1
46,2.43818351,289.8595072,92.086427889875,2.00484242875,0.023,4809.0,0.1,1.9420000000000004,4.17,1.5950000000000002,-5.710621719666666,1
47,2.43818351,524.4168716,92.086427889875,0.462,0.062,4847.0,-0.03,1.9420000000000004,4.17,1.51,-5.994774678240934,0
48,2.43818351,1051.058542,92.086427889875,2.00484242875,0.037,4734.0,-0.11,1.9420000000000004,4.17,1.23,-5.606455053,1
49,2.43818351,1017.0,92.086427889875,0.7,0.027,4665.0,-0.03,1.9420000000000004,3.56,1.4,-5.706304796069722,1
50,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.4,7380.0,0.02,0.95,0.003,1.5950000000000002,-9.281455053,0
51,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.03,0.948,-6.741177275222223,0
52,2.43818351,1147.360549,92.086427889875,2.00484242875,0.015,5551.0,0.02,0.95,4.17,1.218,-6.741177275222223,0
53,2.43818351,425.8900654,92.086427889875,2.00484242875,0.09,3680.0,0.02,0.95,4.17,0.49,-4.142566164111112,1
54,3.95677019,176.0769375,8.46308,0.0649,0.00577,3678.0,0.23,0.744,0.0201,0.51,-4.886291397409792,1
55,2.52202066,176.0769375,18.85969,0.1108,0.00338,3678.0,0.23,0.744,0.0201,0.51,-4.448983061133917,1
56,2.43818351,1.053,12.73596,0.11415,0.00305,3678.0,0.23,0.744,0.0201,0.51,-4.423329527269554,1
57,2.43818351,21.1,33.11,0.11415,0.09,3665.0,0.12,0.82,0.0185,0.6,-4.405273971713998,1
58,2.43818351,1728.9864384999996,92.086427889875,1.3,0.2,4095.0,-0.38,1.9420000000000004,5.2,1.14,-4.824658034293558,1
59,2.43818351,6.2,1.271869,0.0208,0.09,4596.0,-0.05,0.69,9.225,0.7,-5.712328930400341,1
60,2.43818351,330.5432,92.086427889875,0.78,0.29,4864.0,0.17,0.86,4.17,0.49,-5.970696338944011,0
61,2.43818351,337.21763,92.086427889875,0.576,0.001,4649.0,-0.22,1.9420000000000004,7.41,1.08,-5.70267846017013,1
62,2.43818351,352.78,92.086427889875,0.539,0.26,4796.0,0.28,1.9420000000000004,7.1,1.1,-5.912393899368549,1
63,2.43818351,1728.9864384999996,92.086427889875,1.45,0.15,4137.0,-0.38,1.9420000000000004,4.17,1.5950000000000002,-4.860496343849516,1
64,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.18,4137.0,-0.38,1.9420000000000004,4.17,1.5950000000000002,-4.777288386333334,1
65,2.43818351,1334.886,92.086427889875,1.3,0.21,4296.0,-0.38,1.9420000000000004,4.17,0.8,-5.1038247009602244,1
66,2.57807,22.2481,41.6855,0.11415,0.0,5766.0,-0.15,1.08,4.17,1.5950000000000002,-7.365295474269554,0
67,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,4500.0,-0.03,1.9420000000000004,4.17,1.5950000000000002,-5.281455053,1
68,2.43818351,174.8056239,92.086427889875,0.54,0.5305,4500.0,-0.2,1.9420000000000004,4.17,1.38,-5.501132821432255,1
69,2.43818351,432.2466335,92.086427889875,0.83,0.12,5004.0,-0.09,0.95,4.17,0.81,-6.157642442129331,0
70,2.43818351,289.2253,92.086427889875,1.0,0.2,4414.0,-0.2,1.9420000000000004,4.17,0.74,-5.312703637403862,1
71,2.43818351,540.311,92.086427889875,1.7,0.5305,4534.0,-0.13,1.9420000000000004,4.17,1.09,-5.374393526442781,1
72,2.43818351,508.5,92.086427889875,2.00484242875,0.35,4943.0,-0.19,1.9420000000000004,2.34,1.52,-5.896732830777777,1
73,2.43818351,228.836453,92.086427889875,0.78,0.27,5012.0,0.18,0.95,4.17,0.909,-6.176251894499567,0
74,7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,4993.0,0.02,0.797,0.1,1.0,-7.567859722222224,0
75,2.43818351,1258.600492,92.086427889875,2.00484242875,0.5305,5000.0,-0.09,0.95,4.17,0.816,-5.975899497444445,0
76,2.43818351,53.0,92.086427889875,0.435,0.31,4324.0,-0.14,0.95,4.4,0.7,-5.2724348936319725,1
77,2.43818351,12.7132,5.6,0.06,0.15,4816.0,-0.06,0.71,4.17,0.5,-6.012005786408742,0
78,2.43818351,104.0,92.086427889875,0.68,0.19,4746.0,-0.07,0.95,4.5,0.74,-5.821804132573372,1
79,2.43818351,187.5197,3.48777,0.04,0.02,5393.0,0.38,0.91,4.17,1.47,-6.816394011801281,0
80,2.43818351,206.5895,92.086427889875,2.00484242875,0.05,4550.0,-0.35,0.639,7.4,0.651,-5.350899497444445,1
81,2.43818351,15.37,74.2,0.3,0.4,4550.0,-0.35,0.639,7.4,0.651,-5.606569303920499,1
82,2.43818351,1728.9864384999996,92.086427889875,1.66,0.21,4545.0,-0.08,1.9420000000000004,4.17,1.5950000000000002,-5.3956699772278585,1
83,7.777125000000002,1728.9864384999996,4.2889731,0.0656,0.066,6935.0,-0.34,1.9420000000000004,2.24,1.41,-10.555903974743275,0
84,2.43818351,1639.99458,92.086427889875,0.11415,0.5305,5551.0,0.02,0.95,4.17,0.741,-7.024718416158444,0
85,2.43818351,214.0,92.086427889875,2.00484242875,0.1,4051.0,0.12,0.747,6.2,0.679,-4.657843941888889,1
86,2.43818351,1525.576354,92.086427889875,2.00484242875,0.43,5551.0,0.02,0.95,4.0,0.69,-6.741177275222223,0
87,2.43818351,177.3482511,92.086427889875,1.444,0.247,6033.0,-0.02,1.414,4.17,1.083,-7.494729478133945,0
88,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.428,5551.0,0.02,0.95,4.17,1.507,-6.741177275222223,0
89,2.43818351,0.299,3.1542,0.0229,0.03,3442.0,-0.38,0.185,4.17,0.2749999999999999,-4.10923622228968,1
90,2.43818351,0.335,4.1244,0.0274,0.08,3442.0,-0.38,0.185,4.17,0.2749999999999999,-4.108561371576358,1
91,2.43818351,0.263,2.3402,0.0188,0.04,3442.0,-0.38,0.185,4.17,0.2749999999999999,-4.109851086272928,1
92,2.43818351,0.193,6.7392,0.0381,0.04,3442.0,-0.38,0.185,4.17,0.2749999999999999,-4.106956726546906,1
93,2.43818351,3.95,2.2907,0.0185,0.09,3442.0,0.13,0.175,3.0,0.2749999999999999,-4.109896076320482,1
94,7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,3689.0,-0.16,0.95,4.17,0.948,-5.756748611111113,1
95,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.09,3442.0,0.02,0.95,4.17,0.2749999999999999,-3.812010608555556,1
96,7.777125000000002,1728.9864384999996,92.086427889875,2.00484242875,0.09,3442.0,0.02,0.245,0.003,0.2749999999999999,-5.413693055555557,1
97,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.002,0.35,-6.741177275222223,0
98,2.43818351,1144.182265,25.2,0.17,0.5305,5551.0,0.02,0.95,4.17,0.948,-7.0163427689720015,0
99,7.777125000000002,1728.9864384999996,11.087324335,0.11415,0.09,3442.0,0.0,0.388,0.475,0.37,-5.697234196491777,1
100,7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.002,0.948,-8.342859722222222,0
101,7.777125000000002,327.35,1.5089557,0.11415,0.0,5950.0,-0.3,1.11,4.17,0.95,-9.18056752982511,0
102,7.777125000000002,874.0,13.2406,0.1055,0.53,5075.0,0.26,0.79,3.0,0.89,-7.966586965085162,0
103,7.777125000000002,740.51,2.99433,0.0436,0.0,6440.0,-0.03,1.37,2.0,1.27,-9.87170324489729,0
104,7.777125000000002,291.438,2.828042,0.04016,0.07,5675.0,0.16,1.116,6.3,1.078,-8.80971913077592,0
105,7.777125000000002,415.704,4.03519,0.051,0.0,5945.0,0.01,1.01,1.635,1.09,-9.183093490390942,0
106,7.777125000000002,1728.9864384999996,1.51214,0.027,0.0,6035.0,0.05,1.21,4.2,1.13,-9.31169269419532,0
107,7.777125000000002,170.032,5.35227,0.0618,0.33,5650.0,0.19,1.19,6.73,1.098,-8.771751626456748,0
108,7.777125000000002,772.29,3.7681,0.0461,0.0,5740.0,0.0,1.59,9.225,1.04,-8.899106105612114,0
109,7.777125000000002,1102.82,1.9000693,0.0295,0.08,5440.0,-0.1,1.0,4.17,0.95,-8.484928888243475,0
110,7.777125000000002,352.78,3.89713,0.0518,0.047,6090.0,-0.02,1.65,5.0,1.21,-9.384362405819683,0
111,7.777125000000002,1102.82,1.7429935,0.02798,0.0143,5625.0,0.02,0.906,2.7,0.96,-8.742101282262198,0
112,2.43818351,1366.669,9.24285,0.09,0.5305,5551.0,0.02,0.95,4.17,1.14,-7.028340114986602,0
113,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,4.17,1.14,-6.741177275222223,0
114,7.777125000000002,718.2958,2.72474,0.0417,0.0,6200.0,0.0,1.9420000000000004,4.1,1.29,-9.538654848531804,0
115,4.88,12.2,9.75598,0.092,0.077,5939.0,0.17,1.136,3.3,1.099,-8.299474017225124,0
116,7.777125000000002,889.9,3.6313,0.048,0.16,5900.0,0.05,1.61,7.2,1.14,-9.121043390866488,0
117,3.7,5.7,5.1134,0.056,0.0,4950.0,0.3,0.86,9.225,0.91,-6.577261711820583,0
118,5.0,28.0,11.759,0.098,0.0,4950.0,0.3,0.86,9.225,0.91,-6.960963105162918,0
119,7.777125000000002,85.81,4.86069,0.0578,0.0,6040.0,-0.01,1.19,4.5,1.09,-9.314018160424142,0
120,7.777125000000002,165.26,4.20474,0.0526,0.0,5590.0,0.01,1.79,8.6,1.09,-8.689797987915092,0
121,7.777125000000002,1728.9864384999996,3.57532,0.0476,0.065,5900.0,-0.1,1.08,4.21,1.05,-9.121103377596562,0
122,7.777125000000002,153.82972,5.20851,0.0603,0.047,5150.0,0.15,1.78,9.225,1.01,-8.077532132250075,0
123,7.777125000000002,270.1555,2.85057,0.0386,0.082,5260.0,0.2,0.9,4.5,0.97,-8.233564190134315,0
124,7.777125000000002,1728.9864384999996,4.2568,0.11415,0.0,6740.0,0.02,1.56,2.2,1.37,-10.277789752047333,0
125,7.777125000000002,921.707,9.06005,0.0844,0.007,5650.0,0.02,0.91,3.0,0.98,-8.768362376207625,0
126,7.777125000000002,266.9772,4.62941,0.0586,0.02,5700.0,0.0,1.9420000000000004,4.7,1.25,-8.841675964741775,0
127,6.38913,47.6745,6.71837,0.071,0.09,5970.0,0.0,0.79,4.17,1.08,-8.798417876109513,0
128,7.777125000000002,349.6112477,3.22748,0.0429,0.0,6390.0,-0.38,1.65,6.1,1.01,-9.802363777230475,0
129,7.777125000000002,216.1233168,5.616531,0.066,0.0,6730.0,-0.1,1.52,2.1,1.32,-10.27112176579098,0
130,7.777125000000002,228.83,9.20205,0.09,0.0,6190.0,0.02,1.17,1.0,1.16,-9.517522561986603,0
131,7.777125000000002,148.42,4.0378962,0.04947,0.09,6100.0,-0.25,1.186,6.9,1.0,-9.398600717411249,0
132,7.777125000000002,940.74,8.886593,0.0855,0.1,6090.0,-0.2,1.025,4.17,1.05,-9.379308523811032,0
133,1.68135,4.07660518,0.85359163,0.11415,0.0,5275.0,0.05,0.83,4.17,0.82,-6.414335029825109,0
134,2.43818351,8.4,3.698,0.046,0.0,5256.0,0.06,0.864273,4.17,0.899,-6.625216433072408,0
135,2.43818351,17.142,8.966,0.11415,0.09,5250.0,0.02,0.95,1.8,0.915,-6.606662860602888,0
136,6.39,69.92,6.21229,0.063,0.0,5080.0,0.3,0.77,3.0,0.88,-7.563767499599862,0
137,7.777125000000002,266.9772,92.086427889875,0.4021,0.133,5625.0,-0.01,0.96,6.0,0.96,-8.685995693624921,0
138,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.0,5551.0,0.02,0.95,4.17,0.51,-6.741177275222223,0
139,2.43818351,1728.9864384999996,92.086427889875,0.36,0.345,5551.0,0.02,0.95,1.0,0.2749999999999999,-6.987849072187327,0
140,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,5551.0,0.02,0.27,0.001,0.33,-6.741177275222223,0
141,2.43818351,24.27,18.57,0.1462,0.083,6196.0,0.02,1.26,2.01,1.21,-7.915745312744678,0
142,2.43818351,9.6,6.584,0.0733,0.057,6196.0,0.02,1.26,2.01,1.21,-7.926677894300482,0
143,2.43818351,3.35,2.882,0.0422,0.07,6196.0,0.02,1.26,2.01,1.21,-7.931341862563658,0
144,2.43818351,4.13,5.516,0.0651,0.07,6196.0,0.02,1.26,2.01,1.21,-7.927907622266979,0
145,2.43818351,138.89171,5.2072,0.0664,0.078,6500.0,0.02,1.78,2.0,1.44,-8.349934887616463,0
146,2.43818351,2.58,6.6732,0.0662,0.14,5138.0,0.18,0.91,9.225,0.87,-6.4582982143148335,0
147,2.43818351,12.2,3.4982,0.04853,0.063,6400.0,-0.007,1.38,2.15,1.25,-8.213725905893584,0
148,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.39,5551.0,0.02,0.95,4.17,0.69,-6.741177275222223,0
149,5.7,176.0769375,8.138268,0.11415,0.0,5428.0,0.0,0.964,0.045,1.01,-7.83243002982511,0
150,1.047,176.0769375,6.7987,0.0349,0.0,3648.0,-0.048,0.282,4.17,0.287,-3.9761926784986006,1
151,1.87,176.0769375,28.1656,0.11415,0.09,5551.0,0.02,0.95,4.17,0.41,-6.854263363158444,0
152,1.5,176.0769375,0.72091,0.11415,0.09,5633.0,-0.053,0.94,4.17,0.948,-6.8571522520473325,0
153,0.692,176.0769375,2.13174,0.11415,0.09,5551.0,0.02,0.95,4.17,0.78,-6.685663363158444,0
154,1.565,7.67,0.87724,0.0177,0.0,5679.0,0.01,0.98,6.0,0.958,-6.955005441225073,0
155,1.22,176.0769375,3.80464,0.11415,0.09,5551.0,0.02,0.95,4.17,1.073,-6.659263363158444,0
156,1.03,176.0769375,2.71578,0.11415,0.09,5551.0,0.02,0.95,4.17,0.67,-6.6022633631584435,0
157,0.90819,176.0769375,2.0478,0.0296,0.0,4520.0,-0.003,0.655,4.17,0.727,-5.201541613783179,1
158,1.0,176.0769375,3.96151,0.11415,0.09,5551.0,0.02,0.95,4.17,0.611,-6.593263363158444,0
159,1.04,176.0769375,4.1698,0.035,0.09,5053.0,0.0,0.628461,4.17,0.802,-5.925466570704971,1
160,1.31,176.0769375,8.050722,0.11415,0.09,5502.7,0.02,0.83,4.17,0.877,-6.61918002982511,0
161,1.7,176.0769375,4.50756,0.11415,0.09,5551.0,0.02,0.95,4.17,0.928,-6.803263363158444,0
162,1.4,176.0769375,0.911724,0.11415,0.09,5724.0,-0.22,1.1,4.17,0.948,-6.953541140936221,0
163,2.6,176.0769375,14.647531,0.11415,0.09,5724.0,-0.22,1.1,4.17,0.948,-7.313541140936221,0
164,1.01,176.0769375,2.87814,0.11415,0.09,5551.0,0.02,0.95,4.17,0.2749999999999999,-6.596263363158444,0
165,1.7,176.0769375,5.2986,0.11415,0.09,4114.0,0.006,0.5,4.17,0.948,-4.80743002982511,1
166,1.2,176.0769375,0.354884,0.11415,0.09,4114.0,0.006,0.5,4.17,0.948,-4.657430029825109,1
167,1.0,176.0769375,2.255436,0.11415,0.09,3442.0,-0.33,0.25,4.17,0.948,-3.6640966964917774,1
168,0.96,176.0769375,1.58252,0.11415,0.09,5551.0,0.02,0.95,4.17,0.711,-6.605263363158444,0
169,2.094,176.0769375,17.515472,0.11415,0.09,4752.0,0.019,0.758,4.17,0.832,-5.811741140936221,1
170,1.92,176.0769375,21.1701963,0.1195,0.09,4057.0,0.2,0.58,4.17,0.62,-4.793461040643717,1
171,5.76,176.0769375,19.49221,0.1493,0.09,6069.0,0.1,1.39,4.17,1.17,-8.735436473697723,0
172,1.48,176.0769375,2.289363,0.11415,0.09,5171.0,-0.03,0.8,4.17,0.83,-6.209485585380666,0
173,2.27,176.0769375,5.213965,0.11415,0.09,5171.0,-0.03,0.8,4.17,0.83,-6.446485585380666,0
174,2.17,176.0769375,18.0983,0.11415,0.09,5551.0,0.02,0.95,4.17,1.106,-6.944263363158444,0
175,1.6,176.0769375,34.885,0.11415,0.09,5551.0,0.02,0.95,4.17,0.912,-6.773263363158444,0
176,1.26,176.0769375,15.28078,0.11415,0.09,6004.0,-0.18,0.98,4.17,0.99,-7.300430029825109,0
177,2.32,176.0769375,23.228555,0.11415,0.09,6004.0,-0.18,0.98,4.17,0.99,-7.6184300298251095,0
178,1.2,176.0769375,0.578657,0.11415,0.09,5765.0,-0.38,0.93,4.17,0.948,-6.950485585380665,0
179,2.3,176.0769375,11.811437,0.11415,0.09,5765.0,-0.38,0.93,4.17,0.948,-7.280485585380665,0
180,2.586,176.0769375,13.603,0.098,0.2,4684.0,-0.137,0.673,4.17,0.69,-5.867318660718474,1
181,2.69,176.0769375,65.55,0.28,0.2,4684.0,-0.137,0.673,4.17,0.69,-5.87122469853526,1
182,0.99,176.0769375,0.762406,0.11415,0.09,5620.0,0.28,0.89,4.17,0.948,-6.692096696491777,0
183,1.6,176.0769375,0.70531,0.11415,0.09,5499.0,-0.23,1.0,4.17,0.948,-6.701041140936221,0
184,1.676,7.8,0.5713127,0.01314,0.0,5578.0,-0.005,0.99,4.17,0.913,-6.848711512170128,0
185,2.84,7.32,13.33989,0.1073,0.17,5578.0,-0.005,0.99,4.17,0.913,-7.183790635910944,0
186,1.1,176.0769375,0.728113,0.11415,0.09,3782.0,-0.18,0.32,4.17,0.948,-4.1663189187139995,1
187,2.332,10.4,16.141132,0.1237,0.23,5868.0,-0.12,0.999,4.9,0.97,-7.4317089577557285,0
188,7.777125000000002,953.49,6.180235,0.07229,0.09,6202.0,0.141,1.586,3.02,1.317,-9.53684514112725,0
189,7.777125000000002,1728.9864384999996,92.086427889875,2.00484242875,0.0,4898.0,-0.23,1.9420000000000004,4.17,0.9,-7.435915277777778,0
190,1.95,8.75,3.5951,0.047,0.06,5430.0,0.2,1.71,9.0,1.05,-6.720278079913893,0
191,3.67,14.67,15.624,0.13,0.07,5430.0,0.2,1.71,9.0,1.05,-7.2238308334237455,0
192,3.94,10.18,35.747,0.22,0.15,5430.0,0.2,1.71,9.0,1.05,-7.2913338191573205,0
193,2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.09,3442.0,0.02,0.95,0.001,0.2749999999999999,-3.812010608555556,1
194,2.43818351,1.03,2.27476,0.01723,0.0,5551.0,0.02,0.95,4.17,0.2749999999999999,-7.039253200855131,0
195,2.43818351,14.3,92.086427889875,1.137,0.5305,5551.0,0.02,0.95,4.17,0.2749999999999999,-6.871324849020527,0
197,2.43818351,1.37,5.4536,0.02971,0.0,5551.0,0.02,0.95,4.17,0.2749999999999999,-7.037381614876854,0
198,2.43818351,2.5,2.30538,0.02279,0.09,3442.0,0.1,0.305,4.17,0.297,-4.10925271864045,1
199,2.43818351,3.75,8.0518,0.0525,0.09,3442.0,0.1,0.305,4.17,0.297,-4.104797204264278,1
200,2.43818351,1.52,1.43263,0.01283,0.0,5551.0,0.02,0.95,4.17,0.2749999999999999,-7.039913054885934,0
201,1.9,4.0,5.7459982,0.0418,0.0,3442.0,-0.07,0.3026,4.17,0.2952,-3.9449467962937304,1
202,2.43818351,1.08,10.3465,0.0457,0.09,3442.0,-0.25,0.137,4.17,0.2749999999999999,-4.105816978675519,1
203,2.43818351,1.36,21.202,0.0738,0.09,3442.0,-0.25,0.137,4.17,0.2749999999999999,-4.10160291088789,1
204,2.43818351,1.37,3.204,0.021,0.31,3442.0,-0.08,0.156,7.0,0.2749999999999999,-4.109521159257526,1
205,2.43818351,1.74,6.689,0.035,0.29,3442.0,-0.08,0.156,7.0,0.2749999999999999,-4.107421623704972,1
206,2.43818351,1.64,13.031,0.054,0.53,3442.0,-0.08,0.156,7.0,0.2749999999999999,-4.104572254026504,1
207,1.19151465,1.83704819,1.62892911,0.0157,0.0118,3442.0,-0.17,0.2211,4.17,0.2749999999999999,-3.7363153254309935,1
208,2.43818351,2.64,8.929,0.0476,0.27,3442.0,0.02,0.2105,4.17,0.2749999999999999,-4.105532041707672,1
209,2.43818351,96.7,41.38,0.166,0.38,3442.0,0.02,0.358519,4.17,0.344045,-4.0877759696060645,1
210,2.43818351,68.06,92.086427889875,0.912,0.342,3442.0,0.02,0.358519,4.17,0.344045,-3.975900718019922,1
211,2.43818351,10.62,92.086427889875,0.5714,0.09,3442.0,-0.12,0.1781,4.17,0.2749999999999999,-4.02697941867708,1
212,2.733,8.41,1.580404531,0.01505,0.0062,3442.0,0.24,0.2162,4.17,0.2749999999999999,-4.198858408867363,1
213,1.193,1.32,0.5182331,0.11415,0.0,3458.0,0.1,0.391,4.17,0.381,-3.7442189187139996,1
214,2.43818351,7.4,3.6511,0.026,0.04,3442.0,-0.04,0.192,4.17,0.2749999999999999,-4.108771325131614,1
215,2.43818351,6.27,92.086427889875,0.27,0.0,3442.0,0.02,0.95,4.17,0.2749999999999999,-4.072179419787084,1
216,2.61,22.7,35.61253,0.1915,0.188,4640.0,0.003,0.695,3.8,0.73,-5.799385651452799,1
217,2.43818351,36.0,92.086427889875,2.00484242875,0.27,3607.0,-0.34,0.38,4.17,0.38,-4.041177275222222,1
218,2.43818351,10.2,5.2354,0.053,0.06,4347.0,0.02,0.95,4.17,0.69,-5.361666665296132,1
219,2.43818351,10.6,8.63182,0.0607,0.073,5551.0,0.02,0.95,4.17,0.948,-7.032734142964449,0
220,2.43818351,6.8,25.63058,0.1254,0.099,5551.0,0.02,0.95,4.17,0.948,-7.023031289375141,0
221,2.43818351,29.4,92.086427889875,1.0304,0.373,5551.0,0.02,0.95,4.17,0.948,-6.887311312584981,0
222,2.43818351,260.61,92.086427889875,2.00484242875,0.21,3442.0,0.3,0.38,4.17,0.357,-3.812010608555556,1
223,2.43818351,6.49,17.133,0.092,0.07,5551.0,0.02,0.95,4.17,0.43,-7.0280401813362365,0
224,2.43818351,6.4,24.329,0.129,0.09,3442.0,0.02,0.95,4.17,0.43,-4.093324742137817,1
225,2.43818351,7.56,92.086427889875,0.309,0.14,5551.0,0.02,0.95,4.17,0.43,-6.995497380271635,0
