pl_name,predicted_class,habitability_probability,habitability_score,actual_label,pl_rade,pl_eqt,pl_insol,st_teff,pl_orbeccen,rank
Kepler-414 c,0,0.0,0.0,0,2.73,890.0,148.09,5497.0,0.0,164
Kepler-414 c,0,0.0,0.0,0,3.0,895.0,151.65,5523.0,0.0,165
Kepler-415 b,0,0.0,0.0,0,1.61,758.0,77.85,4523.0,0.0,166
Kepler-415 b,0,0.0,0.0,0,1.61,758.0,77.85,4523.0,0.0,167
Kepler-415 b,0,0.0,0.0,0,1.61,758.0,77.85,4523.0,0.0,168
Kepler-415 b,0,0.0,0.0,0,1.23,694.0,54.8,4362.0,0.0,169
Kepler-415 c,0,0.0,0.0,0,2.62,593.0,29.3,4523.0,0.0,170
Kepler-415 c,0,0.0,0.0,0,2.62,593.0,29.3,4523.0,0.0,171
Kepler-415 c,0,0.0,0.0,0,2.01,543.0,20.59,4362.0,0.0,172
Kepler-415 c,0,0.0,0.0,0,2.62,593.0,29.3,4523.0,0.0,173
Kepler-414 c,0,0.0,0.0,0,3.0,895.0,151.65,5523.0,0.0,174
Kepler-41 b,0,0.0,0.0,0,10.24,1436.0,1004.89,5657.0,0.0,175
Kepler-41 b,0,0.0,0.0,0,14.89518091,1721.89,2077.5292,5651.75,0.0,176
Kepler-41 b,0,0.0,0.0,0,10.24,1436.0,1004.89,5657.0,0.0,177
Kepler-410 A b,0,0.0,0.0,0,2.47,859.0,128.66,6325.0,0.0,178
Kepler-410 A b,0,0.0,0.0,0,2.47,859.0,128.66,6325.0,0.0,179
Kepler-410 A b,0,0.0,0.0,0,2.43,866.0,132.94,6407.0,0.0,180
Kepler-410 A b,0,0.0,0.0,0,2.16267,782.0,62.1044,6304.0,0.0,181
Kepler-410 A b,0,0.0,0.0,0,2.47,859.0,128.66,6325.0,0.0,182
Kepler-411 b,0,0.0,0.0,0,2.14343552,940.98,185.283,4837.0,0.0,183
Kepler-411 b,0,0.0,0.0,0,2.2,949.0,191.27,4920.0,0.0,184
Kepler-411 d,0,0.0,0.0,0,3.51,367.0,4.3,4987.0,0.0,185
Kepler-411 b,0,0.0,0.0,0,1.94,985.0,222.58,4987.0,0.0,186
Kepler-411 b,0,0.0,0.0,0,1.94,985.0,222.58,4987.0,0.0,187
Kepler-411 c,0,0.0,0.0,0,3.37,715.0,61.95,4987.0,0.0,188
Kepler-411 c,0,0.0,0.0,0,3.37,715.0,61.95,4987.0,0.0,189
Kepler-411 c,0,0.0,0.0,0,3.79733535,683.7,51.64,4837.0,0.0,190
Kepler-411 c,0,0.0,0.0,0,3.47,689.0,53.33,4920.0,0.0,191
Kepler-411 c,0,0.0,0.0,0,3.37,715.0,61.95,4987.0,0.0,192
Kepler-411 d,0,0.0,0.0,0,3.46,354.0,3.7,4920.0,0.0,193
Kepler-411 d,0,0.0,0.0,0,3.51,367.0,4.3,4987.0,0.0,194
Kepler-411 d,0,0.0,0.0,0,3.51,367.0,4.3,4987.0,0.0,195
Kepler-411 b,0,0.0,0.0,0,1.94,985.0,222.58,4987.0,0.0,196
Kepler-418 c,0,0.0,0.0,0,4.75,857.0,127.59,6177.0,0.0,197
Kepler-418 c,0,0.0,0.0,0,4.75,857.0,127.59,6177.0,0.0,198
Kepler-418 c,0,0.0,0.0,0,4.75,857.0,127.59,6177.0,0.0,199
Kepler-419 b,0,0.0,0.0,0,11.65,613.0,33.3,6430.0,0.0,200
Kepler-42 b,0,0.0,0.0,0,0.87,525.0,17.95,3068.0,0.0,201
Kepler-42 b,0,0.0,0.0,0,0.87,525.0,17.95,3068.0,0.0,202
Kepler-42 b,0,0.0,0.0,0,0.87,525.0,17.95,3068.0,0.0,203
Kepler-42 b,0,0.0,0.0,0,0.78,525.0,18.03,3292.0,0.0,204
Kepler-42 c,0,0.0,0.0,0,0.92,733.0,68.12,3068.0,0.0,205
Kepler-42 c,0,0.0,0.0,0,0.92,733.0,68.12,3068.0,0.0,206
Kepler-416 b,0,0.0,0.0,0,2.71,986.0,223.15,5670.0,0.0,207
Kepler-42 d,0,0.0,0.0,0,0.69,456.0,10.18,3068.0,0.0,208
Kepler-42 d,0,0.0,0.0,0,0.66,455.0,10.1,3292.0,0.0,209
Kepler-42 d,0,0.0,0.0,0,0.69,456.0,10.18,3068.0,0.0,210
Kepler-42 d,0,0.0,0.0,0,0.69,456.0,10.18,3068.0,0.0,211
Kepler-421 b,0,0.0,0.0,0,4.53,178.0,0.24,5305.0,0.0,212
Kepler-421 b,0,0.0,0.0,0,4.53,178.0,0.24,5305.0,0.0,213
Kepler-422 b,0,0.0,0.0,0,12.24,1000.0,235.93,5853.0,0.0,214
Kepler-422 b,0,0.0,0.0,0,12.24,1000.0,235.93,5853.0,0.0,215
Kepler-422 b,0,0.0,0.0,0,12.24,1000.0,235.93,5853.0,0.0,216
Kepler-422 b,0,0.0,0.0,0,12.92999416,1042.35,278.9768,5883.0,0.0,217
