pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,pl_insol,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_spectype,sy_dist,sy_plx,sy_snum,sy_pnum,sy_vmag,sy_gaiamag,discoverymethod,HSI,SCI,OSF,is_habitable,sy_kepmag,pl_masse,pl_cmasse,elat,pl_imppar,pl_msinie,sy_w1mag,ra,sy_pm,sy_pmra,sy_w4mag
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,2272.1641495847352,0.50775,1.676305461424021,2.81,3.2869904243581343,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,0.1586221262601767,5558.0,0.9525,0.8,0.01,0.0866649999999999,4.45,4.1,1.50018,K,5560.0,0.1798561151079136,1,1,13.23,12.96845,Microlensing,1.3509746079557148e-14,0.6883344090345422,0.0001110987668036885,0,14.2635,2.81,2.81,-8.55845,0.39355,2.81,11.3815,269.8211667,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1380.645,0.50775,8.361952495679462,69.92224954,0.6589370129580338,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,14.89475507915929,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,M V,8240.0,0.1213592233009708,1,2,13.23,12.96845,Microlensing,3.1644482804927046e-61,0.6883344090345422,0.0001110987668036885,0,14.2635,69.92224954,69.92224954,-10.43965,0.39355,69.92224954,11.3815,266.489125,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,875.4888705738416,0.50775,8.91387131105223,79.45710175,0.6181377100618674,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,19.70128222680476,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,M V,8240.0,0.1213592233009708,1,2,13.23,12.96845,Microlensing,1.5066357532104696e-68,0.6883344090345422,0.0001110987668036885,0,14.2635,79.45710175,79.45710175,-10.43965,0.39355,79.45710175,11.3815,266.489125,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,3064.960225070512,0.50775,9.049332515454054,366.2115375,0.2710713178229219,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,24.75320408188968,5558.0,0.9525,0.63,0.01,0.0866649999999999,4.45,4.1,1.50018,G,4540.0,0.2202643171806167,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,413.1769291,413.1769291,-2.1267,0.39355,413.1769291,11.3815,265.73225,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,4080.8211859622015,0.50775,9.049332515454054,279.6889982,0.3294685064554572,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,13.806225456313042,5558.0,0.9525,0.73,0.01,0.0866649999999999,4.45,4.1,1.50018,G,3800.0,0.2631578947368421,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,279.6889982,279.6889982,-7.87843,0.39355,279.6889982,11.3815,268.790125,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1397.172360591205,0.50775,4.364630568559039,19.05,1.2624207051317746,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.821855883619645,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6640.0,0.1506024096385542,1,1,13.23,12.96845,Microlensing,5.391372774093081e-24,0.6883344090345422,0.0001110987668036885,0,14.2635,19.05,19.05,-5.85728,0.39355,19.05,11.3815,267.6172083,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,2376.83788351267,0.50775,9.049332515454054,120.7747947,0.5013758888207303,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,8.418936298092323,5558.0,0.9525,0.57,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6280.0,0.1592356687898089,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,120.7747947,120.7747947,-5.85287,0.39355,120.7747947,11.3815,271.863875,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,2056.307684153005,0.50775,7.827515570089912,61.27,0.7039270571437148,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,5.494350070294909,5558.0,0.9525,0.42,0.01,0.0866649999999999,4.45,4.1,1.50018,G,5970.0,0.1675041876046901,1,1,13.23,12.96845,Microlensing,1.2197134918019732e-54,0.6883344090345422,0.0001110987668036885,0,14.2635,61.27,61.27,-4.80233,0.39355,61.27,11.3815,264.4885417,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,2080.858678383409,0.50775,2.1330729007701543,4.55,2.583127842471109,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,0.4422420741003474,5558.0,0.9525,0.37,0.01,0.0866649999999999,4.45,4.1,1.50018,G,5720.0,0.1748251748251748,1,1,13.23,12.96845,Microlensing,2.662223834637018e-15,0.6883344090345422,0.0001110987668036885,0,14.2635,4.55,4.55,-4.62265,0.39355,4.55,11.3815,270.6835833,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,4109.0625,0.50775,9.049332515454054,366.2115375,0.254915695211899,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,23.222277237549942,5558.0,0.9525,0.72,0.01,0.0866649999999999,4.45,4.1,1.50018,G,5070.0,0.1972386587771203,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,467.2077583,467.2077583,-5.66221,0.39355,467.2077583,11.3815,272.3995833,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,788.9399999999999,0.50775,6.175711201149225,38.13940884,0.8922049332511948,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,14.217720757379324,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7680.0,0.1302083333333333,1,1,13.23,12.96845,Microlensing,2.014218277726411e-37,0.6883344090345422,0.0001110987668036885,0,14.2635,38.13940884,38.13940884,-8.43946,0.39355,38.13940884,11.3815,267.8034167,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1895.7725947861568,0.50775,6.782329983125268,46.0,0.8124051784134831,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,3.417756321904863,4570.0,0.9525,0.58,0.01,0.0866649999999999,4.45,4.1,1.50018,K,7200.0,0.1388888888888889,1,1,13.23,12.96845,Microlensing,3.4027620911251456e-43,0.42174102724966794,0.0001110987668036885,0,14.2635,46.0,46.0,-6.70653,0.39355,46.0,11.3815,269.5791667,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,864.9326921901096,0.50775,9.049332515454054,366.2115375,0.0674443534825041,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,1745.7672409138568,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6920.0,0.1445086705202312,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,6674.396547,6674.396547,-3.97999,0.39355,6674.396547,11.3815,270.4399583,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1380.7021697819646,0.50775,9.049332515454054,232.0147371,0.361737733561946,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,21.73628985679643,5558.0,0.9525,0.48,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6900.0,0.144927536231884,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,232.0147371,232.0147371,-3.99388,0.39355,232.0147371,11.3815,265.691875,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1438.0331876984374,0.50775,9.049332515454054,340.0763955,0.298788139781575,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,37.38663482922695,5558.0,0.9525,0.37,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7090.0,0.1410437235543018,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,340.0763955,340.0763955,-8.84225,0.39355,340.0763955,11.3815,268.0085,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1203.851636021374,0.50775,4.716777341575495,22.24798849,1.168170469153321,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,4.960724149002766,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6800.0,0.1470588235294117,1,1,13.23,12.96845,Microlensing,3.6940001705968985e-26,0.6883344090345422,0.0001110987668036885,0,14.2635,22.24798849,22.24798849,-5.17317,0.39355,22.24798849,11.3815,270.0624167,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,2055.099338127068,0.50775,9.049332515454054,286.0455663,0.3257871785727135,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,42.07282009746333,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,2970.0,0.3367003367003367,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,286.0455663,286.0455663,-5.66414,0.39355,286.0455663,11.3815,269.3092083,6.805369089953902,-1.15564,8.969
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,2848.83293028698,0.50775,3.189123550444542,10.17050902,1.7277474242827449,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,1.341624678212887,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7480.0,0.1336898395721925,1,1,13.23,12.96845,Microlensing,2.4746557155517027e-18,0.6883344090345422,0.0001110987668036885,0,14.2635,10.17050902,10.17050902,-4.28709,0.39355,10.17050902,11.3815,263.518875,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,6351.611550788739,0.50775,9.049332515454054,163.0459728,0.4315156595245771,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,10.964299583858915,5558.0,0.9525,0.368,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6570.0,0.15220700152207,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,163.0459728,163.0459728,0.73781,0.39355,163.0459728,11.3815,268.033125,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,2415.0735654559853,0.50775,9.049332515454054,82.63538582,0.606133893402504,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,5.35993567423552,5558.0,0.9525,0.63,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7140.0,0.1400560224089636,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,82.63538582,82.63538582,-11.32196,0.39355,82.63538582,11.3815,265.3619167,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1313.961654180083,0.50775,3.924283374069717,15.4,1.4040780124106582,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,1.373008577223773,5558.0,0.9525,0.53,0.01,0.0866649999999999,4.45,4.1,1.50018,G,3500.0,0.2857142857142857,1,1,13.23,12.96845,Microlensing,1.3627178861446146e-21,0.6883344090345422,0.0001110987668036885,0,14.2635,15.4,15.4,-8.85654,0.39355,15.4,11.3815,269.5835833,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1395.6374083281803,0.50775,9.049332515454054,98.52680617,0.5551040505490034,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,17.686661903894375,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7710.0,0.1297016861219196,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,98.52680617,98.52680617,-5.00216,0.39355,98.52680617,11.3815,264.70925,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,5769.194528190941,0.50775,9.049332515454054,366.2115375,0.2349806991851032,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,28.19112651130044,5558.0,0.9525,0.58,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6480.0,0.1543209876543209,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,549.8431441,549.8431441,-3.59893,0.39355,549.8431441,11.3815,271.05625,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,6024.588820915739,0.50775,9.049332515454054,279.6889982,0.3294685064554572,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,12.83848320534236,5558.0,0.9525,0.67,0.01,0.0866649999999999,4.45,4.1,1.50018,G,5570.0,0.1795332136445242,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,279.6889982,279.6889982,-5.60023,0.39355,279.6889982,11.3815,268.051125,6.805369089953902,-1.15564,8.969
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,2344.780971018936,0.50775,9.049332515454054,366.2115375,0.0709052581934559,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,850.0077673265856,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7320.0,0.1366120218579235,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,6038.739733,6038.739733,-5.41777,0.39355,6038.739733,11.3815,269.16525,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,2411.879034328734,0.50775,9.049332515454054,83.7,0.6022667258615969,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,5.015320879380071,5558.0,0.9525,0.71,0.01,0.0866649999999999,4.45,4.1,1.50018,K2.5 V,5410.0,0.1848428835489833,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,83.7,83.7,-11.16245,0.39355,83.7,11.3815,266.8150417,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,2343.459845807964,0.50775,3.609842751422837,13.03096469,1.5263822774075704,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,0.8537440745488615,5558.0,0.9525,0.63,0.01,0.0866649999999999,4.45,4.1,1.50018,G,5900.0,0.1694915254237288,1,1,13.23,12.96845,Microlensing,4.401315410094926e-20,0.6883344090345422,0.0001110987668036885,0,14.2635,13.03096469,13.03096469,-1.68269,0.39355,13.03096469,11.3815,266.3240417,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1870.5066885125216,0.50775,6.277795988243008,39.41072247,0.8776965690377757,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,3.383971854031356,5558.0,0.9525,0.47,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7070.0,0.1414427157001414,1,1,13.23,12.96845,Microlensing,2.38493810392582e-38,0.6883344090345422,0.0001110987668036885,0,14.2635,39.41072247,39.41072247,-5.27686,0.39355,39.41072247,11.3815,269.4067917,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,7717.2013860031475,0.50775,9.049332515454054,366.2115375,0.1671252962966396,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,43.7899599524129,5558.0,0.9525,0.72,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6830.0,0.1464128843338213,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,1086.973152,1086.973152,-3.66784,0.39355,1086.973152,11.3815,270.347625,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,2381.567382640897,0.50775,6.22696279497477,38.77506565,0.8848615579406758,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.581719371887307,5558.0,0.9525,0.61,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6390.0,0.1564945226917058,1,1,13.23,12.96845,Microlensing,6.936764401366146e-38,0.6883344090345422,0.0001110987668036885,0,14.2635,38.77506565,38.77506565,-5.78153,0.39355,38.77506565,11.3815,267.5759583,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,1726.0456047942491,0.50775,4.218813907960388,17.79839079,1.306054289240704,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.603827453935568,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7250.0,0.1379310344827586,1,1,13.23,12.96845,Microlensing,3.670253282795805e-23,0.6883344090345422,0.0001110987668036885,0,14.2635,17.79839079,17.79839079,-4.90146,0.39355,17.79839079,11.3815,271.6579583,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,1524.8027367920463,0.50775,9.049332515454054,366.2115375,0.1263876536183016,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,172.26320466620027,5558.0,0.9525,0.48,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6060.0,0.165016501650165,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,1900.613874,1900.613874,-4.7851,0.39355,1900.613874,11.3815,263.4194167,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,2769.349473299309,0.50775,3.687817782917155,13.6,1.4941085282259945,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,0.9009356164550674,5558.0,0.9525,0.57,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6800.0,0.1470588235294117,1,1,13.23,12.96845,Microlensing,1.9292455011064077e-20,0.6883344090345422,0.0001110987668036885,0,14.2635,13.6,13.6,-6.30889,0.39355,13.6,11.3815,271.1835417,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1135.5042783080485,0.50775,9.049332515454054,200.2318964,0.3893901563941637,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,39.997703896450375,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7220.0,0.1385041551246537,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,200.2318964,200.2318964,-6.20066,0.39355,200.2318964,11.3815,267.6200833,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1483.1819545645624,0.50775,9.049332515454054,343.2546796,0.2974016443997365,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,62.72630629735661,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6980.0,0.1432664756446991,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,343.2546796,343.2546796,-5.84609,0.39355,343.2546796,11.3815,261.366,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,1375.880976207938,0.50775,9.049332515454054,366.2115375,0.0691098969577195,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,1592.0790749836565,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7130.0,0.1402524544179523,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,6356.56814,6356.56814,-5.41777,0.39355,6356.56814,11.3815,269.16525,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,2181.417331406501,0.50775,1.6217274740226857,2.63,3.397611552039923,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,0.203170220029543,5558.0,0.9525,0.51,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6210.0,0.1610305958132045,1,1,13.23,12.96845,Microlensing,1.5497298805094354e-14,0.6883344090345422,0.0001110987668036885,0,14.2635,2.63,2.63,-5.04525,0.39355,2.63,11.3815,273.48225,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,2081.963091025811,0.50775,4.043513323831146,16.35,1.3626763556152668,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,1.0193791746578182,5558.0,0.9525,0.72,0.01,0.0866649999999999,4.45,4.1,1.50018,K6 V,5490.0,0.1821493624772313,1,1,13.23,12.96845,Microlensing,3.289668496563127e-22,0.6883344090345422,0.0001110987668036885,0,14.2635,16.35,16.35,-3.52294,0.39355,16.35,11.3815,271.03175,6.805369089953902,-1.15564,8.969
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,2811.1852745076794,0.50775,9.049332515454054,254.2627256,0.3455494847885977,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,14.211338191063687,5558.0,0.9525,0.73,0.01,0.0866649999999999,4.45,4.1,1.50018,G,5570.0,0.1795332136445242,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,254.2627256,254.2627256,-5.86947,0.39355,254.2627256,11.3815,268.9942083,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,954.1076070240975,0.50775,9.049332515454054,366.2115375,0.0592177212912371,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2800.5050592202974,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,M,7210.0,0.1386962552011095,1,2,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,8657.645807,8657.645807,-4.51827,0.39355,8657.645807,11.3815,271.1470833,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,12.283211,0.1003949523459706,4.159326868617084,17.3,1.3247335864786207,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,M,7210.0,0.1386962552011095,1,2,13.23,12.96845,Microlensing,7.832480353917135e-23,0.6883344090345422,0.0001110987668036885,0,14.2635,17.3,17.3,-4.51827,0.39355,17.3,11.3815,271.1470833,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,12.283211,0.1003949523459706,2.7838821814150108,7.75,1.97925042833506,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7140.0,0.1400560224089636,1,1,13.23,12.96845,Microlensing,6.127879659691525e-17,0.6883344090345422,0.0001110987668036885,0,14.2635,7.75,7.75,-4.16084,0.39355,7.75,11.3815,271.564,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,1655.2189289460025,0.50775,9.049332515454054,366.2115375,0.1902187309028972,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,53.998497952035926,5558.0,0.9525,0.77,0.01,0.0866649999999999,4.45,4.1,1.50018,K3 V,3930.0,0.2544529262086514,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,839.0669945,839.0669945,-4.897,0.39355,839.0669945,11.3815,261.6129583,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,1771.7373575427314,0.50775,4.366887268982335,19.06970442,1.2617683170200218,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.154310020119927,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7180.0,0.1392757660167131,1,1,13.23,12.96845,Microlensing,5.230184366653506e-24,0.6883344090345422,0.0001110987668036885,0,14.2635,19.06970442,19.06970442,-35.55741,0.39355,19.06970442,11.3815,165.169375,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,2082.645763393585,0.50775,2.6442815564912903,6.99222495,2.083741796131288,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,0.5485642209955346,5558.0,0.9525,0.51,0.01,0.0866649999999999,4.45,4.1,1.50018,G,6070.0,0.1647446457990115,1,1,13.23,12.96845,Microlensing,1.5888191669215854e-16,0.6883344090345422,0.0001110987668036885,0,14.2635,6.99222495,6.99222495,-5.13155,0.39355,6.99222495,11.3815,270.92975,6.805369089953902,-1.15564,8.969
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,1167.4833327678648,0.50775,3.739578841260069,13.98444991,1.473427953759461,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,5.048857389574389,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,4.1,1.50018,G,7620.0,0.1312335958005249,1,1,13.23,12.96845,Microlensing,1.1009451010625818e-20,0.6883344090345422,0.0001110987668036885,0,14.2635,13.98444991,13.98444991,-6.12866,0.39355,13.98444991,11.3815,268.415,6.805369089953902,-1.15564,8.969
KOBE-1 b,KOBE-1,8.5399,0.07006,2.6341,8.8,2.258196721311476,0.0,88.81,20.56,594.4,0.07974,2.464648488688363,24.33,0.026959,3.75,4135.0,0.619,0.629,-0.01,-0.99576,5.07,4.1,3.739364588991872,K7 V,23.9718,41.6867,1,2,10.1,9.47126,Radial Velocity,9.415880307792178e-09,0.2758083910190286,0.0001110987668036885,0,14.2635,8.8,8.8,15.93257,0.39355,8.8,11.3815,19.1660378,441.1912779,429.063,8.969
KOBE-1 c,KOBE-1,29.671,0.16071,2.6341,12.4,2.258196721311476,0.0,88.81,3.91,392.5,0.07974,3.733031190641446,55.81,0.026959,3.5,4135.0,0.619,0.629,-0.01,-0.99576,5.07,4.1,3.739364588991872,K7 V,23.9718,41.6867,1,2,10.1,9.47126,Radial Velocity,0.0009504756803430387,0.2758083910190286,0.0001110987668036885,0,14.2635,12.4,12.4,15.93257,0.39355,12.4,11.3815,19.1660378,441.1912779,429.063,8.969
