pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,pl_insol,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_spectype,sy_dist,sy_plx,sy_snum,sy_pnum,sy_vmag,sy_gaiamag,discoverymethod,HSI,SCI,OSF,is_habitable,sy_kepmag,pl_masse,pl_cmasse,elat,pl_imppar,pl_msinie,sy_w1mag,ra,sy_pm,sy_pmra,sy_w4mag
Kepler-79 c,Kepler-79,27.4029,0.187,3.72,5.9,0.62,0.03,89.48,47.91,671.0,0.07899,6.8291,30.9,0.02618,1.1308652523595384,6174.0,1.302,1.165,-0.0731,0.342,4.274,3.44,0.741,F,1020.72,0.951089,1,4,14.036,13.8825,Transit,5.055320277146968e-16,0.66290410057689,0.5389288028886214,0,13.914,5.9,5.9,62.45244,0.278,5.899757014444456,12.482,300.5171067,4.1020367,-0.112637,9.627
Kepler-79 d,Kepler-79,52.0902,0.287,7.16,6.0,0.09,0.025,89.93,20.34,542.0,0.2968,8.6329,47.42,0.05038,0.9282851438377429,6174.0,1.302,1.165,-0.0731,0.342,4.274,3.44,0.741,F,1020.72,0.951089,1,4,14.036,13.8825,Transit,1.3332345560294583e-37,0.66290410057689,0.3693640633285358,0,13.914,6.0,6.0,62.45244,0.056,5.999995522124486,12.482,300.5171067,4.1020367,-0.112637,9.627
Kepler-79 e,Kepler-79,81.0659,0.386,3.49,4.1,0.53,0.012,89.13,11.28,467.0,0.0453,3.181,63.68,0.02458,0.5471827270524433,6174.0,1.302,1.165,-0.0731,0.342,4.274,3.44,0.741,F,1020.72,0.951089,1,4,14.036,13.8825,Transit,4.432998127139245e-08,0.66290410057689,0.3249127516778524,0,13.914,4.1,4.1,62.45244,0.963,4.099527350985136,12.482,300.5171067,4.1020367,-0.112637,9.627
Kepler-790 b,Kepler-790,13.73469807,0.101,2.18,4.752400000000001,2.527522935779816,0.0,86.64,38.11,634.0,0.07464,2.3574,16.08,0.025424,1.423105938148017,5208.0,0.8,0.84,-0.05,-0.42384,4.56,4.9,0.41658,G,703.168,1.39356,1,1,15.534,15.1947,Transit,3.358513132267023e-09,0.6253226990959777,0.0001110987668036885,0,15.187,4.752400000000001,4.752400000000001,60.70191,0.941,4.744230568867598,13.196,286.9171489,4.6438977,4.6337,8.677
Kepler-791 b,Kepler-791,14.5539759,0.1256,3.05,9.302499999999998,1.80655737704918,0.0,80.57,183.48,939.0,0.03197,6.254,5.83,0.019311,2.018050593270309,6383.0,1.47,1.3,0.06,0.40273,4.21,2.24,0.01771,F,1266.34,0.761688,1,1,14.473,14.3687,Transit,4.500489727010684e-30,0.6164568456165993,0.0001110987668036885,0,14.377,9.302499999999998,9.302499999999998,59.42043,0.955,9.176790750901326,13.073,293.5958044,13.8389908,-5.28885,9.435
Kepler-792 b,Kepler-792,11.30119217,0.0991,1.96,3.8416,2.811224489795918,0.0,89.38,112.7,831.0,0.03102,3.98,21.77,0.016106,1.03361380952461,5971.0,1.12,1.09,0.08,0.27379,4.38,3.39,1.52852,G,1425.47,0.673536,1,1,15.117,14.976,Transit,2.1431187259819633e-19,0.6910047200437645,0.0001110987668036885,0,14.981,3.8416,3.8416,59.59712,0.1604,3.8413750862413134,13.362,292.0068239,4.1964153,0.0670233,8.582
Kepler-793 b,Kepler-793,4.24153639,0.05,1.37,3.205280921059518,6.868406584019362,0.0,88.81,452.95,1175.0,0.0168,3.115,10.6,0.013228,1.2832501131847098,5745.0,0.97,0.98,0.0,0.11018,4.46,4.27,0.779541,G,985.699,0.988411,1,1,14.742,14.601,Transit,2.250182743750695e-48,0.6997353625361736,0.0001110987668036885,0,14.621,3.205280921059518,3.205280921059518,58.77515,0.25,3.20458961693348,12.825,295.2167334,24.2153069,16.8425,9.075
Kepler-794 b,Kepler-794,11.13125132,0.099,2.11,4.4521,2.6113744075829386,0.0,87.66,144.38,924.0,0.0212,4.1751,15.8,0.013528,1.1346292769293551,5839.0,1.38,1.19,0.34,0.50637,4.23,4.07,1.31414,G,931.192,1.04516,1,1,13.599,13.442,Transit,2.762462773444809e-26,0.6990961742811983,0.0001110987668036885,0,13.459,4.4521,4.4521,60.59157,0.67,4.448387546706423,11.974,288.1336793,7.8202278,-4.04865,9.392
Kepler-795 b,Kepler-795,29.6193421,0.185,1.68,2.8224,3.2797619047619047,0.0,87.66,26.58,616.0,0.0328,4.9768,20.5,0.016324,0.6074491150776001,5631.0,0.96,0.94,-0.02,-0.02178,4.45,6.46,1.93314,G,492.122,2.00331,2,1,13.423,13.3107,Transit,1.1398211823183699e-07,0.6947674672216694,0.0001110987668036885,0,13.331,2.8224,2.8224,59.55578,0.902,2.8200464975683848,11.56,291.0189951,10.7371727,-3.09544,8.857
Kepler-796 b,Kepler-796,6.40087618,0.07317,1.3,2.639917795300617,6.620822508924168,0.0,89.95,753.4,1168.0,0.0141,2.5038,18.8,0.010628,0.9543751807997416,5475.0,1.09,0.93,0.09,0.9578099402817876,4.33,11.75,0.1,G,817.584,1.1944,1,1,13.175,12.9866,Transit,1.3068196383330062e-47,0.6780372382084312,0.0001110987668036885,0,12.988,2.639917795300617,2.639917795300617,60.8936,0.11,2.639916790094497,11.024,287.3078999,9.4614412,8.77367,8.883
Kepler-797 b,Kepler-797,27.07237711,0.181,2.17,4.7089,2.5391705069124426,0.0,89.97,31.58,605.0,0.05142,6.943,30.33,0.021215,1.0306086789411133,5680.0,0.95,0.96,-0.02,0.46974,4.47,3.89,0.72049,G,1315.26,0.731986,1,1,14.751,14.5416,Transit,4.730309980960989e-08,0.6976695822519625,0.0001110987668036885,0,14.556,4.7089,4.7089,61.05781,0.015,4.70889935451418,12.809,297.2089078,17.6468181,-7.54083,9.335
Kepler-798 b,Kepler-798,13.71933369,0.118,2.39,5.7121,2.305439330543933,0.0,89.95,146.64,887.0,0.03246,5.5426,19.19,0.016606,1.3588890384746295,6224.0,1.29,1.19,0.03,0.22222,4.29,2.82,0.71014,F,972.274,0.99993,1,1,14.221,14.1648,Transit,3.627112145974997e-24,0.6532842149216628,0.0001110987668036885,0,14.2,5.7121,5.7121,62.64071,0.0685,5.712097824993684,12.731,292.4782785,9.6808644,8.58871,9.29
Kepler-799 b,Kepler-799,133.4605235,0.50775,6.88,47.3344,0.8008720930232558,0.0,89.38,4.4,354.0,0.5192,11.611,73.8,0.068245,6.129364432165926,5681.0,0.93,0.95,-0.07,0.8082671050389156,4.49,3.98,0.60774,G,380.299,2.600815,1,2,15.166,12.96845,Transit,4.3630271975818575e-31,0.6977168218958348,0.0001110987668036885,0,15.12,47.3344,47.3344,66.44517,0.629,47.33162871776885,13.477,287.1748966,12.4686607,-5.46602,9.473
Kepler-799 c,Kepler-799,15.19419956,0.1247,2.78068551,7.73221190552396,1.9815257713196053,0.0,89.95,79.65,762.0,0.03611,3.047,38.02,0.017417,1.956301867959344,5588.0,1.593,1.031,0.14,1.51365125,4.047,0.5,0.45024,G,380.299,2.600815,1,2,15.166,12.96845,Transit,4.0244110701298135e-17,0.6912804571353464,0.0001110987668036885,0,15.12,7.73221190552396,7.73221190552396,66.44517,0.1972,7.732208961316097,13.477,287.1748966,12.4686607,-5.46602,9.473
Kepler-8 b,Kepler-8,3.5224991,0.0474,9.049332515454054,187.5197,0.27,0.0,83.978,1264.67,1680.0,0.93793,3.19061,6.854,0.095751,68.4,6213.0,1.486,1.213,-0.055,0.51662,4.174,5.4,0.68914,F,1021.87,0.949758,1,1,13.598,13.5299,Transit,6.385100095665246e-174,0.6632895793237302,0.0001110987668036885,0,13.563,187.5197,187.5197,65.10597,0.7191,186.48490741553863,12.261,281.2881335,4.42486,2.19649,9.395001
Kepler-80 b,Kepler-80,7.05246,0.0648,2.67,6.93,1.38,0.0,89.34,46.4,642.0,0.1418,2.5797,15.7,0.035467,2.8504032820288603,4540.0,0.678,0.73,0.04,-0.76955,4.639,2.0,2.33,K5,369.451,2.67801,1,6,15.23,14.7555,Transit,9.75900053265827e-11,0.41113115663418603,0.001386962552011096,0,14.804,6.93,6.93,59.67592,0.71,6.929540229562972,12.208,296.1125759,7.315832,-1.37962,9.179
Kepler-80 c,Kepler-80,9.52355,0.0792,2.74,6.74,1.22,0.01,89.33,14.22,495.0,0.16238,2.3478,31.72,0.036518,2.508232143574636,4540.0,0.678,0.73,0.04,-0.76955,4.639,2.0,2.33,K5,369.451,2.67801,1,6,15.23,14.7555,Transit,5.641163941431698e-06,0.41113115663418603,0.6388229603353757,0,14.804,6.74,6.74,59.67592,0.1636,6.73953918215083,12.208,296.1125759,7.315832,-1.37962,9.179
Kepler-80 d,Kepler-80,3.07222,0.0372,1.53,6.75,7.04,0.0,88.35,164.625,720.0,0.04996,1.9974,9.24,0.021529,3.661184867744538,4540.0,0.678,0.73,0.04,-0.76955,4.639,2.0,2.33,K5,369.451,2.67801,1,6,15.23,14.7555,Transit,2.9178757268319624e-12,0.41113115663418603,0.0014265335235378032,0,14.804,6.75,6.75,59.67592,0.6555,6.747201235307743,12.208,296.1125759,7.315832,-1.37962,9.179
Kepler-80 e,Kepler-80,4.64489,0.0491,1.6,4.13,3.75,0.0,88.79,81.0,628.0,0.0562,2.0717,15.64,0.026,1.9521363748782248,4540.0,0.678,0.73,0.04,-0.76955,4.639,2.0,2.33,K5,369.451,2.67801,1,6,15.23,14.7555,Transit,4.796877870568826e-08,0.41113115663418603,0.0012484394506866417,0,14.804,4.13,4.13,59.67592,0.77,4.129079064125841,12.208,296.1125759,7.315832,-1.37962,9.179
Kepler-80 f,Kepler-80,0.9867873,0.0175,1.21,366.2115375,703.0,0.186,86.5,291.55,1054.0,0.03113,1.4007,5.57,0.01534,3589.639196932457,4540.0,0.678,0.73,0.04,-0.76955,4.639,2.0,2.33,K5,369.451,2.67801,1,6,15.23,14.7555,Transit,3.482412602314109e-36,0.41113115663418603,0.6008137536953632,0,14.804,4459.73,4459.73,59.67592,0.056,4451.411704565952,12.208,296.1125759,7.315832,-1.37962,9.179
Kepler-800 b,Kepler-800,14.13176026,0.111,2.85,8.1225,1.933333333333333,0.0,86.52,49.18,676.0,0.1053,3.854,14.7,0.032321,2.390052630376627,5315.0,0.82,0.85,-0.09,-0.35798,4.55,4.68,2.626788,G,1019.26,0.952861,1,1,15.92,15.7477,Transit,7.77161073332598e-13,0.6497883240130031,0.0001110987668036885,0,15.762,8.1225,8.1225,66.4885,0.883,8.107522496403195,13.965,286.5747697,7.2521129,-2.10346,9.537
Kepler-801 b,Kepler-801,11.41928253,0.0793,2.0,4.0,2.755,0.0,88.81,14.442,419.0,0.09517,3.9867,19.72,0.028926,1.4833177002566362,4435.0,0.63,0.67,-0.17,-0.79815,4.66,3.55,1.11181,K,440.426,2.24188,1,1,15.596,15.2759,Transit,0.01140027851667166,0.3742085720152764,0.0001110987668036885,0,15.314,4.0,4.0,66.4626,0.4979,3.9991372935563976,12.72,286.0751815,6.992989,-6.66703,9.348
Kepler-802 b,Kepler-802,40.0587473,0.2272,3.54,12.5316,1.5564971751412429,0.0,88.81,13.66,490.0,0.12684,5.533,35.9,0.036359,2.4578522137670467,5507.0,0.9,0.93,0.06,-0.22563,4.5,4.68,0.54727,G,780.585,1.25238,1,1,15.01,14.8111,Transit,7.366483196681298e-09,0.6823754283400649,0.0001110987668036885,0,14.862,12.5316,12.5316,66.80394,0.8075,12.528897226982838,13.105,286.0157998,10.5730751,-8.83796,9.083
Kepler-803 b,Kepler-803,50.28638192,0.2678,3.79,14.3641,1.4538258575197889,0.0,89.98,20.59,543.0,0.1181,6.3668,62.62,0.031049,2.409162367064053,5919.0,1.12,1.05,0.02,0.24057,4.36,4.9,0.778894,G,639.771,1.53433,1,1,13.856,13.63,Transit,1.7808434783328898e-11,0.6951844527851618,0.0001110987668036885,0,13.672,14.3641,14.3641,63.13404,0.018,14.364099124888993,11.937,299.2216728,11.5034732,10.9298,8.894
Kepler-804 b,Kepler-804,14.37457351,0.1138,1.94,3.7636,2.8402061855670104,0.0,89.95,81.7,767.0,0.03459,4.782,23.352,0.016889,0.9833800547350254,5817.0,1.05,1.01,0.0,0.04956,4.4,5.25,1.165079,G,649.65,1.5105,1,2,13.864,13.7361,Transit,2.1834621896165266e-15,0.6996304101034224,0.0001110987668036885,0,13.749,3.7636,3.7636,64.88785,0.0243,3.763598566927439,12.191,293.3722109,6.9299287,-6.56401,8.85
Kepler-804 c,Kepler-804,9.65185017,0.088,1.14,1.623857628803667,6.039277628412121,0.0,89.38,138.84,813.0,0.0091,4.457,16.4,0.010429,0.4845092682781399,5817.0,1.05,1.01,0.0,0.04956,4.4,5.25,0.25901,G,649.65,1.5105,1,2,13.864,13.7361,Transit,1.935171093118977e-17,0.6996304101034224,0.0001110987668036885,0,13.749,1.623857628803667,1.623857628803667,64.88785,0.23,1.623762556978681,12.191,293.3722109,6.9299287,-6.56401,8.85
Kepler-805 b,Kepler-805,30.8638931,0.1996,2.89,8.3521,1.9065743944636675,0.0,87.66,86.473,752.0,0.02501,8.421,18.61,0.015804,1.515127524415629,6112.0,1.65,1.19,-0.06,0.5408,4.08,4.27,0.12808,F,638.49,1.53774,1,1,12.586,12.5048,Transit,7.445450276076368e-17,0.6734041118563936,0.0001110987668036885,0,12.547,8.3521,8.3521,65.17424,0.7687,8.34513547064233,11.17,293.2300178,14.0630523,11.1679,9.009
Kepler-806 b,Kepler-806,8.09219642,0.0786,1.14,1.623857628803667,6.039277628412121,0.0,79.64,549.98,1235.0,0.00648,5.455,5.06,0.008845,0.5122647612301481,5770.0,1.16,0.99,0.0,0.40655,4.3,7.76,0.03749,G,361.896,2.73453,1,1,11.813,11.5909,Transit,6.0919442433473865e-55,0.6999844446172827,0.0001110987668036885,0,11.731,1.623857628803667,1.623857628803667,64.22808,0.9083,1.5973842956197208,10.097,296.0071956,33.3140153,19.5324,8.966
Kepler-808 b,Kepler-808,0.631332353,0.0116,1.46,4.056071166697495,7.181226054550058,0.0,76.59,726.72,1322.0,0.04345,1.1076,3.13,0.01906,3.5318524958884367,4653.0,0.71,0.76,0.05,0.2120014139790896,4.62,1.95,1.45293,K,380.299,2.600815,1,1,14.519,14.3539,Transit,1.991913462422009e-65,0.45107210737763664,0.0001110987668036885,0,14.285,4.056071166697495,4.056071166697495,68.73516,0.726,3.945484072664782,11.78,291.5941514,19.4445322,6.57878,8.986
Kepler-809 b,Kepler-809,55.63934,0.2901,3.01,9.060099999999998,1.830564784053156,0.0,88.74,12.33,478.0,0.0853,7.119,36.8,0.028188,1.5275936860483794,5734.0,0.98,0.99,0.04,0.00145,4.45,4.37,0.30567,G,961.405,1.01149,1,1,14.875,14.6798,Transit,1.712951712288681e-06,0.6995296025679617,0.0001110987668036885,0,14.755,9.060099999999998,9.060099999999998,68.98147,0.811,9.057909308019518,13.127,289.0836324,12.1308248,0.638682,9.597
Kepler-81 b,Kepler-81,5.955,0.056,2.42,17.2,6.687040412382075,0.0,85.94,20.25,646.0,0.1408,2.5225,11.7,0.0392,8.151182752777345,4500.0,0.59,0.64,-0.18,-0.90188,4.7,6.8,5.064815,M0 V,348.291,2.84257,1,3,15.258,15.004,Transit,2.762548466841177e-10,0.3970125272770611,0.0001110987668036885,0,15.019,17.2,17.2,62.99092,0.81,17.15683581721155,12.374,293.6369437,24.7007792,-1.36923,9.446
Kepler-81 c,Kepler-81,12.04,0.0886,2.37,4.3,1.7798156302412556,0.0,89.51,15.773,502.0,0.12506,2.7363,33.32,0.031605,1.6155525960460315,4500.0,0.59,0.64,-0.18,-0.90188,4.7,3.63,5.064815,M0 V,348.291,2.84257,1,3,15.258,15.004,Transit,3.3683895817748725e-05,0.3970125272770611,0.0001110987668036885,0,15.019,4.3,4.3,62.99092,0.286,4.299842752877051,12.374,293.6369437,24.7007792,-1.36923,9.446
Kepler-81 d,Kepler-81,20.837846,0.128,1.21,2.024444476949757,6.296531176738007,0.0,89.95,3.83,357.0,0.03984,2.57,64.17,0.017962,0.5911711121392799,4500.0,0.595,0.71,-0.18,-0.90188,4.696,3.63,5.064815,K,348.291,2.84257,1,3,15.258,15.004,Transit,0.36590542550093325,0.3970125272770611,0.0001110987668036885,0,15.019,2.024444476949757,2.024444476949757,62.99092,0.71,2.0244437060984897,12.374,293.6369437,24.7007792,-1.36923,9.446
Kepler-810 b,Kepler-810,4.59725385,0.055,1.93,3.7249,2.8549222797927465,0.0,89.85,352.4,1105.0,0.0313,2.823,12.27,0.016655,1.4047083298894003,5803.0,1.04,1.03,0.1,-0.03156,4.42,4.17,1.65508,G,1458.59,0.658354,1,1,15.73,15.7606,Transit,8.24452559256946e-42,0.6998481067598452,0.0001110987668036885,0,15.803,3.7249,3.7249,66.96798,0.033,3.724887234976237,14.122,296.6148615,15.8592992,-3.65407,8.894
Kepler-811 b,Kepler-811,23.58447697,0.1583,2.7,7.290000000000001,2.0407407407407407,0.0,88.28,66.96,730.0,0.04292,5.464,23.75,0.020263,1.614257516940028,5747.0,1.24,1.01,0.05,0.32275,4.25,7.94,0.45557,G,985.041,0.986417,1,1,14.046,13.9578,Transit,4.0684720525004264e-15,0.6997664625767266,0.0001110987668036885,0,13.971,7.290000000000001,7.290000000000001,69.62709,0.711,7.286715444939004,12.406,285.4241593,17.6342743,-13.233,9.098
Kepler-812 b,Kepler-812,10.11716531,0.1021,3.55,12.6025,1.552112676056338,0.0,83.08,538.23,1228.0,0.03047,4.939,7.57,0.018635,2.887667361891968,6761.0,1.71,1.45,0.02,0.75193,4.13,1.66,0.08019,F,1482.74,0.645507,1,1,13.815,13.7493,Transit,8.673369201523731e-60,0.5004778395514292,0.0001110987668036885,0,13.832,12.6025,12.6025,69.21423,0.8984,12.510695145195596,12.737,288.8552821,5.8507424,-2.08671,8.885
Kepler-813 b,Kepler-813,19.12947337,0.1424,2.14,4.5796,2.574766355140187,0.0,88.81,56.04,698.0,0.05155,3.757,33.7,0.021455,1.132959714121563,5743.0,0.93,0.95,-0.13,0.8441332596093214,4.48,3.98,1.98618,G,380.299,2.600815,1,1,14.646,14.5352,Transit,4.586464313580109e-12,0.6997023202575582,0.0001110987668036885,0,14.569,4.5796,4.5796,70.14891,0.5396,4.57861228739272,12.972,285.6626752,24.4271613,-10.0813,9.337
Kepler-814 b,Kepler-814,6.1469851,0.0676,2.12,4.494400000000001,2.599056603773585,0.0,85.37,935.124,1093.0,0.02502,3.392,9.19,0.015819,1.4248317544573446,6162.0,1.22,1.15,0.01,0.66937,4.33,3.02,0.3885,F,2055.77,0.456804,1,1,14.859,14.6655,Transit,5.289565810691131e-41,0.6650620436618387,0.0001110987668036885,0,14.706,4.494400000000001,4.494400000000001,70.30004,0.7715,4.479733648136139,13.352,284.9105256,6.7392461,1.35345,9.266
Kepler-815 b,Kepler-815,8.57503552,0.0905,4.11,16.892100000000003,1.340632603406326,0.0,89.95,893.72,1394.0,0.0165,8.545,7.774,0.01142,4.548436822419537,5028.0,1.84,1.25,-0.03,1.51365125,3.46,4.9,0.12089,K,1259.28,0.765236,1,1,13.438,13.2306,Transit,6.05502597181168e-83,0.5758042936790652,0.0001110987668036885,0,13.242,16.892100000000003,16.892100000000003,69.71286,0.0218,16.892093567965514,11.152,285.2211238,8.528445,2.40663,9.361
Kepler-816 b,Kepler-816,10.50682565,0.0895,9.049332515454054,104.8576,0.5380859374999999,0.0,88.93,47.21,668.0,1.33555,3.7432,21.85,0.109971,32.839963730467844,5286.0,0.85,0.9,0.16,-0.37445,4.54,4.17,1.321068,G,983.697,0.989507,1,1,16.365,15.9357,Transit,9.363494040979586e-66,0.6435696999771129,0.0001110987668036885,0,15.95,104.8576,104.8576,59.65077,0.407,104.83931564746432,13.799,293.3628165,0.8592343,-0.457265,9.39
Kepler-817 b,Kepler-817,3.990106229,0.0493,9.03,81.5409,0.6101882613510522,0.0,87.09,378.53,1124.0,0.61549,2.4269,11.45,0.080475,32.19532588418965,5861.0,1.03,1.03,0.02,0.08609,4.42,3.55,1.78404,G,1484.46,0.646594,1,1,15.967,15.5969,Transit,5.725563152510483e-99,0.6983275912876342,0.0001110987668036885,0,15.572,81.5409,81.5409,58.91639,0.582,81.43575397481592,13.864,296.0818498,4.4135917,-3.5764,9.138
Kepler-818 b,Kepler-818,10.03538581,0.091,5.11,26.1121,1.0782778864970646,0.0,89.95,93.54,801.0,0.3141,3.4185,23.65,0.050751,8.068182518162685,5638.0,0.92,0.94,-0.08,-0.124,4.49,3.98,1.851342,G,925.037,1.05377,1,1,15.368,15.0569,Transit,2.4775159465616117e-31,0.6952522848551215,0.0001110987668036885,0,15.062,26.1121,26.1121,59.07221,0.0282,26.11209005724997,13.228,296.2351072,10.5413601,-3.94839,9.179
Kepler-819 b,Kepler-819,33.1995648,0.1899,2.76,7.617599999999999,1.9963768115942029,0.0,89.95,11.37,468.0,0.1119,5.0135,52.04,0.030827,1.676121797347562,5279.0,0.81,0.86,-0.06,-0.39773,4.55,4.47,2.481041,G,664.306,1.47698,1,1,15.402,15.0662,Transit,2.0188886979170972e-05,0.6420214115692885,0.0001110987668036885,0,15.03,7.617599999999999,7.617599999999999,59.11605,0.0676,7.617597099433111,13.018,295.3708312,19.0286411,7.05993,8.936
Kepler-82 b,Kepler-82,26.44,0.1683,4.07,12.15,0.98,0.0033,89.052,19.558,588.0,0.204,4.3663,52.7,0.04159,2.777165669499804,5309.19,0.898,0.91,0.2107,-0.18507,4.43699,4.68,1.77,G,904.326,1.07762,1,5,15.131,15.1377,Transit,2.2524604399038435e-14,0.6485680010431628,0.7590077188940092,0,15.158,12.15,12.15,63.31797,0.03,12.14833694051176,13.42,292.8733696,6.606382,0.190322,9.215
Kepler-82 c,Kepler-82,51.54,0.2626,5.34,13.9,0.494,0.007,90.15,9.67,450.0,0.36443,6.3994,63.88,0.05453,2.5437761574575823,5427.0,0.898,0.91,0.16,-0.18507,4.463,4.9,1.77,G,904.326,1.07762,1,5,15.131,15.1377,Transit,1.0466297799315812e-18,0.6706867651657065,0.7990769672601954,0,15.158,13.9,13.9,63.31797,0.183,13.899952365478187,13.42,292.8733696,6.606382,0.190322,9.215
Kepler-82 d,Kepler-82,2.382961,0.034,1.77,366.2115375,220.0,0.0,88.81,702.44,1313.0,0.0369,2.026,8.889,0.017484,451.1924065508416,5428.0,0.945,0.91,0.2107,-0.18507,4.466,4.68,1.472394,G,904.326,1.07762,1,5,15.131,15.1377,Transit,1.1078483708181525e-64,0.6708500320563678,0.0001110987668036885,0,15.158,885.098,885.098,63.31797,0.05,884.907105063045,13.42,292.8733696,6.606382,0.190322,9.215
Kepler-82 e,Kepler-82,5.902206,0.063,2.47,254.02,0.54,0.0,89.95,209.32,970.0,0.07719,2.827,16.117,0.025211,95.72661527439418,5428.0,0.945,0.91,0.2107,-0.18507,4.466,4.68,1.472394,G,904.326,1.07762,1,5,15.131,15.1377,Transit,9.952142134785811e-31,0.6708500320563678,0.0001110987668036885,0,15.158,254.02,254.02,63.31797,0.0,254.01990327636,13.42,292.8733696,6.606382,0.190322,9.215
Kepler-820 b,Kepler-820,127.8338098,0.50775,6.09,37.0881,0.9047619047619048,0.0,89.95,16.5,498.0,0.19185,10.8773,84.3,0.041035,4.101535181398496,6260.0,1.36,1.23,0.09,0.6895,4.25,2.63,0.25,F,1387.2,0.692312,1,1,14.135,13.9436,Transit,5.101794477139956e-26,0.6457499015308164,0.0001110987668036885,0,13.968,37.0881,37.0881,60.2027,0.45,37.08808587789923,11.959,291.0201523,8.5272448,-2.97629,9.352
Kepler-821 b,Kepler-821,1.92279873,0.0282,1.31,2.71583758260242,6.65643209289096,0.0,88.81,481.04,1194.0,0.02706,1.9191,7.723,0.014745,1.5685919793942962,5191.0,0.8,0.84,-0.03,-0.36439,4.56,4.79,2.35671,K,614.571,1.59853,1,1,15.153,14.8177,Transit,2.337303975839168e-50,0.6210665991272194,0.0001110987668036885,0,14.829,2.71583758260242,2.71583758260242,61.42773,0.1332,2.715251839956847,12.832,285.6173937,12.9936549,-7.11443,9.26
Kepler-822 b,Kepler-822,3.222969273,0.0412,1.77,3.1329,3.1129943502824857,0.0,87.67,558.65,1239.0,0.02327,2.8575,8.1,0.014501,1.3036530855841246,5928.0,1.08,1.06,0.04,-0.00495,4.4,3.55,0.96758,G,860.391,1.13365,1,1,14.75,14.5966,Transit,7.172929361039619e-56,0.6945525567821704,0.0001110987668036885,0,14.609,3.1329,3.1329,60.23072,0.33,3.1303098598575314,12.927,292.2760929,11.4969152,-3.9447,9.151
Kepler-823 b,Kepler-823,4.16809082,0.0523,1.57,2.4649,3.5095541401273884,0.0,89.38,496.73,1204.0,0.02801,2.723,11.831,0.015121,0.9927535349620176,5643.0,0.96,0.98,0.06,0.33549,4.47,4.47,0.350215,G,1389.27,0.691059,1,1,15.089,14.7625,Transit,1.1008475098194748e-51,0.6955842987902232,0.0001110987668036885,0,14.801,2.4649,2.4649,61.44577,0.0971,2.464755687754117,13.146,284.5825682,7.7470374,3.18293,9.337
Kepler-824 b,Kepler-824,4.51436633,0.0568,1.87,3.496900000000001,2.9465240641711223,0.0,89.38,454.604,1266.0,0.02428,2.956,11.68,0.014322,1.23270067103249,6035.0,1.22,1.15,0.14,0.12216,4.32,3.31,1.252191,F,1201.4,0.804038,1,1,15.051,14.8825,Transit,3.503751400309222e-59,0.6841291081992193,0.0001110987668036885,0,14.946,3.496900000000001,3.496900000000001,60.81261,0.1693,3.496695267356636,13.461,290.477406,2.0926721,-1.22407,9.252
Kepler-825 b,Kepler-825,3.77360059,0.0453,1.53,2.3409,3.601307189542483,0.0,89.95,614.52,1270.0,0.01905,2.6854,10.87,0.012727,0.94283690962314,5976.0,1.08,1.03,-0.08,0.11956,4.39,3.55,1.70638,G,807.85,1.20931,1,2,14.296,14.1453,Transit,3.1881157777148957e-59,0.6905358117736274,0.0001110987668036885,0,14.207,2.3409,2.3409,59.47832,0.0573,2.340899108651409,12.703,294.769825,24.7412753,-12.1206,8.696
Kepler-825 c,Kepler-825,8.1818246,0.0759,1.84,3.3856,2.994565217391304,0.0,89.95,218.9,981.0,0.03061,2.4596,25.74,0.016141,1.0535567861084687,5976.0,1.08,1.03,-0.08,0.11956,4.39,3.55,1.692003,G,807.85,1.20931,1,2,14.296,14.1453,Transit,2.19148242817839e-30,0.6905358117736274,0.0001110987668036885,0,14.207,3.3856,3.3856,59.47832,0.085,3.3855987108591616,12.703,294.769825,24.7412753,-12.1206,8.696
Kepler-826 b,Kepler-826,4.48758907,0.054,1.25,2.283321405816946,6.441523684378304,0.0,87.09,279.55,1115.0,0.0127,2.8308,10.9,0.010131,0.8558679868366118,6079.0,1.15,1.05,-0.12,0.34865,4.34,4.37,0.731175,F,779.596,1.2539,1,1,13.644,13.4122,Transit,4.2552092127105995e-42,0.6783216968142446,0.0001110987668036885,0,13.446,2.283321405816946,2.283321405816946,61.4202,0.54,2.280377089896477,11.944,284.8601128,9.5630202,0.669013,9.064
Kepler-827 b,Kepler-827,51.92927591,0.2648,5.63,31.6969,0.9786856127886324,0.0,89.95,9.58,449.0,0.38518,5.3083,77.98,0.056522,5.702796957876435,5602.0,0.91,0.93,-0.06,0.23172,4.5,4.37,3.32701,G,2046.68,0.461482,1,1,15.865,15.8616,Transit,5.6900373536713996e-21,0.6925114550324922,0.0001110987668036885,0,15.897,31.6969,31.6969,62.53338,0.1656,31.6968879307159,14.089,294.9660027,3.3579663,-3.25477,9.22
