pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_dens,st_teff,st_rad,st_mass,st_lum,pl_rade_original,pl_bmasse_original,pl_orbper_original,pl_eqt_original,pl_dens_original,st_teff_original,st_rad_original,st_mass_original,st_lum_original,habitable
HATS-3 b,0.1861924057649518,0.04982386605365097,-0.0054408203301424245,2.8212421951190723,-0.06758265163584436,0.9260685836399278,0.15887950807931306,0.8838563439288942,1.543998641633976,15.48,340.382,3.547851,1648.0,0.51,6351.0,1.404,1.209,0.456,0
HATS-3 b,-0.03664219078299707,-0.1227152091663114,-0.0054408203301424245,-0.12737739287788846,-0.01982812812908841,0.9260685836399278,0.15887950807931306,0.8838563439288942,1.543998641633976,2.31,188.15536,3.547851,798.0,1.325,6351.0,1.404,1.209,0.456,0
HATS-3 b,-0.03664219078299707,-0.1227152091663114,-0.005440820330187179,-0.12737739287788846,-0.01982812812908841,0.9260685836399278,0.15887950807931306,0.8838563439288942,1.543998641633976,2.31,188.15536,3.54785091,798.0,1.325,6351.0,1.404,1.209,0.456,0
HATS-3 b,0.17099567847558894,-0.1227152091663114,-0.005440820328650623,2.3246946565003834,-0.01982812812908841,0.9260685836399278,0.15652844988929027,0.04596944814951567,0.04710786240144971,14.581841,188.15536,3.547854,1504.86,1.325,6351.0,1.4,0.959,-0.08612,0
PSR J1719-1438 b,-0.03664219078299707,0.0979019323676704,-0.005442539454064599,-0.12737739287788846,1.2502078191211388,-1.019462845060292,-0.10796559648827239,1.5240019323043386,0.04710786240144971,2.31,382.8,0.090706293,798.0,23.0,4500.0,0.95,1.4,-0.08612,0
RR Cae b,-0.03664219078299707,1.1770299875482424,-0.0032827054137114895,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.6934837474884732,0.04710786240144971,2.31,1334.886,4343.5,798.0,1.325,5610.0,0.95,0.44,-0.08612,0
WASP-65 b,0.13516209876505705,0.22237581710069917,-0.00544143516431864,2.238456205962026,-0.009574089339294187,0.13671466524237774,-0.07269972363793066,-0.05122543176089192,0.04710786240144971,12.464,492.62,2.3114243,1480.0,1.5,5600.0,1.01,0.93,-0.08612,0
WASP-65 b,-0.03664219078299707,-0.1227152091663114,-0.005441435166208254,-0.12737739287788846,-0.01982812812908841,0.13671466524237774,-0.07269972363793066,-0.05122543176089192,0.04710786240144971,2.31,188.15536,2.3114205,798.0,1.325,5600.0,1.01,0.93,-0.08612,0
WASP-65 b,0.13516900206918703,0.21879212079083854,-0.00544143516431864,-0.12737739287788846,-0.016605430223724515,0.13671466524237774,-0.07269972363793066,-0.05122543176089192,0.04710786240144971,12.464408,489.4582,2.3114243,798.0,1.38,5600.0,1.01,0.93,-0.08612,0
WASP-65 b,-0.03664219078299707,-0.1227152091663114,-0.005441435165611534,-0.12737739287788846,-0.01982812812908841,0.13671466524237774,-0.07269972363793066,-0.05122543176089192,0.04710786240144971,2.31,188.15536,2.3114217,798.0,1.325,5600.0,1.01,0.93,-0.08612,0
WASP-65 b,0.1474105691869463,-0.1227152091663114,-0.005441435166289985,2.025323044213163,-0.01982812812908841,0.33199304673249863,-0.03738682962378857,0.04596944814951567,0.04710786240144971,13.18791073,188.15536,2.31142033564,1418.56,1.325,5785.79,1.07008,0.959,-0.08612,0
WASP-65 b,-0.03664219078299707,-0.1227152091663114,-0.005441435166113773,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,2.31142069,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
WASP-75 b,-0.03664219078299707,-0.1227152091663114,-0.005441349249860809,-0.12737739287788846,-0.01982812812908841,0.6622498971981368,0.07424141323849305,0.6525995606937853,0.04710786240144971,2.31,188.15536,2.4841976,798.0,1.325,6100.0,1.26,1.14,-0.08612,0
WASP-75 b,0.18822278933258688,-0.1227152091663114,-0.005441349253391405,-0.12737739287788846,-0.01982812812908841,0.6517391925590216,0.1506508044142333,0.7866614640184859,0.04710786240144971,15.6,188.15536,2.4841905,798.0,1.325,6090.0,1.39,1.18,-0.08612,0
WASP-75 b,0.12392730969080969,-0.1227152091663114,-0.0054413492517006974,-0.12737739287788846,-0.01982812812908841,0.5508364280235158,-0.002167977937247353,0.04596944814951567,0.04710786240144971,11.8,188.15536,2.4841939,798.0,1.325,5994.0,1.13,0.959,-0.08612,0
WASP-75 b,0.1651344517918553,0.05056013440899359,-0.005441349252148237,-0.12737739287788846,-0.05943801511137922,0.6622498971981368,0.07424141323849305,0.6525995606937853,0.04710786240144971,14.23543,341.03159,2.484193,798.0,0.649,6100.0,1.26,1.14,-0.08612,0
WASP-75 b,-0.03664219078299707,-0.1227152091663114,-0.0054413492500298795,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,2.48419726,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
WASP-75 b,0.1500058946307758,-0.1227152091663114,-0.005441349249910536,1.3781530791111478,-0.01982812812908841,0.6506881220951101,0.08599670418860696,0.04596944814951567,0.04710786240144971,13.3413,188.15536,2.4841975,1232.0,1.325,6089.0,1.28,0.959,-0.08612,0
WASP-75 b,-0.03664219078299707,-0.1227152091663114,-0.005441349096826895,-0.12737739287788846,-0.01982812812908841,0.6506881220951101,0.0833693966612565,0.6525995606937853,1.12501722268477,2.31,188.15536,2.48450535,798.0,1.325,6089.0,1.27553,1.14,0.30426,0
WASP-75 b,0.18720759754876934,-0.1227152091663114,-0.005441349249612175,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,0.11068281518384615,0.04596944814951567,0.04710786240144971,15.54,188.15536,2.4841981,798.0,1.325,5610.0,1.322,0.959,-0.08612,0
WASP-75 b,0.16512717625073794,0.04945889982815438,-0.005441349252148237,3.0363179768317914,-0.057035640309198866,0.6622498971981368,0.07424141323849305,0.6525995606937853,0.04710786240144971,14.235,340.06,2.484193,1710.0,0.69,6100.0,1.26,1.14,-0.08612,0
WASP-75 b,-0.03664219078299707,-0.1227152091663114,-0.005441349249313816,-0.12737739287788846,-0.01982812812908841,0.6622498971981368,0.07424141323849305,0.6525995606937853,0.04710786240144971,2.31,188.15536,2.4841987,798.0,1.325,6100.0,1.26,1.14,-0.08612,0
HD 113337 b,-0.03664219078299707,0.8380384518555037,-0.005284659332951191,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,1.5575174081355139,0.04710786240144971,2.31,1035.80277841,317.58639,798.0,1.325,5610.0,0.95,1.41,-0.08612,0
HD 113337 b,-0.03664219078299707,0.7807662080620981,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,1.3706713898745,0.2153049046398598,0.04596944814951567,2.0312364246033767,2.31,985.273,10.3039,798.0,1.325,6774.0,1.5,0.959,0.63246,0
HD 113337 b,-0.03664219078299707,0.6834573715479411,-0.0052814700564490615,-0.12737739287788846,-0.01982812812908841,1.1631900802983668,0.2153049046398598,1.5240019323043386,0.04710786240144971,2.31,899.42,324.0,798.0,1.325,6576.6,1.5,1.4,-0.08612,0
MOA-2011-BLG-293L b,-0.03664219078299707,1.3641760538732226,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-0.285833762579118,0.04710786240144971,2.31,1500.0,10.3039,798.0,1.325,5610.0,0.95,0.86,-0.08612,0
MOA-2011-BLG-293L b,-0.03664219078299707,0.525433796520816,-0.005169087718034162,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.7269992233196483,0.04710786240144971,2.31,760.0,550.0,798.0,1.325,5610.0,0.95,0.43,-0.08612,0
MOA-2011-BLG-293L b,-0.03664219078299707,0.525433796520816,-0.005169087718034162,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.7269992233196483,0.04710786240144971,2.31,760.0,550.0,798.0,1.325,5610.0,0.95,0.43,-0.08612,0
MOA-2011-BLG-293L b,-0.03664219078299707,0.525433796520816,-0.003950783606899181,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.7269992233196483,0.04710786240144971,2.31,760.0,3000.0,798.0,1.325,5610.0,0.95,0.43,-0.08612,0
MOA-2011-BLG-293L b,-0.03664219078299707,0.525433796520816,-0.003950783606899181,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.7269992233196483,0.04710786240144971,2.31,760.0,3000.0,798.0,1.325,5610.0,0.95,0.43,-0.08612,0
HAT-P-42 b,-0.03664219078299707,-0.1227152091663114,-0.005440276325432263,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,4.6418402,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
HAT-P-42 b,-0.03664219078299707,-0.1227152091663114,-0.005440276320608773,-0.12737739287788846,-0.01982812812908841,0.28701774158172483,0.23293784106503065,0.7799583688522509,1.267880664206003,2.31,188.15536,4.6418499,798.0,1.325,5743.0,1.53,1.178,0.356,0
HAT-P-42 b,0.13751699346234833,-0.1227152091663114,-0.005440276323814349,1.62920201979743,-0.01982812812908841,0.28701774158172483,0.16460433477201855,0.04596944814951567,0.04710786240144971,12.6031793,188.15536,4.64184345361,1304.37,1.325,5743.0,1.41374,0.959,-0.08612,0
HAT-P-42 b,-0.03664219078299707,-0.1227152091663114,-0.005440276326476523,-0.12737739287788846,-0.01982812812908841,0.40894191539546093,0.16460433477201855,0.3811242064612669,1.1870609322128354,2.31,188.15536,4.6418381,798.0,1.325,5859.0,1.41374,1.059,0.32673,0
HAT-P-42 b,-0.03664219078299707,-0.1227152091663114,-0.005440276326103573,-0.12737739287788846,-0.01982812812908841,0.28701774158172483,0.23293784106503065,0.7799583688522509,1.267880664206003,2.31,188.15536,4.64183885,798.0,1.325,5743.0,1.53,1.178,0.356,0
HAT-P-42 b,0.1670309992426571,-0.018966146900848104,-0.00544027630663557,-0.12737739287788846,-0.06699670656214182,0.28701774158172483,0.23293784106503065,0.7799583688522509,0.04710786240144971,14.34752,279.6904,4.641878,798.0,0.52,5743.0,1.53,1.178,-0.08612,0
HAT-P-42 b,0.16703912077692767,0.040097856174811757,-0.00544027630663557,2.058070066461035,-0.06172320089881909,0.28701774158172483,0.23293784106503065,0.7799583688522509,1.267880664206003,14.348,331.801,4.641878,1428.0,0.61,5743.0,1.53,1.178,0.356,0
HAT-P-43 b,0.16722523927062752,-0.09750801206319669,-0.0054409273240958,1.8256494636424514,-0.07461399252027466,0.18401283611839606,-0.018037620719901063,0.34425718304697456,0.40915375440500756,14.359,210.395,3.332687,1361.0,0.39,5645.0,1.103,1.048,0.045,0
HAT-P-43 b,0.1548906590972445,-0.1227152091663114,-0.005440927346771173,1.7978977498730682,-0.01982812812908841,0.23446421838614892,-0.03155620531253199,0.2839293265508593,0.04710786240144971,13.63,188.15536,3.3326414,1353.0,1.325,5693.0,1.08,1.03,-0.08612,0
HAT-P-43 b,-0.03664219078299707,-0.1227152091663114,-0.005440927327308144,-0.12737739287788846,-0.01982812812908841,0.18401283611839606,-0.018037620719901063,0.34425718304697456,0.40915375440500756,2.31,188.15536,3.33268054,798.0,1.325,5645.0,1.103,1.048,0.045,0
HAT-P-43 b,-0.03664219078299707,-0.1227152091663114,-0.005440927326084867,-0.12737739287788846,-0.01982812812908841,0.18401283611839606,-0.018037620719901063,0.34425718304697456,0.40915375440500756,2.31,188.15536,3.332683,798.0,1.325,5645.0,1.103,1.048,0.045,0
HAT-P-43 b,0.16926746674240714,-0.1227152091663114,-0.005440927326979948,1.7215805370072645,-0.01982812812908841,0.18401283611839606,-0.01392326888736113,0.04596944814951567,0.04710786240144971,14.4797,188.15536,3.3326812,1331.0,1.325,5645.0,1.11,0.959,-0.08612,0
HAT-P-43 b,-0.03664219078299707,-0.1227152091663114,-0.005440927327178854,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,3.3326808,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
HAT-P-43 b,-0.03664219078299707,-0.1227152091663114,-0.005440927326084867,-0.12737739287788846,-0.01982812812908841,0.2211681770176686,-0.016156774167882786,0.21689837488850897,0.4501848858508044,2.31,188.15536,3.332683,798.0,1.325,5680.35,1.1062,1.01,0.05986,0
HAT-P-43 b,0.1672206539877373,-0.07300211683077693,-0.0054409273240958,-0.12737739287788846,-0.07221161771809431,0.18401283611839606,-0.018037620719901063,0.34425718304697456,0.04710786240144971,14.358729,232.0159,3.332687,798.0,0.431,5645.0,1.103,1.048,-0.08612,0
OGLE-2012-BLG-0358L b,-0.03664219078299707,0.3304828934605269,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-3.0944306372315937,0.04710786240144971,2.31,588.0,10.3039,798.0,1.325,5610.0,0.95,0.022,-0.08612,0
OGLE-2012-BLG-0358L b,-0.03664219078299707,0.3191485386314403,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-3.0944306372315937,0.04710786240144971,2.31,578.0,10.3039,798.0,1.325,5610.0,0.95,0.022,-0.08612,0
OGLE-2012-BLG-0358L b,-0.03664219078299707,0.3452175547383395,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-3.0910790896484763,0.04710786240144971,2.31,601.0,10.3039,798.0,1.325,5610.0,0.95,0.023,-0.08612,0
ROXs 42 B b,-0.03664219078299707,2.9056483106289965,-0.005437460770031514,3.9555934954426086,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.18338289905733382,0.04710786240144971,2.31,2860.0,10.3039,1975.0,1.325,5610.0,0.95,1.0,-0.08612,0
ROXs 42 B b,-0.03664219078299707,-0.1227152091663114,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,-2.140955030053882,0.11925242228647921,0.04596944814951567,0.04710786240144971,2.31,188.15536,10.3039,798.0,1.325,3433.0,1.33658,0.959,-0.08612,0
ROXs 42 B b,-0.03664219078299707,3.446410379524717,-0.005437460770031514,4.73611044520651,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.18338289905733382,0.04710786240144971,2.31,3337.1,10.3039,2200.0,1.325,5610.0,0.95,1.0,-0.08612,0
WISEP J121756.91+162640.2 A b,0.1013900520900604,7.5890037260075704,-0.005437460770031514,-1.3345769418460558,-0.01982812812908841,-5.144914415913001,-0.6128553427956642,-3.070969804149771,0.04710786240144971,10.468,6992.0,10.3039,450.0,1.325,575.0,0.091,0.029,-0.08612,0
MOA-2008-BLG-379L b,-0.03664219078299707,1.137488957291491,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.2912980375143717,0.04710786240144971,2.31,1300.0,10.3039,798.0,1.325,5610.0,0.95,0.56,-0.08612,0
MOA-2008-BLG-379L b,-0.03664219078299707,1.137488957291491,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.2912980375143717,0.04710786240144971,2.31,1300.0,10.3039,798.0,1.325,5610.0,0.95,0.56,-0.08612,0
HD 13908 b,-0.03664219078299707,-0.024384421883344633,-0.005432946530622823,-0.12737739287788846,-0.01982812812908841,0.8251658191044221,0.31522487771582786,1.1553316981614126,1.947130888678816,2.31,274.91,19.382,798.0,1.325,6255.0,1.67,1.29,0.602,0
HD 13908 c,-0.03664219078299707,1.5119760408445115,-0.004979628997078068,-0.12737739287788846,-0.01982812812908841,0.8251658191044221,0.31522487771582786,1.1553316981614126,1.947130888678816,2.31,1630.4,931.0,798.0,1.325,6255.0,1.67,1.29,0.602,0
HD 159243 b,-0.03664219078299707,0.07107351448722248,-0.005436309049969555,-0.12737739287788846,-0.01982812812908841,0.6864245178681017,-0.008045623412304175,0.6023263469470229,0.5996751588303089,2.31,359.13,12.62,798.0,1.325,6123.0,1.12,1.125,0.114,0
HD 159243 c,-0.03664219078299707,0.34850451763877455,-0.005319063440449798,-0.12737739287788846,-0.01982812812908841,0.6864245178681017,-0.008045623412304175,0.6023263469470229,0.5996751588303089,2.31,603.9,248.4,798.0,1.325,6123.0,1.12,1.125,0.114,0
HIP 91258 b,-0.03664219078299707,0.0487425686029561,-0.005440073112405979,-0.12737739287788846,-0.01982812812908841,0.05157795766554477,-0.07857736911298761,0.015805519901458023,-0.32808124532767974,2.31,339.428,5.0505,798.0,1.325,5519.0,1.0,0.95,-0.222,0
HIP 91258 b,-0.03664219078299707,0.05668421100105222,-0.005440073112405979,-0.12737739287788846,-0.01982812812908841,0.05157795766554477,-0.14323146933861405,0.08283647156380834,0.04710786240144971,2.31,346.4347,5.0505,798.0,1.325,5519.0,0.89,0.97,-0.08612,0
ROXs 12 b,-0.03664219078299707,-0.1227152091663114,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,-2.021132997167969,-0.03962621254978519,-1.5460156538313028,-1.8967903104892214,2.31,188.15536,10.3039,798.0,1.325,3547.0,1.06627,0.484,-0.79013,0
ROXs 12 b,-0.03664219078299707,5.42754226010076,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,-1.7026586466027789,-0.10796559648827239,-0.2523182867479429,0.04710786240144971,2.31,5085.0,10.3039,798.0,1.325,3850.0,0.95,0.87,-0.08612,0
HD 106906 b,-0.03664219078299707,4.3291282334607555,-0.005437460770031514,3.41790404116081,-0.01982812812908841,1.055129525903623,0.5817819776551356,1.255878125654938,2.641401931123711,2.31,4115.8985,10.3039,1820.0,1.325,6473.79,2.12351,1.32,0.85344,0
HD 106906 b,-0.03664219078299707,3.626513277758903,-0.005437460770031514,3.348524756737352,-0.01982812812908841,1.0994952101853284,-0.10796559648827239,1.8591566906160901,2.355785495272216,2.31,3496.0,10.3039,1800.0,1.325,6516.0,0.95,1.5,0.75,0
OGLE-2012-BLG-0406L b,-0.03664219078299707,1.0241454090006252,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.1907516100208466,0.04710786240144971,2.31,1200.0,10.3039,798.0,1.325,5610.0,0.95,0.59,-0.08612,0
OGLE-2012-BLG-0406L b,-0.03664219078299707,0.6047742803244219,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.5594218441637728,0.04710786240144971,2.31,830.0,10.3039,798.0,1.325,5610.0,0.95,0.48,-0.08612,0
OGLE-2012-BLG-0406L b,-0.03664219078299707,-0.1227152091663114,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,10.3039,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
OGLE-2012-BLG-0406L b,-0.03664219078299707,0.647844828674951,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.6934837474884732,0.04710786240144971,2.31,868.0,10.3039,798.0,1.325,5610.0,0.95,0.44,-0.08612,0
Kepler-93 c,-0.03664219078299707,2.7260611255395344,-0.003627560067210309,-0.12737739287788846,-0.01982812812908841,0.19452354075751124,-0.12413676248379657,0.18338289905733382,-0.006817978590233353,2.31,2701.555,3650.0,798.0,1.325,5655.0,0.922487,1.0,-0.10565,0
Kepler-93 c,-0.03664219078299707,0.7453202802050956,-0.00471657476246974,-0.12737739287788846,-0.01982812812908841,0.2092385272522725,-0.1255985329134432,-0.11825638342324224,0.04710786240144971,2.31,954.0,1460.0,798.0,1.325,5669.0,0.92,0.91,-0.08612,0
Kepler-94 c,-0.03664219078299707,2.864743900299177,-0.005036628028217015,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-0.43665340381940626,0.04710786240144971,2.31,2823.911126,816.375396,798.0,1.325,5610.0,0.95,0.815,-0.08612,0
Kepler-94 c,-0.03664219078299707,3.2071421490826997,-0.005034676452222005,-0.12737739287788846,-0.01982812812908841,-0.7241120447011555,-0.21964086051435439,-0.4534111417349934,0.04710786240144971,2.31,3126.0,820.3,798.0,1.325,4781.0,0.76,0.81,-0.08612,0
Kepler-48 e,-0.03664219078299707,0.4430627653392637,-0.004946254339149026,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-0.09814709792453714,0.04710786240144971,2.31,687.3262286,998.116175,798.0,1.325,5610.0,0.95,0.916,-0.08612,0
Kepler-48 e,-0.03664219078299707,0.4086899417812243,-0.004954268380887096,-0.12737739287788846,-0.01982812812908841,-0.2900199431056986,-0.14323146933861405,-0.2188028109167677,0.04710786240144971,2.31,657.0,982.0,798.0,1.325,5194.0,0.89,0.88,-0.08612,0
Kepler-25 d,-0.03664219078299707,-0.2340813205762754,-0.0053814207202605435,-0.12737739287788846,-0.01982812812908841,0.8409318760630948,0.10362964061377782,0.8201769398496611,0.04710786240144971,2.31,89.9,123.0,798.0,1.325,6270.0,1.31,1.19,-0.08612,0
Kepler-25 d,-0.03664219078299707,-0.25448315926863124,-0.005381719080451026,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,0.10715622789881199,0.7363882502717235,0.04710786240144971,2.31,71.9,122.4,798.0,1.325,5610.0,1.316,1.165,-0.08612,0
Kepler-25 d,-0.03664219078299707,-0.2545633838547802,-0.005381719080451026,-0.12737739287788846,-0.01982812812908841,0.9292217950316624,0.10715622789881199,0.7363882502717235,0.04710786240144971,2.31,71.82921998,122.4,798.0,1.325,6354.0,1.316,1.165,-0.08612,0
Kepler-25 d,-0.03664219078299707,-0.25809893553166086,-0.00539703232423859,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.6794119413587254,0.04710786240144971,2.31,68.70989671,91.605187,798.0,1.325,5610.0,0.95,1.148,-0.08612,0
KOI-142 c,-0.03664219078299707,-0.1005465542416653,-0.005431511835313604,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.13310968531057107,0.04710786240144971,2.31,207.714175,22.267161,798.0,1.325,5610.0,0.95,0.985,-0.08612,0
KOI-142 c,-0.03664219078299707,-0.09330863359902013,-0.0054315129496889155,-0.12737739287788846,-0.01982812812908841,-0.004128776921765686,-0.13911711750607417,0.14986742322615865,0.04710786240144971,2.31,214.1,22.26492,798.0,1.325,5466.0,0.897,0.99,-0.08612,0
KOI-142 c,-0.03664219078299707,-0.11065019648752257,-0.0054314758635172385,-0.12737739287788846,-0.01982812812908841,0.001126575397791904,-0.149109114813671,0.03591480540016312,-0.33084242510195944,2.31,198.8,22.3395,798.0,1.325,5471.0,0.88,0.956,-0.223,0
Kepler-97 c,-0.03664219078299707,0.05392463563081448,-0.005050240908825484,-0.12737739287788846,-0.01982812812908841,0.3248562782825395,-0.09033266006310153,-0.017709955929717136,0.04710786240144971,2.31,344.0,789.0,798.0,1.325,5779.0,0.98,0.94,-0.08612,0
Kepler-407 c,-0.03664219078299707,3.658713991678048,-0.004402426651060558,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.407936587126207,0.04710786240144971,2.31,3524.409834,2091.749385,798.0,1.325,5610.0,0.95,1.067,-0.08612,0
Kepler-407 c,-0.03664219078299707,4.1977647611448665,-0.003950783606899181,-0.12737739287788846,-0.01982812812908841,0.006381927717349494,-0.07269972363793066,0.18338289905733382,0.04710786240144971,2.31,4000.0,3000.0,798.0,1.325,5476.0,1.01,1.0,-0.08612,0
MOA-2011-BLG-322L b,-0.03664219078299707,3.8463997614431826,-0.005437460770031514,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,-1.8610611266443489,0.04710786240144971,2.31,3690.0,10.3039,798.0,1.325,5610.0,0.95,0.39,-0.08612,0
CoRoT-27 b,0.11525525383576822,3.37449276469868,-0.005440806670715637,-0.12737739287788846,0.6349654917334854,0.4520358044158332,-0.03155620531253199,0.3509602782132096,0.04710786240144971,11.287463,3273.649,3.57532,798.0,12.5,5900.0,1.08,1.05,-0.08612,0
CoRoT-27 b,0.11524741993916977,3.4067514719777434,-0.005440806670715637,2.3078354903854836,0.6408249424705106,0.4520358044158332,-0.03155620531253199,0.3509602782132096,0.04710786240144971,11.287,3302.11,3.57532,1500.0,12.6,5900.0,1.08,1.05,-0.08612,0
WASP-103 b,0.21405942023074312,0.20075780213518238,-0.0054421243178303285,5.8045514253277615,-0.06523887134103425,0.672760601837252,0.17768797359949529,0.9207233673431865,1.4252679113399473,17.127,473.547,0.925542,2508.0,0.55,6110.0,1.436,1.22,0.413,0
WASP-103 b,0.30870243191250785,0.18997030070663243,-0.005437460770031514,-0.12737739287788846,-0.08386694415164812,0.5708067668378347,0.34226204690108986,0.8670986060133062,1.7768489319989853,22.72060388,464.02947422,10.3039,798.0,0.232085,6013.0,1.716,1.204,0.54033,0
WASP-103 b,-0.03664219078299707,-0.1227152091663114,-0.005442124316119731,-0.12737739287788846,-0.01982812812908841,0.672760601837252,0.17768797359949529,0.9207233673431865,1.4252679113399473,2.31,188.15536,0.92554544,798.0,1.325,6110.0,1.436,1.22,0.413,0
WASP-103 b,0.2140653760225415,0.1881717378305456,-0.0054421243160401684,-0.12737739287788846,-0.06752405712847409,0.672760601837252,0.17768797359949529,0.9207233673431865,0.04710786240144971,17.127352,462.44265,0.9255456,798.0,0.511,6110.0,1.436,1.22,-0.08612,0
WASP-103 b,-0.03664219078299707,-0.1227152091663114,-0.0054421243161465824,-0.12737739287788846,-0.01982812812908841,0.672760601837252,0.17768797359949529,0.9207233673431865,1.4252679113399473,2.31,188.15536,0.925545386,798.0,1.325,6110.0,1.436,1.22,0.413,0
WASP-103 b,0.23644463594200266,0.19357533482353848,-0.005437460770031514,5.738641105125477,-0.07344210237286962,0.14722536988149293,0.16416938900686437,0.8704501535964242,0.04710786240144971,18.450014,467.2101,10.3039,2489.0,0.41,5610.0,1.413,1.205,-0.08612,0
WASP-103 b,-0.03664219078299707,-0.1227152091663114,-0.005442124316129677,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,0.92554542,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
WASP-103 b,0.2189958919679329,0.19357268064633382,-0.0054421243160401684,5.759454890452514,-0.01982812812908841,0.14722536988149293,0.16769597629189853,0.8670986060133062,0.04710786240144971,17.41875601,467.20775829,0.9255456,2495.0,1.325,5610.0,1.419,1.204,-0.08612,0
WASP-103 b,0.2140653760225415,0.20078013081419568,-0.0054421243178303285,-0.12737739287788846,-0.01982812812908841,0.672760601837252,0.17768797359949529,0.9207233673431865,0.04710786240144971,17.127352,473.5667,0.925542,798.0,1.325,6110.0,1.436,1.22,-0.08612,0
KELT-6 b,0.15052533442682908,-0.18108074395998366,-0.005438683151731919,1.6591391810261524,-0.07924295860252464,0.6643520381259598,0.2623260684403154,0.4682644436223223,1.6461622932823254,13.372,136.661,7.8457,1313.0,0.311,6102.0,1.58,1.085,0.493,0
KELT-6 b,0.1708240941442607,-0.1486524747326772,-0.005438683151731919,-0.12737739287788846,-0.01982812812908841,0.6643520381259598,0.35049075056616963,1.591032883966689,0.04710786240144971,14.5717,165.2716,7.8457,798.0,1.325,6102.0,1.73,1.42,-0.08612,0
KELT-6 b,-0.03664219078299707,-0.1227152091663114,-0.0054386831990220095,-0.12737739287788846,-0.01982812812908841,0.14722536988149293,-0.10796559648827239,0.04596944814951567,0.04710786240144971,2.31,188.15536,7.8456049,798.0,1.325,5610.0,0.95,0.959,-0.08612,0
KELT-6 b,-0.03664219078299707,-0.1227152091663114,-0.00543868319932037,-0.12737739287788846,-0.01982812812908841,0.6643520381259598,0.2623260684403154,0.4682644436223223,1.6461622932823254,2.31,188.15536,7.8456043,798.0,1.325,6102.0,1.58,1.085,0.493,0
