pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitable
-0.036334637,-0.113895617,-0.004612145,0.00473181,-0.127374504,-0.019457094,-0.587720814,0.045651808,0.064576127,0
-0.016566936,-0.113895617,-0.005485098,-0.019091157,-0.249435559,-0.019457094,0.266830414,0.045651808,1.249106637,0
-0.037658069,-0.113895617,-0.00548923,-0.019109172,-0.127374504,-0.019457094,-0.11144812,0.045651808,0.861462244,0
-0.036334637,-0.113895617,-0.005279961,-0.011082736,-1.721143139,-0.019457094,0.186749164,1.245059437,2.356662046,0
-0.036334637,-0.113895617,-0.005483585,-0.019109172,-0.127374504,-0.019457094,0.255324003,0.378631037,-1.547470772,0
-0.037339775,-0.113895617,-0.005476163,-0.018662201,-1.543282744,-0.019457094,-1.06715461,0.045651808,-1.464404116,0
-0.0353295,-0.113895617,-0.005483,-0.018908057,-0.385446449,-0.019457094,0.507074162,0.045651808,0.47381785,0
-0.050239038,-0.355782803,-0.005490502,-0.019729424,4.723680573,0.224877696,0.2447027,0.045651808,-0.7444931,0
-0.036334637,-0.113895617,-0.005488648,-0.019109172,-0.127374504,-0.019457094,-0.595096718,0.045651808,2.245906505,0
-0.036334637,-0.113895617,-0.005444933,-0.016236122,-0.127374504,-0.019457094,-0.66211208,0.045651808,-0.079959854,0
-0.016410206,-0.335118261,-0.005479373,-0.018760396,-0.988776808,0.024070481,-0.733131504,-1.0473121,0.540271175,0
-0.035932582,-0.113895617,-0.005464191,-0.017592467,-0.127374504,-0.019457094,0.651431151,0.045651808,0.584573391,0
-0.042197939,-0.113895617,-0.005486953,-0.019285332,0.071410643,-0.019457094,0.378522683,0.045651808,-1.242893034,0
-0.029583465,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-1.27789474,-2.210054537,0.064576127,0
-0.036334637,-0.113895617,-0.005482048,-0.019109172,-0.127374504,-0.019457094,0.452039377,0.045651808,-1.109432607,0
0.010906819,-0.113895617,-0.005482048,-0.018869665,-0.612131266,-0.019457094,0.35744867,0.045651808,-0.578359788,0
-0.051579221,-0.113895617,-0.005484756,-0.019049074,-0.127374504,-0.019457094,0.498644557,0.045651808,0.064576127,0
0.163989242,0.072092288,-0.005489479,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.051411698,-0.113895617,-0.00548866,-0.019477292,-0.127374504,-0.019457094,-0.390678792,0.045651808,0.064576127,0
-0.047089607,-0.113895617,-0.005487583,-0.019352666,-0.127374504,-0.019457094,-0.307436441,0.045651808,1.249106637,0
-0.039517572,-0.113895617,-0.005485757,-0.019255062,-1.023651395,-0.019457094,-1.06715461,0.045651808,-1.242893034,0
-0.055097202,-0.328466381,-0.005488349,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005432636,-0.019109172,-0.127374504,-0.019457094,0.362717173,0.613556749,0.47381785,0
-0.012546386,-0.113895617,-0.005481272,-0.018833488,-0.577256679,-0.019457094,0.521825971,0.045651808,-2.01818182,0
-0.060290412,-0.113895617,-0.005490104,-0.019109172,-0.127374504,-0.019457094,-1.592951235,0.045651808,-1.298270804,0
-0.033319225,-0.113895617,-0.005488101,-0.0194042,0.029561138,-0.019457094,-0.261073612,0.045651808,1.249106637,0
-0.036334637,-0.113895617,-0.005478177,-0.019109172,-0.127374504,-0.019457094,0.214145381,0.249282059,0.064576127,0
-0.036334637,-0.113895617,-0.005486876,-0.019109172,-0.127374504,-0.019457094,-0.7268093,-1.436086186,0.064576127,0
-0.036334637,4.219205588,-0.004900145,8.05E-05,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.053421973,-0.113895617,-0.005487753,-0.019345135,0.706128129,-0.019457094,0.764177121,0.045651808,-1.021381952,0
-0.036334637,-0.113895617,-0.005489919,-0.019109172,-0.127374504,-0.019457094,1.606083941,0.045651808,0.639951162,0
-0.036334637,-0.113895617,-0.005487762,-0.019367284,-0.127374504,-0.019457094,0.092969806,0.045651808,0.518120067,0
-0.031079698,-0.113895617,-0.00548407,-0.019109172,-0.267919091,-0.019457094,0.421724409,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005183173,-0.00888258,-0.127374504,-0.019457094,0.412241104,0.977272093,1.58137326,0
0.112911511,-0.049009787,-0.00548931,-0.019551344,0.845626478,-0.052538052,-0.267395816,-0.917180036,0.086173457,0
-0.044208214,-0.113895617,-0.005484485,-0.019109172,-0.127374504,-0.019457094,0.432261416,0.045651808,0.086173457,0
-0.052416835,-0.113895617,-0.005489761,-0.019616094,0.953737698,-0.019457094,-0.631976241,0.045651808,2.412039816,0
-0.039517572,-0.113895617,-0.005470381,-0.01802135,-0.769066909,-0.019457094,1.02233378,0.045651808,-0.467604248,0
0.138442,3.913681169,-0.005487572,-0.019109172,-0.127374504,0.315415053,0.968595047,2.511980241,0.750706703,0
0.172999964,-0.096338275,-0.005488742,-0.019109172,-0.127374504,-0.019457094,0.79473444,0.045651808,0.307684539,0
-0.036396231,-0.113895617,-0.005483855,-0.019109172,0.029351891,-0.019457094,0.863962572,0.045651808,0.064576127,0
0.090647718,-0.113895617,-0.005448242,-0.016981813,-1.351472515,-0.019457094,0.738888305,0.045651808,-0.689115329,0
-0.036334637,-0.113895617,-0.005488082,-0.019109172,-0.127374504,-0.019457094,0.742049407,0.045651808,1.249106637,0
-0.05325445,-0.113895617,-0.005486375,-0.019204118,0.266708331,-0.019457094,0.704116184,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005488812,-0.019109172,-0.127374504,-0.019457094,0.13762564,0.017712428,-0.280427383,0
-0.036334637,-0.113895617,-0.005468068,-0.019109172,-0.127374504,-0.019457094,0.828231583,1.183111764,-0.772181985,0
-0.050239038,-0.113895617,-0.005488027,-0.019109172,-0.127374504,-0.019457094,0.347965364,0.045651808,0.47381785,0
-0.036334637,-0.113895617,-0.005468839,-0.019109172,-0.127374504,-0.019457094,-0.556109794,-1.035118337,0.064576127,0
-0.036334637,-0.344318232,-0.004112453,0.00377201,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.05844766,-0.113895617,-0.005490587,-0.019742345,4.312160445,-0.019457094,0.507074162,0.045651808,-0.356848707,0
-0.052584358,-0.113895617,-0.005480721,-0.019109172,-0.127374504,-0.019457094,0.718867993,0.045651808,0.141551228,0
-0.032481611,-0.113895617,-0.005488257,-0.019396078,1.079286212,-0.019457094,0.334267255,0.045651808,0.064576127,0
-0.045531644,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.25685881,0.045651808,0.064576127,0
-0.050909129,-0.35973776,-0.005483486,-0.019109172,-0.127374504,-0.011912315,0.144601138,0.045651808,0.064576127,0
-0.055432248,-0.113895617,-0.005479056,-0.018834965,-1.546770203,-0.019457094,-1.189383885,0.045651808,0.064576127,0
-0.026283264,-0.113895617,-0.005489947,-0.019651533,0.699153212,-0.019457094,-0.842716371,0.045651808,-0.689115329,0
-0.036334637,-0.359369485,-0.005483704,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.055130706,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-1.582414228,0.045651808,0.064576127,0
-0.04688858,-0.113895617,-0.0054504,-0.017211427,-1.483995946,-0.019457094,0.556598093,0.045651808,-2.571959525,0
-0.068331511,-0.113895617,-0.005488676,-0.019515684,-0.120399587,-0.019457094,-0.46759894,0.045651808,-5.230092507,0
-0.036334637,-0.136167412,-0.005489189,-0.019109172,-0.127374504,1.876604094,0.144601138,0.045651808,0.064576127,0
-0.053421973,-0.113895617,-0.005487385,-0.019277949,0.849113937,-0.019457094,0.744156808,0.045651808,0.064576127,0
-0.035664546,-0.113895617,-0.005468616,-0.018099758,-0.127374504,-0.019457094,0.129849329,0.045651808,-0.522982018,0
-0.036334637,-0.113895617,-0.005489135,-0.019109172,-0.127374504,-0.019457094,0.056827874,1.297218538,2.281902056,0
-0.035405664,-0.113895617,-0.005470391,-0.019109172,-0.127374504,-0.019457094,0.239434197,0.045651808,-0.246093166,0
-0.030638859,-0.113895617,-0.005487843,-0.019334799,1.253659148,-0.019457094,0.836882466,0.045651808,-0.135337625,0
-0.036334637,-0.113895617,-0.005489469,-0.019109172,-0.127374504,-0.019457094,-0.036635374,-0.676269312,0.064576127,0
-0.036334637,-0.113895617,-0.005428252,-0.019109172,-0.127374504,-0.019457094,0.295280331,0.415799641,1.082973325,0
-0.037172252,-0.113895617,-0.005485843,-0.019099279,0.653816249,-0.019457094,1.116113138,0.045651808,1.249106637,0
-0.048898855,-0.113895617,-0.005484347,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005484248,-0.019109172,-0.127374504,-0.019457094,0.264996975,0.532367542,-0.242216722,0
-0.036334637,-0.351683738,-0.005485824,0.00672524,-0.127374504,-0.019457094,-0.29057723,0.045651808,0.064576127,0
0.038927604,-0.310588743,-0.005488782,-0.019491099,0.877013607,-0.064725773,-0.157810948,-0.437763779,0.368600086,0
-0.052751881,-0.113895617,-0.005483801,-0.019109172,-0.434270872,-0.019457094,0.5681888,0.045651808,0.628875608,0
-0.019582348,-0.113895617,-0.005375402,-0.014530632,-1.88156624,-0.019457094,0.254186006,0.045651808,0.064576127,0
-0.034659408,-0.113895617,-0.005476793,-0.018536688,-1.002726643,-0.019457094,0.259454509,0.045651808,-1.021381952,0
-0.029298676,-0.113895617,-0.005487368,-0.019109172,-0.127374504,-0.019457094,-1.582414228,0.045651808,0.064576127,0
-0.057777568,-0.113895617,-0.005487266,-0.019339229,0.1341849,-0.019457094,0.042392175,0.045651808,-1.021381952,0
-0.036334637,-0.113895617,-0.005182476,-0.008853048,-0.127374504,-0.019457094,0.497590856,0.045651808,1.6921288,0
-0.036334637,-0.113895617,-0.005488836,-0.019109172,-0.127374504,-0.019457094,0.280528522,0.856676894,0.064576127,0
-0.044040691,-0.113895617,-0.00548339,-0.018944972,-0.211073514,-0.019457094,0.731512401,0.045651808,-0.79987087,0
-0.024775558,-0.343677753,-0.005486455,-0.019109172,0.27019579,0.031034893,0.061358787,0.003309245,0.47381785,0
-0.052919404,-0.113895617,-0.005488143,-0.019109172,-0.127374504,-0.019457094,0.907480409,0.045651808,0.307684539,0
-0.036334637,-0.113895617,-0.005478772,-0.019109172,-0.127374504,-0.019457094,-0.530820979,-0.778545898,0.064576127,0
-0.051746744,-0.113895617,-0.005466847,-0.018132096,-1.564207496,-0.019457094,-0.575076406,0.045651808,-1.021381952,0
-0.057107477,-0.113895617,-0.005485087,-0.019091896,0.200446615,-0.019457094,0.871654587,0.045651808,-1.242893034,0
-0.038529187,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.009727455,0.045651808,0.064576127,0
-0.037339775,-0.113895617,-0.005483376,-0.01905055,-0.796966578,-0.019457094,-0.282147625,0.045651808,-1.685915198,0
-0.036334637,-0.113895617,-0.005485804,-0.019109172,-0.127374504,-0.019457094,-0.372239031,-1.039872786,0.983847116,0
-0.050406561,-0.113895617,-0.005481197,-0.018808386,-0.399396284,-0.019457094,0.443852123,0.045651808,-0.467604248,0
-0.045213351,-0.113895617,-0.005489621,-0.019624954,-0.336622027,-0.019457094,-1.619293751,0.045651808,-0.135337625,0
-0.036334637,-0.113895617,-0.00548941,-0.019525282,-0.127374504,-0.019457094,0.45438913,1.479985149,1.913639882,0
-0.008860882,-0.113895617,-0.005487546,-0.019353257,-0.099474835,-0.019457094,-0.264234714,0.045651808,0.861462244,0
-0.037674821,-0.113895617,-0.005403447,-0.019109172,-0.127374504,-0.019457094,-0.585613413,0.045651808,0.196928998,0
-0.059285274,-0.113895617,-0.005487906,-0.019330369,1.016511955,-0.019457094,0.776821529,0.045651808,2.079773194,0
-0.036334637,-0.113895617,-0.005453474,-0.019109172,-0.127374504,-0.019457094,-0.237892198,0.020145588,0.086173457,0
-0.021257577,-0.348481344,-0.005488285,-0.019455143,-0.158761633,-0.021198197,-0.589828215,-1.316749518,-0.412226477,0
-0.032314088,-0.113895617,-0.005490118,-0.019663346,2.449857489,-0.019457094,-0.061924189,0.045651808,0.750706703,0
-0.036334637,-0.113895617,-0.004865437,-0.002651265,-0.127374504,-0.019457094,0.586733931,0.560922203,-0.495293133,0
-0.054762156,-0.113895617,-0.005490188,-0.019109172,-0.127374504,-0.019457094,0.128795629,0.045651808,0.030795687,0
-0.043705645,-0.113895617,-0.005486931,-0.019273519,1.400132414,-0.019457094,0.19623247,0.045651808,-2.01818182,0
-0.030806382,-0.113895617,-0.005474464,-0.01830486,-0.640030936,-0.019457094,0.562920297,0.045651808,0.529195621,0
-0.036334637,-0.113895617,-0.005478878,-0.018812815,-1.543282744,-0.019457094,-1.549749508,-2.802570744,-0.079959854,0
-0.006180516,-0.113895617,-0.005487449,-0.019314865,0.754952552,-0.019457094,0.660914457,0.045651808,0.064576127,0
-0.049133387,-0.35535048,-0.005489349,-0.019518342,2.648642636,0.210948872,0.398542995,0.045651808,1.863799889,0
-0.024105466,-0.113895617,-0.005486182,-0.019109172,-0.127374504,-0.019457094,0.282635924,0.045651808,-0.135337625,0
-0.031979042,-0.113895617,-0.005479962,-0.019109172,-0.127374504,-0.019457094,0.186749164,0.045651808,0.916840014,0
-0.02896363,-0.34763271,-0.005476221,-0.018520446,-0.995751725,0.031615261,-0.199958974,0.045651808,0.252306768,0
-0.029131153,-0.113895617,-0.005486077,-0.019150222,0.40620668,-0.019457094,0.77892893,0.045651808,0.861462244,0
0.002028106,-0.113895617,-0.005485098,-0.019076391,0.48641823,-0.019457094,0.450174327,0.045651808,0.972217784,0
-0.057610045,-0.113895617,-0.005487998,-0.019475816,-1.062013441,-0.019457094,-1.681462089,0.045651808,-1.464404116,0
-0.036334637,-0.113895617,-0.005488647,-0.019109172,-0.127374504,-0.019457094,0.204662075,0.359557307,0.972217784,0
-0.002997581,-0.113895617,-0.00548699,-0.019109172,-0.127374504,-0.019457094,-0.935442029,0.045651808,0.916840014,0
-0.038009866,-0.113895617,-0.005484764,-0.019119951,-0.643518395,-0.019457094,-0.283201326,0.045651808,0.086173457,0
-0.016064367,-0.113895617,-0.005462351,-0.017818315,-1.626981753,-0.019457094,-0.515015469,0.045651808,0.750706703,0
0.028664246,-0.113895617,-0.005490015,-0.019650056,3.635593453,-0.019457094,-0.173616458,0.045651808,-2.461203984,0
0.137322445,0.066512437,-0.005489423,-0.019109172,-0.127374504,-0.019457094,-0.258966211,0.045651808,0.196928998,0
-0.036334637,-0.113895617,-0.005460874,-0.018318149,-0.127374504,-0.019457094,-2.323165785,-5.016689645,0.064576127,0
-0.036334637,-0.113895617,-0.005479056,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
0.126055514,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.027152068,0.045651808,-1.021381952,0
-0.016483174,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.432261416,0.045651808,0.064576127,0
-0.055934816,-0.113895617,-0.005488872,-0.019499441,-0.127374504,-0.019457094,-0.332725256,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005489952,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.016399413,-0.113895617,-0.005469749,-0.018172703,-1.055038523,-0.019457094,0.108775316,0.045651808,-0.578359788,0
-0.056939954,-0.113895617,-0.00548917,-0.019565889,-0.127374504,-0.019457094,-1.042919495,0.045651808,0.064576127,0
0.004708472,-0.113895617,-0.005490727,-0.019787381,-0.127374504,-0.019457094,-1.682326124,0.045651808,0.064576127,0
-0.035832069,-0.113895617,-0.0054874,-0.019300098,0.45851856,-0.019457094,0.567135099,0.045651808,0.47381785,0
-0.036334637,-0.113895617,-0.005445941,-0.019109172,-0.127374504,-0.019457094,0.666614978,0.978278917,-0.129799848,0
0.002195629,-0.356647449,-0.005452966,-0.019109172,-0.127374504,-0.090842318,0.144601138,0.045651808,0.064576127,0
-0.051914267,-0.357384,-0.005490695,-0.019775568,-0.127374504,0.181930488,-0.157810948,-0.512212856,-2.184315132,0
-0.036334637,-0.113895617,-0.004541745,0.00177858,-0.127374504,-0.019457094,-0.057709387,0.045651808,1.138351096,0
-0.036334637,-0.113895617,-0.005358513,-0.014095031,-0.127374504,-0.019457094,-0.644620649,0.045651808,1.027595555,0
-0.017069504,-0.113895617,-0.005488213,-0.019109172,-0.127374504,-0.019457094,-0.378034384,0.045651808,0.252306768,0
-0.046553534,-0.113895617,-0.005488104,-0.019109172,-0.127374504,-0.019457094,-0.924905022,0.045651808,0.806084473,0
-0.0283773,-0.113895617,-0.005405002,-0.015756666,-0.127374504,-0.019457094,-0.756312918,0.045651808,0.47381785,0
-0.054762156,-0.113895617,-0.0054842,-0.019071223,-0.127374504,-0.019457094,0.133010431,0.045651808,0.064576127,0
-0.041360324,-0.113895617,-0.005488218,-0.019453666,-0.326159651,-0.019457094,-0.870112588,0.045651808,-0.135337625,0
-0.036334637,-0.113895617,-0.005483353,-0.019109172,-0.127374504,-0.019457094,-0.01450766,-0.205578867,0.064576127,0
-0.026568053,-0.113895617,-0.005488281,-0.019426201,-0.127374504,-0.019457094,-0.126199929,0.045651808,0.584573391,0
-0.037507298,-0.113895617,-0.005483376,-0.019041691,-0.127374504,-0.019457094,-0.278986523,0.045651808,0.064576127,0
-0.05844766,-0.113895617,-0.005485293,-0.01920338,-1.016676478,-0.019457094,-1.03448989,0.045651808,-0.135337625,0
-0.036334637,-0.113895617,-0.005440945,-0.016922748,-1.522357992,-0.019457094,-0.134629534,-0.245851847,-0.7444931,0
0.101704229,0.376908978,-0.005448257,-0.017033494,-1.124787698,0.025231216,0.046606978,0.045651808,1.58137326,0
-0.003165104,-0.113895617,-0.005486193,-0.019243249,0.880501065,-0.019457094,0.000244149,0.045651808,-3.014981689,0
-0.036334637,-0.113895617,-0.005475655,-0.019109172,-0.127374504,-0.019457094,-0.176935615,0.045651808,1.053069329,0
-0.036334637,-0.113895617,-0.005488232,-0.019109172,-0.127374504,-0.019457094,0.133916614,0.001239661,0.546916507,0
-0.036334637,-0.113895617,-0.005202491,-0.009812847,-0.127374504,-0.019457094,0.297387733,3.773307575,-0.190715395,0
-0.036334637,-0.113895617,-0.005489373,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005489672,-0.019109172,-0.127374504,-0.019457094,-0.346423365,-0.643100039,0.064576127,0
0.053625158,-0.113895617,-0.005380254,-0.014349009,-1.74555535,-0.019457094,0.418563307,0.045651808,1.082973325,0
0.120969362,-0.113895617,-0.005488473,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.060575201,-0.357127809,-0.005487472,-0.019294192,1.623329772,1.006052584,0.661968158,0.045651808,0.141551228,0
-0.038679958,-0.113895617,-0.005488129,-0.019109172,1.316433405,-0.019457094,0.540792583,0.045651808,-0.024582084,0
-0.044878305,-0.113895617,-0.005489092,-0.01950461,1.145547928,-0.019457094,0.457550232,0.045651808,-0.024582084,0
-0.058263385,-0.113895617,-0.005489916,-0.019109172,-0.863228294,-0.019457094,-2.292608467,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.004538018,0.004223347,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005489423,-0.019109172,-0.127374504,-0.019457094,-0.258966211,-0.726638503,0.196928998,0
0.151781229,0.127581454,-0.00548941,-0.019556586,1.969634423,-0.057761361,0.159352947,0.310922091,0.534733398,0
0.062503871,-0.113895617,-0.005466701,-0.017765157,-0.57376922,-0.019457094,0.158299247,0.045651808,2.079773194,0
-0.060960503,-0.113895617,-0.005487888,-0.019425611,-0.406371202,-0.019457094,-0.722594497,0.045651808,0.064576127,0
-0.054259587,-0.113895617,-0.00548917,-0.01957844,-0.653980771,-0.019457094,-1.674086185,0.045651808,-0.356848707,0
-0.022932806,-0.113895617,-0.005488113,-0.019421181,0.092335395,-0.019457094,-0.244214402,0.045651808,-0.135337625,0
-0.029131153,-0.113895617,-0.005479962,-0.01867106,-0.706292652,-0.019457094,0.287904427,0.045651808,2.079773194,0
-0.022932806,-0.113895617,-0.005480201,-0.018849731,-1.187561955,-0.019457094,-0.588774515,0.045651808,0.064576127,0
-0.008358314,-0.113895617,-0.005482875,-0.018927253,-0.378471532,-0.019457094,0.415402205,0.045651808,-0.246093166,0
-0.036334637,-0.113895617,-0.005478996,-0.019109172,-0.127374504,-0.019457094,-0.975482653,-1.719311506,0.064576127,0
-0.021257577,-0.113895617,-0.005488863,-0.019109172,-0.127374504,-0.019457094,0.498644557,0.045651808,0.363062309,0
-0.047558671,-0.113895617,-0.005485939,-0.019174586,0.155109652,-0.019457094,0.484946448,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.004928207,-0.005309172,-0.127374504,-0.019457094,0.038177373,0.045651808,-2.295070673,0
-0.036334637,-0.113895617,-0.00547338,-0.019109172,-0.127374504,-0.019457094,-0.522391374,0.045651808,0.064576127,0
0.077754486,-0.113895617,-0.005488427,-0.019109172,1.877914259,-0.019457094,0.898945434,0.045651808,0.064576127,0
-0.016064367,-0.113895617,-0.005487364,-0.019289024,0.632891496,-0.019457094,0.728351299,0.045651808,0.47381785,0
-0.023602897,-0.113895617,-0.00548747,-0.019337014,0.092335395,-0.019457094,0.193071368,0.045651808,0.064576127,0
