pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitable
-0.027120878,-0.113895617,-0.005405891,-0.015508151,-1.668831258,-0.019457094,0.395381893,0.045651808,-1.132137493,0
-0.050071515,-0.113895617,-0.005484096,-0.019001084,0.503855524,-0.019457094,0.458603932,0.045651808,-1.021381952,0
0.002681445,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.234731096,0.045651808,0.064576127,0
-0.04169537,-0.113895617,-0.005468768,-0.018138741,-1.396809478,-0.019457094,-0.190475669,0.045651808,-0.467604248,0
-0.056135844,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.752098115,0.045651808,0.064576127,0
-0.051746744,-0.113895617,-0.005486443,-0.019263183,-0.371496615,-0.019457094,-0.152542445,0.045651808,0.064576127,0
-0.04864757,-0.3486895,-0.005490483,-0.019723149,4.200561766,0.547562122,0.214145381,0.139929733,0.141551228,0
-0.036334637,-0.113895617,-0.005467331,-0.019109172,-0.127374504,-0.019457094,0.306460095,0.875610787,2.085310971,0
-0.036334637,1.079233082,-0.000617067,0.039210768,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.026283264,-0.113895617,-0.005443319,-0.016967047,-0.127374504,-0.019457094,-0.094588909,0.045651808,-0.135337625,0
-0.054259587,-0.113895617,-0.005489489,-0.019619047,-0.633056018,-0.019457094,-1.838463486,0.045651808,-0.024582084,0
-0.045163094,-0.34990641,-0.005490526,-0.019109172,-0.127374504,0.298004023,0.080325399,0.045651808,2.190528735,0
-0.056772431,-0.113895617,-0.005487571,-0.019328154,0.835164102,-0.019457094,0.871654587,0.045651808,-1.242893034,0
-0.039685095,-0.113895617,-0.005476715,-0.018613472,-1.208486707,-0.019457094,-0.351691868,0.045651808,0.064576127,0
-0.057325256,-0.113895617,-0.005487567,-0.01959616,-0.127374504,-0.019457094,-1.92592064,0.045651808,-0.179639841,0
-0.022430237,-0.113895617,-0.005479262,-0.018724219,-0.127374504,-0.019457094,0.247863802,0.045651808,0.064576127,0
-0.024608035,-0.113895617,-0.005480796,-0.018716835,-0.350571862,-0.019457094,0.883245294,0.045651808,0.064576127,0
-0.044208214,-0.113895617,-0.005489336,-0.019566627,0.660791166,-0.019457094,-0.389625092,0.045651808,-0.356848707,0
-0.036334637,-0.113895617,-0.00548472,-0.019109172,-0.127374504,-0.019457094,0.182724028,0.045651808,-0.828113533,0
0.218066303,0.122492369,-0.005489862,-0.019580655,3.75416705,-0.077493862,0.520772271,0.045651808,2.245906505,0
-0.050406561,-0.113895617,-0.005454606,-0.017319958,-1.341010138,-0.019457094,0.641947845,0.045651808,-1.353648575,0
0.15797785,-0.070892851,-0.005489388,-0.019546545,-0.127374504,-0.074592023,0.288958127,0.045651808,0.086173457,0
-0.043370599,-0.113895617,-0.005474601,-0.018581725,-1.710680763,-0.019457094,-1.406446219,0.045651808,-0.135337625,1
-0.036334637,-0.113895617,-0.005485971,-0.019109172,-0.127374504,-0.019457094,-0.201233952,-0.853302616,0.427300523,0
-0.042700508,-0.113895617,-0.005488982,-0.019500918,0.849113937,-0.019457094,0.327945051,0.045651808,-0.910626411,0
0.185951494,-0.118230802,-0.005488771,-0.019457949,-0.127374504,-0.083761833,0.144601138,0.045651808,0.064576127,0
-0.02162807,-0.113895617,-0.005483678,-0.019109172,-1.118022028,-0.019457094,-1.173578376,0.045651808,0.064576127,0
-0.032314088,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.13195673,0.045651808,0.064576127,0
-0.045548397,-0.113895617,-0.005474106,-0.018569174,-0.127374504,-0.019457094,-1.292646549,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005489975,-0.019109172,-0.127374504,-0.019457094,-0.134429331,0.306782924,0.036333464,0
-0.036334637,19.89657443,-0.005490429,-0.019109172,-0.127374504,135.1870586,0.144601138,0.045651808,0.064576127,0
-0.031141428,-0.338553922,-0.005473899,-0.018340299,-0.716755028,0.152912105,0.144601138,0.045651808,0.064576127,0
-0.046721057,-0.113895617,-0.00548854,-0.019441853,0.685203377,-0.019457094,0.364824574,0.045651808,-0.246093166,0
-0.056437385,-0.113895617,-0.005487626,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005199517,-0.009739017,-0.127374504,-0.019457094,0.331106153,0.045651808,-0.246093166,0
-0.024105466,-0.113895617,-0.005473055,-0.018368354,-1.354959973,-0.019457094,-0.392786194,0.045651808,0.307684539,0
-0.038009866,-0.113895617,-0.005490203,-0.019672944,3.37054659,-0.019457094,-0.179938662,0.045651808,1.415239948,0
-0.036334637,-0.113895617,-0.003817068,0.00672524,-0.127374504,-0.019457094,-2.111371955,-4.474179054,0.064576127,0
-0.036334637,-0.113895617,-0.005473994,-0.019109172,-0.127374504,-0.019457094,-2.058686922,-4.027065083,0.030795687,0
-0.036334637,-0.113895617,-0.005489227,-0.019109172,-0.127374504,-0.019457094,0.055036583,-0.1740317,0.064576127,0
-0.036334637,-0.113895617,-0.005487148,-0.019109172,-0.127374504,-0.019457094,0.156581715,1.953696067,1.178776868,0
0.016500409,-0.267348687,-0.005402491,-0.014922673,-0.127374504,0.018266804,0.601907221,0.045651808,0.916840014,0
-0.036334637,-0.113895617,-0.005486751,-0.019109172,-0.127374504,-0.019457094,-0.917634488,-1.914076108,0.739077371,0
-0.030638859,-0.350242661,-0.005488356,-0.019444807,0.308557836,0.021751216,-0.194690471,0.045651808,-0.157488733,0
-0.039015004,-0.113895617,-0.005486837,-0.019109172,-0.127374504,-0.019457094,0.14670854,0.045651808,0.064576127,0
-0.036334637,2.040824969,-0.005485824,-0.008853048,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.006928128,-0.113895617,-0.005447274,-0.019109172,-0.127374504,-0.019457094,0.19517877,0.045651808,0.086173457,0
-0.044878305,-0.113895617,-0.005485434,-0.019122905,0.315532753,-0.019457094,0.675666266,0.045651808,0.064576127,0
-0.053589496,-0.113895617,-0.005489733,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.023267852,-0.113895617,-0.005470027,-0.018220693,-1.225924001,-0.019457094,-0.076675998,0.045651808,-0.689115329,0
-0.023636402,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.390678792,0.045651808,0.064576127,0
0.007978184,-0.113895617,-0.005489016,-0.019109172,-0.43775833,-0.019457094,-1.65090477,0.045651808,0.064576127,0
-0.036837206,-0.113895617,-0.00548735,-0.019109172,-0.127374504,-0.019457094,-0.489726653,0.045651808,-0.356848707,0
-0.048396286,-0.113895617,-0.005488901,-0.019461788,1.780265415,-0.019457094,1.073965112,0.045651808,-0.467604248,0
-0.036334637,-0.113895617,-0.005489301,-0.019109172,-0.127374504,-0.019457094,-0.015561361,0.024256788,0.064576127,0
-0.039785609,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.373819582,0.045651808,0.064576127,0
0.031227347,-0.330946635,-0.00548883,-0.01950018,0.584067074,-0.073431288,-0.418075009,-0.897239318,-0.135337625,0
-0.036334637,-0.113895617,-0.005403215,-0.019109172,-0.127374504,-0.019457094,0.000244149,-0.110461921,0.064576127,0
-0.036334637,-0.113895617,-0.005485825,-0.019109172,-0.127374504,-0.019457094,-0.242107,-0.614769116,0.086173457,0
-0.036334637,-0.113895617,-0.005488426,-0.019109172,-0.127374504,-0.019457094,-0.009239157,-0.477057901,0.064576127,0
-0.032146565,-0.113895617,-0.005489808,-0.019610926,2.652130094,-0.019457094,-0.299006836,0.045651808,0.861462244,0
0.012247003,-0.321581233,-0.005484652,-0.019109172,-0.127374504,-0.044412904,0.836882466,0.045651808,-0.135337625,0
-0.021760145,-0.113895617,-0.005481994,-0.018900674,-0.922515092,-0.019457094,-0.27371802,0.045651808,0.41844008,0
-0.020587485,-0.113895617,-0.005486787,-0.019192305,1.57450535,-0.019457094,-0.074568597,0.045651808,0.529195621,0
-0.032029299,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.103018515,0.045651808,0.064576127,0
0.131689152,2.692480165,-0.005485824,2.342730053,1.417569708,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005487976,-0.019109172,-0.127374504,-0.019457094,0.849526874,1.454059418,0.064576127,0
-0.006850608,-0.113895617,-0.005447765,-0.016834151,-1.218949083,-0.019457094,1.084502119,0.045651808,-0.578359788,0
-0.036334637,-0.113895617,-0.005489402,-0.019109172,-0.127374504,-0.019457094,-0.483404449,0.045651808,1.470617719,0
-0.034022821,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.243648999,0.045651808,0.064576127,0
0.090312672,0.691015813,-0.005488802,-0.019507563,-0.176198926,-0.019457094,-1.312666862,-2.026868417,2.356662046,0
0.001006216,-0.113895617,-0.005480194,-0.018653193,-0.127374504,-0.019457094,0.496537156,0.045651808,0.861462244,0
-0.011206203,-0.348481344,-0.005485783,-0.019109172,-0.127374504,-0.050216581,0.144601138,0.045651808,0.064576127,0
0.027826632,-0.113895617,-0.005484812,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005387238,-0.019109172,-0.127374504,-0.019457094,0.585184991,1.028396402,0.545808952,0
-0.028126016,-0.113895617,-0.005484473,-0.019109172,-0.127374504,-0.019457094,0.040284774,0.045651808,0.750706703,0
-0.038009866,-0.113895617,-0.005487113,-0.019270566,0.918863111,-0.019457094,0.803164045,0.045651808,0.064576127,0
-0.036334637,-0.3532369,-0.005485824,-0.009148371,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.053086927,-0.113895617,-0.00548479,-0.019151699,-0.720242486,-0.019457094,-0.515015469,0.045651808,-0.356848707,0
-0.036334637,-0.113895617,-0.005487873,-0.019109172,-0.127374504,-0.019457094,0.452039377,0.045651808,-1.109432607,0
0.107090442,-0.093284824,-0.005489284,-0.019522255,1.999975314,-0.056020258,0.425939212,0.604607198,0.916840014,0
-0.036334637,-0.113895617,-0.005485853,-0.019109172,-0.127374504,-0.019457094,-0.483404449,-0.806093735,0.064576127,0
0.156099689,10.88585023,-0.005490798,-0.019109172,-0.127374504,-0.019457094,4.767185893,0.045651808,0.064576127,0
-0.022262714,-0.113895617,-0.005486493,-0.019277949,0.162084569,-0.019457094,0.200447273,0.045651808,-2.128937361,0
-0.015226752,-0.23511659,-0.005476484,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.052936156,-0.113895617,-0.005488527,-0.01941269,-0.127374504,-0.019457094,0.349019065,0.045651808,1.415239948,0
-0.032146565,-0.113895617,-0.00542633,-0.016552856,-2.038501882,-0.019457094,-0.821642358,0.045651808,-1.575159657,0
-0.036334637,-0.113895617,-0.005464123,-0.019109172,-0.127374504,-0.019457094,1.278857204,1.728335187,-0.545686904,0
-0.036334637,-0.113895617,-0.005489284,-0.019109172,-0.127374504,-0.019457094,-0.12725363,0.127008819,0.064576127,0
-0.036334637,-0.113895617,-0.005488132,-0.019109172,-0.127374504,-0.019457094,0.551319052,1.263657722,0.417332524,0
-0.003165104,-0.113895617,-0.005412136,-0.015688298,-1.839716735,-0.019457094,-0.105125916,0.045651808,1.63675103,0
0.195533133,0.69246986,-0.005487531,-0.01926023,-0.127374504,-0.046734375,1.089770622,0.045651808,0.639951162,0
-0.050071515,-0.113895617,-0.005489093,-0.019527497,2.188298085,-0.019457094,-0.093535209,0.045651808,-2.239692902,0
-0.047558671,-0.113895617,-0.005486973,-0.019241034,0.671253542,-0.019457094,0.965433945,0.045651808,0.064576127,0
0.197410429,-0.113895617,-0.00548835,-0.019440229,-0.127374504,-0.019457094,-0.308490141,0.045651808,0.678715601,0
0.165496948,0.170308117,-0.005488629,-0.019429302,2.073211947,-0.061243567,0.281582223,1.273026783,1.58137326,0
-0.033821794,-0.113895617,-0.005481041,-0.019109172,-0.127374504,-0.019457094,0.706223585,0.045651808,-0.024582084,0
0.149069653,-0.113895617,-0.005490156,-0.019109172,0.793314597,-0.019457094,-1.308452059,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005481193,-0.019109172,-0.127374504,-0.019457094,0.719331621,1.948466173,0.75624448,0
-0.050239038,-0.113895617,-0.005478282,-0.018576557,-0.57376922,-0.019457094,0.655645954,0.045651808,0.064576127,0
0.21628989,-0.113895617,-0.005483628,-0.018648173,3.761141967,-0.019457094,0.896943403,0.045651808,3.187328603,0
-0.009028405,-0.113895617,-0.00548554,-0.019130288,-0.263385394,-0.019457094,0.104560514,0.045651808,2.079773194,0
-0.036334637,-0.113895617,-0.005489075,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.054259587,-0.113895617,-0.005488858,-0.01953931,-0.486582752,-0.019457094,-1.173578376,0.045651808,-2.682715066,0
-0.026115741,-0.113895617,-0.005474146,-0.018318888,-0.974826973,-0.019457094,0.457550232,0.045651808,-0.024582084,0
-0.036334637,-0.113895617,-0.005470363,-0.019109172,-0.127374504,-0.019457094,0.522405507,0.928776713,-0.169671842,0
0.061649505,-0.113895617,-0.005429066,-0.016244022,-0.127374504,-0.019457094,0.35850237,0.045651808,-0.024582084,0
-0.063657622,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.2447027,0.045651808,0.064576127,0
-0.046386011,-0.113895617,-0.005488974,-0.019514208,0.643353873,-0.019457094,-0.30638274,0.045651808,0.972217784,0
-0.04827902,-0.113895617,-0.00548964,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.02896363,-0.113895617,-0.005473159,-0.019109172,-0.127374504,-0.019457094,-0.755259217,0.045651808,-0.578359788,0
-0.041360324,-0.113895617,-0.005476161,-0.018414868,-0.650493312,-0.019457094,0.788412236,0.045651808,-0.246093166,0
-0.0265513,-0.344190136,-0.005483229,-0.018886646,0.27019579,0.045602122,0.818548074,0.045651808,0.878075575,0
-0.036669683,-0.113895617,-0.005489302,-0.019514208,2.481244617,-0.019457094,1.041300392,0.045651808,0.064576127,0
-0.036066601,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.344804262,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.00548504,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005489189,-0.019109172,-0.127374504,-0.019457094,-0.499800032,-1.065211202,1.474494163,0
-0.046184984,-0.34860944,-0.005490633,-0.019109172,-0.127374504,0.396666527,0.021318162,0.045651808,0.41844008,0
-0.036334637,-0.113895617,-0.005489667,-0.019109172,-0.127374504,-0.019457094,0.284743325,1.820543529,0.064576127,0
-0.020084916,-0.113895617,-0.005457601,-0.017482385,-1.180587037,-0.019457094,0.685149572,0.045651808,-1.575159657,0
-0.036334637,-0.113895617,-0.005489155,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005487497,-0.019109172,-0.127374504,-0.019457094,0.119649507,-0.22926721,0.003106801,0
-0.055331734,-0.113895617,-0.00548895,-0.019503797,-0.127374504,-0.019457094,-0.164133152,0.045651808,0.529195621,0
-0.032649134,-0.113895617,-0.005487764,-0.019382789,-0.082037541,-0.019457094,-0.186260866,0.045651808,-0.689115329,0
-0.036334637,-0.113895617,-0.005490287,-0.019109172,-0.127374504,-0.019457094,1.036031889,1.727524134,0.806084473,0
-0.036334637,4.270073224,0.00238601,0.078341064,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.049487917,-0.113895617,-0.00548932,-0.019109172,-0.111053197,-0.019457094,-1.438057239,0.045651808,0.064576127,0
-0.022932806,-0.270983405,-0.005469082,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.044124452,-0.113895617,-0.005484979,-0.019124824,-0.127374504,-0.019457094,-0.027152068,0.045651808,0.363062309,0
0.136598997,-0.113895617,-0.00549005,-0.019109172,1.920670503,-0.019457094,-0.178884961,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005481204,-0.019109172,-0.127374504,-0.019457094,0.344804262,1.315760889,1.138351096,0
-0.036334637,-0.113895617,-0.005474372,-0.019109172,-0.127374504,-0.019457094,-0.426504614,-0.779077278,0.064576127,0
-0.038478931,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.020829864,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.00548938,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.049568946,-0.113895617,-0.005488101,-0.019109172,-0.127374504,-0.019457094,-0.04717238,0.045651808,0.196928998,0
-0.036334637,-0.113895617,-0.005488492,-0.019109172,-0.127374504,-0.019457094,0.488486883,1.274788726,-0.4886478,0
-0.036334637,-0.113895617,-0.005489302,-0.019109172,-0.127374504,-0.019457094,0.852656364,1.538884381,-0.184070063,0
-0.06079298,-0.113895617,-0.005483519,-0.019066793,-0.545869551,-0.019457094,0.150923342,0.045651808,-3.790270475,0
-0.036334637,-0.113895617,-0.005490806,-0.019109172,-0.127374504,-0.019457094,23.20694728,0.045651808,0.064576127,0
-0.043873168,-0.113895617,-0.005445868,-0.017143502,-1.808329607,-0.019457094,-0.374873282,0.045651808,-1.242893034,1
0.150470144,0.10720494,-0.005489412,-0.019557029,-0.127374504,-0.058051545,-0.027152068,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005328453,-0.011924407,-0.127374504,-0.019457094,-0.474553364,3.075326505,0.41844008,0
-0.050741607,-0.113895617,-0.005487486,-0.019328892,1.616354855,-0.019457094,0.594531316,0.045651808,-2.350448443,0
-0.058112614,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.54873389,0.045651808,0.064576127,0
-0.049652708,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.025532965,0.045651808,0.064576127,0
-0.03013629,-0.113895617,-0.005467697,-0.019109172,-0.127374504,-0.019457094,0.199393572,0.045651808,0.141551228,0
-0.026283264,-0.113895617,-0.005465659,-0.017848586,-1.191049413,-0.019457094,0.586101711,0.045651808,-0.910626411,0
-0.051076652,-0.113895617,-0.005479688,-0.018625285,0.043510973,-0.019457094,0.628249737,0.045651808,-0.412226477,0
-0.054929679,-0.113895617,-0.005490588,-0.019748251,3.056675306,-0.019457094,-0.314812345,0.045651808,0.972217784,0
-0.005510425,-0.113895617,-0.00548292,-0.018946449,-0.821378789,-0.019457094,-0.300060536,0.045651808,1.969017653,0
-0.054092064,-0.113895617,-0.005486293,-0.019307481,-1.013189019,-0.019457094,-1.13248405,0.045651808,0.064576127,0
-0.020587485,-0.113895617,-0.005488767,-0.019427087,2.139473663,-0.019457094,0.450174327,0.045651808,2.744306439,0
-0.036334637,-0.113895617,-0.005489272,-0.019109172,-0.127374504,-0.019457094,-2.027075903,-3.766689085,0.064576127,0
-0.036334637,-0.113895617,-0.005479259,-0.019109172,-0.127374504,-0.019457094,-0.250536606,-0.671319091,0.064576127,0
-0.036334637,-0.113895617,-0.005479735,-0.019109172,-0.127374504,-0.019457094,0.347533347,1.112130638,0.453881853,0
0.118052789,-0.113895617,-0.005488929,-0.019109172,3.513532398,-0.019457094,1.994899481,0.045651808,0.064576127,0
-0.057107477,-0.113895617,-0.005485609,-0.019210763,-0.280822688,-0.019457094,-0.021883565,0.045651808,-1.796670739,0
-0.04469403,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.512908068,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005453432,-0.019109172,-0.127374504,-0.019457094,0.105940861,-0.038921449,0.302146762,0
-0.036334637,-0.113895617,-0.00548838,-0.019109172,-0.127374504,-0.019457094,-2.201990211,-6.008719398,0.064576127,0
0.20116595,-0.113895617,-0.005485824,-0.019109172,2.184810626,-0.085100741,0.144601138,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005487247,-0.019109172,-0.127374504,-0.019457094,-0.22524779,0.045651808,-0.79987087,0
-0.022932806,-0.113895617,-0.005483205,-0.018909312,-0.127374504,-0.019457094,0.607175724,0.045651808,-0.024582084,0
0.317641243,0.097019725,-0.005489111,-0.019458834,3.719292462,-0.089101215,1.18460368,0.045651808,0.064576127,0
0.150466794,1.516901589,-0.005490232,-0.019670729,3.649543288,0.068178424,0.34164316,0.045651808,0.972217784,0
-0.038344912,-0.113895617,-0.005474461,-0.019109172,-0.127374504,-0.019457094,0.352180166,0.045651808,0.41844008,0
-0.036334637,-0.35868097,-0.005485824,-0.011289462,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.007353176,-0.113895617,-0.005487909,-0.019398293,0.053973349,-0.019457094,-0.383302888,0.045651808,-1.464404116,0
-0.047391149,-0.113895617,-0.005489568,-0.019588038,-0.127374504,-0.019457094,-0.183099764,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005382543,-0.019109172,-0.127374504,-0.019457094,0.527294678,2.071130955,-0.473142025,0
-0.036334637,4.644371454,-0.005087074,-0.019109172,-0.127374504,-0.019457094,-0.732077803,0.045651808,1.969017653,0
0.014475057,-0.113895617,-0.005474378,-0.019109172,-0.127374504,-0.019457094,0.037123672,0.045651808,-0.810946424,0
-0.004840333,-0.113895617,-0.005483635,-0.019109172,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.034994454,-0.113895617,-0.005472209,-0.019109172,-0.127374504,-0.019457094,0.63246454,0.045651808,-0.246093166,0
-0.036334637,3.737248722,-0.004621972,0.00062682,-0.127374504,-0.019457094,0.144601138,0.045651808,0.064576127,0
-0.055616523,-0.113895617,-0.005470303,-0.018157863,-0.127374504,-0.019457094,0.13090303,0.045651808,-0.079959854,0
-0.05844766,-0.113895617,-0.005490042,-0.019628645,2.816040654,-0.019457094,0.734673503,0.045651808,1.249106637,0
-0.036334637,-0.113895617,-0.005480469,-0.019109172,-0.127374504,-0.019457094,0.449362977,0.499142334,0.639951162,0
0.081669231,-0.113895617,-0.005487998,-0.019109172,0.041348749,-0.019457094,-0.174670159,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005489479,-0.019109172,-0.127374504,-0.019457094,0.186749164,0.045651808,2.356662046,0
-0.044040691,-0.113895617,-0.00548544,-0.01921224,-0.688855358,-0.019457094,-0.423343512,0.045651808,-2.01818182,0
-0.038009866,-0.113895617,-0.005486994,-0.019329631,-0.340109486,-0.019457094,-0.397000996,0.045651808,0.064576127,0
-0.02259776,-0.113895617,-0.005398485,-0.01557829,-1.975727625,-0.019457094,-0.182046063,0.045651808,-2.128937361,0
-0.062133163,-0.113895617,-0.005489703,-0.019109172,-0.127374504,-0.019457094,-0.057709387,0.045651808,0.972217784,0
-0.024540388,-0.113895617,-0.005487118,-0.019109172,0.515922131,-0.019457094,0.536999261,0.045651808,0.064576127,0
-0.025110603,-0.113895617,-0.005468909,-0.018044237,-1.156174826,-0.019457094,0.022371863,0.045651808,2.079773194,0
-0.026283264,-0.113895617,-0.005483872,-0.019012158,-0.490070211,-0.019457094,0.272098917,0.045651808,0.064576127,0
-0.040020141,-0.113895617,-0.005484605,-0.019034308,0.123722523,-0.019457094,0.456496531,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005484843,-0.019109172,-0.127374504,-0.019457094,0.550676295,0.675168814,-0.305901158,0
-0.061965641,-0.113895617,-0.005488867,-0.019109172,-0.127374504,-0.019457094,-0.932280927,0.045651808,-1.630537427,0
-0.043370599,-0.113895617,-0.005480709,-0.018834226,-0.988776808,-0.019457094,-0.285308727,0.045651808,-0.246093166,0
-0.06181487,-0.113895617,-0.005488866,-0.019496783,-0.127374504,-0.019457094,-0.156757248,0.045651808,0.529195621,0
-0.043370599,-0.113895617,-0.005486584,-0.019210025,0.367844634,-0.019457094,0.699901381,0.045651808,0.47381785,0
-0.036334637,-0.339692373,-0.005489094,-0.019109172,-0.127374504,-0.019457094,-0.237892198,0.045651808,0.064576127,0
-0.036334637,-0.113895617,-0.005487629,-0.019365069,0.071410643,-0.019457094,-0.355906671,0.045651808,1.082973325,0
-0.036334637,-0.113895617,-0.005485488,-0.019109172,-0.127374504,-0.019457094,-1.934350245,-3.443358591,0.064576127,0
-0.036334637,-0.113895617,-0.005481033,-0.019109172,-0.127374504,-0.019457094,0.34164316,1.036171325,0.064576127,0
-0.044040691,-0.113895617,-0.005489899,-0.019617571,2.571918544,-0.019457094,0.560812895,0.045651808,0.064576127,0
-0.029583465,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-1.27789474,-2.210054537,0.064576127,0
-0.036334637,-0.113895617,-0.005487807,-0.019109172,-0.127374504,-0.019457094,-1.008147373,-1.616028094,0.064576127,0
0.218066303,0.119438918,-0.005489862,-0.019580286,-0.127374504,-0.078712634,0.541846284,0.045651808,2.245906505,0
-0.036334637,-0.113895617,-0.005488668,-0.019109172,-0.127374504,-0.019457094,-0.345369664,-0.73858056,0.064576127,0
-0.031643996,-0.113895617,-0.00548735,-0.019337014,-0.106449752,-0.019457094,-0.270556918,0.045651808,0.972217784,0
-0.036334637,-0.113895617,-0.005486833,-0.019109172,-0.127374504,-0.019457094,-0.528713577,-0.906132934,0.064576127,0
-0.036334637,-0.113895617,-0.005480085,-0.018820199,-0.127374504,-0.019457094,0.378522683,0.417225976,-2.793470607,0
-0.056604908,-0.113895617,-0.005484725,-0.019074915,0.263220872,-0.019457094,1.032870787,0.045651808,-2.904226148,0
-0.013848063,-0.113895617,-0.005471359,-0.019109172,-0.127374504,-0.019457094,0.530255576,0.045651808,0.639951162,0
-0.017789853,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,0.223628687,0.045651808,0.064576127,0
-0.0492339,-0.113895617,-0.00547527,-0.018522661,-0.939952386,-0.019457094,0.170943655,0.045651808,-2.239692902,0
0.186470815,-0.113895617,-0.005489691,-0.019573789,-0.127374504,-0.019457094,0.647216349,0.045651808,0.064576127,0
-0.010469102,-0.113895617,-0.005485824,-0.019109172,-0.127374504,-0.019457094,-0.163079452,0.045651808,0.064576127,0
-0.03298418,-0.113895617,-0.005447274,-0.017014298,-1.550257661,-0.019457094,0.4059189,0.045651808,-0.910626411,0
-0.042700508,-0.113895617,-0.005486884,-0.01930379,-0.179686385,-0.019457094,-0.236838497,0.045651808,0.086173457,0
-0.040187664,-0.113895617,-0.005486998,-0.019353995,-0.98180189,-0.019457094,-1.452809048,0.045651808,1.249106637,0
0.176567715,0.53928841,-0.005490152,-0.019643338,4.217999059,-0.040350331,0.489161251,0.045651808,0.861462244,0
-0.062970778,-0.113895617,-0.005489701,-0.019588629,-0.127374504,-0.019457094,0.646162648,0.045651808,-0.7444931,0
-0.035769,-0.113895617,-0.005485464,-0.019109172,-0.971374389,-0.019457094,-1.17990058,0.045651808,0.064576127,0
-0.055532761,-0.35616709,-0.005485838,-0.019217556,-0.514482422,0.524347415,-0.59720412,0.045651808,0.695328932,0
-0.059201513,-0.113895617,-0.005488969,-0.019502025,-0.127374504,-0.019457094,0.072949494,0.045651808,0.47381785,0
-0.040355187,-0.113895617,-0.005484596,-0.019026925,0.040023514,-0.019457094,0.845312071,0.045651808,0.064576127,0
-0.050239038,-0.113895617,-0.005488094,-0.019109172,-0.127374504,-0.019457094,-1.509708883,0.045651808,-0.855248641,0
0.171497328,-0.112624591,-0.005489132,-0.019495307,2.28245947,-0.081092141,0.651431151,1.074123014,1.094048879,0
-0.036334637,-0.113895617,-0.005489847,-0.019109172,-0.127374504,-0.019457094,0.261561911,-0.055589987,0.064576127,0
