pl_name,predicted_class,habitability_probability,habitability_score,actual_label,pl_rade,pl_eqt,pl_insol,st_teff,rank
Kepler-1083 b,0,8.0009304e-05,0.008000931,0,3.22,449.0,9.64,5142.0,3017
Kepler-1266 b,0,8.0009304e-05,0.008000931,0,2.61,489.0,13.51,5274.0,3018
Kepler-1083 b,0,8.0009304e-05,0.008000931,0,3.22,449.0,9.64,5142.0,3019
Kepler-1083 b,0,8.0009304e-05,0.008000931,0,3.13,448.0,9.56,5136.0,3020
Kepler-1083 b,0,8.0009304e-05,0.008000931,0,3.22,449.0,9.64,5142.0,3021
Kepler-290 c,0,8.0009304e-05,0.008000931,0,3.44,438.0,8.71,5153.0,3022
Kepler-290 c,0,8.0009304e-05,0.008000931,0,2.83,437.0,8.6,5142.0,3023
Kepler-290 c,0,8.0009304e-05,0.008000931,0,3.44,438.0,8.71,5153.0,3024
Kepler-1024 b,0,8.0009304e-05,0.008000931,0,3.44,376.0,4.71,5383.0,3025
Kepler-1024 b,0,8.0009304e-05,0.008000931,0,3.77,376.0,4.7,5387.0,3026
Kepler-121 c,0,8.0009304e-05,0.008000931,0,2.69,430.0,8.08,5316.0,3027
Kepler-1467 b,0,8.0009304e-05,0.008000931,0,2.99,413.0,6.86,5290.0,3028
Kepler-121 c,0,8.0009304e-05,0.008000931,0,2.69,430.0,8.08,5316.0,3029
Kepler-1266 b,0,8.0009304e-05,0.008000931,0,2.61,489.0,13.51,5274.0,3030
Kepler-121 c,0,8.0009304e-05,0.008000931,0,2.69,430.0,8.08,5316.0,3031
Kepler-1266 b,0,8.0009304e-05,0.008000931,0,2.61,489.0,13.51,5274.0,3032
Kepler-229 d,0,8.0009304e-05,0.008000931,0,3.62,417.0,7.14,5126.0,3033
Kepler-1490 b,0,8.0009304e-05,0.008000931,0,2.59,349.0,3.51,5598.0,3034
K2-346 b,0,8.0009304e-05,0.008000931,0,2.99459349,439.45,8.8138,4678.0,3035
Kepler-1490 b,0,8.0009304e-05,0.008000931,0,2.59,349.0,3.51,5598.0,3036
Kepler-1467 b,0,8.0009304e-05,0.008000931,0,2.84,411.0,6.72,5288.0,3037
Kepler-1467 b,0,8.0009304e-05,0.008000931,0,2.99,413.0,6.86,5290.0,3038
Kepler-306 e,0,8.0009304e-05,0.008000931,0,2.75,390.0,5.45,4955.0,3039
Kepler-152 c,0,8.0009304e-05,0.008000931,0,2.96,326.0,2.67,5176.0,3040
Kepler-1490 b,0,8.0009304e-05,0.008000931,0,2.59,349.0,3.51,5598.0,3041
Kepler-290 c,0,8.0009304e-05,0.008000931,0,3.44,438.0,8.71,5153.0,3042
Kepler-1490 b,0,8.0009304e-05,0.008000931,0,2.89,348.0,3.46,5595.0,3043
Kepler-1467 b,0,8.0009304e-05,0.008000931,0,2.99,413.0,6.86,5290.0,3044
K2-16 b,0,7.987635e-05,0.007987635,0,2.02,658.0,44.5,4742.0,3045
Kepler-1580 b,0,7.960117e-05,0.0079601165,0,1.19,550.0,21.65,6102.0,3046
Kepler-1580 b,0,7.960117e-05,0.0079601165,0,1.19,550.0,21.65,6102.0,3047
Kepler-1580 b,0,7.960117e-05,0.0079601165,0,1.19,550.0,21.65,6102.0,3048
Kepler-140 c,0,7.960117e-05,0.0079601165,0,1.54,435.0,8.47,6167.0,3049
Kepler-140 c,0,7.960117e-05,0.0079601165,0,1.54,435.0,8.47,6167.0,3050
Kepler-132 e,0,7.960117e-05,0.0079601165,0,1.14,404.0,6.27,5921.0,3051
Kepler-132 e,0,7.960117e-05,0.0079601165,0,1.14,404.0,6.27,5921.0,3052
Kepler-132 e,0,7.960117e-05,0.0079601165,0,1.14,404.0,6.27,5921.0,3053
Kepler-140 c,0,7.960117e-05,0.0079601165,0,1.54,435.0,8.47,6167.0,3054
TOI-712 c,0,7.951211e-05,0.007951211,0,2.45531,357.0,2.7056,4504.0,3055
Kepler-1045 b,0,7.926984e-05,0.007926984,0,2.45,512.0,16.27,5448.0,3056
Kepler-147 c,0,7.884954e-05,0.007884954,0,2.63,650.0,42.11,6010.0,3057
Kepler-146 b,0,7.884954e-05,0.007884954,0,3.23,640.0,39.77,6197.0,3058
Kepler-147 c,0,7.884954e-05,0.007884954,0,2.63,650.0,42.11,6010.0,3059
Kepler-145 c,0,7.884954e-05,0.007884954,0,3.83,719.0,63.25,6144.0,3060
Kepler-145 c,0,7.884954e-05,0.007884954,0,3.83,719.0,63.25,6144.0,3061
Kepler-1535 b,0,7.884954e-05,0.007884954,0,2.57,384.0,5.13,6014.0,3062
Kepler-146 b,0,7.884954e-05,0.007884954,0,3.23,640.0,39.77,6197.0,3063
Kepler-146 b,0,7.884954e-05,0.007884954,0,3.23,640.0,39.77,6197.0,3064
Kepler-1774 b,0,7.884954e-05,0.007884954,0,2.88,522.0,17.53,6214.0,3065
Kepler-1775 b,0,7.884954e-05,0.007884954,0,3.56,522.0,17.51,5818.0,3066
Kepler-978 b,0,7.884954e-05,0.007884954,0,2.75,539.0,19.89,6264.0,3067
Kepler-1715 b,0,7.884954e-05,0.007884954,0,2.98,613.0,33.49,6210.0,3068
HD 136352 d,0,7.884954e-05,0.007884954,0,2.562,431.0,5.74,5664.0,3069
Kepler-127 d,0,7.884954e-05,0.007884954,0,2.54,593.0,29.33,6106.0,3070
Kepler-1715 b,0,7.884954e-05,0.007884954,0,2.98,613.0,33.49,6210.0,3071
TOI-1751 b,0,7.884954e-05,0.007884954,0,2.56325,1037.0,192.521,6114.0,3072
Kepler-1551 b,0,7.884954e-05,0.007884954,0,2.56,714.0,61.53,6362.0,3073
Kepler-1551 b,0,7.884954e-05,0.007884954,0,2.56,714.0,61.53,6362.0,3074
Kepler-1326 b,0,7.884954e-05,0.007884954,0,3.44,704.0,57.92,6856.0,3075
Kepler-201 b,0,7.884954e-05,0.007884954,0,2.73,718.0,62.91,6131.0,3076
Kepler-1452 b,0,7.884954e-05,0.007884954,0,3.19,810.0,101.56,6049.0,3077
Kepler-297 b,0,7.884954e-05,0.007884954,0,3.31,579.0,26.64,6150.0,3078
Kepler-201 b,0,7.884954e-05,0.007884954,0,2.73,718.0,62.91,6131.0,3079
Kepler-328 b,0,7.884954e-05,0.007884954,0,3.33,600.0,30.56,6167.0,3080
Kepler-328 b,0,7.884954e-05,0.007884954,0,3.33,600.0,30.56,6167.0,3081
Kepler-966 b,0,7.884954e-05,0.007884954,0,3.94,391.0,5.55,5620.0,3082
Kepler-201 b,0,7.884954e-05,0.007884954,0,2.73,718.0,62.91,6131.0,3083
Kepler-978 b,0,7.884954e-05,0.007884954,0,2.75,539.0,19.89,6264.0,3084
TOI-2180 b,0,7.884954e-05,0.007884954,0,11.32107051,348.0,2.71,5695.0,3085
Kepler-978 b,0,7.884954e-05,0.007884954,0,2.75,539.0,19.89,6264.0,3086
Kepler-201 b,0,7.884954e-05,0.007884954,0,2.68,683.0,51.47,6034.0,3087
Kepler-1533 b,0,7.884954e-05,0.007884954,0,3.28,330.0,2.81,6325.0,3088
Kepler-1538 b,0,7.884954e-05,0.007884954,0,2.94,361.0,4.0,6210.0,3089
Kepler-297 b,0,7.884954e-05,0.007884954,0,3.31,579.0,26.64,6150.0,3090
Kepler-104 d,0,7.884954e-05,0.007884954,0,2.61,515.0,16.6,5979.0,3091
Kepler-297 b,0,7.884954e-05,0.007884954,0,3.31,579.0,26.64,6150.0,3092
Kepler-1538 b,0,7.884954e-05,0.007884954,0,3.06,346.0,3.39,5497.0,3093
Kepler-966 b,0,7.884954e-05,0.007884954,0,3.93,391.0,5.55,5620.0,3094
Kepler-146 c,0,7.884954e-05,0.007884954,0,2.91,474.0,11.96,6197.0,3095
Kepler-146 c,0,7.884954e-05,0.007884954,0,2.91,474.0,11.96,6197.0,3096
Kepler-145 c,0,7.884954e-05,0.007884954,0,3.83,719.0,63.25,6144.0,3097
Kepler-146 c,0,7.884954e-05,0.007884954,0,2.91,474.0,11.96,6197.0,3098
Kepler-127 d,0,7.884954e-05,0.007884954,0,2.54,593.0,29.33,6106.0,3099
Kepler-1920 b,0,7.884954e-05,0.007884954,0,2.81,663.0,45.75,6299.0,3100
Kepler-1920 b,0,7.884954e-05,0.007884954,0,2.8,660.0,44.87,6277.0,3101
Kepler-1920 b,0,7.884954e-05,0.007884954,0,2.81,663.0,45.75,6299.0,3102
Kepler-139 c,0,7.884954e-05,0.007884954,0,2.81,357.0,3.84,5616.0,3103
Kepler-350 d,0,7.884954e-05,0.007884954,0,2.8,782.0,88.29,6188.0,3104
Kepler-1051 b,0,7.884954e-05,0.007884954,0,3.25,850.0,123.11,6369.0,3105
Kepler-1047 b,0,7.884954e-05,0.007884954,0,2.56,503.0,15.13,5700.0,3106
Kepler-193 c,0,7.884954e-05,0.007884954,0,2.85,558.0,22.86,6343.0,3107
HIP 41378 e,0,7.884954e-05,0.007884954,0,4.92,335.0,2.1,6320.0,3108
Kepler-1927 b,0,7.884954e-05,0.007884954,0,3.78,677.0,49.76,6056.0,3109
Kepler-924 b,0,7.884954e-05,0.007884954,0,3.38,610.0,32.74,6309.0,3110
Kepler-1769 b,0,7.884954e-05,0.007884954,0,3.81,483.0,12.83,6071.0,3111
HD 136352 c,0,7.884954e-05,0.007884954,0,2.916,677.0,35.1,5664.0,3112
Kepler-1773 b,0,7.884954e-05,0.007884954,0,2.56,602.0,31.05,6071.0,3113
TOI-1859 b,0,7.884954e-05,0.007884954,0,11.1495,615.0,23.786,6415.0,3114
Kepler-218 c,0,7.884954e-05,0.007884954,0,3.05,500.0,14.81,5497.0,3115
Kepler-218 c,0,7.884954e-05,0.007884954,0,2.97,502.0,15.05,5497.0,3116
Kepler-1487 c,0,7.884954e-05,0.007884954,0,7.97,991.0,227.68,5745.0,3117
Kepler-1773 b,0,7.884954e-05,0.007884954,0,2.56,602.0,31.05,6071.0,3118
Kepler-874 b,0,7.884954e-05,0.007884954,0,3.1,560.0,23.27,6026.0,3119
Kepler-874 b,0,7.884954e-05,0.007884954,0,3.41,560.0,23.27,6026.0,3120
Kepler-874 b,0,7.884954e-05,0.007884954,0,3.41,560.0,23.27,6026.0,3121
Kepler-177 b,0,7.884954e-05,0.007884954,0,3.62,601.0,30.83,6220.0,3122
Kepler-177 b,0,7.884954e-05,0.007884954,0,3.62,601.0,30.83,6220.0,3123
Kepler-58 d,0,7.884954e-05,0.007884954,0,3.31,583.0,27.31,6100.0,3124
Kepler-1774 b,0,7.884954e-05,0.007884954,0,2.88,522.0,17.53,6214.0,3125
KOI-134 b,0,7.884954e-05,0.007884954,0,12.28,588.0,28.2,6038.0,3126
Kepler-647 c,0,7.884954e-05,0.007884954,0,2.7,630.0,37.22,5955.0,3127
Kepler-647 c,0,7.884954e-05,0.007884954,0,2.7,630.0,37.22,5955.0,3128
Kepler-219 d,0,7.884954e-05,0.007884954,0,2.56,565.0,24.12,5778.0,3129
TOI-201 b,0,7.884954e-05,0.007884954,0,11.44714924,598.21,30.2653,6461.8,3130
Kepler-1764 b,0,7.884954e-05,0.007884954,0,3.57,514.0,16.48,6458.0,3131
Kepler-1764 b,0,7.884954e-05,0.007884954,0,3.57,514.0,16.48,6458.0,3132
Kepler-1764 b,0,7.884954e-05,0.007884954,0,3.46,511.0,16.17,6461.0,3133
Kepler-1495 b,0,7.884954e-05,0.007884954,0,3.85,443.0,9.1,5922.0,3134
Kepler-1495 b,0,7.884954e-05,0.007884954,0,3.01,443.0,9.1,5922.0,3135
Kepler-385 d,0,7.884954e-05,0.007884954,0,2.9,535.0,19.37,6325.0,3136
Kepler-1151 b,0,7.884954e-05,0.007884954,0,3.93,485.0,13.04,5565.0,3137
Kepler-219 d,0,7.884954e-05,0.007884954,0,3.55,598.0,30.17,5788.0,3138
Kepler-275 d,0,7.884954e-05,0.007884954,0,3.08,675.0,49.15,6535.0,3139
KOI-351 h,0,7.884954e-05,0.007884954,0,10.01,293.0,1.75,6238.0,3140
KOI-351 g,0,7.884954e-05,0.007884954,0,6.86,341.0,3.2,6238.0,3141
Kepler-117 c,0,7.884954e-05,0.007884954,0,9.16,580.0,26.8,6466.0,3142
Kepler-117 c,0,7.884954e-05,0.007884954,0,9.16,580.0,26.8,6466.0,3143
Kepler-1633 b,0,7.884954e-05,0.007884954,0,6.71,925.0,172.96,5889.0,3144
Kepler-1641 c,0,7.884954e-05,0.007884954,0,3.78,767.0,81.91,6486.0,3145
KOI-134 b,0,7.884954e-05,0.007884954,0,12.28,588.0,28.2,6038.0,3146
Kepler-1102 b,0,7.884954e-05,0.007884954,0,3.13,546.0,21.06,6119.0,3147
Kepler-1102 b,0,7.884954e-05,0.007884954,0,3.06,546.0,21.06,6119.0,3148
KOI-1257 b,0,7.884954e-05,0.007884954,0,9.4,419.0,7.28,5522.0,3149
Kepler-112 c,0,7.884954e-05,0.007884954,0,2.8,608.0,32.23,5763.0,3150
HIP 41378 f,0,7.884954e-05,0.007884954,0,9.2,294.0,1.24,6320.0,3151
KOI-134 b,0,7.884954e-05,0.007884954,0,12.03844527,659.0,45.0,6160.0,3152
Kepler-218 d,0,7.884954e-05,0.007884954,0,2.78,357.0,3.84,5497.0,3153
Kepler-218 d,0,7.884954e-05,0.007884954,0,2.69,356.0,3.78,5497.0,3154
Kepler-218 d,0,7.884954e-05,0.007884954,0,2.78,357.0,3.84,5497.0,3155
Kepler-1764 b,0,7.884954e-05,0.007884954,0,3.57,514.0,16.48,6458.0,3156
Kepler-1762 b,0,7.884954e-05,0.007884954,0,2.74,735.0,68.88,6616.0,3157
Kepler-1762 b,0,7.884954e-05,0.007884954,0,2.74,735.0,68.88,6616.0,3158
Kepler-177 b,0,7.884954e-05,0.007884954,0,3.62,601.0,30.83,6220.0,3159
Kepler-1524 b,0,7.884954e-05,0.007884954,0,2.86,460.0,10.55,5900.0,3160
Kepler-1524 b,0,7.884954e-05,0.007884954,0,2.86,460.0,10.55,5900.0,3161
Kepler-1524 b,0,7.884954e-05,0.007884954,0,2.86,460.0,10.55,5900.0,3162
Kepler-1527 b,0,7.884954e-05,0.007884954,0,6.67,450.0,9.68,6092.0,3163
Kepler-1697 b,0,7.884954e-05,0.007884954,0,2.97,630.0,37.3,4928.0,3164
Kepler-58 d,0,7.884954e-05,0.007884954,0,3.31,583.0,27.31,6100.0,3165
Kepler-297 d,0,7.884954e-05,0.007884954,0,13.54,369.0,4.4,6150.0,3166
Kepler-1769 b,0,7.884954e-05,0.007884954,0,3.35,468.0,11.31,6277.0,3167
Kepler-1774 b,0,7.884954e-05,0.007884954,0,2.88,522.0,17.53,6214.0,3168
Kepler-1774 b,0,7.884954e-05,0.007884954,0,3.17,522.0,17.53,6214.0,3169
Kepler-1715 b,0,7.884954e-05,0.007884954,0,2.98,613.0,33.49,6210.0,3170
Kepler-1700 b,0,7.884954e-05,0.007884954,0,3.14,335.0,2.99,6299.0,3171
Kepler-1700 b,0,7.884954e-05,0.007884954,0,3.14,335.0,2.99,6299.0,3172
Kepler-805 b,0,7.884954e-05,0.007884954,0,2.75,752.0,75.47,6034.0,3173
Kepler-805 b,0,7.884954e-05,0.007884954,0,2.75,752.0,75.47,6034.0,3174
Kepler-297 d,0,7.884954e-05,0.007884954,0,13.54,369.0,4.4,6150.0,3175
Kepler-1515 b,0,7.884954e-05,0.007884954,0,9.17,380.0,4.93,6471.0,3176
Kepler-1515 b,0,7.884954e-05,0.007884954,0,9.33,390.0,5.49,6517.0,3177
Kepler-58 d,0,7.884954e-05,0.007884954,0,3.31,583.0,27.31,6100.0,3178
Kepler-58 d,0,7.884954e-05,0.007884954,0,2.92,583.0,27.31,6100.0,3179
Kepler-218 c,0,7.884954e-05,0.007884954,0,2.97,502.0,15.05,5497.0,3180
Kepler-1773 b,0,7.884954e-05,0.007884954,0,2.56,602.0,31.05,6071.0,3181
Kepler-212 c,0,7.884954e-05,0.007884954,0,2.99,664.0,45.9,5867.0,3182
Kepler-874 b,0,7.884954e-05,0.007884954,0,3.41,560.0,23.27,6026.0,3183
Kepler-1723 b,0,7.884954e-05,0.007884954,0,2.8,568.0,24.54,6072.0,3184
Kepler-297 c,0,7.884954e-05,0.007884954,0,7.54,466.0,11.1,6150.0,3185
Kepler-297 c,0,7.884954e-05,0.007884954,0,7.54,466.0,11.1,6150.0,3186
Kepler-1717 b,0,7.884954e-05,0.007884954,0,2.86,780.0,87.69,6200.0,3187
Kepler-297 d,0,7.884954e-05,0.007884954,0,13.54,369.0,4.4,6150.0,3188
Kepler-805 b,0,7.884954e-05,0.007884954,0,2.75,752.0,75.47,6034.0,3189
Kepler-297 c,0,7.884954e-05,0.007884954,0,7.54,466.0,11.1,6150.0,3190
Kepler-218 d,0,7.884954e-05,0.007884954,0,2.78,357.0,3.84,5497.0,3191
Kepler-1715 b,0,7.884954e-05,0.007884954,0,3.72,646.0,41.06,6212.0,3192
Kepler-172 e,0,7.884954e-05,0.007884954,0,3.26,550.0,21.57,5527.0,3193
Kepler-1723 b,0,7.884954e-05,0.007884954,0,2.8,568.0,24.54,6072.0,3194
Kepler-1723 b,0,7.884954e-05,0.007884954,0,2.8,568.0,24.54,6072.0,3195
Kepler-1762 b,0,7.884954e-05,0.007884954,0,2.74,735.0,68.88,6616.0,3196
KIC 5437945 b,0,7.884954e-05,0.007884954,0,6.7,308.0,2.14,6340.0,3197
KIC 5437945 b,0,7.884954e-05,0.007884954,0,7.23,308.0,2.14,6340.0,3198
KIC 5437945 b,0,7.884954e-05,0.007884954,0,6.7,308.0,2.14,6340.0,3199
KIC 5437945 b,0,7.884954e-05,0.007884954,0,6.7,308.0,2.14,6340.0,3200
Kepler-147 c,0,7.884954e-05,0.007884954,0,2.63,650.0,42.11,6010.0,3201
Kepler-147 c,0,7.884954e-05,0.007884954,0,2.98,689.0,53.18,6007.0,3202
Kepler-1769 b,0,7.884954e-05,0.007884954,0,3.35,468.0,11.31,6277.0,3203
Kepler-1773 b,0,7.884954e-05,0.007884954,0,3.44,623.0,35.68,6183.0,3204
Kepler-1700 b,0,7.884954e-05,0.007884954,0,3.14,335.0,2.99,6299.0,3205
Kepler-164 e,0,7.884954e-05,0.007884954,0,3.79,462.0,10.81,6353.0,3206
Kepler-164 e,0,7.884954e-05,0.007884954,0,3.79,462.0,10.81,6353.0,3207
Kepler-937 b,0,7.884954e-05,0.007884954,0,3.27,495.0,14.22,6126.0,3208
Kepler-117 c,0,7.884954e-05,0.007884954,0,10.6,612.0,33.12,6163.0,3209
Kepler-117 c,0,7.884954e-05,0.007884954,0,9.16,580.0,26.8,6466.0,3210
Kepler-275 d,0,7.884954e-05,0.007884954,0,3.08,675.0,49.15,6535.0,3211
Kepler-275 d,0,7.884954e-05,0.007884954,0,3.08,675.0,49.15,6535.0,3212
Kepler-130 c,0,7.884954e-05,0.007884954,0,2.85,660.0,44.75,5884.0,3213
Kepler-937 b,0,7.884954e-05,0.007884954,0,3.27,495.0,14.22,6126.0,3214
Kepler-820 b,0,7.884954e-05,0.007884954,0,7.57,498.0,14.54,6205.0,3215
K2-24 c,0,7.884954e-05,0.007884954,0,8.1,560.0,23.4,5743.0,3216
K2-24 c,0,7.884954e-05,0.007884954,0,7.82,606.0,24.0,5743.0,3217
Kepler-647 c,0,7.884954e-05,0.007884954,0,2.7,630.0,37.22,5955.0,3218
TOI-4127 b,0,7.884954e-05,0.007884954,0,12.28504285,605.1,22.3,6096.0,3219
Kepler-530 b,0,7.884954e-05,0.007884954,0,3.58,576.0,26.05,5957.0,3220
Kepler-530 b,0,7.884954e-05,0.007884954,0,3.58,576.0,26.05,5957.0,3221
Kepler-1570 b,0,7.884954e-05,0.007884954,0,2.57,836.0,115.61,5456.0,3222
Kepler-1570 b,0,7.884954e-05,0.007884954,0,2.57,836.0,115.61,5456.0,3223
Kepler-627 b,0,7.884954e-05,0.007884954,0,3.2,685.0,52.05,6419.0,3224
Kepler-627 b,0,7.884954e-05,0.007884954,0,3.36,685.0,52.05,6419.0,3225
Kepler-279 d,0,7.884954e-05,0.007884954,0,3.2,574.0,25.6,6781.0,3226
Kepler-279 d,0,7.884954e-05,0.007884954,0,3.2,574.0,25.6,6781.0,3227
Kepler-279 c,0,7.884954e-05,0.007884954,0,3.57,660.0,44.88,6781.0,3228
Kepler-1641 c,0,7.884954e-05,0.007884954,0,3.78,767.0,81.91,6486.0,3229
Kepler-1641 c,0,7.884954e-05,0.007884954,0,3.73,767.0,81.91,6486.0,3230
Kepler-926 b,0,7.884954e-05,0.007884954,0,2.92,524.0,17.76,5565.0,3231
K2-24 c,0,7.884954e-05,0.007884954,0,7.5,542.0,20.0,5625.0,3232
Kepler-279 c,0,7.884954e-05,0.007884954,0,3.57,660.0,44.88,6781.0,3233
Kepler-401 d,0,7.884954e-05,0.007884954,0,2.57,380.0,4.93,6115.0,3234
Kepler-279 d,0,7.884954e-05,0.007884954,0,3.2,574.0,25.6,6781.0,3235
Kepler-130 c,0,7.884954e-05,0.007884954,0,2.85,660.0,44.75,5884.0,3236
Kepler-130 c,0,7.884954e-05,0.007884954,0,2.85,660.0,44.75,5884.0,3237
Kepler-1570 b,0,7.884954e-05,0.007884954,0,2.57,836.0,115.61,5456.0,3238
Kepler-1667 b,0,7.884954e-05,0.007884954,0,3.78,520.0,17.31,6190.0,3239
Kepler-522 b,0,7.884954e-05,0.007884954,0,6.88722762,754.44,76.5627,6373.72,3240
Kepler-522 b,0,7.884954e-05,0.007884954,0,8.56,761.0,79.08,6273.0,3241
Kepler-530 b,0,7.884954e-05,0.007884954,0,3.58,576.0,26.05,5957.0,3242
Kepler-364 c,0,7.884954e-05,0.007884954,0,2.81,568.0,24.58,6103.0,3243
Kepler-1570 b,0,7.884954e-05,0.007884954,0,2.54,836.0,115.61,5456.0,3244
Kepler-627 b,0,7.884954e-05,0.007884954,0,3.36,685.0,52.05,6419.0,3245
Kepler-164 e,0,7.884954e-05,0.007884954,0,3.79,462.0,10.81,6353.0,3246
Kepler-1667 b,0,7.884954e-05,0.007884954,0,3.78,520.0,17.31,6190.0,3247
Kepler-1667 b,0,7.884954e-05,0.007884954,0,6.63,655.0,43.62,6056.0,3248
Kepler-418 b,0,7.884954e-05,0.007884954,0,9.88,446.0,9.37,6177.0,3249
Kepler-419 b,0,7.884954e-05,0.007884954,0,11.65,613.0,33.3,6430.0,3250
Kepler-1667 b,0,7.884954e-05,0.007884954,0,3.78,520.0,17.31,6190.0,3251
Kepler-533 b,0,7.884954e-05,0.007884954,0,8.21,669.0,47.43,4880.0,3252
Kepler-533 b,0,7.884954e-05,0.007884954,0,8.21,669.0,47.43,4880.0,3253
Kepler-1354 b,0,7.884954e-05,0.007884954,0,2.61,466.0,11.12,6173.0,3254
Kepler-1129 b,0,7.884954e-05,0.007884954,0,2.98,690.0,53.59,6240.0,3255
Kepler-1129 b,0,7.884954e-05,0.007884954,0,2.98,690.0,53.59,6240.0,3256
Kepler-820 b,0,7.884954e-05,0.007884954,0,9.46,554.0,22.21,6505.0,3257
Kepler-342 d,0,7.884954e-05,0.007884954,0,2.8,658.0,44.26,6297.0,3258
Kepler-342 c,0,7.884954e-05,0.007884954,0,2.76,754.0,76.31,6297.0,3259
Kepler-627 b,0,7.884954e-05,0.007884954,0,3.36,685.0,52.05,6419.0,3260
Kepler-264 b,0,7.884954e-05,0.007884954,0,3.71,772.0,83.75,6207.0,3261
Kepler-1920 b,0,7.884954e-05,0.007884954,0,2.81,663.0,45.75,6299.0,3262
Kepler-1495 b,0,7.884954e-05,0.007884954,0,3.01,443.0,9.1,5922.0,3263
Kepler-219 d,0,7.884954e-05,0.007884954,0,2.56,565.0,24.12,5778.0,3264
Kepler-1369 b,0,7.884954e-05,0.007884954,0,2.99,667.0,46.82,6036.0,3265
Kepler-1369 b,0,7.884954e-05,0.007884954,0,2.88,667.0,46.82,6036.0,3266
PH2 b,0,7.884954e-05,0.007884954,0,11.24,306.0,2.06,6007.0,3267
Kepler-268 c,0,7.884954e-05,0.007884954,0,2.52,479.0,12.43,6322.0,3268
NGTS-20 b,0,7.884954e-05,0.007884954,0,11.6348,449.0,6.7645,6207.0,3269
Kepler-264 c,0,7.884954e-05,0.007884954,0,3.42,511.0,16.17,6207.0,3270
Kepler-516 b,0,7.884954e-05,0.007884954,0,7.61,1095.0,339.33,6967.0,3271
Kepler-512 b,0,7.884954e-05,0.007884954,0,2.78,652.0,42.68,5929.0,3272
Kepler-934 b,0,7.884954e-05,0.007884954,0,2.53,420.0,7.34,5123.0,3273
Kepler-655 b,0,7.884954e-05,0.007884954,0,2.66,588.0,28.23,6086.0,3274
PH2 b,0,7.884954e-05,0.007884954,0,11.24,306.0,2.06,6007.0,3275
Kepler-219 d,0,7.884954e-05,0.007884954,0,2.56,565.0,24.12,5778.0,3276
Kepler-275 d,0,7.884954e-05,0.007884954,0,3.02,671.0,47.96,6157.0,3277
Kepler-1204 b,0,7.884954e-05,0.007884954,0,2.94,448.0,9.54,6096.0,3278
Kepler-1204 b,0,7.884954e-05,0.007884954,0,3.14,448.0,9.54,6096.0,3279
Kepler-1102 b,0,7.884954e-05,0.007884954,0,3.13,546.0,21.06,6119.0,3280
Kepler-1102 b,0,7.884954e-05,0.007884954,0,3.13,546.0,21.06,6119.0,3281
Kepler-647 c,0,7.884954e-05,0.007884954,0,2.83,644.0,40.68,5956.0,3282
Kepler-1495 b,0,7.884954e-05,0.007884954,0,3.01,443.0,9.1,5922.0,3283
TOI-1203 d,0,7.884954e-05,0.007884954,0,2.918,743.6,51.0,5737.0,3284
Kepler-268 c,0,7.884954e-05,0.007884954,0,2.52,479.0,12.43,6322.0,3285
KOI-134 b,0,7.884954e-05,0.007884954,0,12.1,588.0,28.2,6038.0,3286
Kepler-359 d,0,7.884954e-05,0.007884954,0,29.77,464.0,11.0,6228.0,3287
Kepler-934 b,0,7.884954e-05,0.007884954,0,2.53,420.0,7.34,5123.0,3288
Kepler-934 b,0,7.884954e-05,0.007884954,0,2.53,420.0,7.34,5123.0,3289
Kepler-937 b,0,7.884954e-05,0.007884954,0,3.27,495.0,14.22,6126.0,3290
Kepler-937 b,0,7.884954e-05,0.007884954,0,3.39,495.0,14.24,6127.0,3291
Kepler-139 c,0,7.884954e-05,0.007884954,0,2.63,350.0,3.53,5620.0,3292
Kepler-139 c,0,7.884954e-05,0.007884954,0,2.81,357.0,3.84,5616.0,3293
Kepler-139 c,0,7.884954e-05,0.007884954,0,2.81,357.0,3.84,5616.0,3294
Kepler-1615 b,0,7.884954e-05,0.007884954,0,3.71,658.0,44.26,5749.0,3295
Kepler-279 c,0,7.884954e-05,0.007884954,0,3.57,660.0,44.88,6781.0,3296
Kepler-193 c,0,7.884954e-05,0.007884954,0,2.85,558.0,22.86,6343.0,3297
Kepler-193 c,0,7.884954e-05,0.007884954,0,2.85,558.0,22.86,6343.0,3298
Kepler-112 c,0,7.884954e-05,0.007884954,0,2.8,608.0,32.23,5763.0,3299
Kepler-112 c,0,7.884954e-05,0.007884954,0,2.8,608.0,32.23,5763.0,3300
Kepler-1369 b,0,7.884954e-05,0.007884954,0,2.99,667.0,46.82,6036.0,3301
Kepler-1204 b,0,7.884954e-05,0.007884954,0,3.14,448.0,9.54,6096.0,3302
Kepler-1204 b,0,7.884954e-05,0.007884954,0,3.14,448.0,9.54,6096.0,3303
Kepler-177 c,0,7.884954e-05,0.007884954,0,7.48,545.0,20.87,6220.0,3304
Kepler-177 c,0,7.884954e-05,0.007884954,0,7.48,545.0,20.87,6220.0,3305
Kepler-177 c,0,7.884954e-05,0.007884954,0,7.48,545.0,20.87,6220.0,3306
Kepler-1769 b,0,7.884954e-05,0.007884954,0,3.35,468.0,11.31,6277.0,3307
KOI-351 h,0,7.884954e-05,0.007884954,0,10.01,293.0,1.75,6238.0,3308
KOI-351 h,0,7.884954e-05,0.007884954,0,10.01,293.0,1.75,6238.0,3309
