pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg,disc_year,pl_density,escape_velocity_factor,tidal_heating_indicator,flux_variation,st_type_category,pl_type_category,stellar_compatibility_index,habitability_score_index,hz_conservative,habitable_candidate,hz_optimistic,st_type_category_F,st_type_category_G,st_type_category_K,st_type_category_M,st_type_category_Other,pl_type_category_jupiter,pl_type_category_neptune,pl_type_category_rocky,pl_type_category_super_earth
55 Cnc e,0.73654625026,0.0908,2.02311213,4.26973680649923,0.0,2657.8322,1831.27,5250.0,0.963515,0.938,-0.08,4.42,2004,0.5156336402534485,1.4527489680685608,0.0,0.0,G,super_earth,0.9700000000000001,0.35908504933333335,0,0,0,False,True,False,False,False,False,False,False,True
AU Mic b,8.46308,0.0649,3.95677019,17.002864890275887,0.00577,21.2,600.0,3678.0,0.744,0.51,0.23,4.404,2020,0.27447299579194034,2.07295864615316,21.10773935603009,0.12232399999999999,M,neptune,0.9283333333333333,0.286365,0,0,0,False,False,False,True,False,False,True,False,False
AU Mic b,8.45367765822,0.0908,4.02692583,83.85743081403025,0.0,76.6379,754.62,3588.0,0.698009,0.938,-0.08,4.60198,2020,1.2841645022746853,4.5633519058597525,0.0,0.0,M,neptune,0.9533333333333333,0.293,0,0,0,False,False,False,True,False,False,True,False,False
AU Mic c,18.85969,0.1108,2.52202066,6.723605104752906,0.00338,7.3,459.0,3678.0,0.744,0.51,0.23,4.404,2021,0.4191372681948806,1.6327766430925255,2.4848342186831966,0.024674,M,neptune,0.9283333333333333,0.28756,0,0,0,False,False,False,True,False,False,True,False,False
BD-14 3065 b,4.2889696,0.0908,20.7112,704.9246120717472,0.0,646.761,1404.0,6736.9,2.61,0.938,-0.08,3.76,2024,0.07934633773430315,5.83403064089115,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
CoRoT-1 b,1.5089635,0.0908,20.5944,699.7609764505903,0.0,2852.63,2036.0,5950.0,1.29,0.938,-0.08,4.32551,2008,0.08011286965063136,5.829083653199336,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-10 b,13.23412611048,0.0908,7.38532555,184.483007502381,0.0,16.1089,510.96,5025.0,0.548929,0.938,-0.08,4.88331,2010,0.4579809755396127,4.997966754773714,0.0,0.0,K,jupiter,0.9866666666666667,0.298,0,0,0,False,False,True,False,False,True,False,False,False
CoRoT-11 b,2.99328197444,0.0908,21.74555811,751.0304729894095,0.0,1890.649,1681.79,6343.0,1.58601,0.938,-0.08,4.13783,2010,0.07303749730066973,5.876835036041905,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
CoRoT-12 b,2.82803914989,0.0908,17.76037065,577.2493669381225,0.0,661.1334,1293.28,5675.0,1.03674,0.938,-0.08,4.37342,2010,0.10304036541534131,5.701061423391278,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-13 b,4.03504443843,0.0908,12.53306062,366.9020303963428,0.0,546.5339,1233.17,5945.0,1.13707,0.938,-0.08,4.46721,2010,0.18637115397178147,5.410613196314171,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-18 b,1.90008624739,0.0908,15.04962078,465.4350193228763,0.0,823.7009,1366.35,5440.0,0.934028,0.938,-0.08,4.41615,2011,0.13654707023353482,5.5611774091167545,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-19 b,3.89712026062,0.0908,13.49322275,403.85571182490116,0.0,1103.809,1470.09,6090.0,1.6395,0.938,-0.08,4.08625,2011,0.16439142494914932,5.470855825140746,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
CoRoT-2 b,1.74301433466,0.0908,16.92270968,542.1091128459739,0.0,932.9076,1409.55,5529.0,0.937741,0.938,-0.08,4.48157,2008,0.11186056178435179,5.659895358983978,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-20 b,9.2432302936,0.0908,15.39650566,479.42938433655405,0.0,180.8704,935.32,5880.0,1.29981,0.938,-0.08,4.47813,2011,0.131358490938618,5.580218971427893,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-32 b,6.71837,0.071,6.38913,47.6745,0.0,132.26,938.0,5970.0,0.79,1.08,0.0,4.67,2018,0.18279359426286937,2.7316321219740054,0.0,0.0,G,jupiter,0.9833333333333334,0.2975,0,0,0,False,True,False,False,False,True,False,False,False
CoRoT-4 b,9.20164964154,0.0908,13.43739593,401.68487634738847,0.0,203.9517,963.83,6190.0,1.12271,0.938,-0.08,4.36651,2008,0.16555417575036008,5.467454574237124,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
CoRoT-5 b,4.03790124331,0.0908,18.38267405,603.680469146405,0.0,786.2949,1350.57,6100.0,1.27299,0.938,-0.08,4.28733,2009,0.0971809332727335,5.730588439955941,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
DS Tuc A b,8.13822217724,0.0908,6.17576816,146.20900179289163,0.0,115.8276,836.71,5414.0,0.951985,0.938,-0.08,4.438,2019,0.6207277479462505,4.865657823502125,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
EPIC 201595106 b,0.87724,0.0177,1.565,7.67,0.0,2852.0,2038.0,5679.0,0.98,0.958,0.01,4.435,2021,2.0010241878364274,2.2138108470358695,0.0,0.0,G,super_earth,0.9816666666666666,0.42191666666666666,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 211945201 b,19.491,0.1493566458067254,5.5,11.0,0.0,101.0,809.0,6019.0,1.387,1.17,0.14,4.18,2018,0.06611570247933884,1.4142135623730951,0.0,0.0,F,neptune,0.8766666666666666,0.2815,0,0,0,True,False,False,False,False,False,True,False,False
EPIC 211945201 b,19.4921473,0.0908,5.50689,125.96623668680157,0.0,31.9085,662.0,6128.0,1.36,0.938,-0.08,4.23,2018,0.7542840948872345,4.782708110405686,0.0,0.0,F,neptune,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,False,True,False,False
EPIC 220674823 b,0.5713127,0.01314,1.676,7.8,0.0,4656.0,2299.0,5578.0,0.99,0.913,-0.005,4.408,2016,1.6568094378499618,2.15729876176065,0.0,0.0,G,super_earth,0.9824999999999999,0.40724166666666667,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 220674823 b,0.571292,0.01326,1.725,8.21,0.0,4670.0,2300.0,5532.0,0.988,0.95,0.11,4.48,2016,1.5994691165234436,2.1816095640272284,0.0,0.0,G,super_earth,0.965,0.3980833333333333,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 220674823 b,0.571282,0.013057318809094541,1.87,8.03,0.0,4740.0,2115.0,5496.0,0.995,0.91,0.06,4.42,2016,1.2279783943089084,2.072225288683357,0.0,0.0,G,super_earth,0.9733333333333333,0.38,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 220674823 b,0.571336,0.01312,1.82,9.0,0.0,4293.0,2063.0,5496.0,0.95,0.92,0.06,4.42,2016,1.492891844298679,2.2237479499833035,0.0,0.0,G,super_earth,0.9733333333333333,0.3866666666666666,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 220674823 c,13.33989,0.1073,2.84,7.32,0.17,70.0,804.0,5578.0,0.99,0.913,-0.005,4.408,2016,0.3195626845780097,1.6054484696596134,137.60992415315764,11.9,G,neptune,0.9824999999999999,0.21237499999999998,0,0,0,False,True,False,False,False,False,True,False,False
EPIC 220674823 c,13.3387,0.1071,2.77,5.7,0.0,64.0,722.0,5496.0,0.95,0.92,0.06,4.42,2016,0.2681856576850976,1.4344900602137283,0.0,0.0,G,neptune,0.9733333333333333,0.296,0,0,0,False,True,False,False,False,False,True,False,False
EPIC 220674823 c,13.3397,0.1083,2.836,8.9,0.13,70.0,805.0,5532.0,0.988,0.95,0.11,4.48,2016,0.39018568051647273,1.771502991553561,102.34296207174472,9.1,G,neptune,0.965,0.22974999999999998,0,0,0,False,True,False,False,False,False,True,False,False
EPIC 220674823 c,13.33918,0.10666937153659371,3.01,5.0,0.0,71.0,740.0,5496.0,0.995,0.91,0.06,4.42,2016,0.18334561076658235,1.2888481555661677,0.0,0.0,G,neptune,0.9733333333333333,0.296,0,0,0,False,True,False,False,False,False,True,False,False
EPIC 229004835 b,16.141132,0.1237,2.332,10.4,0.23,69.7,804.0,5868.0,0.999,0.97,-0.12,4.48,2023,0.8200639128039013,2.111798108755684,121.51187913893003,16.031000000000002,G,super_earth,0.9633333333333333,0.2019,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 229004835 b,16.1388,0.12286510188219651,2.18,19.3,0.0,68.9,734.0,5839.0,0.998,0.95,-0.11,4.42,2023,1.8628926456473174,2.9754345916478,0.0,0.0,G,super_earth,0.965,0.33741666666666664,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 246851721 b,6.180235,0.07229,11.780659,953.49,0.0,642.0,1401.0,6202.0,1.586,1.317,0.141,4.157,2018,0.5831863992317617,8.996493669857246,0.0,0.0,F,jupiter,0.8765000000000001,0.28147500000000003,0,0,0,True,False,False,False,False,True,False,False,False
EPIC 246851721 b,6.18026138745,0.0908,13.70374653,412.06615478023366,0.0,923.6302,1406.03,6513.0,1.73931,0.938,-0.08,4.08,2018,0.1601212580355351,5.483575330337291,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
EPIC 248847494 b,3650.0,4.5,12.44199,4131.79,0.0,0.19,183.0,4898.0,2.7,0.9,-0.23,3.52,2018,2.145204485372669,18.223181308188433,0.0,0.0,K,jupiter,0.9616666666666666,0.29425,0,0,0,False,False,True,False,False,True,False,False,False
EPIC 249893012 b,3.5951,0.047,1.95,8.75,0.06,1037.0,1616.0,5430.0,1.71,1.05,0.2,3.99,2020,1.1800603516579848,2.1182963643408086,577.9066295522186,62.22,G,super_earth,0.9500000000000001,0.3358333333333334,0,0,0,False,True,False,False,False,False,False,False,True
EPIC 249893012 c,15.624,0.13,3.67,14.67,0.07,160.0,990.0,5430.0,1.71,1.05,0.2,3.99,2020,0.2967781485020806,1.9993186850424003,31.86162949476559,11.200000000000001,G,neptune,0.9500000000000001,0.2575,0,0,0,False,True,False,False,False,False,True,False,False
EPIC 249893012 d,35.747,0.22,3.94,10.18,0.15,53.0,752.0,5430.0,1.71,1.05,0.2,3.99,2020,0.16644053861073882,1.6074067143002932,14.087152516904583,7.949999999999999,G,neptune,0.9500000000000001,0.21750000000000003,0,0,0,False,True,False,False,False,False,True,False,False
G 9-40 b,5.7459945,0.0908,2.06081,4.4352508045837284,0.0,3.9983,393.0,3413.0,0.32,0.938,-0.08,4.91,2019,0.5067623297897209,1.4670337836700962,0.0,0.0,M,super_earth,0.9533333333333333,0.3515586666666667,0,0,0,False,False,False,True,False,False,False,False,True
G 9-40 b,5.746007,0.0385,2.025,11.7,0.0,7.2,456.0,3348.0,0.3073,0.29,0.04,4.926,2019,1.4089993056614,2.4037008503093262,0.0,0.0,M,super_earth,0.7933333333333333,0.33233333333333337,0,0,0,False,False,False,True,False,False,False,False,True
G 9-40 b,5.7459982,0.0418,1.9,4.0,0.0,6.27,440.6,3395.0,0.3026,0.2952,-0.07,4.84,2019,0.5831753899985421,1.4509525002200232,0.0,0.0,M,super_earth,0.7883333333333334,0.34825,0,0,0,False,False,False,True,False,False,False,False,True
GJ 1132 b,1.62892911,0.0157,1.19151465,1.83704819,0.0118,19.3,583.8,3229.0,0.2211,0.1945,-0.17,5.037,2015,1.0859814063673388,1.2416825598804788,3049.17991272627,0.22774,M,rocky,0.7716666666666666,0.4343147133333334,0,0,0,False,False,False,True,False,False,False,True,False
GJ 1132 b,1.62893219977,0.0908,1.21456642,2.052856999920781,0.0,20.9593,545.71,3202.0,0.226407,0.938,-0.08,4.86375,2015,1.1457632513501543,1.3000759191847615,0.0,0.0,M,rocky,0.9533333333333333,0.46439114400000003,0,0,0,False,False,False,True,False,False,False,True,False
GJ 1214 b,1.580404531,0.01505,2.733,8.41,0.0062,17.2,567.0,3101.0,0.2162,0.182,0.24,5.0286,2009,0.41198091774714773,1.7541962652846674,1818.7884588044967,0.10664,M,neptune,0.7600000000000001,0.2609,0,0,0,False,False,False,True,False,False,True,False,False
GJ 1214 b,1.58040433,0.0149,2.742,8.17,0.063,21.0,596.0,3250.0,0.215,0.178,0.29,5.026,2009,0.3962960149212751,1.726145112999067,19045.033644714596,1.323,M,neptune,0.7516666666666666,0.23124999999999998,0,0,0,False,False,False,True,False,False,True,False,False
GJ 1252 b,0.51824246094,0.0908,1.34851206,3.023172223601779,0.0,255.1406,1019.33,3325.0,0.390989,0.938,-0.08,4.88693,2020,1.2328163467353281,1.4972834595024185,0.0,0.0,M,rocky,0.9533333333333333,0.4465317253333333,0,0,0,False,False,False,True,False,False,False,True,False
GJ 143 b,35.6134391,0.0908,3.12194,10.435531599530414,0.0,10.8612,505.0,4628.53,0.71,0.938,-0.08,4.32239,2019,0.34295798663902766,1.8282897002659855,0.0,0.0,K,neptune,0.9866666666666667,0.298,0,0,0,False,False,True,False,False,False,True,False,False
GJ 238 b,1.74470021864,0.0908,0.57637819,0.13020207147946034,0.0,107.262,896.0,3445.0,0.426676,0.938,-0.08,4.85243,2024,0.6799786504407176,0.47528617021886826,0.0,0.0,M,rocky,0.9533333333333333,0.436517092,0,0,0,False,False,False,True,False,False,False,True,False
GJ 3090 b,2.8531016,0.0908,2.02068,4.259169644547812,0.0,23.0419,610.0,3703.0,0.52,0.938,-0.08,4.76229,2022,0.516217008334731,1.4518230852528413,0.0,0.0,K,super_earth,0.9866666666666667,0.3619093333333333,0,0,0,False,False,True,False,False,False,False,False,True
GJ 341 b,7.5768334,0.0908,0.867887,0.5919891917909303,0.0,26.1371,629.0,3766.0,0.53,0.938,-0.08,4.75957,2025,0.9055745906181865,0.8258958755006021,0.0,0.0,K,rocky,0.9866666666666667,0.4803849333333333,0,0,0,False,False,True,False,False,False,False,True,False
GJ 3470 b,3.33665106329,0.0908,4.13050781,86.67229865060408,0.0,29.6584,595.19,3552.0,0.499698,0.938,-0.08,4.74,2012,1.2299004820067394,4.580769441841091,0.0,0.0,M,neptune,0.9533333333333333,0.293,0,0,0,False,False,False,True,False,False,True,False,False
GJ 3473 b,1.19799956042,0.0908,1.21073388,2.0289912455233408,0.0,58.2602,704.63,3332.0,0.354529,0.938,-0.08,4.91528,2020,1.1432312487384206,1.294540788777007,0.0,0.0,M,rocky,0.9533333333333333,0.4649021493333333,0,0,0,False,False,False,True,False,False,False,True,False
GJ 3473 b,1.1980035,0.01589,1.264,1.86,0.0,59.4,773.0,3347.0,0.364,0.36,0.11,4.81,2020,0.9210256440159906,1.2130618233799018,0.0,0.0,M,rocky,0.7816666666666666,0.43204999999999993,0,0,0,False,False,False,True,False,False,False,True,False
GJ 357 b,3.9306027,0.0908,1.26995,2.421087597301263,0.0,16.4901,561.0,3505.0,0.36,0.938,-0.08,4.90573,2019,1.1820902512112865,1.3807401072149694,0.0,0.0,M,rocky,0.9533333333333333,0.45700666666666667,0,0,0,False,False,False,True,False,False,False,True,False
GJ 357 b,3.93072,0.035,1.217,1.84,0.0,12.6,525.0,3505.0,0.337,0.342,-0.12,4.94,2019,1.0208127559927584,1.2295993428595182,0.0,0.0,M,rocky,0.7799999999999999,0.43806666666666666,0,0,0,False,False,False,True,False,False,False,True,False
GJ 367 b,0.3219225,0.00709,0.699,0.633,0.06,579.0,1365.0,3522.0,0.458,0.455,-0.01,4.776,2021,1.8534129057075837,0.9516193562247622,168349.77676216347,34.74,M,rocky,0.7983333333333333,0.39961666666666673,0,0,0,False,False,False,True,False,False,False,True,False
GJ 367 b,0.3219233,0.0908,2.66076,7.507783634521819,0.0,469.443,1296.0,3518.0,0.46,0.938,-0.08,4.82492,2021,0.39856085251028744,1.6797823845574185,0.0,0.0,M,neptune,0.9533333333333333,0.293,0,0,0,False,False,False,True,False,False,True,False,False
GJ 3929 b,2.616235,0.0252,1.09,1.75,0.0,17.3,568.0,3384.0,0.32,0.313,-0.02,4.89,2022,1.3513210901068622,1.2670850749479938,0.0,0.0,M,rocky,0.7966666666666667,0.45749999999999996,0,0,0,False,False,False,True,False,False,False,True,False
GJ 3929 b,2.6162745,0.02569,1.15,1.21,0.0,17.5,568.8,3369.0,0.315,0.309,0.0,4.84,2022,0.7955946412427057,1.0257552890643453,0.0,0.0,M,rocky,0.7999999999999999,0.45,0,0,0,False,False,False,True,False,False,False,True,False
GJ 3929 b,2.61627687236,0.0908,1.09728674,1.4098875805698745,0.0,19.106,533.23,3352.0,0.325635,0.938,-0.08,4.8984,2022,1.0671466165070427,1.1335278030859266,0.0,0.0,M,rocky,0.9533333333333333,0.48002843466666667,0,0,0,False,False,False,True,False,False,False,True,False
GJ 436 b,2.64388561055,0.0908,3.81211403,15.747141102254492,0.0,29.4322,594.05,3456.0,0.425432,0.938,-0.08,4.8,2004,0.28425235402675164,2.0324408630601702,0.0,0.0,M,neptune,0.9533333333333333,0.293,0,0,0,False,False,False,True,False,False,True,False,False
GJ 486 b,1.46711903473,0.0908,1.3241394,2.82588653829172,0.0,39.4922,639.36,3297.0,0.331472,0.938,-0.08,4.89,2021,1.2171766035064226,1.4608664193625482,0.0,0.0,M,rocky,0.9533333333333333,0.4497814133333333,0,0,0,False,False,False,True,False,False,False,True,False
GJ 486 b,1.467119,0.01734,1.305,2.82,0.05,40.3,701.0,3340.0,0.328,0.323,0.07,4.48,2021,1.2688712967982767,1.4700066463216706,9590.090927610872,2.015,M,rocky,0.7883333333333334,0.40258333333333335,0,0,0,False,False,False,True,False,False,False,True,False
GJ 486 b,1.4671205,0.01713,1.343,3.0,0.0,41.3,706.0,3291.0,0.339,0.333,-0.15,4.82,2021,1.238492031637426,1.49459188890172,0.0,0.0,M,rocky,0.775,0.42051666666666665,0,0,0,False,False,False,True,False,False,False,True,False
GJ 486 b,1.46712127,0.01714,1.289,2.77,0.00086,39.2,696.3,3317.0,0.3243,0.312,-0.15,4.9111,2021,1.2933647401949213,1.4659306520069104,170.79139998668595,0.033712,M,rocky,0.775,0.4272866666666666,0,0,0,False,False,False,True,False,False,False,True,False
GJ 806 b,0.9263237,0.01406,1.331,1.9,0.0,130.0,940.0,3600.0,0.4144,0.413,-0.28,4.98,2023,0.8057854749077215,1.194779528495947,0.0,0.0,M,rocky,0.7533333333333333,0.41886666666666666,0,0,0,False,False,False,True,False,False,False,True,False
GJ 806 b,0.9263237,0.0908,1.67823,2.905320505621512,0.0,303.547,1162.0,3573.0,0.43,0.938,-0.08,4.80376,2023,0.614666591025194,1.3157436555227335,0.0,0.0,M,super_earth,0.9533333333333333,0.40256933333333333,0,0,0,False,False,False,True,False,False,False,False,True
GJ 9827 b,1.208966,0.0206,1.58,3.69,0.0,256.0,1114.0,4219.0,0.622,0.637,-0.29,4.657,2017,0.9355243702830809,1.5282156385715608,0.0,0.0,K,super_earth,0.9516666666666667,0.41541666666666666,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 b,1.2089819,0.0188,1.577,5.14,0.063,318.0,1175.0,4305.0,0.602,0.606,-0.26,4.48,2017,1.3105935884308784,1.8053678855797828,9481.280641091087,20.034,K,super_earth,0.9566666666666667,0.38506666666666667,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 b,1.2089755,0.0908,1.68645,2.934711052193065,0.0,325.749,1183.0,4199.0,0.63,0.938,-0.08,4.65321,2017,0.6118499634980232,1.319155337279828,0.0,0.0,K,super_earth,0.9866666666666667,0.40647333333333335,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 b,1.2089765,0.01865964258497425,1.529,4.87,0.0,294.0,1055.0,4294.0,0.579,0.593,-0.26,4.682,2017,1.3624058663535983,1.784681566275049,0.0,0.0,K,super_earth,0.9566666666666667,0.4229666666666666,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 b,1.2089802,0.01888,1.62,3.42,0.0,315.0,1172.0,4269.0,0.613,0.614,-0.5,4.651,2017,0.8044166709004386,1.4529663145135576,0.0,0.0,K,super_earth,0.9166666666666666,0.40483333333333327,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 c,3.648083,0.03942,1.269,2.42,0.0,72.0,811.0,4269.0,0.613,0.614,-0.5,4.651,2017,1.184214841501439,1.3809465581169673,0.0,0.0,K,rocky,0.9166666666666666,0.45163333333333333,0,0,0,False,False,True,False,False,False,False,True,False
GJ 9827 c,3.64823,0.0429,1.24,1.45,0.0,59.0,771.0,4219.0,0.622,0.637,-0.29,4.657,2017,0.7605065288174281,1.0813671156039828,0.0,0.0,K,rocky,0.9516666666666667,0.46075,0,0,0,False,False,True,False,False,False,False,True,False
GJ 9827 c,3.648096,0.03925,1.241,1.3,0.094,73.0,813.0,4305.0,0.602,0.606,-0.26,4.48,2017,0.6801864996666214,1.0234951414604125,1554.5649453356978,6.862,K,rocky,0.9566666666666667,0.41436666666666666,0,0,0,False,False,True,False,False,False,False,True,False
GJ 9827 c,3.648095,0.03896447606575646,1.201,1.92,0.0,67.0,730.0,4294.0,0.579,0.593,-0.26,4.682,2017,1.1083379565409497,1.2643843469659939,0.0,0.0,K,rocky,0.9566666666666667,0.4667,0,0,0,False,False,True,False,False,False,False,True,False
GJ 9827 d,6.20183,0.05550149136096083,1.955,3.42,0.0,33.0,612.0,4294.0,0.579,0.593,-0.26,4.682,2017,0.45770517299356794,1.3226339681902706,0.0,0.0,K,super_earth,0.9566666666666667,0.36616666666666664,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 d,6.201467,0.05615,2.07,5.2,0.0,35.6,680.0,4269.0,0.613,0.614,-0.5,4.651,2017,0.5862627586842146,1.5849534045788194,0.0,0.0,K,super_earth,0.9166666666666666,0.3448333333333333,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 d,6.20142,0.0611,2.04,2.35,0.0,29.0,646.0,4219.0,0.622,0.637,-0.29,4.657,2017,0.2768071857731943,1.073294360515197,0.0,0.0,K,super_earth,0.9516666666666667,0.3540833333333333,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 d,6.20147,0.0559,2.022,3.53,0.13,36.0,681.0,4305.0,0.602,0.606,-0.26,4.48,2017,0.42700331989686235,1.321285828783917,744.2312957744111,4.68,K,super_earth,0.9566666666666667,0.29223333333333334,0,0,0,False,False,True,False,False,False,False,False,True
GJ 9827 d,6.20183,0.053,1.98,3.02,0.0,34.9,675.0,4236.0,0.58,0.62,-0.29,4.7,2017,0.38905533242845763,1.2350111437766564,0.0,0.0,K,super_earth,0.9516666666666667,0.3620833333333333,0,0,0,False,False,True,False,False,False,False,False,True
GPX-1 b,1.744579,0.0338,16.47720163,6261.2196179,0.0,4650.0,2300.0,7000.0,1.56,1.68,0.35,4.27,2021,1.3996149374122704,19.49340655679944,0.0,0.0,F,jupiter,0.6749999999999999,0.25125,0,0,0,True,False,False,False,False,True,False,False,False
GPX-1 b,1.74428305047,0.0908,15.38981949,479.15874248509243,0.0,7630.7715,2383.76,8039.0,1.6008,0.938,-0.08,4.31943,2021,0.1314555233872639,5.57985540990191,0.0,0.0,Other,jupiter,0.7533333333333333,0.263,0,0,0,False,False,False,False,True,True,False,False,False
Gaia-1 b,3.05226855124,0.0908,12.65581119,371.5804153879284,0.0,426.5351,1159.07,5370.0,0.962287,0.938,-0.08,4.43994,2022,0.1833086060115015,5.41852915435451,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
Gaia-2 b,3.6915589899,0.0908,14.72447081,452.4050423621999,0.0,512.0235,1213.23,5720.0,1.08783,0.938,-0.08,4.37355,2022,0.1417125622895668,5.5429871358705185,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
Gliese 12 b,12.76147058433,0.0908,0.97057627,0.895384918088911,0.0,1.9017,299.51,3376.0,0.269427,0.938,-0.08,4.9613,2024,0.9793113055767432,0.9604838193443903,0.0,0.0,M,rocky,0.9533333333333333,0.7103018360000001,0,0,0,False,False,False,True,False,False,False,True,False
Gliese 12 b,12.761408,0.0668,0.958,3.87,0.5,1.62,314.6,3296.0,0.2617,0.2414,-0.32,5.21,2024,4.401639169516829,2.009892029630558,1677.4153654038691,0.81,M,rocky,0.7466666666666667,0.48989999999999995,0,0,0,False,False,False,True,False,False,False,True,False
Gliese 12 b,12.76142,0.067,0.9,10.0,0.0,1.6,315.0,3253.0,0.269,0.241,-0.29,4.96,2024,13.717421124828531,3.3333333333333335,0.0,0.0,M,rocky,0.7516666666666666,0.6319166666666667,0,0,1,False,False,False,True,False,False,False,True,False
HAT-P-1 b,4.4652986,0.0908,14.5331,444.7762339102329,0.0,259.687,1118.0,6051.2,1.18,0.938,-0.08,4.35,2006,0.14489946686618077,5.532120810337049,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
HAT-P-11 b,4.8878037,0.0908,5.29152,119.59978729372028,0.0,71.6805,810.0,4757.3,0.76,0.938,-0.08,4.56,2008,0.8072147358964366,4.754173015392392,0.0,0.0,K,neptune,0.9866666666666667,0.298,0,0,0,False,False,True,False,False,False,True,False,False
HAT-P-11 b,4.887802706,0.053,4.84,106.50617865781922,0.0,97.1,801.0,4777.0,0.765,0.829,0.32,4.59,2008,0.9393743944060776,4.6909923058558745,0.0,0.0,K,neptune,0.9466666666666667,0.292,0,0,0,False,False,True,False,False,False,True,False,False
HAT-P-11 b,4.887803076,0.053,4.82,105.93439300382114,0.0,96.67,800.0,4778.0,0.763,0.83,0.32,4.591,2008,0.946010306073314,4.688079546553968,0.0,0.0,K,neptune,0.9466666666666667,0.292,0,0,0,False,False,True,False,False,False,True,False,False
HAT-P-11 b,4.887802706,0.053,4.84,106.50617865781922,0.0,97.1,801.0,4777.0,0.765,0.829,0.32,4.59,2008,0.9393743944060776,4.6909923058558745,0.0,0.0,K,neptune,0.9466666666666667,0.292,0,0,0,False,False,True,False,False,False,True,False,False
HAT-P-11 b,4.887802706,0.053,4.84,106.50617865781922,0.0,97.1,801.0,4777.0,0.765,0.829,0.32,4.59,2008,0.9393743944060776,4.6909923058558745,0.0,0.0,K,neptune,0.9466666666666667,0.292,0,0,0,False,False,True,False,False,False,True,False,False
HAT-P-12 b,3.2130578,0.0908,11.0975,313.233737532668,0.0,118.075,918.0,4652.87,0.7,0.938,-0.08,4.61265,2009,0.22918863152490804,5.312778251871918,0.0,0.0,K,jupiter,0.9866666666666667,0.298,0,0,0,False,False,True,False,False,True,False,False,False
HAT-P-13 b,2.91640044952,0.0908,16.77836104,536.1054580376392,0.0,1978.5245,1701.0,5720.0,1.82744,0.938,-0.08,3.92,2009,0.11350150562211073,5.652627235251166,0.0,0.0,G,jupiter,0.9700000000000001,0.2955,0,0,0,False,True,False,False,False,True,False,False,False
HAT-P-14 b,4.627664,0.0908,14.3694,438.2743531422944,0.0,1038.78,1581.0,6727.6,1.55,0.938,-0.08,4.22,2010,0.14771688958456897,5.522728727720552,0.0,0.0,F,jupiter,0.8866666666666667,0.28300000000000003,0,0,0,True,False,False,False,False,True,False,False,False
