Planet_Name,Prediction,Habitability_Probability
Kepler-735 b,0,4.7605456e-05
Kepler-735 b,0,4.7605456e-05
Kepler-428 b,0,4.7605456e-05
Kepler-428 b,0,4.7605456e-05
Kepler-428 b,0,4.7605456e-05
Kepler-428 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
TOI-3082 b,0,4.7605456e-05
Kepler-736 b,0,4.7605456e-05
Kepler-736 b,0,4.7605456e-05
Kepler-472 b,0,4.7605456e-05
Kepler-472 b,0,4.7605456e-05
Kepler-472 b,0,4.7605456e-05
Kepler-472 b,0,4.7605456e-05
K2-36 c,0,4.7605456e-05
K2-36 c,0,4.7605456e-05
K2-348 b,0,4.7605456e-05
Kepler-725 b,0,4.7605456e-05
Kepler-725 b,0,4.7605456e-05
Kepler-725 b,0,4.7605456e-05
Kepler-725 b,0,4.7605456e-05
HATS-37 A b,0,4.7605456e-05
HATS-43 b,0,4.7605456e-05
HATS-44 b,0,4.7605456e-05
HATS-46 b,0,4.7605456e-05
Kepler-735 b,0,4.7605456e-05
Kepler-747 b,0,4.7605456e-05
HAT-P-68 b,0,4.7605456e-05
TOI-470 b,0,4.7605456e-05
TOI-4860 b,0,4.7605456e-05
Kepler-955 b,0,4.7605456e-05
Kepler-94 b,0,4.7605456e-05
KOI-7368 b,0,4.7605456e-05
KOI-984 b,0,4.7605456e-05
TOI-3235 b,0,4.7605456e-05
TOI-3261 b,0,4.7605456e-05
TOI-332 b,0,4.7605456e-05
Kepler-1404 b,0,4.7605456e-05
Kepler-445 c,0,4.7605456e-05
K2-417 b,0,4.7605456e-05
Kepler-44 b,0,4.7605456e-05
K2-95 b,0,4.7605456e-05
Kepler-357 d,0,4.7605456e-05
Kepler-949 b,0,4.7605456e-05
Kepler-46 b,0,4.7605456e-05
Kepler-45 b,0,4.7605456e-05
K2-32 b,0,4.7605456e-05
K2-32 c,0,4.7605456e-05
K2-32 c,0,4.7605456e-05
K2-32 c,0,4.7605456e-05
Kepler-489 b,0,4.7605456e-05
K2-32 d,0,4.7605456e-05
K2-32 d,0,4.7605456e-05
Kepler-949 c,0,4.7605456e-05
Kepler-1321 d,0,4.7605456e-05
Kepler-736 b,0,4.7605456e-05
Kepler-734 b,0,4.7605456e-05
Kepler-735 b,0,4.7605456e-05
Kepler-305 c,0,4.7605456e-05
Kepler-305 c,0,4.7605456e-05
Kepler-970 b,0,4.7605456e-05
Kepler-970 b,0,4.7605456e-05
Kepler-970 b,0,4.7605456e-05
Kepler-324 c,0,4.7605456e-05
Kepler-324 c,0,4.7605456e-05
Kepler-324 c,0,4.7605456e-05
Kepler-975 c,0,4.7605456e-05
Kepler-310 c,0,4.7605456e-05
Kepler-957 b,0,4.7605456e-05
TOI-2876 b,0,4.7605456e-05
TOI-2969 b,0,4.7605456e-05
TOI-2989 b,0,4.7605456e-05
Kepler-357 d,0,4.7605456e-05
Kepler-357 d,0,4.7605456e-05
Kepler-305 b,0,4.7605456e-05
Kepler-305 b,0,4.7605456e-05
Kepler-305 b,0,4.7605456e-05
K2-32 d,0,4.7605456e-05
K2-32 d,0,4.7605456e-05
K2-329 b,0,4.7605456e-05
Kepler-472 b,0,4.7605456e-05
K2-29 b,0,4.7605456e-05
K2-29 b,0,4.7605456e-05
K2-32 c,0,4.7605456e-05
Kepler-495 b,0,4.7605456e-05
Kepler-489 b,0,4.7605456e-05
Kepler-489 b,0,4.7605456e-05
Kepler-489 b,0,4.7605456e-05
Kepler-489 b,0,4.7605456e-05
Kepler-305 b,0,4.7605456e-05
K2-32 b,0,4.7605456e-05
K2-32 b,0,4.7605456e-05
K2-273 b,0,4.7605456e-05
K2-273 b,0,4.7605456e-05
K2-295 b,0,4.7605456e-05
K2-281 b,0,4.7605456e-05
K2-283 b,0,4.7605456e-05
TOI-3486 b,0,4.7605456e-05
TOI-3568 b,0,4.7605456e-05
TOI-3629 b,0,4.7605456e-05
TOI-3629 b,0,4.7605456e-05
TOI-3693 b,0,4.7605456e-05
Kepler-296 c,0,4.7605456e-05
WASP-50 b,0,4.7605456e-05
WASP-52 b,0,4.7605456e-05
Kepler-305 b,0,4.7605456e-05
HAT-P-3 b,0,4.7605456e-05
HAT-P-3 b,0,4.7605456e-05
HAT-P-37 b,0,4.7605456e-05
Kepler-290 c,0,4.7605456e-05
Kepler-290 c,0,4.7605456e-05
Kepler-290 c,0,4.7605456e-05
Kepler-305 c,0,4.7605456e-05
Kepler-305 c,0,4.7605456e-05
Kepler-305 c,0,4.7605456e-05
Kepler-305 d,0,4.7605456e-05
WASP-69 b,0,4.7605456e-05
WASP-69 b,0,4.7605456e-05
WASP-69 b,0,4.7605456e-05
K2-30 b,0,4.7605456e-05
K2-317 b,0,4.7605456e-05
K2-32 b,0,4.7605456e-05
Kepler-742 b,0,4.7605456e-05
Kepler-742 b,0,4.7605456e-05
Kepler-742 b,0,4.7605456e-05
TOI-3714 b,0,4.7605456e-05
TOI-3714 b,0,4.7605456e-05
TOI-3714 b,0,4.7605456e-05
K2-285 c,0,4.7605456e-05
TOI-3757 b,0,4.7605456e-05
TOI-3785 b,0,4.7605456e-05
K2-276 b,0,4.7605456e-05
K2-27 b,0,4.7605456e-05
K2-270 c,0,4.7605456e-05
K2-272 b,0,4.7605456e-05
Kepler-742 b,0,4.7605456e-05
Kepler-742 b,0,4.7605456e-05
HAT-P-3 b,0,4.7605456e-05
Kepler-26 b,0,4.7605456e-05
Kepler-533 b,0,4.7605456e-05
Kepler-533 b,0,4.7605456e-05
TOI-519 b,0,4.7605456e-05
TOI-519 b,0,4.7605456e-05
TOI-519 b,0,4.7605456e-05
TOI-5205 b,0,4.7605456e-05
TOI-5218 b,0,4.7605456e-05
TOI-5293 A b,0,4.7605456e-05
TOI-5293 A b,0,4.7605456e-05
TOI-530 b,0,4.7605456e-05
Kepler-979 b,0,4.7605456e-05
WASP-52 b,0,4.7605456e-05
WASP-52 b,0,4.7605456e-05
WASP-53 b,0,4.7605456e-05
TOI-4860 b,0,4.7605456e-05
Kepler-255 c,0,4.7605456e-05
Kepler-253 d,0,4.7605456e-05
Kepler-253 d,0,4.7605456e-05
Kepler-27 c,0,4.7605456e-05
Kepler-27 c,0,4.7605456e-05
Kepler-27 c,0,4.7605456e-05
WASP-45 b,0,4.7605456e-05
Kepler-27 b,0,4.7605456e-05
Kepler-27 b,0,4.7605456e-05
TOI-532 b,0,4.7605456e-05
TOI-5344 b,0,4.7605456e-05
TOI-5344 b,0,4.7605456e-05
Kepler-27 b,0,4.7605456e-05
Kepler-27 b,0,4.7605456e-05
Kepler-27 c,0,4.7605456e-05
WASP-43 b,0,4.7605456e-05
HATS-69 b,0,4.7605456e-05
HATS-7 b,0,4.7605456e-05
HATS-71 b,0,4.7605456e-05
HATS-72 b,0,4.7605456e-05
HATS-74 A b,0,4.7605456e-05
HATS-22 b,0,4.7605456e-05
TOI-4515 b,0,4.7605456e-05
Kepler-1350 b,0,4.7605456e-05
Kepler-247 d,0,4.7605456e-05
Kepler-247 d,0,4.7605456e-05
Kepler-247 d,0,4.7605456e-05
Kepler-26 c,0,4.7605456e-05
Kepler-257 c,0,4.7605456e-05
Kepler-257 d,0,4.7605456e-05
Kepler-258 b,0,4.7605456e-05
TOI-2407 b,0,4.7605456e-05
Kepler-248 b,0,4.7605456e-05
Kepler-248 b,0,4.7605456e-05
Kepler-248 c,0,4.7605456e-05
Kepler-248 c,0,4.7605456e-05
Kepler-248 c,0,4.7605456e-05
Kepler-248 c,0,4.7605456e-05
Kepler-248 c,0,4.7605456e-05
TOI-2368 b,0,4.7605456e-05
TOI-2374 b,0,4.7605456e-05
TOI-2379 b,0,4.7605456e-05
TOI-2384 b,0,4.7605456e-05
Kepler-253 d,0,4.7605456e-05
Kepler-253 d,0,4.7605456e-05
Kepler-253 d,0,4.7605456e-05
Kepler-247 c,0,4.7605456e-05
Kepler-547 b,0,4.7605456e-05
Kepler-245 d,0,4.7605456e-05
Kepler-245 d,0,4.7605456e-05
Kepler-245 d,0,4.7605456e-05
Kepler-245 d,0,4.7605456e-05
TOI-5573 b,0,4.7605456e-05
Kepler-245 b,0,4.7605456e-05
Kepler-245 b,0,4.7605456e-05
Kepler-245 b,0,4.7605456e-05
Kepler-242 b,0,4.7605456e-05
Kepler-242 b,0,4.7605456e-05
Kepler-242 b,0,4.7605456e-05
Kepler-247 d,0,4.7605456e-05
Kepler-247 d,0,4.7605456e-05
Kepler-248 b,0,4.7605456e-05
Kepler-248 b,0,4.7605456e-05
Kepler-248 b,0,4.7605456e-05
HAT-P-17 b,0,4.7605456e-05
HAT-P-18 b,0,4.7605456e-05
HAT-P-18 b,0,4.7605456e-05
HAT-P-19 b,0,4.7605456e-05
HAT-P-19 b,0,4.7605456e-05
HAT-P-20 b,0,4.7605456e-05
HAT-P-20 b,0,4.7605456e-05
Kepler-1321 c,0,4.7605456e-05
Kepler-229 c,0,4.7605456e-05
Kepler-229 c,0,4.7605456e-05
Kepler-229 d,0,4.7605456e-05
Kepler-247 c,0,4.7605456e-05
Kepler-247 c,0,4.7605456e-05
Kepler-247 c,0,4.7605456e-05
Kepler-247 c,0,4.7605456e-05
Kepler-245 d,0,4.7605456e-05
Kepler-229 d,0,4.7605456e-05
WASP-2 b,0,4.7605456e-05
WASP-2 b,0,4.7605456e-05
WASP-2 b,0,4.7605456e-05
WASP-2 b,0,4.7605456e-05
WASP-2 b,0,4.7605456e-05
WASP-2 b,0,4.7605456e-05
Kepler-222 b,0,4.7605456e-05
Kepler-242 b,0,4.7605456e-05
Kepler-242 c,0,4.7605456e-05
WASP-29 b,0,4.7605456e-05
Kepler-75 b,0,4.7605456e-05
Kepler-75 b,0,4.7605456e-05
Kepler-75 b,0,4.7605456e-05
Kepler-75 b,0,4.7605456e-05
Kepler-75 b,0,4.7605456e-05
Kepler-222 d,0,4.7605456e-05
Kepler-222 d,0,4.7605456e-05
Kepler-1462 b,0,4.7605456e-05
Kepler-1462 b,0,4.7605456e-05
WASP-91 b,0,4.7605456e-05
Kepler-549 d,0,4.7605456e-05
Kepler-548 b,0,4.7605456e-05
K2-25 b,0,4.7605456e-05
Kepler-1314 b,0,4.7605456e-05
K2-19 c,0,4.7605456e-05
Kepler-558 b,0,4.7605456e-05
Kepler-554 b,0,4.7605456e-05
Kepler-554 b,0,4.7605456e-05
Kepler-1462 b,0,4.7605456e-05
Kepler-222 d,0,4.7605456e-05
Kepler-222 d,0,4.7605456e-05
Kepler-1128 b,0,4.7605456e-05
Kepler-221 c,0,4.7605456e-05
Kepler-221 c,0,4.7605456e-05
Kepler-221 d,0,4.7605456e-05
Kepler-221 e,0,4.7605456e-05
Kepler-221 e,0,4.7605456e-05
Kepler-222 b,0,4.7605456e-05
Kepler-222 b,0,4.7605456e-05
Kepler-222 b,0,4.7605456e-05
Kepler-222 b,0,4.7605456e-05
Kepler-222 c,0,4.7605456e-05
Kepler-222 c,0,4.7605456e-05
Kepler-222 c,0,4.7605456e-05
Kepler-222 c,0,4.7605456e-05
Kepler-222 c,0,4.7605456e-05
Kepler-222 d,0,4.7605456e-05
Kepler-995 b,0,4.7605456e-05
Kepler-1124 b,0,4.7605456e-05
Kepler-554 b,0,4.7605456e-05
Kepler-712 b,0,4.7605456e-05
Kepler-712 b,0,4.7605456e-05
Kepler-709 b,0,4.7605456e-05
Kepler-709 b,0,4.7605456e-05
Kepler-709 b,0,4.7605456e-05
Kepler-709 b,0,4.7605456e-05
Kepler-709 b,0,4.7605456e-05
HATS-47 b,0,4.7605456e-05
HATS-48 A b,0,4.7605456e-05
Kepler-726 b,0,4.7605456e-05
HATS-49 b,0,4.7605456e-05
HATS-5 b,0,4.7605456e-05
HATS-6 b,0,4.7605456e-05
Kepler-1978 b,0,4.7605456e-05
LP 714-47 b,0,4.7605456e-05
Kepler-1964 b,0,4.7605456e-05
Kepler-210 c,0,4.7605456e-05
Kepler-1321 c,0,4.7605456e-05
Kepler-1321 c,0,4.7605456e-05
Kepler-1321 d,0,4.7605456e-05
Kepler-1321 d,0,4.7605456e-05
HAT-P-26 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
Kepler-1964 b,0,4.7605456e-05
Kepler-1964 b,0,4.7605456e-05
NGTS-1 b,0,4.7605456e-05
NGTS-10 b,0,4.7605456e-05
NGTS-11 b,0,4.7605456e-05
NGTS-14 A b,0,4.7605456e-05
NGTS-25 b,0,4.7605456e-05
Kepler-1987 d,0,4.7605456e-05
Kepler-1987 d,0,4.7605456e-05
Kepler-1987 d,0,4.7605456e-05
Kepler-1983 b,0,4.7605456e-05
Kepler-1983 b,0,4.7605456e-05
Kepler-1983 b,0,4.7605456e-05
Kepler-1983 b,0,4.7605456e-05
Kepler-1978 b,0,4.7605456e-05
Kepler-1978 b,0,4.7605456e-05
GJ 436 b,0,4.7605456e-05
GJ 436 b,0,4.7605456e-05
OGLE-TR-111 b,0,4.7605456e-05
Kepler-554 b,0,4.7605456e-05
Kepler-553 b,0,4.7605456e-05
Kepler-553 b,0,4.7605456e-05
Kepler-550 b,0,4.7605456e-05
K2-19 c,0,4.7605456e-05
Kepler-57 b,0,4.7605456e-05
Kepler-57 b,0,4.7605456e-05
Kepler-57 b,0,4.7605456e-05
Kepler-57 c,0,4.7605456e-05
Kepler-57 c,0,4.7605456e-05
OGLE-TR-113 b,0,4.7605456e-05
OGLE-TR-113 b,0,4.7605456e-05
Kepler-1964 b,0,4.7605456e-05
Qatar-1 b,0,4.7605456e-05
Kepler-189 c,0,4.7605456e-05
Qatar-2 b,0,4.7605456e-05
Qatar-2 b,0,4.7605456e-05
Qatar-4 b,0,4.7605456e-05
Qatar-6 b,0,4.7605456e-05
Qatar-9 b,0,4.7605456e-05
NGTS-5 b,0,4.7605456e-05
NGTS-6 b,0,4.7605456e-05
Kepler-1140 b,0,4.7605456e-05
Kepler-1140 b,0,4.7605456e-05
Kepler-1140 b,0,4.7605456e-05
OGLE-TR-111 b,0,4.7605456e-05
HAT-P-11 b,0,4.7605456e-05
HAT-P-12 b,0,4.7605456e-05
HAT-P-17 b,0,4.7605456e-05
TOI-1130 c,0,4.7605456e-05
TOI-1130 c,0,4.7605456e-05
TOI-1130 c,0,4.7605456e-05
Qatar-1 b,0,4.7605456e-05
Kepler-57 c,0,4.7605456e-05
Kepler-563 b,0,4.7605456e-05
Kepler-563 b,0,4.7605456e-05
Kepler-563 b,0,4.7605456e-05
Kepler-563 b,0,4.7605456e-05
Kepler-563 b,0,4.7605456e-05
Kepler-595 b,0,4.7605456e-05
Kepler-595 b,0,4.7605456e-05
Kepler-582 b,0,4.7605456e-05
K2-19 b,0,4.7605456e-05
K2-19 b,0,4.7605456e-05
Qatar-1 b,0,4.7605456e-05
WASP-156 b,0,4.7605456e-05
Kepler-148 c,0,4.7605456e-05
Kepler-148 c,0,4.7605456e-05
Kepler-148 c,0,4.7605456e-05
Kepler-148 c,0,4.7605456e-05
Kepler-148 c,0,4.7605456e-05
Kepler-148 d,0,4.7605456e-05
Kepler-148 d,0,4.7605456e-05
WASP-160 B b,0,4.7605456e-05
TIC 46432937 b,0,4.7605456e-05
Kepler-148 d,0,4.7605456e-05
Kepler-148 d,0,4.7605456e-05
Kepler-148 d,0,4.7605456e-05
TOI-1130 b,0,4.7605456e-05
TOI-1130 b,0,4.7605456e-05
TOI-1130 b,0,4.7605456e-05
Kepler-1814 b,0,4.7605456e-05
Kepler-1814 b,0,4.7605456e-05
TOI-5688 A b,0,4.7605456e-05
TOI-5704 b,0,4.7605456e-05
TOI-216.01,0,4.7605456e-05
TOI-216.02,0,4.7605456e-05
WASP-132 b,0,4.7605456e-05
WASP-132 b,0,4.7605456e-05
WASP-139 b,0,4.7605456e-05
WASP-140 b,0,4.7605456e-05
TOI-1246 d,0,4.7605456e-05
TOI-1246 d,0,4.7605456e-05
Kepler-1854 b,0,4.7605456e-05
TOI-1180 b,0,4.7605456e-05
WASP-154 b,0,4.7605456e-05
WASP-156 b,0,4.7605456e-05
TOI-5616 b,0,4.7605456e-05
TOI-1246 b,0,4.7605456e-05
WASP-144 b,0,4.7605456e-05
K2-138 e,0,4.7605456e-05
K2-138 g,0,4.7605456e-05
K2-139 b,0,4.7605456e-05
TOI-3884 b,0,4.7605456e-05
TOI-3884 b,0,4.7605456e-05
TOI-3984 A b,0,4.7605456e-05
Kepler-599 b,0,4.7605456e-05
Kepler-599 b,0,4.7605456e-05
Kepler-599 b,0,4.7605456e-05
Kepler-595 b,0,4.7605456e-05
Kepler-595 b,0,4.7605456e-05
Kepler-614 b,0,4.7605456e-05
WASP-145 A b,0,4.7605456e-05
Kepler-785 b,0,4.7605456e-05
GJ 3470 b,0,4.7605456e-05
Kepler-816 b,0,4.7605456e-05
Kepler-816 b,0,4.7605456e-05
Kepler-816 b,0,4.7605456e-05
Kepler-816 b,0,4.7605456e-05
Kepler-816 b,0,4.7605456e-05
TOI-1260 d,0,4.7605456e-05
TOI-1272 b,0,4.7605456e-05
Kepler-119 b,0,4.7605456e-05
Kepler-119 b,0,4.7605456e-05
Kepler-119 b,0,4.7605456e-05
TOI-1246 e,0,4.7605456e-05
TOI-1246 e,0,4.7605456e-05
TOI-1248 b,0,4.7605456e-05
TOI-125 d,0,4.7605456e-05
Kepler-1793 b,0,4.7605456e-05
Kepler-118 c,0,4.7605456e-05
Kepler-118 c,0,4.7605456e-05
K2-121 b,0,4.7605456e-05
K2-124 b,0,4.7605456e-05
K2-124 b,0,4.7605456e-05
K2-136 c,0,4.7605456e-05
K2-121 b,0,4.7605456e-05
K2-141 c,0,4.7605456e-05
K2-127 b,0,4.7605456e-05
K2-136 c,0,4.7605456e-05
HIP 65 A b,0,4.7605456e-05
Kepler-785 b,0,4.7605456e-05
Kepler-785 b,0,4.7605456e-05
Kepler-785 b,0,4.7605456e-05
Kepler-785 b,0,4.7605456e-05
WASP-107 b,0,4.7605456e-05
WASP-107 b,0,4.7605456e-05
WASP-11 b,0,4.7605456e-05
WASP-11 b,0,4.7605456e-05
Kepler-1731 b,0,4.7605456e-05
Kepler-1720 b,0,4.7605456e-05
TOI-1272 b,0,4.7605456e-05
Kepler-1767 b,0,4.7605456e-05
Kepler-176 d,0,4.7605456e-05
Kepler-176 d,0,4.7605456e-05
Kepler-176 d,0,4.7605456e-05
Kepler-1757 b,0,4.7605456e-05
Kepler-1752 b,0,4.7605456e-05
Kepler-1747 b,0,4.7605456e-05
Kepler-1793 b,0,4.7605456e-05
Kepler-1793 b,0,4.7605456e-05
Kepler-702 b,0,4.7605456e-05
TOI-421 c,0,4.7605456e-05
TOI-421 c,0,4.7605456e-05
TOI-431 d,0,4.7605456e-05
HD 15906 c,0,4.7605456e-05
Kepler-695 b,0,4.7605456e-05
Kepler-695 b,0,4.7605456e-05
Kepler-695 b,0,4.7605456e-05
HATS-75 b,0,4.7605456e-05
HATS-76 b,0,4.7605456e-05
HATS-77 b,0,4.7605456e-05
Kepler-711 b,0,4.7605456e-05
K2-114 b,0,4.7605456e-05
Kepler-119 b,0,4.7605456e-05
Kepler-1747 b,0,4.7605456e-05
Kepler-1747 b,0,4.7605456e-05
Kepler-665 b,0,4.7605456e-05
Kepler-661 b,0,4.7605456e-05
K2-114 b,0,4.7605456e-05
K2-114 b,0,4.7605456e-05
K2-114 b,0,4.7605456e-05
K2-114 b,0,4.7605456e-05
TOI-4010 c,0,4.7605456e-05
TOI-4010 d,0,4.7605456e-05
TOI-4145 A b,0,4.7605456e-05
WASP-10 b,0,4.7605456e-05
WASP-10 b,0,4.7605456e-05
TOI-1410.01,0,4.7605456e-05
TOI-1410.01,0,4.7605456e-05
Kepler-1747 b,0,4.7605456e-05
Kepler-1747 b,0,4.7605456e-05
TOI-4010 b,0,4.7605456e-05
Kepler-676 b,0,4.7605456e-05
TrES-5 b,0,4.7605456e-05
TOI-6034 b,0,4.7605456e-05
Kepler-1649 b,0,4.7605456e-05
TOI-1438 b,0,4.7605456e-05
TrES-1 b,0,4.7605456e-05
TrES-1 b,0,4.7605456e-05
Kepler-1668 b,0,4.7605456e-05
Kepler-1663 b,0,4.7605456e-05
Kepler-636 b,0,4.7605456e-05
Kepler-636 b,0,4.7605456e-05
Kepler-673 b,0,4.7605456e-05
Kepler-673 b,0,4.7605456e-05
Kepler-673 b,0,4.7605456e-05
Kepler-673 b,0,4.7605456e-05
Kepler-673 b,0,4.7605456e-05
TOI-2076 d,0,4.7605456e-05
TOI-2076 d,0,4.7605456e-05
TOI-2076 d,0,4.7605456e-05
Kepler-1624 b,0,4.7605456e-05
Kepler-661 b,0,4.7605456e-05
Kepler-661 b,0,4.7605456e-05
Kepler-661 b,0,4.7605456e-05
Kepler-662 b,0,4.7605456e-05
HD 3167 c,0,4.7605456e-05
HD 3167 c,0,4.7605456e-05
Kepler-681 b,0,4.7605456e-05
Kepler-681 b,0,4.7605456e-05
Kepler-681 b,0,4.7605456e-05
Kepler-681 b,0,4.7605456e-05
Kepler-681 b,0,4.7605456e-05
Kepler-678 b,0,4.7605456e-05
TOI-1696 b,0,4.7605456e-05
TOI-1696 b,0,4.7605456e-05
Kepler-676 b,0,4.7605456e-05
Kepler-676 b,0,4.7605456e-05
Kepler-676 b,0,4.7605456e-05
Kepler-687 b,0,4.7605456e-05
Kepler-687 b,0,4.7605456e-05
Kepler-687 b,0,4.7605456e-05
Kepler-687 b,0,4.7605456e-05
TOI-1728 b,0,4.7605456e-05
TOI-1472 b,0,4.7605456e-05
TOI-1472 b,0,4.7605456e-05
TOI-1472 c,0,4.7605456e-05
TOI-2076 c,0,4.7605456e-05
TOI-2076 c,0,4.7605456e-05
TOI-2076 c,0,4.7605456e-05
HD 189733 b,0,4.7605456e-05
Kepler-151 b,0,4.7605456e-05
TOI-1758 b,0,4.7605456e-05
TOI-1759 b,0,4.7605456e-05
TOI-1759 b,0,4.7605456e-05
TOI-1759 b,0,4.7605456e-05
TOI-1775 b,0,4.7605456e-05
Kepler-151 b,0,4.7605456e-05
TOI-620 b,0,4.7605456e-05
TOI-6303 b,0,4.7605456e-05
TOI-6330 b,0,4.7605456e-05
TOI-6383 A b,0,4.7605456e-05
TOI-1803 b,0,4.7605456e-05
Kepler-1242 b,0,4.7605456e-05
TOI-1694 b,0,4.7605456e-05
TOI-1694 b,0,4.7605456e-05
AU Mic c,0,4.7605456e-05
TOI-5076 b,0,4.7605456e-05
TOI-5076 b,0,4.7605456e-05
AU Mic b,0,4.7605456e-05
Wendelstein-2 b,0,4.7605456e-05
TOI-674 b,0,4.7605456e-05
Kepler-817 b,0,4.7605456e-05
TOI-880 c,0,4.7605456e-05
TOI-824 b,0,4.7605456e-05
TOI-815 b,0,4.7605456e-05
Kepler-151 b,0,4.7605456e-05
Kepler-151 b,0,4.7605456e-05
HD 189733 b,0,4.7605456e-05
HD 189733 b,0,4.7605456e-05
TOI-4201 b,0,4.7605456e-05
TOI-4201 b,0,4.7605456e-05
TOI-181 b,0,4.7605456e-05
TOI-1811 b,0,4.7605456e-05
TOI-1823 b,0,4.7605456e-05
TOI-1853 b,0,4.7605456e-05
Kepler-819 b,0,4.7605456e-05
GJ 3470 b,0,4.7605456e-05
GJ 3470 b,0,4.7605456e-05
GJ 3470 b,0,4.7605456e-05
Kepler-152 b,0,4.7605456e-05
TOI-6894 b,0,4.7605456e-05
TOI-7149 b,0,4.7605456e-05
TOI-1883 b,0,4.7605456e-05
TOI-2015 b,0,4.7605456e-05
TOI-762 A b,0,4.7605456e-05
CoRoT-24 c,0,4.7605456e-05
CoRoT-24 b,0,4.7605456e-05
TOI-5728 b,0,4.7546382e-05
TOI-5398 c,0,4.696515e-05
TOI-5398 b,0,4.696515e-05
CoRoT-13 b,0,4.696515e-05
Kepler-871 b,0,4.696515e-05
Kepler-871 b,0,4.696515e-05
Kepler-871 b,0,4.696515e-05
Kepler-871 b,0,4.696515e-05
Kepler-762 b,0,4.696515e-05
Kepler-874 b,0,4.696515e-05
Kepler-590 b,0,4.696515e-05
Kepler-590 b,0,4.696515e-05
Kepler-434 b,0,4.696515e-05
Kepler-434 b,0,4.696515e-05
KELT-12 b,0,4.696515e-05
KELT-17 b,0,4.696515e-05
HAT-P-49 b,0,4.696515e-05
HAT-P-60 b,0,4.696515e-05
HAT-P-67 b,0,4.696515e-05
HAT-P-23 b,0,4.696515e-05
Kepler-238 e,0,4.696515e-05
Kepler-238 e,0,4.696515e-05
Kepler-591 b,0,4.696515e-05
WASP-129 b,0,4.696515e-05
Kepler-590 b,0,4.696515e-05
Kepler-590 b,0,4.696515e-05
Kepler-591 b,0,4.696515e-05
Kepler-591 b,0,4.696515e-05
Kepler-590 b,0,4.696515e-05
HAT-P-69 b,0,4.696515e-05
Kepler-150 c,0,4.696515e-05
Kepler-150 d,0,4.696515e-05
CoRoT-20 b,0,4.696515e-05
Kepler-51 b,0,4.696515e-05
Kepler-51 b,0,4.696515e-05
Kepler-51 b,0,4.696515e-05
Kepler-51 b,0,4.696515e-05
Kepler-51 c,0,4.696515e-05
Kepler-51 c,0,4.696515e-05
Kepler-358 c,0,4.696515e-05
Kepler-358 c,0,4.696515e-05
Kepler-358 c,0,4.696515e-05
Kepler-358 c,0,4.696515e-05
TOI-1994 b,0,4.696515e-05
Kepler-569 b,0,4.696515e-05
Kepler-569 b,0,4.696515e-05
Kepler-569 b,0,4.696515e-05
Kepler-51 c,0,4.696515e-05
Kepler-51 c,0,4.696515e-05
HAT-P-70 b,0,4.696515e-05
Kepler-238 e,0,4.696515e-05
Kepler-739 b,0,4.696515e-05
Kepler-74 b,0,4.696515e-05
TOI-4603 b,0,4.696515e-05
HAT-P-7 b,0,4.696515e-05
Kepler-51 c,0,4.696515e-05
Kepler-51 c,0,4.696515e-05
Kepler-1851 b,0,4.696515e-05
Kepler-358 b,0,4.696515e-05
Kepler-358 b,0,4.696515e-05
Kepler-358 b,0,4.696515e-05
WASP-124 b,0,4.696515e-05
Kepler-837 b,0,4.696515e-05
Kepler-51 b,0,4.696515e-05
Kepler-160 c,0,4.696515e-05
Kepler-730 b,0,4.696515e-05
Kepler-731 b,0,4.696515e-05
HATS-12 b,0,4.696515e-05
Kepler-232 b,0,4.696515e-05
Kepler-232 b,0,4.696515e-05
Kepler-232 c,0,4.696515e-05
Kepler-232 c,0,4.696515e-05
Kepler-232 c,0,4.696515e-05
Kepler-729 b,0,4.696515e-05
Kepler-729 b,0,4.696515e-05
Kepler-729 b,0,4.696515e-05
Kepler-1668 b,0,4.696515e-05
Kepler-1668 b,0,4.696515e-05
Kepler-1668 b,0,4.696515e-05
Kepler-1668 b,0,4.696515e-05
Kepler-1755 b,0,4.696515e-05
Kepler-619 d,0,4.696515e-05
Kepler-565 b,0,4.696515e-05
WASP-5 b,0,4.696515e-05
Kepler-358 b,0,4.696515e-05
Kepler-619 b,0,4.696515e-05
Kepler-276 c,0,4.696515e-05
Kepler-433 b,0,4.696515e-05
Kepler-434 b,0,4.696515e-05
Kepler-51 b,0,4.696515e-05
MASCARA-1 b,0,4.696515e-05
MASCARA-4 b,0,4.696515e-05
Kepler-728 b,0,4.696515e-05
Kepler-729 b,0,4.696515e-05
Kepler-729 b,0,4.696515e-05
HATS-56 b,0,4.696515e-05
TOI-1431 b,0,4.696515e-05
Kepler-719 b,0,4.696515e-05
Kepler-228 d,0,4.696515e-05
