pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_dens,st_teff,st_rad,st_mass,st_lum,pl_rade_original,pl_bmasse_original,pl_orbper_original,pl_eqt_original,pl_dens_original,st_teff_original,st_rad_original,st_mass_original,st_lum_original,habitable
TOI-6002 b,-0.0495190830233228,-0.1227152091663114,-0.0054371619427849,-1.867409846218213,-0.0198281281290884,-2.3101773747436365,-0.524031776612056,0.0459694481495149,0.0471078624014497,1.5489482,188.15536,10.90483924619,296.4,1.325,3272.0,0.242121,0.959,-0.08612,1
Gliese 12 b,-0.0604991977027091,-0.3246428156606771,-0.0054362387264726,-1.802887111704397,-0.0198281281290884,-2.330147713557955,-0.5082332533396504,-2.36044171652886,-5.598538363079596,0.9,10.0,12.76142,315.0,1.325,3253.0,0.269,0.241,-2.13077,1
Gliese 12 b,-0.0595178456450188,-0.3315907751709072,-0.0054362387324398,-1.804274697392866,-0.0198281281290884,-2.28495168360976,-0.5125239345364421,-2.359101097495613,-5.618142739476982,0.958,3.87,12.761408,314.6,1.325,3296.0,0.2617,0.2414,-2.13787,1
Gliese 12 b,-0.0593050568787676,-0.1227152091663114,-0.0054362387013187,-1.856621367490365,-0.0198281281290884,-2.2008660464968384,-0.5079822778778655,0.0459694481495149,0.0471078624014497,0.97057627,188.15536,12.76147058433,299.51,1.325,3376.0,0.269427,0.959,-0.08612,1
Kepler-1651 b,-0.0562692319368027,-0.1227152091663114,-0.0054376692243512,-1.7855422905985323,-0.0198281281290884,-2.3438116295888047,-0.5076454887921448,-2.4643396916055025,0.0471078624014497,1.15,188.15536,9.8847,320.0,1.325,3240.0,0.27,0.21,-0.08612,1
Kepler-1229 b,-0.0530544579547138,-0.1227152091663114,-0.0053994069963661,-2.160190426485205,-0.0198281281290884,-1.9896008832506236,-0.4018478702411197,-1.559421844163774,-3.9479879294084026,1.34,188.15536,86.82974,212.0,1.325,3577.0,0.45,0.48,-1.533,1
Kepler-186 e,-0.0562692319368027,-0.1227152091663114,-0.0054314419109579,-1.7890112548197057,-0.0198281281290884,-1.8067146225300192,-0.4059622220736595,-1.6532651764910642,0.0471078624014497,1.15,188.15536,22.40777833,319.0,1.325,3751.0,0.443,0.452,-0.08612,1
Kepler-1652 b,-0.0567768278287115,-0.1227152091663114,-0.0054236400607646,-2.101218034725266,-0.0198281281290884,-2.0894525773222177,-0.4606243249916892,-1.964959101720993,0.0471078624014497,1.12,188.15536,38.0972378,229.0,1.325,3482.0,0.35,0.359,-0.08612,1
Kepler-1652 b,-0.0567768278287115,-0.1227152091663114,-0.0054236400607646,-2.101218034725266,-0.0198281281290884,-2.0894525773222177,-0.4606243249916892,-1.964959101720993,0.0471078624014497,1.12,188.15536,38.0972378,229.0,1.325,3482.0,0.35,0.359,-0.08612,1
Kepler-1652 b,-0.0567768278287115,-0.1227152091663114,-0.0054236400607646,-2.101218034725266,-0.0198281281290884,-2.0894525773222177,-0.4606243249916892,-1.964959101720993,0.0471078624014497,1.12,188.15536,38.0972378,229.0,1.325,3482.0,0.35,0.359,-0.08612,1
Kepler-1652 b,-0.0486552935581712,-0.1227152091663114,-0.0054236400696159,-1.965928430099523,-0.0198281281290884,-1.9254855849520207,-0.441815859471507,-1.8141394604807048,-4.237911805707774,1.6,188.15536,38.09722,268.0,1.325,3638.0,0.382,0.404,-1.638,1
Kepler-1652 b,-0.0489936908194437,-0.1227152091663114,-0.0054236401433606,-2.0561214998500184,-0.0198281281290884,-2.013775503920588,-0.4324116267114158,-1.7404054136521194,0.0471078624014497,1.58,188.15536,38.0970717,242.0,1.325,3554.0,0.398,0.426,-0.08612,1
Kepler-1652 b,-0.0522084648015326,-0.1227152091663114,-0.0054236395624036,-1.8965491456760653,-0.0198281281290884,-1.665871180365876,-0.3712841137708236,-1.4253599408390734,0.0471078624014497,1.39,188.15536,38.09824,288.0,1.325,3885.0,0.502,0.52,-0.08612,1
Kepler-395 c,-0.0545772456304401,-0.1227152091663114,-0.0054251854622744,-1.9798042869842147,-0.0198281281290884,-1.823531749952604,-0.4312360976164044,-1.7839755322326476,0.0471078624014497,1.25,188.15536,34.9894475,264.0,1.325,3735.0,0.4,0.413,-0.08612,1
Kepler-395 c,-0.0545772456304401,-0.1227152091663114,-0.0054251854622744,-1.9798042869842147,-0.0198281281290884,-1.823531749952604,-0.4312360976164044,-1.7839755322326476,0.0471078624014497,1.25,188.15536,34.9894475,264.0,1.325,3735.0,0.4,0.413,-0.08612,1
Kepler-395 c,-0.0540696497385314,-0.1227152091663114,-0.0054251861621777,-1.813294004367916,-0.0198281281290884,-1.4924445538204754,-0.358941058273204,-1.3348681560949005,0.0471078624014497,1.28,188.15536,34.98804,312.0,1.325,4050.0,0.523,0.547,-0.08612,1
