pl_name,habitability_probability,habitability_score,predicted_class,actual_label,rank
Kepler-1678 b,2.5758036e-05,0.0025758035,0,0,1675
Kepler-1881 b,2.5758036e-05,0.0025758035,0,0,1676
Kepler-1881 b,2.5758036e-05,0.0025758035,0,0,1677
Kepler-263 c,2.5588077e-05,0.0025588076,0,0,1678
Kepler-186 d,2.5492622e-05,0.0025492623,0,0,1679
Kepler-186 d,2.5492622e-05,0.0025492623,0,0,1680
Kepler-186 d,2.5492622e-05,0.0025492623,0,0,1681
TOI-5573 b,2.5448171e-05,0.002544817,0,0,1682
Kepler-1388 b,2.53463e-05,0.00253463,0,0,1683
Kepler-1388 b,2.53463e-05,0.00253463,0,0,1684
Kepler-1388 b,2.53463e-05,0.00253463,0,0,1685
TOI-1685 b,2.5292698e-05,0.0025292698,0,0,1686
Kepler-83 b,2.5182204e-05,0.0025182203,0,0,1687
Kepler-83 b,2.5182204e-05,0.0025182203,0,0,1688
Kepler-83 b,2.5182204e-05,0.0025182203,0,0,1689
TOI-1260 d,2.5133571e-05,0.0025133572,0,0,1690
TOI-6383 A b,2.5048817e-05,0.0025048817,0,0,1691
Kepler-1952 b,2.4966897e-05,0.0024966898,0,0,1692
Kepler-1952 b,2.4966897e-05,0.0024966898,0,0,1693
Kepler-1952 b,2.4966897e-05,0.0024966898,0,0,1694
TOI-3984 A b,2.4919205e-05,0.0024919205,0,0,1695
TOI-6383 A b,2.4919205e-05,0.0024919205,0,0,1696
Kepler-1965 b,2.49164e-05,0.00249164,0,0,1697
Kepler-1965 b,2.49164e-05,0.00249164,0,0,1698
Kepler-1965 b,2.49164e-05,0.00249164,0,0,1699
Wolf 503 b,2.4831481e-05,0.0024831481,0,0,1700
Kepler-777 b,2.4785346e-05,0.0024785346,0,0,1701
Kepler-777 b,2.4785346e-05,0.0024785346,0,0,1702
Kepler-777 b,2.4785346e-05,0.0024785346,0,0,1703
Kepler-1850 b,2.4690555e-05,0.0024690554,0,0,1704
TOI-1260 b,2.455542e-05,0.002455542,0,0,1705
Kepler-58 e,2.4538003e-05,0.0024538003,0,0,1706
Kepler-58 e,2.4538003e-05,0.0024538003,0,0,1707
Kepler-58 e,2.4538003e-05,0.0024538003,0,0,1708
Kepler-58 e,2.4538003e-05,0.0024538003,0,0,1709
TOI-1201 b,2.4437864e-05,0.0024437865,0,0,1710
Kepler-1038 b,2.4377556e-05,0.0024377555,0,0,1711
Kepler-610 c,2.4377556e-05,0.0024377555,0,0,1712
Kepler-218 d,2.4377556e-05,0.0024377555,0,0,1713
Kepler-218 d,2.4377556e-05,0.0024377555,0,0,1714
Kepler-965 b,2.4377556e-05,0.0024377555,0,0,1715
Kepler-610 c,2.4377556e-05,0.0024377555,0,0,1716
Kepler-610 c,2.4377556e-05,0.0024377555,0,0,1717
Kepler-1548 b,2.4377556e-05,0.0024377555,0,0,1718
Kepler-218 d,2.4377556e-05,0.0024377555,0,0,1719
Kepler-218 d,2.4377556e-05,0.0024377555,0,0,1720
KOI-351 f,2.4377556e-05,0.0024377555,0,0,1721
Kepler-267 c,2.4327577e-05,0.0024327578,0,0,1722
Kepler-267 c,2.4327577e-05,0.0024327578,0,0,1723
Kepler-267 c,2.4327577e-05,0.0024327578,0,0,1724
GJ 9827 c,2.4301862e-05,0.0024301861,0,0,1725
Kepler-1468 d,2.427893e-05,0.002427893,0,0,1726
Kepler-1468 d,2.427893e-05,0.002427893,0,0,1727
Kepler-1468 d,2.427893e-05,0.002427893,0,0,1728
Kepler-383 c,2.4243276e-05,0.0024243277,0,0,1729
TOI-1883 b,2.4213286e-05,0.0024213286,0,0,1730
TOI-3785 b,2.4213286e-05,0.0024213286,0,0,1731
TOI-672 b,2.4213286e-05,0.0024213286,0,0,1732
Kepler-361 c,2.417563e-05,0.002417563,0,0,1733
Kepler-333 b,2.4154615e-05,0.0024154615,0,0,1734
Kepler-52 d,2.4110679e-05,0.002411068,0,0,1735
Kepler-1834 c,2.3931245e-05,0.0023931244,0,0,1736
Kepler-1834 c,2.3931245e-05,0.0023931244,0,0,1737
Kepler-777 b,2.3820428e-05,0.0023820428,0,0,1738
CoRoT-10 b,2.3778055e-05,0.0023778055,0,0,1739
TOI-3984 A b,2.3751583e-05,0.0023751582,0,0,1740
Kepler-1902 b,2.374993e-05,0.002374993,0,0,1741
Kepler-1902 b,2.374993e-05,0.002374993,0,0,1742
Kepler-1902 b,2.374993e-05,0.002374993,0,0,1743
Kepler-551 b,2.369274e-05,0.0023692742,0,0,1744
Kepler-551 b,2.369274e-05,0.0023692742,0,0,1745
Kepler-551 b,2.369274e-05,0.0023692742,0,0,1746
TOI-4342 c,2.353515e-05,0.002353515,0,0,1747
Kepler-1555 b,2.3469907e-05,0.0023469906,0,0,1748
Kepler-1555 b,2.3469907e-05,0.0023469906,0,0,1749
Kepler-1555 b,2.3469907e-05,0.0023469906,0,0,1750
Kepler-1203 b,2.3374105e-05,0.0023374106,0,0,1751
Kepler-80 f,2.3374105e-05,0.0023374106,0,0,1752
Kepler-1203 b,2.3374105e-05,0.0023374106,0,0,1753
Kepler-80 f,2.3374105e-05,0.0023374106,0,0,1754
Kepler-80 f,2.3374105e-05,0.0023374106,0,0,1755
Kepler-1203 b,2.3374105e-05,0.0023374106,0,0,1756
Kepler-1388 c,2.3354229e-05,0.002335423,0,0,1757
Kepler-210 b,2.3275055e-05,0.0023275055,0,0,1758
Kepler-210 b,2.3275055e-05,0.0023275055,0,0,1759
Kepler-210 b,2.3275055e-05,0.0023275055,0,0,1760
Kepler-842 b,2.3203404e-05,0.0023203404,0,0,1761
Kepler-842 b,2.3203404e-05,0.0023203404,0,0,1762
Kepler-842 b,2.3203404e-05,0.0023203404,0,0,1763
Kepler-1996 b,2.3201412e-05,0.002320141,0,0,1764
Kepler-1026 b,2.3188517e-05,0.0023188516,0,0,1765
Kepler-1026 b,2.3188517e-05,0.0023188516,0,0,1766
Kepler-1026 b,2.3188517e-05,0.0023188516,0,0,1767
Kepler-676 b,2.2994423e-05,0.0022994424,0,0,1768
TOI-5293 A b,2.2837512e-05,0.0022837513,0,0,1769
TOI-6034 b,2.2837512e-05,0.0022837513,0,0,1770
Kepler-1162 c,2.2817963e-05,0.0022817964,0,0,1771
Kepler-1466 b,2.2773223e-05,0.0022773223,0,0,1772
GJ 436 b,2.2740953e-05,0.0022740953,0,0,1773
Kepler-1977 b,2.2646052e-05,0.0022646051,0,0,1774
Kepler-1151 b,2.2572078e-05,0.0022572079,0,0,1775
Kepler-1151 b,2.2572078e-05,0.0022572079,0,0,1776
Kepler-1151 b,2.2572078e-05,0.0022572079,0,0,1777
TOI-2018 b,2.2387072e-05,0.0022387072,0,0,1778
Kepler-1184 b,2.2374736e-05,0.0022374736,0,0,1779
Kepler-1938 b,2.23681e-05,0.00223681,0,0,1780
Kepler-1861 b,2.229095e-05,0.002229095,0,0,1781
Kepler-1861 b,2.229095e-05,0.002229095,0,0,1782
Kepler-1861 b,2.229095e-05,0.002229095,0,0,1783
Kepler-149 c,2.2249704e-05,0.0022249704,0,0,1784
Kepler-1527 b,2.2218515e-05,0.0022218516,0,0,1785
Kepler-1684 b,2.2217688e-05,0.0022217687,0,0,1786
Kepler-1684 b,2.2217688e-05,0.0022217687,0,0,1787
Kepler-1684 b,2.2217688e-05,0.0022217687,0,0,1788
Kepler-1684 b,2.2217688e-05,0.0022217687,0,0,1789
Kepler-828 b,2.2216693e-05,0.0022216693,0,0,1790
Kepler-828 b,2.2216693e-05,0.0022216693,0,0,1791
Kepler-828 b,2.2216693e-05,0.0022216693,0,0,1792
TOI-2407 b,2.218519e-05,0.0022185189,0,0,1793
Kepler-351 d,2.2130816e-05,0.0022130816,0,0,1794
Kepler-351 d,2.2130816e-05,0.0022130816,0,0,1795
Kepler-344 c,2.2130816e-05,0.0022130816,0,0,1796
Kepler-344 c,2.2130816e-05,0.0022130816,0,0,1797
Kepler-344 c,2.2130816e-05,0.0022130816,0,0,1798
Kepler-344 c,2.2130816e-05,0.0022130816,0,0,1799
Kepler-351 d,2.2130816e-05,0.0022130816,0,0,1800
Kepler-1245 b,2.2097433e-05,0.0022097433,0,0,1801
Kepler-1245 b,2.2097433e-05,0.0022097433,0,0,1802
Kepler-1245 b,2.2097433e-05,0.0022097433,0,0,1803
Kepler-1148 b,2.2056169e-05,0.0022056168,0,0,1804
Kepler-241 b,2.1992151e-05,0.002199215,0,0,1805
Kepler-267 d,2.1980513e-05,0.0021980514,0,0,1806
Kepler-235 b,2.1972402e-05,0.0021972402,0,0,1807
TOI-1235 b,2.195841e-05,0.0021958412,0,0,1808
LTT 3780 b,2.1942795e-05,0.0021942796,0,0,1809
HATS-74 A b,2.1913245e-05,0.0021913245,0,0,1810
HATS-75 b,2.1913245e-05,0.0021913245,0,0,1811
Kepler-225 c,2.1873035e-05,0.0021873035,0,0,1812
Kepler-289 c,2.1799191e-05,0.002179919,0,0,1813
Kepler-896 b,2.1783917e-05,0.0021783917,0,0,1814
Kepler-896 b,2.1783917e-05,0.0021783917,0,0,1815
Kepler-896 b,2.1783917e-05,0.0021783917,0,0,1816
Kepler-896 b,2.1783917e-05,0.0021783917,0,0,1817
Kepler-1767 b,2.1620705e-05,0.0021620705,0,0,1818
Kepler-1767 b,2.1620705e-05,0.0021620705,0,0,1819
Kepler-1767 b,2.1620705e-05,0.0021620705,0,0,1820
K2-3 b,2.1583253e-05,0.0021583254,0,0,1821
GJ 341 b,2.1438855e-05,0.0021438855,0,0,1822
Kepler-142 d,2.1178505e-05,0.0021178504,0,0,1823
Kepler-142 d,2.1178505e-05,0.0021178504,0,0,1824
Kepler-142 d,2.1178505e-05,0.0021178504,0,0,1825
TOI-2322 b,2.1097529e-05,0.002109753,0,0,1826
Kepler-371 c,2.0970294e-05,0.0020970295,0,0,1827
Kepler-1062 b,2.0936544e-05,0.0020936544,0,0,1828
HD 23472 d,2.089653e-05,0.002089653,0,0,1829
Kepler-1245 b,2.0845058e-05,0.0020845057,0,0,1830
Kepler-1148 b,2.0806132e-05,0.0020806133,0,0,1831
Kepler-1148 b,2.0806132e-05,0.0020806133,0,0,1832
Kepler-1148 b,2.0806132e-05,0.0020806133,0,0,1833
Kepler-1498 b,2.0805379e-05,0.0020805378,0,0,1834
Kepler-1498 b,2.0805379e-05,0.0020805378,0,0,1835
Kepler-1498 b,2.0805379e-05,0.0020805378,0,0,1836
Kepler-1571 b,2.0770447e-05,0.0020770447,0,0,1837
Kepler-1571 b,2.0770447e-05,0.0020770447,0,0,1838
Kepler-1571 b,2.0770447e-05,0.0020770447,0,0,1839
Kepler-1571 b,2.0770447e-05,0.0020770447,0,0,1840
K2-26 b,2.0605237e-05,0.0020605237,0,0,1841
TOI-871 b,2.05801e-05,0.00205801,0,0,1842
GJ 9827 d,2.0574056e-05,0.0020574057,0,0,1843
Kepler-80 b,2.0502253e-05,0.0020502254,0,0,1844
Kepler-80 b,2.0502253e-05,0.0020502254,0,0,1845
Kepler-80 b,2.0502253e-05,0.0020502254,0,0,1846
Kepler-1865 b,2.049166e-05,0.002049166,0,0,1847
Kepler-1865 b,2.049166e-05,0.002049166,0,0,1848
Kepler-1865 b,2.049166e-05,0.002049166,0,0,1849
K2-5 c,2.038934e-05,0.002038934,0,0,1850
Kepler-1702 b,2.0375539e-05,0.0020375538,0,0,1851
Kepler-834 b,2.0346315e-05,0.0020346316,0,0,1852
TOI-5319 b,2.02968e-05,0.00202968,0,0,1853
Kepler-1760 b,2.0295485e-05,0.0020295486,0,0,1854
Kepler-1526 b,2.0221973e-05,0.0020221972,0,0,1855
Kepler-1526 b,2.0221973e-05,0.0020221972,0,0,1856
Kepler-1526 b,2.0221973e-05,0.0020221972,0,0,1857
Kepler-138 b,2.0211794e-05,0.0020211793,0,0,1858
Kepler-138 b,2.0211794e-05,0.0020211793,0,0,1859
Kepler-138 b,2.0211794e-05,0.0020211793,0,0,1860
Kepler-138 b,2.0211794e-05,0.0020211793,0,0,1861
Kepler-252 c,2.0194337e-05,0.0020194338,0,0,1862
Kepler-316 b,2.0180705e-05,0.0020180705,0,0,1863
Kepler-316 b,2.0180705e-05,0.0020180705,0,0,1864
Kepler-316 b,2.0180705e-05,0.0020180705,0,0,1865
Kepler-543 b,2.013119e-05,0.002013119,0,0,1866
Kepler-543 b,2.013119e-05,0.002013119,0,0,1867
Kepler-543 b,2.013119e-05,0.002013119,0,0,1868
Kepler-543 b,2.013119e-05,0.002013119,0,0,1869
Kepler-1329 b,2.013119e-05,0.002013119,0,0,1870
L 98-59 c,2.0105193e-05,0.0020105194,0,0,1871
Kepler-114 c,2.003199e-05,0.002003199,0,0,1872
Kepler-114 c,2.003199e-05,0.002003199,0,0,1873
Kepler-114 c,2.003199e-05,0.002003199,0,0,1874
Kepler-114 c,2.003199e-05,0.002003199,0,0,1875
TOI-269 b,2.0015625e-05,0.0020015624,0,0,1876
Kepler-1736 b,1.984733e-05,0.001984733,0,0,1877
Kepler-1736 b,1.984733e-05,0.001984733,0,0,1878
Kepler-1736 b,1.984733e-05,0.001984733,0,0,1879
TOI-5344 b,1.9846006e-05,0.0019846007,0,0,1880
Kepler-241 b,1.982913e-05,0.0019829131,0,0,1881
Kepler-241 b,1.982913e-05,0.0019829131,0,0,1882
Kepler-241 b,1.982913e-05,0.0019829131,0,0,1883
HD 23472 e,1.979667e-05,0.001979667,0,0,1884
Kepler-1884 b,1.9754312e-05,0.001975431,0,0,1885
TOI-2345 b,1.9713945e-05,0.0019713945,0,0,1886
Kepler-1702 b,1.9697576e-05,0.0019697577,0,0,1887
Kepler-1702 b,1.9697576e-05,0.0019697577,0,0,1888
Kepler-1702 b,1.9697576e-05,0.0019697577,0,0,1889
Kepler-102 f,1.9695266e-05,0.0019695265,0,0,1890
Kepler-252 b,1.9683099e-05,0.00196831,0,0,1891
Kepler-252 b,1.9683099e-05,0.00196831,0,0,1892
Kepler-252 b,1.9683099e-05,0.00196831,0,0,1893
Kepler-252 b,1.9683099e-05,0.00196831,0,0,1894
Kepler-850 b,1.9677223e-05,0.0019677223,0,0,1895
Kepler-850 b,1.9677223e-05,0.0019677223,0,0,1896
Kepler-1516 b,1.9677223e-05,0.0019677223,0,0,1897
Kepler-1516 b,1.9677223e-05,0.0019677223,0,0,1898
Kepler-1516 b,1.9677223e-05,0.0019677223,0,0,1899
Kepler-850 b,1.9677223e-05,0.0019677223,0,0,1900
Kepler-1516 b,1.9677223e-05,0.0019677223,0,0,1901
Kepler-850 b,1.9677223e-05,0.0019677223,0,0,1902
Kepler-97 b,1.9652938e-05,0.001965294,0,0,1903
Kepler-97 b,1.9652938e-05,0.001965294,0,0,1904
Kepler-97 b,1.9652938e-05,0.001965294,0,0,1905
Kepler-568 b,1.954116e-05,0.001954116,0,0,1906
Kepler-568 b,1.954116e-05,0.001954116,0,0,1907
Kepler-568 b,1.954116e-05,0.001954116,0,0,1908
Kepler-538 b,1.9530951e-05,0.0019530951,0,0,1909
TOI-286 c,1.9490315e-05,0.0019490315,0,0,1910
Kepler-80 b,1.9481173e-05,0.0019481173,0,0,1911
TOI-237 b,1.947376e-05,0.0019473761,0,0,1912
TOI-1266 c,1.9298019e-05,0.0019298019,0,0,1913
Kepler-1350 b,1.9241621e-05,0.0019241621,0,0,1914
Kepler-1350 b,1.9241621e-05,0.0019241621,0,0,1915
Kepler-1350 b,1.9241621e-05,0.0019241621,0,0,1916
Kepler-309 b,1.9082383e-05,0.0019082383,0,0,1917
Kepler-309 b,1.9082383e-05,0.0019082383,0,0,1918
Kepler-309 b,1.9082383e-05,0.0019082383,0,0,1919
Kepler-309 b,1.9082383e-05,0.0019082383,0,0,1920
Kepler-315 b,1.8905577e-05,0.0018905577,0,0,1921
Kepler-49 e,1.889312e-05,0.001889312,0,0,1922
Kepler-196 d,1.8885808e-05,0.0018885809,0,0,1923
Kepler-196 d,1.8885808e-05,0.0018885809,0,0,1924
Kepler-196 d,1.8885808e-05,0.0018885809,0,0,1925
GJ 3090 b,1.8848401e-05,0.0018848401,0,0,1926
Kepler-1624 b,1.8843655e-05,0.0018843656,0,0,1927
Kepler-1391 b,1.8841967e-05,0.0018841968,0,0,1928
Kepler-1391 b,1.8841967e-05,0.0018841968,0,0,1929
Kepler-1391 b,1.8841967e-05,0.0018841968,0,0,1930
Kepler-737 b,1.877279e-05,0.0018772789,0,0,1931
Kepler-224 b,1.8653152e-05,0.0018653153,0,0,1932
KOI-1833 d,1.8638126e-05,0.0018638126,0,0,1933
Kepler-235 b,1.8634075e-05,0.0018634074,0,0,1934
HD 35843 c,1.8631017e-05,0.0018631017,0,0,1935
Kepler-1776 b,1.8629064e-05,0.0018629064,0,0,1936
Kepler-1776 b,1.8629064e-05,0.0018629064,0,0,1937
Kepler-1776 b,1.8629064e-05,0.0018629064,0,0,1938
Kepler-1986 b,1.8617271e-05,0.0018617271,0,0,1939
Kepler-1986 b,1.8617271e-05,0.0018617271,0,0,1940
Kepler-1986 b,1.8617271e-05,0.0018617271,0,0,1941
Kepler-327 d,1.8615425e-05,0.0018615425,0,0,1942
Kepler-898 b,1.8594383e-05,0.0018594383,0,0,1943
Kepler-1565 b,1.8569608e-05,0.0018569608,0,0,1944
Kepler-1472 b,1.8535973e-05,0.0018535974,0,0,1945
Kepler-1669 d,1.8485081e-05,0.0018485081,0,0,1946
TOI-1416 b,1.8448522e-05,0.0018448521,0,0,1947
Kepler-529 d,1.842496e-05,0.001842496,0,0,1948
TOI-776 c,1.835306e-05,0.001835306,0,0,1949
Kepler-1850 b,1.834228e-05,0.0018342279,0,0,1950
Kepler-1850 b,1.834228e-05,0.0018342279,0,0,1951
Kepler-1850 b,1.834228e-05,0.0018342279,0,0,1952
Kepler-31 d,1.8319817e-05,0.0018319817,0,0,1953
TOI-2088 b,1.8248256e-05,0.0018248257,0,0,1954
Kepler-267 c,1.8243873e-05,0.0018243872,0,0,1955
Kepler-1823 b,1.8179526e-05,0.0018179526,0,0,1956
Kepler-1621 b,1.8176492e-05,0.0018176492,0,0,1957
Kepler-1621 b,1.8176492e-05,0.0018176492,0,0,1958
Kepler-1621 b,1.8176492e-05,0.0018176492,0,0,1959
Kepler-1823 b,1.8176197e-05,0.0018176197,0,0,1960
Kepler-1823 b,1.8176197e-05,0.0018176197,0,0,1961
Kepler-1823 b,1.8176197e-05,0.0018176197,0,0,1962
Kepler-252 c,1.814414e-05,0.0018144139,0,0,1963
Kepler-252 c,1.814414e-05,0.0018144139,0,0,1964
Kepler-252 c,1.814414e-05,0.0018144139,0,0,1965
Kepler-866 b,1.8095325e-05,0.0018095325,0,0,1966
Kepler-55 e,1.8038156e-05,0.0018038156,0,0,1967
Kepler-55 e,1.8038156e-05,0.0018038156,0,0,1968
Kepler-55 e,1.8038156e-05,0.0018038156,0,0,1969
Kepler-1869 c,1.797157e-05,0.001797157,0,0,1970
Kepler-1869 c,1.797157e-05,0.001797157,0,0,1971
Kepler-1869 c,1.797157e-05,0.001797157,0,0,1972
Kepler-864 c,1.797157e-05,0.001797157,0,0,1973
TOI-2134 c,1.7715813e-05,0.0017715812,0,0,1974
Kepler-1388 c,1.7580296e-05,0.0017580296,0,0,1975
Kepler-1388 c,1.7580296e-05,0.0017580296,0,0,1976
Kepler-1388 c,1.7580296e-05,0.0017580296,0,0,1977
TOI-178 e,1.7577864e-05,0.0017577864,0,0,1978
TOI-2459 b,1.7554914e-05,0.0017554914,0,0,1979
Kepler-834 b,1.7545943e-05,0.0017545943,0,0,1980
Kepler-834 b,1.7545943e-05,0.0017545943,0,0,1981
Kepler-834 b,1.7545943e-05,0.0017545943,0,0,1982
Kepler-1257 b,1.7524739e-05,0.0017524739,0,0,1983
Kepler-1257 b,1.7524739e-05,0.0017524739,0,0,1984
Kepler-1257 b,1.7524739e-05,0.0017524739,0,0,1985
Kepler-691 b,1.7401384e-05,0.0017401384,0,0,1986
Kepler-691 b,1.7401384e-05,0.0017401384,0,0,1987
Kepler-691 b,1.7401384e-05,0.0017401384,0,0,1988
Kepler-1751 b,1.7387152e-05,0.0017387152,0,0,1989
Kepler-1751 b,1.7387152e-05,0.0017387152,0,0,1990
Kepler-1751 b,1.7387152e-05,0.0017387152,0,0,1991
Kepler-1751 b,1.7387152e-05,0.0017387152,0,0,1992
Kepler-126 c,1.73725e-05,0.00173725,0,0,1993
Kepler-311 c,1.73725e-05,0.00173725,0,0,1994
Kepler-126 c,1.73725e-05,0.00173725,0,0,1995
Kepler-126 c,1.73725e-05,0.00173725,0,0,1996
Kepler-1397 b,1.732353e-05,0.0017323529,0,0,1997
Kepler-1397 b,1.732353e-05,0.0017323529,0,0,1998
Kepler-1397 b,1.732353e-05,0.0017323529,0,0,1999
Kepler-676 b,1.7284718e-05,0.0017284717,0,0,2000
Kepler-676 b,1.7284718e-05,0.0017284717,0,0,2001
Kepler-676 b,1.7284718e-05,0.0017284717,0,0,2002
TOI-756 b,1.7280283e-05,0.0017280283,0,0,2003
TOI-663 c,1.7280283e-05,0.0017280283,0,0,2004
Kepler-1277 b,1.7159353e-05,0.0017159353,0,0,2005
Kepler-1735 b,1.710888e-05,0.001710888,0,0,2006
Kepler-2000 b,1.7107395e-05,0.0017107396,0,0,2007
Kepler-2000 b,1.7107395e-05,0.0017107396,0,0,2008
Kepler-2000 b,1.7107395e-05,0.0017107396,0,0,2009
Kepler-1124 b,1.6980532e-05,0.0016980532,0,0,2010
Kepler-342 d,1.6973878e-05,0.0016973878,0,0,2011
Kepler-342 d,1.6973878e-05,0.0016973878,0,0,2012
Kepler-342 d,1.6973878e-05,0.0016973878,0,0,2013
Kepler-49 b,1.6969152e-05,0.0016969152,0,0,2014
Kepler-993 b,1.6905236e-05,0.0016905237,0,0,2015
HD 23472 f,1.6864964e-05,0.0016864964,0,0,2016
Kepler-538 b,1.6780608e-05,0.0016780609,0,0,2017
TOI-4342 b,1.6751317e-05,0.0016751317,0,0,2018
Kepler-1651 b,1.668065e-05,0.001668065,0,0,2019
Kepler-1342 b,1.6648213e-05,0.0016648213,0,0,2020
Kepler-1342 b,1.6648213e-05,0.0016648213,0,0,2021
Kepler-1342 b,1.6648213e-05,0.0016648213,0,0,2022
Kepler-159 c,1.6638372e-05,0.0016638372,0,0,2023
Kepler-159 c,1.6638372e-05,0.0016638372,0,0,2024
Kepler-159 c,1.6638372e-05,0.0016638372,0,0,2025
TOI-2211.01,1.658429e-05,0.001658429,0,0,2026
TOI-756 b,1.657229e-05,0.001657229,0,0,2027
Kepler-1243 b,1.646892e-05,0.001646892,0,0,2028
Kepler-1243 b,1.646892e-05,0.001646892,0,0,2029
Kepler-1243 b,1.646892e-05,0.001646892,0,0,2030
Kepler-1760 b,1.6400556e-05,0.0016400556,0,0,2031
Kepler-1760 b,1.6400556e-05,0.0016400556,0,0,2032
Kepler-1760 b,1.6400556e-05,0.0016400556,0,0,2033
Kepler-983 b,1.6322383e-05,0.0016322383,0,0,2034
Kepler-983 b,1.6322383e-05,0.0016322383,0,0,2035
Kepler-983 b,1.6322383e-05,0.0016322383,0,0,2036
Kepler-1723 b,1.6304679e-05,0.0016304678,0,0,2037
TOI-238 b,1.6300466e-05,0.0016300466,0,0,2038
TOI-1347 c,1.6300466e-05,0.0016300466,0,0,2039
Kepler-155 b,1.629366e-05,0.001629366,0,0,2040
NGTS-1 b,1.6123351e-05,0.0016123351,0,0,2041
Kepler-32 e,1.6114896e-05,0.0016114897,0,0,2042
Kepler-839 b,1.6073347e-05,0.0016073347,0,0,2043
Kepler-839 b,1.6073347e-05,0.0016073347,0,0,2044
Kepler-839 b,1.6073347e-05,0.0016073347,0,0,2045
Kepler-1135 b,1.6052285e-05,0.0016052285,0,0,2046
Kepler-1135 b,1.6052285e-05,0.0016052285,0,0,2047
Kepler-1135 b,1.6052285e-05,0.0016052285,0,0,2048
Kepler-1596 b,1.6052285e-05,0.0016052285,0,0,2049
HD 23472 b,1.6044878e-05,0.0016044878,0,0,2050
K2-233 d,1.6042353e-05,0.0016042354,0,0,2051
Kepler-446 d,1.603894e-05,0.001603894,0,0,2052
Kepler-446 d,1.603894e-05,0.001603894,0,0,2053
Kepler-446 d,1.603894e-05,0.001603894,0,0,2054
Kepler-231 b,1.6006914e-05,0.0016006914,0,0,2055
Kepler-1225 b,1.6004533e-05,0.0016004533,0,0,2056
Kepler-1225 b,1.6004533e-05,0.0016004533,0,0,2057
Kepler-1225 b,1.6004533e-05,0.0016004533,0,0,2058
Kepler-754 b,1.5955584e-05,0.0015955584,0,0,2059
Kepler-616 d,1.5940906e-05,0.0015940906,0,0,2060
KOI-1831 d,1.5894531e-05,0.0015894531,0,0,2061
Kepler-416 d,1.5891213e-05,0.0015891213,0,0,2062
Kepler-416 d,1.5891213e-05,0.0015891213,0,0,2063
Kepler-416 d,1.5891213e-05,0.0015891213,0,0,2064
Kepler-1997 b,1.5870373e-05,0.0015870373,0,0,2065
Kepler-1520 b,1.5845737e-05,0.0015845736,0,0,2066
Kepler-1520 b,1.5845737e-05,0.0015845736,0,0,2067
Kepler-1520 b,1.5845737e-05,0.0015845736,0,0,2068
Kepler-1206 b,1.5773865e-05,0.0015773865,0,0,2069
Kepler-1859 b,1.56919e-05,0.00156919,0,0,2070
Kepler-1859 b,1.56919e-05,0.00156919,0,0,2071
Kepler-1859 b,1.56919e-05,0.00156919,0,0,2072
Kepler-785 b,1.5687903e-05,0.0015687903,0,0,2073
Kepler-785 b,1.5687903e-05,0.0015687903,0,0,2074
Kepler-785 b,1.5687903e-05,0.0015687903,0,0,2075
Kepler-785 b,1.5687903e-05,0.0015687903,0,0,2076
TOI-1685 b,1.568768e-05,0.0015687679,0,0,2077
Kepler-371 b,1.5647367e-05,0.0015647367,0,0,2078
Kepler-371 b,1.5647367e-05,0.0015647367,0,0,2079
Kepler-371 b,1.5647367e-05,0.0015647367,0,0,2080
Kepler-186 c,1.5646621e-05,0.0015646621,0,0,2081
Kepler-186 c,1.5646621e-05,0.0015646621,0,0,2082
Kepler-186 c,1.5646621e-05,0.0015646621,0,0,2083
TOI-5573 b,1.5643845e-05,0.0015643846,0,0,2084
Kepler-80 c,1.5591093e-05,0.0015591093,0,0,2085
Kepler-80 c,1.5591093e-05,0.0015591093,0,0,2086
Kepler-80 c,1.5591093e-05,0.0015591093,0,0,2087
Kepler-866 b,1.559087e-05,0.001559087,0,0,2088
Kepler-866 b,1.559087e-05,0.001559087,0,0,2089
Kepler-866 b,1.559087e-05,0.001559087,0,0,2090
Kepler-332 d,1.5518273e-05,0.0015518273,0,0,2091
Kepler-332 d,1.5518273e-05,0.0015518273,0,0,2092
Kepler-332 d,1.5518273e-05,0.0015518273,0,0,2093
Kepler-1522 b,1.5518006e-05,0.0015518006,0,0,2094
Kepler-1522 b,1.5518006e-05,0.0015518006,0,0,2095
Kepler-1522 b,1.5518006e-05,0.0015518006,0,0,2096
TOI-5713 b,1.5504485e-05,0.0015504486,0,0,2097
Kepler-1228 b,1.5422464e-05,0.0015422463,0,0,2098
Kepler-1228 b,1.5422464e-05,0.0015422463,0,0,2099
Kepler-1228 b,1.5422464e-05,0.0015422463,0,0,2100
GJ 3470 b,1.5415877e-05,0.0015415878,0,0,2101
Kepler-166 d,1.540885e-05,0.0015408851,0,0,2102
Kepler-166 d,1.540885e-05,0.0015408851,0,0,2103
Kepler-166 d,1.540885e-05,0.0015408851,0,0,2104
Kepler-1834 b,1.5335947e-05,0.0015335947,0,0,2105
Kepler-1834 b,1.5335947e-05,0.0015335947,0,0,2106
Kepler-1834 b,1.5335947e-05,0.0015335947,0,0,2107
Kepler-196 c,1.5258905e-05,0.0015258905,0,0,2108
Kepler-659 b,1.5258731e-05,0.0015258731,0,0,2109
Kepler-659 b,1.5258731e-05,0.0015258731,0,0,2110
Kepler-659 b,1.5258731e-05,0.0015258731,0,0,2111
