pl_name,habitability_probability,habitability_score,predicted_class,actual_label,rank
Kepler-1652 b,0.9999558,99.995575,1,1,1
Kepler-1652 b,0.9999558,99.995575,1,1,2
Kepler-1652 b,0.9999558,99.995575,1,1,3
Kepler-443 b,0.999938,99.993805,1,1,4
Kepler-991 b,0.9999337,99.99337,1,1,5
Kepler-991 b,0.9999337,99.99337,1,1,6
Kepler-991 b,0.9999337,99.99337,1,1,7
Kepler-1058 b,0.99993265,99.99326,1,1,8
Kepler-1058 b,0.99993265,99.99326,1,1,9
Kepler-1058 b,0.99993265,99.99326,1,1,10
Kepler-1362 b,0.9999304,99.99304,1,1,11
Kepler-1362 b,0.9999304,99.99304,1,1,12
Kepler-1362 b,0.9999304,99.99304,1,1,13
Kepler-1652 b,0.9999231,99.99231,1,1,14
Kepler-296 f,0.9999205,99.99205,1,1,15
Kepler-296 f,0.9999205,99.99205,1,1,16
Kepler-296 f,0.9999205,99.99205,1,1,17
Kepler-1058 b,0.9999143,99.99143,1,1,18
Kepler-1540 b,0.9999018,99.99017,1,1,19
Kepler-1540 b,0.9999018,99.99017,1,1,20
Kepler-1540 b,0.9999018,99.99017,1,1,21
Kepler-296 e,0.9998963,99.98963,1,1,22
Kepler-296 e,0.9998963,99.98963,1,1,23
Kepler-296 e,0.9998963,99.98963,1,1,24
Kepler-309 c,0.9998956,99.989555,1,1,25
Kepler-309 c,0.9998956,99.989555,1,1,26
Kepler-309 c,0.9998956,99.989555,1,1,27
Kepler-440 b,0.9998834,99.98834,1,1,28
Kepler-440 b,0.9998834,99.98834,1,1,29
Kepler-440 b,0.9998834,99.98834,1,1,30
Kepler-1652 b,0.9998808,99.98808,1,1,31
TOI-904 c,0.99987864,99.98786,1,1,32
Kepler-440 b,0.9998646,99.98646,1,1,33
Kepler-1362 b,0.99986136,99.98614,1,1,34
Kepler-62 f,0.9998518,99.98518,1,1,35
Kepler-62 f,0.9998518,99.98518,1,1,36
Kepler-62 f,0.9998518,99.98518,1,1,37
Kepler-442 b,0.9998468,99.98468,1,1,38
Kepler-442 b,0.9998468,99.98468,1,1,39
Kepler-442 b,0.9998468,99.98468,1,1,40
LHS 1140 b,0.999843,99.9843,1,1,41
Kepler-1544 b,0.99984205,99.98421,1,1,42
Kepler-1653 b,0.99983406,99.983406,1,1,43
Kepler-1653 b,0.99983335,99.98334,1,1,44
Kepler-1653 b,0.99983335,99.98334,1,1,45
Kepler-1653 b,0.99983335,99.98334,1,1,46
Kepler-1544 b,0.9998325,99.98325,1,1,47
Kepler-1544 b,0.9998325,99.98325,1,1,48
Kepler-1544 b,0.9998325,99.98325,1,1,49
LHS 1140 b,0.9998271,99.98271,1,1,50
TOI-700 d,0.99977356,99.977356,1,1,51
Kepler-705 b,0.99974567,99.97456,1,1,52
Kepler-705 b,0.99974567,99.97456,1,1,53
Kepler-705 b,0.99974567,99.97456,1,1,54
Kepler-309 c,0.99974173,99.974174,1,1,55
LHS 1140 b,0.99973816,99.973816,1,1,56
Kepler-62 f,0.999723,99.972305,1,1,57
Kepler-443 b,0.9997055,99.97055,1,1,58
Kepler-443 b,0.9997055,99.97055,1,1,59
Kepler-443 b,0.9997055,99.97055,1,1,60
Kepler-1552 b,0.99970335,99.97034,1,1,61
Kepler-1552 b,0.99970335,99.97034,1,1,62
Kepler-1552 b,0.99970335,99.97034,1,1,63
Kepler-1410 b,0.999701,99.9701,1,1,64
TOI-700 d,0.99966896,99.966896,1,1,65
Kepler-1544 b,0.99966466,99.96647,1,1,66
Kepler-296 e,0.9996575,99.96575,1,1,67
Kepler-174 d,0.9996327,99.96327,1,1,68
Kepler-1649 c,0.99961674,99.96168,1,1,69
Kepler-1410 b,0.99954224,99.95422,1,1,70
Kepler-1410 b,0.99954224,99.95422,1,1,71
Kepler-1410 b,0.99954224,99.95422,1,1,72
TOI-2257 b,0.9995123,99.95123,1,1,73
TOI-715 b,0.9995048,99.95048,1,1,74
Kepler-442 b,0.9994832,99.948326,1,1,75
Kepler-452 b,0.9994808,99.94808,1,1,76
Kepler-1410 b,0.9993881,99.93881,1,1,77
Kepler-155 c,0.99934965,99.93497,1,1,78
Kepler-283 c,0.99931884,99.931885,1,1,79
Kepler-1649 b,0.99905175,99.905174,1,1,80
Kepler-1649 b,0.99905175,99.905174,1,1,81
Kepler-1649 b,0.99905175,99.905174,1,1,82
TOI-715 b,0.99903595,99.903595,1,1,83
LP 890-9 c,0.998899,99.8899,1,1,84
Kepler-22 b,0.99889886,99.889885,1,1,85
Kepler-1632 b,0.9988508,99.885086,1,1,86
Kepler-1632 b,0.9988508,99.885086,1,1,87
Kepler-705 b,0.9942274,99.422745,1,1,88
Kepler-296 f,0.98501354,98.50136,1,1,89
Kepler-452 b,0.8550777,85.50777,1,1,90
Kepler-452 b,0.8550777,85.50777,1,1,91
Kepler-991 b,0.6442393,64.42393,1,1,92
Kepler-1649 b,0.49651054,49.651054,0,0,93
Kepler-1628 b,0.20443724,20.443724,0,0,94
Kepler-1649 b,0.12919816,12.919816,0,0,95
Kepler-441 b,0.10765981,10.765981,0,0,96
Kepler-441 b,0.10765981,10.765981,0,0,97
Kepler-441 b,0.10765981,10.765981,0,0,98
Kepler-441 b,0.10526967,10.526967,0,0,99
Kepler-155 c,0.09789572,9.789572,0,0,100
Kepler-1229 b,0.08992346,8.992346,0,0,101
Kepler-1229 b,0.08598673,8.598673,0,0,102
Kepler-1649 c,0.08461031,8.461031,0,0,103
LHS 1140 b,0.080958866,8.095886,0,0,104
Kepler-1389 b,0.07657651,7.657651,0,0,105
Kepler-1638 b,0.06912928,6.912928,0,0,106
Kepler-296 d,0.05920376,5.920376,0,0,107
Kepler-437 b,0.055042464,5.504246,0,0,108
LP 890-9 b,0.054398898,5.43989,0,0,109
Kepler-1701 b,0.052728534,5.2728534,0,0,110
TOI-6002 b,0.052502163,5.2502165,0,0,111
Kepler-159 c,0.052041434,5.2041435,0,0,112
TRAPPIST-1 h,0.051365472,5.136547,0,0,113
Kepler-705 b,0.04802565,4.802565,0,0,114
TOI-815 c,0.043456838,4.3456836,0,0,115
Kepler-167 e,0.04282196,4.282196,0,0,116
TRAPPIST-1 g,0.037944727,3.7944727,0,0,117
Kepler-167 e,0.033796597,3.3796597,0,0,118
Kepler-1388 e,0.032595497,3.2595496,0,0,119
Kepler-1388 e,0.032595497,3.2595496,0,0,120
Kepler-62 e,0.0313677,3.13677,0,0,121
Kepler-62 e,0.0313677,3.13677,0,0,122
Kepler-62 e,0.0313677,3.13677,0,0,123
Kepler-186 f,0.030385073,3.0385072,0,0,124
Kepler-186 f,0.030385073,3.0385072,0,0,125
Kepler-186 f,0.030385073,3.0385072,0,0,126
TOI-2285 b,0.028705278,2.8705277,0,0,127
Kepler-174 d,0.028572468,2.8572469,0,0,128
Kepler-174 d,0.028572468,2.8572469,0,0,129
Kepler-174 d,0.028572468,2.8572469,0,0,130
Gliese 12 b,0.02714937,2.714937,0,0,131
Kepler-62 e,0.025947075,2.5947075,0,0,132
LP 791-18 b,0.021977246,2.1977246,0,0,133
LP 791-18 b,0.021977246,2.1977246,0,0,134
TOI-700 e,0.021823155,2.1823156,0,0,135
TOI-2095 c,0.020419115,2.0419116,0,0,136
Kepler-1638 b,0.019743316,1.9743316,0,0,137
Kepler-1638 b,0.019743316,1.9743316,0,0,138
K2-315 b,0.019322198,1.9322197,0,0,139
Kepler-1533 b,0.019214053,1.9214053,0,0,140
Kepler-1533 b,0.019214053,1.9214053,0,0,141
Kepler-1533 b,0.019214053,1.9214053,0,0,142
LP 791-18 d,0.018976975,1.8976976,0,0,143
Kepler-436 b,0.017565072,1.7565072,0,0,144
Kepler-436 b,0.017565072,1.7565072,0,0,145
Kepler-436 b,0.017565072,1.7565072,0,0,146
Kepler-22 b,0.01686719,1.6867191,0,0,147
Kepler-22 b,0.01686719,1.6867191,0,0,148
Kepler-22 b,0.01686719,1.6867191,0,0,149
Kepler-1582 b,0.016491275,1.6491275,0,0,150
Kepler-1582 b,0.016491275,1.6491275,0,0,151
Kepler-1582 b,0.016491275,1.6491275,0,0,152
Kepler-439 b,0.01572106,1.572106,0,0,153
Kepler-1341 b,0.015655924,1.5655924,0,0,154
Kepler-1646 b,0.01471586,1.471586,0,0,155
TOI-1468 c,0.014613376,1.4613376,0,0,156
Kepler-395 c,0.014356363,1.4356363,0,0,157
Kepler-395 c,0.014356363,1.4356363,0,0,158
Kepler-395 c,0.014356363,1.4356363,0,0,159
Kepler-1389 b,0.013562864,1.3562864,0,0,160
Kepler-1389 b,0.013562864,1.3562864,0,0,161
Kepler-1389 b,0.013562864,1.3562864,0,0,162
Kepler-1816 b,0.013515317,1.3515317,0,0,163
Kepler-1388 e,0.013458667,1.3458667,0,0,164
Kepler-1455 b,0.012752174,1.2752174,0,0,165
Kepler-1455 b,0.012752174,1.2752174,0,0,166
Kepler-1455 b,0.012752174,1.2752174,0,0,167
LP 791-18 b,0.0125948,1.25948,0,0,168
LP 890-9 b,0.012115198,1.2115198,0,0,169
Kepler-1593 b,0.012028413,1.2028413,0,0,170
Kepler-155 c,0.011900894,1.1900895,0,0,171
Kepler-155 c,0.011900894,1.1900895,0,0,172
Kepler-155 c,0.011900894,1.1900895,0,0,173
Kepler-437 b,0.011873943,1.1873943,0,0,174
Kepler-437 b,0.011873943,1.1873943,0,0,175
Kepler-437 b,0.011873943,1.1873943,0,0,176
Kepler-395 c,0.011863122,1.1863122,0,0,177
Kepler-1996 c,0.011508827,1.1508827,0,0,178
Kepler-1996 c,0.011508827,1.1508827,0,0,179
Kepler-1996 c,0.011508827,1.1508827,0,0,180
Kepler-1840 b,0.011251815,1.1251814,0,0,181
Kepler-1840 b,0.011251815,1.1251814,0,0,182
Kepler-1840 b,0.011251815,1.1251814,0,0,183
K2-3 d,0.011193357,1.1193358,0,0,184
TOI-1227 b,0.011086433,1.1086433,0,0,185
Kepler-1126 c,0.010194186,1.0194186,0,0,186
Kepler-1126 c,0.010194186,1.0194186,0,0,187
Kepler-1126 c,0.010194186,1.0194186,0,0,188
TOI-2285 b,0.010129824,1.0129824,0,0,189
K2-18 b,0.009925481,0.9925481,0,0,190
Kepler-1020 b,0.009816522,0.9816522,0,0,191
Kepler-1020 b,0.009816522,0.9816522,0,0,192
Kepler-1020 b,0.009816522,0.9816522,0,0,193
Kepler-22 b,0.009421695,0.9421695,0,0,194
Kepler-26 e,0.008951122,0.8951122,0,0,195
Kepler-712 c,0.008371305,0.8371305,0,0,196
Kepler-712 c,0.008371305,0.8371305,0,0,197
Kepler-712 c,0.008371305,0.8371305,0,0,198
Kepler-560 b,0.008275953,0.8275953,0,0,199
Kepler-482 b,0.008197499,0.81974995,0,0,200
Kepler-482 b,0.008197499,0.81974995,0,0,201
Kepler-482 b,0.008197499,0.81974995,0,0,202
TOI-6002 b,0.008189211,0.8189211,0,0,203
LHS 3844 b,0.008036087,0.8036087,0,0,204
TOI-1452 b,0.007974826,0.7974826,0,0,205
Kepler-26 e,0.007836423,0.7836423,0,0,206
Kepler-26 e,0.007836423,0.7836423,0,0,207
Kepler-26 e,0.007836423,0.7836423,0,0,208
Kepler-1126 c,0.007828512,0.7828512,0,0,209
Kepler-993 b,0.0078099975,0.7809998,0,0,210
Kepler-993 b,0.0078099975,0.7809998,0,0,211
Kepler-993 b,0.0078099975,0.7809998,0,0,212
K2-133 e,0.007656294,0.7656294,0,0,213
Kepler-421 b,0.007450837,0.7450837,0,0,214
Kepler-421 b,0.007450837,0.7450837,0,0,215
HIP 41378 d,0.0074264356,0.74264354,0,0,216
Kepler-167 e,0.007166489,0.7166489,0,0,217
Kepler-167 e,0.007166489,0.7166489,0,0,218
K2-415 b,0.0070390194,0.70390195,0,0,219
LHS 3844 b,0.0068296483,0.6829648,0,0,220
K2-3 d,0.006769411,0.6769411,0,0,221
Kepler-1455 b,0.0065343473,0.65343475,0,0,222
Kepler-712 c,0.0064579193,0.64579195,0,0,223
Kepler-397 c,0.006438731,0.6438731,0,0,224
Kepler-397 c,0.006438731,0.6438731,0,0,225
Kepler-397 c,0.006438731,0.6438731,0,0,226
Kepler-1630 b,0.006294941,0.62949413,0,0,227
Kepler-1630 b,0.006294941,0.62949413,0,0,228
TRAPPIST-1 b,0.0062908917,0.6290892,0,0,229
Kepler-61 b,0.0062895175,0.6289517,0,0,230
Kepler-61 b,0.0062895175,0.6289517,0,0,231
Kepler-61 b,0.0062895175,0.6289517,0,0,232
Kepler-61 b,0.0062895175,0.6289517,0,0,233
TOI-2095 c,0.0062016067,0.6201607,0,0,234
TOI-2096 b,0.0057858694,0.57858694,0,0,235
Kepler-1503 b,0.005745535,0.5745535,0,0,236
Kepler-1503 b,0.005745535,0.5745535,0,0,237
Kepler-1503 b,0.005745535,0.5745535,0,0,238
Kepler-395 c,0.005545671,0.5545671,0,0,239
Kepler-1633 b,0.005532997,0.5532997,0,0,240
Kepler-1633 b,0.005532997,0.5532997,0,0,241
Kepler-1229 b,0.00551344,0.551344,0,0,242
Kepler-1229 b,0.00551344,0.551344,0,0,243
Kepler-1229 b,0.00551344,0.551344,0,0,244
TOI-712 d,0.005260797,0.5260797,0,0,245
SPECULOOS-3 b,0.0051675057,0.5167506,0,0,246
Kepler-1606 b,0.0050076176,0.50076175,0,0,247
Kepler-296 d,0.004925179,0.4925179,0,0,248
Kepler-296 d,0.004925179,0.4925179,0,0,249
Kepler-296 d,0.004925179,0.4925179,0,0,250
Kepler-438 b,0.004702571,0.47025707,0,0,251
Kepler-438 b,0.004702571,0.47025707,0,0,252
Kepler-438 b,0.004702571,0.47025707,0,0,253
Kepler-1040 b,0.0043707322,0.43707323,0,0,254
Kepler-1593 b,0.0042947526,0.42947525,0,0,255
Kepler-1593 b,0.0042947526,0.42947525,0,0,256
Kepler-1593 b,0.0042947526,0.42947525,0,0,257
Kepler-69 c,0.004253296,0.42532963,0,0,258
Kepler-445 b,0.004203188,0.42031878,0,0,259
Kepler-445 b,0.004203188,0.42031878,0,0,260
Kepler-445 b,0.004203188,0.42031878,0,0,261
K2-3 d,0.0041642487,0.41642487,0,0,262
Kepler-1606 b,0.004137452,0.41374522,0,0,263
Kepler-1455 b,0.004005196,0.4005196,0,0,264
LHS 1140 c,0.0038426844,0.38426843,0,0,265
TOI-237 b,0.0037976345,0.37976345,0,0,266
Kepler-439 b,0.0036500583,0.36500582,0,0,267
Kepler-439 b,0.0036500583,0.36500582,0,0,268
Kepler-439 b,0.0036500583,0.36500582,0,0,269
Kepler-235 e,0.0035313698,0.353137,0,0,270
Kepler-1097 b,0.0034758977,0.34758976,0,0,271
Kepler-1097 b,0.0034758977,0.34758976,0,0,272
Kepler-1097 b,0.0034758977,0.34758976,0,0,273
Kepler-1097 b,0.0034758977,0.34758976,0,0,274
TOI-2095 b,0.0034226307,0.34226307,0,0,275
Kepler-1450 b,0.0032501272,0.3250127,0,0,276
Kepler-1450 b,0.0032501272,0.3250127,0,0,277
Kepler-1450 b,0.0032501272,0.3250127,0,0,278
Kepler-1816 b,0.0030382902,0.303829,0,0,279
Kepler-1816 b,0.0030382902,0.303829,0,0,280
Kepler-1816 b,0.0030382902,0.303829,0,0,281
TOI-6008 b,0.0030377947,0.30377948,0,0,282
TOI-1680 b,0.0030377947,0.30377948,0,0,283
K2-415 b,0.0029444485,0.29444486,0,0,284
TOI-6008 b,0.0029444485,0.29444486,0,0,285
TOI-1680 b,0.0028327235,0.28327236,0,0,286
Kepler-1052 c,0.0028133846,0.28133845,0,0,287
Kepler-69 c,0.0027047251,0.27047253,0,0,288
Kepler-69 c,0.0027047251,0.27047253,0,0,289
Kepler-69 c,0.0027047251,0.27047253,0,0,290
Kepler-69 c,0.0027047251,0.27047253,0,0,291
TRAPPIST-1 d,0.002664936,0.2664936,0,0,292
Kepler-1646 b,0.002632703,0.2632703,0,0,293
Kepler-560 b,0.002610546,0.2610546,0,0,294
Gliese 12 b,0.00254348,0.25434798,0,0,295
Kepler-1341 b,0.0024896683,0.24896683,0,0,296
Kepler-1341 b,0.0024896683,0.24896683,0,0,297
Kepler-1341 b,0.0024896683,0.24896683,0,0,298
Kepler-1582 b,0.0023744476,0.23744476,0,0,299
Kepler-1503 b,0.0023315283,0.23315284,0,0,300
Kepler-1052 c,0.0023236168,0.23236167,0,0,301
Kepler-1632 b,0.002262189,0.22621891,0,0,302
K2-3 c,0.002261055,0.2261055,0,0,303
Kepler-1536 b,0.0022162853,0.22162853,0,0,304
Kepler-1536 b,0.0022162853,0.22162853,0,0,305
Kepler-1536 b,0.0022162853,0.22162853,0,0,306
Kepler-1536 b,0.0022162853,0.22162853,0,0,307
TOI-1266 c,0.0021892784,0.21892783,0,0,308
Kepler-445 b,0.0021875156,0.21875156,0,0,309
Kepler-1143 c,0.002160442,0.2160442,0,0,310
Kepler-1143 c,0.002160442,0.2160442,0,0,311
Kepler-1868 b,0.002142455,0.2142455,0,0,312
Kepler-1868 b,0.002142455,0.2142455,0,0,313
Kepler-1868 b,0.002142455,0.2142455,0,0,314
Kepler-445 d,0.00209338,0.20933801,0,0,315
TOI-771 b,0.002084727,0.2084727,0,0,316
Kepler-1716 b,0.0020551682,0.20551682,0,0,317
Kepler-1716 b,0.0020551682,0.20551682,0,0,318
Kepler-1716 b,0.0020551682,0.20551682,0,0,319
Kepler-1653 b,0.0020456316,0.20456317,0,0,320
Kepler-1086 c,0.002026171,0.2026171,0,0,321
Kepler-1552 b,0.0020153862,0.20153862,0,0,322
Kepler-186 f,0.0020087021,0.20087022,0,0,323
TOI-771 b,0.0019610033,0.19610032,0,0,324
TOI-406.01,0.0019255183,0.19255182,0,0,325
GJ 1132 b,0.0018570626,0.18570626,0,0,326
Kepler-504 b,0.0018297274,0.18297274,0,0,327
Kepler-505 b,0.0017615771,0.17615771,0,0,328
Kepler-560 b,0.001730863,0.1730863,0,0,329
Kepler-560 b,0.001730863,0.1730863,0,0,330
Kepler-560 b,0.001730863,0.1730863,0,0,331
TOI-2406 b,0.0017074138,0.17074138,0,0,332
Kepler-235 e,0.0016818446,0.16818446,0,0,333
Kepler-235 e,0.0016818446,0.16818446,0,0,334
Kepler-235 e,0.0016818446,0.16818446,0,0,335
Kepler-925 b,0.0016472732,0.16472732,0,0,336
Kepler-1040 b,0.0016031418,0.16031417,0,0,337
Kepler-1040 b,0.0016031418,0.16031417,0,0,338
Kepler-1040 b,0.0016031418,0.16031417,0,0,339
Kepler-967 c,0.0016000546,0.16000545,0,0,340
Kepler-967 c,0.0016000546,0.16000545,0,0,341
Kepler-967 c,0.0016000546,0.16000545,0,0,342
TOI-1468 b,0.0015740988,0.15740988,0,0,343
Kepler-1840 b,0.0015312633,0.15312633,0,0,344
Kepler-888 b,0.0013960971,0.13960971,0,0,345
Kepler-1086 c,0.0013283715,0.13283715,0,0,346
Kepler-1086 c,0.0013283715,0.13283715,0,0,347
Kepler-1086 c,0.0013283715,0.13283715,0,0,348
Kepler-786 b,0.0013191315,0.13191314,0,0,349
TOI-771 b,0.0012931579,0.1293158,0,0,350
Kepler-841 b,0.0012926174,0.12926175,0,0,351
Kepler-841 b,0.0012926174,0.12926175,0,0,352
Kepler-841 b,0.0012926174,0.12926175,0,0,353
TOI-1266 b,0.001284926,0.1284926,0,0,354
Wolf 327 b,0.0012523958,0.12523958,0,0,355
LP 791-18 c,0.001163658,0.1163658,0,0,356
GJ 486 b,0.0011360662,0.11360662,0,0,357
Kepler-132 e,0.0011356821,0.11356821,0,0,358
Kepler-1143 c,0.0011271375,0.11271375,0,0,359
Kepler-1450 b,0.0011260455,0.11260455,0,0,360
Kepler-296 b,0.0010956628,0.109566286,0,0,361
Kepler-1600 b,0.0010518242,0.10518242,0,0,362
TOI-2266 b,0.0010355706,0.103557065,0,0,363
Kepler-1651 b,0.0010215008,0.10215008,0,0,364
Kepler-1491 c,0.0010107274,0.101072736,0,0,365
Kepler-1491 c,0.0010107274,0.101072736,0,0,366
LP 791-18 c,0.0009847067,0.098470666,0,0,367
Kepler-1512 b,0.0009669316,0.09669316,0,0,368
Kepler-174 c,0.0009577825,0.09577825,0,0,369
Kepler-174 c,0.0009577825,0.09577825,0,0,370
Kepler-174 c,0.0009577825,0.09577825,0,0,371
TRAPPIST-1 f,0.0009574787,0.09574787,0,0,372
Kepler-1280 b,0.00094831135,0.09483114,0,0,373
Kepler-1280 b,0.00094831135,0.09483114,0,0,374
Kepler-1280 b,0.00094831135,0.09483114,0,0,375
TOI-700 b,0.0009391673,0.09391673,0,0,376
Kepler-397 c,0.0009341768,0.09341768,0,0,377
GJ 3929 b,0.000929811,0.0929811,0,0,378
Kepler-2000 c,0.000911603,0.0911603,0,0,379
Kepler-2000 c,0.000911603,0.0911603,0,0,380
Kepler-2000 c,0.000911603,0.0911603,0,0,381
Kepler-1624 b,0.0009057839,0.09057839,0,0,382
Kepler-1624 b,0.0009057839,0.09057839,0,0,383
Kepler-786 b,0.00089755864,0.08975586,0,0,384
Kepler-786 b,0.00089755864,0.08975586,0,0,385
Kepler-786 b,0.00089755864,0.08975586,0,0,386
K2-9 b,0.00085795746,0.085795745,0,0,387
TOI-700 b,0.0008565537,0.08565538,0,0,388
Kepler-401 d,0.00084831275,0.084831275,0,0,389
Kepler-401 d,0.00084831275,0.084831275,0,0,390
Kepler-1606 b,0.0008331628,0.08331628,0,0,391
Kepler-1606 b,0.0008331628,0.08331628,0,0,392
Kepler-1606 b,0.0008331628,0.08331628,0,0,393
TOI-2093 c,0.00082664384,0.082664385,0,0,394
Kepler-1628 b,0.0008241212,0.082412116,0,0,395
Kepler-1628 b,0.0008241212,0.082412116,0,0,396
LP 791-18 c,0.0008231178,0.08231178,0,0,397
K2-18 b,0.0007855529,0.078555286,0,0,398
Gliese 12 b,0.00076981547,0.076981544,0,0,399
Kepler-369 c,0.00075677683,0.075677685,0,0,400
Kepler-369 c,0.00075677683,0.075677685,0,0,401
Kepler-369 c,0.00075677683,0.075677685,0,0,402
TOI-2120 b,0.00074028654,0.074028656,0,0,403
Kepler-1620 b,0.0007199517,0.07199517,0,0,404
LTT 3780 c,0.0007119081,0.07119081,0,0,405
Kepler-260 c,0.0007068022,0.070680216,0,0,406
Kepler-260 c,0.0007068022,0.070680216,0,0,407
Kepler-260 c,0.0007068022,0.070680216,0,0,408
Kepler-1388 d,0.0006922883,0.06922883,0,0,409
Kepler-1388 d,0.0006922883,0.06922883,0,0,410
Kepler-201 c,0.0006854675,0.06854675,0,0,411
Kepler-201 c,0.0006854675,0.06854675,0,0,412
Kepler-201 c,0.0006854675,0.06854675,0,0,413
Kepler-32 d,0.0006343322,0.063433215,0,0,414
Kepler-32 d,0.0006343322,0.063433215,0,0,415
Kepler-32 d,0.0006343322,0.063433215,0,0,416
Kepler-1635 b,0.00062500796,0.0625008,0,0,417
Kepler-1635 b,0.00062500796,0.0625008,0,0,418
Kepler-1650 b,0.00062302453,0.062302455,0,0,419
Kepler-1650 b,0.00062302453,0.062302455,0,0,420
Kepler-1650 b,0.00062302453,0.062302455,0,0,421
Kepler-1718 b,0.0006002257,0.06002257,0,0,422
LHS 1140 c,0.0005975805,0.059758052,0,0,423
Kepler-1548 b,0.0005875996,0.058759958,0,0,424
Kepler-1548 b,0.0005875996,0.058759958,0,0,425
Kepler-1548 b,0.0005875996,0.058759958,0,0,426
EPIC 248847494 b,0.000576673,0.0576673,0,0,427
Kepler-1701 b,0.00057090144,0.057090145,0,0,428
Kepler-1701 b,0.00057090144,0.057090145,0,0,429
Kepler-1701 b,0.00057090144,0.057090145,0,0,430
Kepler-1090 b,0.0005684057,0.056840573,0,0,431
Kepler-1090 b,0.0005684057,0.056840573,0,0,432
Kepler-1090 b,0.0005684057,0.056840573,0,0,433
TOI-4559 b,0.00056106655,0.056106657,0,0,434
Kepler-1593 b,0.00055749365,0.055749364,0,0,435
Kepler-1650 b,0.00055171404,0.055171404,0,0,436
Kepler-399 d,0.0005491307,0.054913074,0,0,437
Kepler-399 d,0.0005491307,0.054913074,0,0,438
Kepler-399 d,0.0005491307,0.054913074,0,0,439
TOI-5720 b,0.00054909935,0.054909933,0,0,440
TOI-2136 b,0.00054230256,0.054230254,0,0,441
TOI-540 b,0.0005344307,0.053443074,0,0,442
Kepler-315 c,0.0005318748,0.05318748,0,0,443
Kepler-315 c,0.0005318748,0.05318748,0,0,444
Kepler-315 c,0.0005318748,0.05318748,0,0,445
Kepler-1855 b,0.0005318667,0.05318667,0,0,446
Kepler-1855 b,0.0005318667,0.05318667,0,0,447
Kepler-1855 b,0.0005318667,0.05318667,0,0,448
Kepler-267 d,0.00052804966,0.052804966,0,0,449
Kepler-267 d,0.00052804966,0.052804966,0,0,450
Kepler-267 d,0.00052804966,0.052804966,0,0,451
Kepler-436 b,0.00052666984,0.052666984,0,0,452
TOI-1468 c,0.0005266575,0.05266575,0,0,453
Kepler-1132 b,0.00051903666,0.051903665,0,0,454
Kepler-1132 b,0.00051903666,0.051903665,0,0,455
Kepler-1132 b,0.00051903666,0.051903665,0,0,456
Kepler-1554 b,0.0005151341,0.051513407,0,0,457
Kepler-1554 b,0.0005151341,0.051513407,0,0,458
Kepler-1554 b,0.0005151341,0.051513407,0,0,459
Kepler-1599 b,0.0005135175,0.05135175,0,0,460
Kepler-1599 b,0.0005135175,0.05135175,0,0,461
Kepler-1599 b,0.0005135175,0.05135175,0,0,462
TOI-1266 b,0.00050963426,0.050963428,0,0,463
Kepler-132 e,0.0005041732,0.050417323,0,0,464
Kepler-132 e,0.0005041732,0.050417323,0,0,465
Kepler-132 e,0.0005041732,0.050417323,0,0,466
Kepler-553 c,0.00049514923,0.049514923,0,0,467
GJ 486 b,0.00048070095,0.048070095,0,0,468
GJ 806 b,0.00047973674,0.047973674,0,0,469
Kepler-205 c,0.00047609367,0.047609366,0,0,470
Kepler-205 c,0.00047609367,0.047609366,0,0,471
Kepler-205 c,0.00047609367,0.047609366,0,0,472
Kepler-367 c,0.00047030053,0.047030054,0,0,473
Kepler-1319 b,0.00047029782,0.047029782,0,0,474
Kepler-1319 b,0.00047029782,0.047029782,0,0,475
Kepler-1319 b,0.00047029782,0.047029782,0,0,476
TOI-540 b,0.00046636417,0.046636418,0,0,477
Kepler-138 d,0.00045991488,0.045991488,0,0,478
Kepler-138 d,0.00045991488,0.045991488,0,0,479
Kepler-138 d,0.00045991488,0.045991488,0,0,480
Kepler-1868 b,0.0004500896,0.04500896,0,0,481
Kepler-1126 b,0.0004333662,0.04333662,0,0,482
Kepler-1126 b,0.0004333662,0.04333662,0,0,483
Kepler-1126 b,0.0004333662,0.04333662,0,0,484
GJ 357 b,0.0004285388,0.04285388,0,0,485
Kepler-239 c,0.00042844893,0.04284489,0,0,486
LHS 475 b,0.00042618837,0.042618837,0,0,487
Kepler-925 b,0.00042534494,0.042534493,0,0,488
Kepler-925 b,0.00042534494,0.042534493,0,0,489
Kepler-925 b,0.00042534494,0.042534493,0,0,490
Kepler-1388 d,0.00042430378,0.04243038,0,0,491
Kepler-1854 b,0.00041153372,0.04115337,0,0,492
TOI-1468 b,0.00040739152,0.040739153,0,0,493
Kepler-967 c,0.00040617277,0.040617276,0,0,494
Kepler-1874 b,0.0004055823,0.04055823,0,0,495
Kepler-1874 b,0.0004055823,0.04055823,0,0,496
Kepler-1874 b,0.0004055823,0.04055823,0,0,497
Kepler-54 d,0.00039580758,0.03958076,0,0,498
Kepler-901 b,0.0003924303,0.039243028,0,0,499
Kepler-445 c,0.00039042777,0.03904278,0,0,500
TOI-2445 b,0.0003872256,0.03872256,0,0,501
KOI-1783.02,0.00038683764,0.038683765,0,0,502
KOI-1783.02,0.00038683764,0.038683765,0,0,503
KOI-1783.02,0.00038683764,0.038683765,0,0,504
GJ 1132 b,0.0003567614,0.03567614,0,0,505
TOI-4336 A b,0.00035375074,0.035375074,0,0,506
