pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,st_spectype
,,441.0,1.122,,,5323.91,,0.3839,
,,439.3,1.105,,,5272.0,,0.315,
,,439.29999,1.11,,,5282.0,,0.35,
,,310.4,1.08,,,4886.0,1.80963,-0.16,K0 III
,,17.0495,0.1231,,,4936.48,,0.2781,
,,17.054,0.12186,,,4740.0,-0.37882,0.36,
,,17.054,0.123,,,4929.0,,0.3,
,,17.0503,,,,4929.0,,0.3,K2 V
,,17.0431,0.12,,,4815.0,,0.24,
,,17.0431,0.1232,,,5069.61,-0.4749,0.338,
,,17.038,0.119,,,4954.0,,0.36,K2 V
,,95.233,,,,4929.0,,0.3,K2 V
,,868.0,2.13,,,4891.0,,0.02,
,,841.0,1.98,,,4862.0,,,
,,868.0,2.14,,,4932.0,1.18752,0.14,
,,1278.0,,,,,,,
,,184.2,0.81,,,4780.0,1.67,0.31,K2 III
,,55.199,0.243,,,,,,M0 V
,,144.3,0.72,,,4945.0,1.87,0.03,K1 III
,,499.48,1.134,,,5180.0,,-0.26,G5
,,232.08,0.706,,,5530.0,,-0.12,G5
,,487.08,1.32,,,4891.0,1.02,-0.01,K1 III
,,893.63,1.97,,,4891.0,1.02,-0.01,K1 III
1.829,,7.610303,0.06899,721.0,,4930.0,,-0.1,
2.4,,14.245648,0.10479,585.0,,4930.0,,-0.1,
3.68209,,14.2456603,,1021.0,,4760.0,,,
,,1481.6,2.84,,,4823.0,1.13988,0.06,K0 III
,,1479.03,,,,4824.0,1.14,0.06,K0 III
2.59387,,9.100412,,644.0,,5013.7,,,
2.46598,12.7132,9.1205,,,,5089.0,,-0.16,
2.53,10.1,9.0949,0.07765,745.0,3.41,5089.0,,-0.16,
2.469,9.7,9.1004157,0.0792,753.2,3.53,5048.0,-0.47314,0.0,
2.53,11.82,9.1205,0.0906,690.0,4.17,5089.0,,-0.16,K1
,,57.435,0.25,,,3901.0,,-0.14,
,,57.435,0.25,,,3986.0,-1.00302,,
,,6.673855,0.0692,,,5485.0,,0.26,G5 V
,,6.6742,0.0692,,,5544.0,-0.04739,0.23,
,,6.674,0.0692,,,5485.0,,0.231,
,,6.673892,0.0696,,,5544.0,-0.01,0.24,G5
,,6.67386,0.07,,,5520.0,,0.29,
,,147.747,0.549,,,5544.0,-0.01,0.24,G5
,,147.73,0.545,,,5485.0,,0.26,G5 V
,,95.2847,0.407,,,5544.0,-0.04739,0.23,
,,981.8,1.94,,,5544.0,-0.01,0.24,G5
,,952.0,1.89,,,5485.0,,0.26,G5 V
,,674.94,1.61,,,4860.0,1.06,-0.01,K0/1 III
,,50.65905,0.234,,,,,,
,8835.6297146,23000.0,17.5,1250.0,,,,,F5 V
,7627.881768,22000.0,17.0,1300.0,,6655.0,,0.13,F5 V
1.58,4.5,3.53796,0.0436,1217.0,6.3,5289.0,-0.1549,0.24,
1.551,4.5,3.5379559,0.04518,1123.0,,5289.0,,0.24,
1.37,5.1,6.42975,0.0649,998.0,11.0,5289.0,-0.1549,0.24,
1.538,5.14,6.429575,0.0673,920.0,,5289.0,,0.24,
,,159.986,0.492,,,,,,K7 V
,,41.516,0.217,,,4881.0,,,K2 V
,2589.98368864,26125.56497,15.898,,,,,,
,,60.722,0.256,,,,,,M0
,,3477.768,3.805,,,,,,M0
,7500.7504052,31000.0,22.1,,,,,-0.26,A9/F0
,,15.572098,,,,6226.0,,,
2.595,6.89,15.57208,,959.0,2.17,6320.0,,-0.1,
2.44317,,15.5718552,,912.0,,6352.33,,,
2.9,,15.5712,,,,6199.0,,-0.11,
,,31.70648,,,,6226.0,,,
2.56,,31.6978,,,,6199.0,,-0.11,
2.29980485,,31.71802083162,,696.5,,6352.33,,,
2.727,4.4,31.70603,,757.0,1.19,6320.0,,-0.1,
,,278.3618,,,,,,,
,,48.1,,,,6199.0,,-0.11,
,,1114.0,,,,6226.0,,,
3.54,4.6,278.3618,,367.0,0.56,6320.0,,-0.1,
3.96,,156.0,,,,6199.0,,-0.11,
4.92,12.0,369.0,,335.0,0.55,6320.0,,-0.1,
,,,,,,6226.0,,,
5.51,,131.0,,,,6199.0,,-0.11,
9.2,12.0,542.07975,,294.0,0.09,6320.0,,-0.1,
10.2,,324.0,,,,6199.0,,-0.11,
,,1084.0,,,,6226.0,,,
,,46.4,,,,6199.0,,-0.11,
,,62.06,,605.0,,6320.0,,-0.1,
,,34.15,0.176,,,,,,
,,17.818,0.112,,,,,,M0.5 Ve
,,345.72,0.89,,,4962.0,-0.95861,0.1,
,,345.63,0.89,,,4813.0,-0.5608,0.17,
,,345.72,0.89,,,4813.0,,0.17,
,,9017.76,7.7,,,4813.0,-0.5608,0.17,
,,7.76,0.063,,,4021.0,,,K5 V
,,15.144,0.099,,,4021.0,,,K5 V
,5625.5628039,33000.0,24.8,,,8100.0,,,A5 V
,,3250.0,3.81,,,4799.0,-0.68194,-0.22,K5 V
,762.7881768,3274.0,4.0,,,,,,K5 V
,2585.53409095,5138.43727,5.062,,,,,,
,2151.69831539,2675.57603,4.55,,,,,,
,1779.8390792,2620.0,3.77,,,4769.0,,-0.03,K1 III
,,2574.9,3.73,,,4769.0,1.04999,-0.03,K1 III
,,2999.33,,,,4769.0,1.05,-0.03,K1 III
,,8.1352,0.07,,,4640.0,0.19,0.09,K4 V
,,8.1389,,,,4510.0,-0.62416,0.01,
,3359.44626199,8.135,,,,,,,
,,8.1352,0.07,,,4510.0,,0.01,
,,32.03,0.178,,,4640.0,0.19,0.09,K4 V
,,431.7,1.01,,,4640.0,0.19,0.09,K4 V
,,30.014,0.17,,,,,,K6 V
,,124.6,0.565,,,4830.0,1.63,-0.31,G8
,,0.98097217,,,,4590.0,-0.67799,0.18,K4 V
22.75427,1021.18779,0.9809734,0.01782,1411.0,0.48,4590.0,-0.67799,0.18,K4 V
,,0.981,0.017,,,,,,K4 V
5.91629233,,0.980972,,1320.95,,4486.0,,,
,,28.125,0.177,,,5460.0,,0.25,K0
,,67.3,0.316,,,5460.0,,0.25,K0
16.8135,2860.47,,92.0,1500.0,,8840.0,,,A2 V
,1871.37366042,1079.55726,2.794,,,,,,
,,1084.5,2.81,,,5000.0,1.65,0.16,K0 III
,1589.142035,310.9,0.799,,,4300.0,-0.81816,0.12,
9.763,,6.9594718,0.0747,1176.0,,,,,
9.9872018,,6.9594731,0.0748,1175.0,,5675.0,0.24304,,
9.38005266,,6.9593972138,,1096.06,,5854.0,,,
10.07,,6.959503,,1174.0,,5675.0,0.24304,0.0,
10.178,,6.959471,,,,5675.0,,0.0,
7.93595834,,14.334892,0.1228,917.0,,5675.0,0.24304,,
,,2556.5,4.91,,,4985.0,1.61669,0.15,K1 III
,4309.11754211,2523.64713,4.807,,,,,,
,4354.2491759,2550.0,4.92,,,4985.0,,0.15,K1 III
,,89.06,0.426,,,4805.0,1.207,-0.03,K0 III
,,89.11,,,,4807.0,1.2,-0.07,K0 III
,,89.23,0.42,,,4840.0,1.16673,0.01,K0 III
,,88.8,0.46,,,4890.0,1.244,0.0,K0 III
,,88.9,0.46,,,4890.0,1.244,0.0,K0 III
,,88.87622,0.482,,,,,,
,,,0.437,,,,1.261,,
,2204.77565936,3923.6609,6.032,,,,,,
,,,3.626,,,,1.261,,
,,1626.0,2.96,,,4805.0,1.207,-0.03,K0 III
,,3268.56,,,,4807.0,1.2,-0.07,K0 III
,2002.2,2200.0,,,,4890.0,1.244,0.0,K0 III
,,2131.8,3.82,,,4890.0,1.244,0.0,K0 III
,,3128.41,4.55,,,4840.0,1.16673,0.01,K0 III
,1430.2278315,3649.0,3.99,,,,,,K7 V
,,17337.5,20.25,,,4105.0,,,K7 V
,1446.11925185,3669.3,4.037,,,,,,
,,87.19,0.335,,,4146.0,,,M1
,,822.3,2.1,,,4850.0,1.21484,0.2,K1 III
,,812.47,,,,4824.0,1.02,0.12,K1 III
,,926.4,2.02,,,4891.0,1.01995,-0.01,K0 III
,,970.78,,,,4891.0,1.02,-0.01,K0 III
,6674.396547,,3319.0,2507.0,,,,,
,7700.0,,740.0,2700.0,,10500.0,,,
,7322.49,,,,,8738.0,1.3684,,
,7300.0,,740.0,2700.0,,10500.0,,,B9 V
,6515.515,,345.0,2450.0,,,,,
,,111.7,0.36,,,3191.0,,0.4,M3 V
,4703.8604236,104100.0,23.04,2050.0,,,,,M
2.53625843,8.9,10.751014,0.093,794.96,2.97,5618.0,-0.0804,0.007,
2.56,7.8,10.75101,0.092,855.0,2.5,5530.0,,-0.09,
2.35818269,,10.75101065786,,787.39,,5784.0,,,
2.48,9.4,19.6053,0.138,699.0,3.4,5530.0,,-0.09,
1.759371,,6.19132,,981.28,,5784.0,,,
2.52442508,10.7,19.60562,0.139,650.68,3.63,5618.0,-0.0804,0.007,
,1811.6219199,1585.0,2.8,,,4670.0,,-0.15,K2 III/ IV
,,1583.72,,,,4672.0,1.31,-0.19,K2 III/IV
,,1560.2,2.8,,,4670.0,1.40483,-0.15,K2 III/IV
,2451.7283316,1852.14387,3.729,,,,,,
,,2.224,0.031,,,,,,K5 V
,,453.9,1.26,,,4883.0,0.88986,0.17,K1 III
,,455.73816,1.36,,,,,,
,,452.45,,,,4884.0,0.89,0.17,K1 III
,,5.0505,0.06,,,5519.0,,0.23,
,,5.0505,0.057,,,5519.0,-0.222,0.23,G5 V
3.0,379.0,7.713057,0.0787,1060.0,,5991.0,,0.0,G V
3.00403804,,7.71212084088,,981.46,,5985.4,,,
3.207,,7.712121,,,,5985.43,0.13759,,
,6547.2651842,24955.45756,15.037,,,,,,
3.82838127,8.3,20.772858,0.145,640.88,0.81,5649.0,-0.0716,-0.018,
3.75,8.4,20.77288,0.144,685.0,0.9,5550.0,,-0.1,
3.91576,,20.7724316,,1060.0,,5625.56,,,
3.9,10.0,20.772907,0.1438,663.4,,5609.0,,,
3.34,7.9,52.5636,0.268,503.0,1.2,5550.0,,-0.1,
3.42855926,7.0,52.56363,0.269,470.31,1.0,5649.0,-0.0716,-0.018,
3.343,18.3,52.563491,0.2669,486.9,,5609.0,,,
3.28372,,52.56370562152,,542.0,,5625.56,,,
2.63881,,10.288886,,483.0,,5126.0,,,
2.74,20.0,10.28891,0.089,757.0,5.3,5198.0,,0.27,K0 V
2.4801338,19.1,10.288914,0.091,701.66,6.86,5216.0,-0.32514,0.248,
,,16.84,0.124,642.0,,5198.0,,0.27,K0 V
,,16.432,0.124,,,5216.0,-0.32514,0.248,
,,1058.8,2.55,,,5020.0,1.204,0.29,K0
,6098.17364511,1062.26506,2.491,,,,,,
,7182.9219982,1054.0,2.447,,,5020.0,,0.29,K0/1 III
,5117.0373527,18600.0,16.9,,,8000.0,1.14176,,A5-A6
,,36.116,0.1417,234.4,,3347.0,-1.99542,-0.18,M4.0 V
11.7768,6991.57,,773.0,,,,,,G0 V
12.44199,9534.9,,20.3,1200.0,,,,0.02,F5 V
,4195.3349724,,27.0,1255.0,,6597.0,,0.1,F5 V
,,27000.0,18.0,171.0,,5794.0,,0.1,
,,43000.0,25.0,,,5833.8,,0.1014,
,1052.01202717,38350.0,22.8,,,5794.0,,0.1,G0 V
,,312.0,0.91,,,,,,
,,302.79999,0.92,,,6167.0,,0.16,
,1970.5361234,332.0,,,,,,,
,,320.1,0.925,,,,,,
2.085,,3.58599,0.048,1572.0,,6201.0,0.3707,-0.14,
2.004,3.55,3.585287,0.04888,1552.0,2.44,6354.0,0.36361,0.025,
1.77141,,3.58529,,1404.0,,6308.31,,,
1.939,,5.97293,0.0674,1326.0,,6201.0,0.3707,-0.14,
1.979,3.8,5.973865,0.0687,1309.0,2.9,6354.0,0.36361,0.025,
2.39177347,,5.97391244881,,1198.74,,6308.31,,,
2.164,,11.23,0.1027,1075.0,,6201.0,0.3707,-0.14,
2.001,7.1,11.230511,0.1046,1061.0,4.9,6354.0,0.36361,0.025,
2.07546646,,11.23046047708,,971.29,,6308.31,,,
,,166510.17,67.96,,,,,,
6.7254,,,,1200.0,,7204.58,0.73347,,
13.0,2000.0,170000.0,68.0,,,,0.69197,-0.47,A5 V
,,171667.5,70.0,,,7204.58,0.73347,,
,,83255.09,42.81,,,,,,
,,67571.25,38.0,,,7204.58,0.73347,,
13.0,3000.0,69000.0,38.0,,,,0.69197,-0.47,A5 V
11.209,,,,1200.0,,7204.58,0.73347,,
13.0,3000.0,37000.0,24.0,,,,0.69197,-0.47,A5 V
,,,,,,7204.58,0.73347,,
10.0881,,,,1300.0,,7204.58,0.73347,,
,,41627.54,26.97,,,,,,
10.0881,,,,1300.0,,7204.58,0.73347,,
,,18000.0,14.5,,,7204.58,0.73347,,
,,20815.6,16.99,,,,,,
13.11453,3178.3,,16.4,1150.0,,7400.0,,-0.5,A5
,,3.986,0.0435,,,4203.0,-0.91364,-0.05,K7 V
,,2390.0,3.6,,,,,,
,,4368.0,5.4,,,,,,
,,734.0,2.038,,,,,0.12,
9.05959039,,8.83492609575,,647.03,,3303.0,,,
10.73820351,,8.834978,0.077,854.0,,4080.0,-0.33161,,
,6674.396547,,435.0,2601.0,,,,,
4.37,,19.3037,0.137,,,5581.0,,,
3.92,,19.30691,0.1374,703.0,,5647.0,,-0.04,
3.73470986,,19.307044,,,,5638.0,,-0.03,
3.83,,19.307107,,,,5454.0,,,
,,19.292062,,,,5533.0,-0.10088,-0.07,
2.98,,19.30481,,,,,,,
3.84,27.0,19.3044,,,2.6,5620.0,,-0.07,
3.773,25.2,19.30553,,649.0,2.36,5533.0,,-0.07,
4.67,,1.673918,,,,,,,
,,1.6739,,,,6115.49,0.2713,0.2808,
3.5,,1.673916,,,,6120.0,0.24969,0.14,
,,1.674,,,,6115.49,0.2713,0.2808,
3.44449,,1.6739029,,1461.0,,6115.5,,,
3.6,,1.673847,,,,,,,
3.57,8.0,1.67389,,1720.0,0.9,6044.0,,0.3,
1.52,,1.673737,,,,,,,
3.88,21.8,1.6739035,0.0301,1841.0,2.04,5945.0,,0.22,G0 V
3.45,,1.6739024,0.0422,1094.0,,6120.0,,0.14,
,,1.67344228,,,,6115.49,0.2713,0.2808,
3.59,,1.673833,0.0296,1748.0,,6168.0,,0.26,
,,14.6843,,,,4695.41,-0.5516,0.1057,
2.0,,14.6762429,0.1124,618.0,,4927.0,,0.07,
2.19420598,,14.677214,,,,4942.0,,0.14,
1.85,,14.675828,,,,,,,
2.0,,14.677286,,,,4819.0,-0.59482,0.14,
1.94,,14.67665,,,,,,,
,,14.66146147,,,,4695.41,-0.5516,0.1057,
,,9.9147,,,,4638.0,-0.60877,,
1.3,,9.915615,,,,4695.0,-0.65738,0.14,
,,1.974,,,,3578.0,-1.42845,,
,,1.974991,,,,3820.0,,,
,,1.9741,,,,3578.0,-1.42845,,
1.9,,1.97419,,,,3660.0,-1.43415,0.14,
1.79,,1.9741954,0.0242,798.0,,3712.0,,0.18,
2.43,,1.974202,,,,,,,
0.99,,1.974172,,,,,,,
1.96,,1.974238,0.023,,,3546.46,,,
,,8.267,,,,5411.15,-0.18892,0.3277,
3.59,30.0,8.266902,0.081,,,5434.0,,0.26,
3.55,,8.26698,,,,,,,
3.4,15.4,8.26726,,805.0,2.24,5373.0,,0.22,
3.5,,8.267084,,,,,,,
3.59,,8.2669928,0.0833,928.0,,5636.0,,0.23,
,,8.2669897,,,,5636.0,,,K1
3.40690334,,8.26679,,,,5475.0,,0.26,
,,8.26345949,,,,5411.15,-0.18892,0.3277,
3.44807,,8.2669589,,958.0,,5411.1,,,
3.37,,8.267704,0.0796,814.0,,5464.0,,0.25,
16.14096,266.9772,3.31392,0.048,1780.0,0.35,6030.0,,0.1,F9 IV
15.98,,3.313959,0.0475,1649.0,,6061.0,,0.14,
,,3.3139151,,,,6030.0,,0.1,F9 IV
17.38,,3.3139095,,,,,,,
14.4,,3.313944,,,,,,,
12.04276422,,3.313921,,,,6178.0,,0.35,
,,4.734,,,,5496.0,0.40539,,
5.28,59.4,4.73401,0.0573,1446.0,2.22,5474.0,,0.33,
5.81,,4.73363,,,,,,,
7.56448313,,4.73379,,,,5414.0,,0.48,
5.28,59.4,4.73401,,1446.0,2.22,5474.0,,0.33,
,,4.73360988,,,,5496.0,0.40539,,
5.38526663,,4.73355750515,,1377.32,,5496.0,,,
5.3,,4.734006,,,,,,,
5.33,,4.733999,0.0581,1360.0,,5599.0,,0.36,
7.55,,39.93767,0.2257,734.0,,5433.0,,-0.12,
2.42,,39.8478,0.2196,,,5264.0,,,
2.92,,39.8642,,,,,,,
2.47,,39.863566,,,,5133.0,,,
,,13.864,,,,4936.0,-0.56708,,
2.592,15.9,13.86375,0.10207,638.0,5.02,5010.0,,-0.34,
2.5,,13.86383,,,,,,,
2.56,,13.86387,0.1027,575.0,,4950.0,,-0.21,
2.52419159,,13.86391,,,,4877.0,,-0.3,
2.592,16.7,13.86375,0.1021,640.0,5.2,5010.0,,-0.34,K3 V
2.55,,13.8636,,,,,,,
2.558,17.0,13.86368,,571.0,5.7,4868.0,,-0.27,
,,13.85870316,,,,4936.0,-0.56708,,
1.9,8.6,5.35117,0.0621,1309.0,6.6,5730.0,0.27875,-0.53,
1.184,5.4,5.35232,,1019.0,13.8,5832.0,,-0.44,
1.41,,5.35185,,,,,,,
1.82,5.29,5.3518,0.057,,4.8,5775.0,,-0.46,G2
1.82,5.58,5.3518,0.0565,1309.0,5.0,5775.0,,-0.46,
1.22263837,,5.351403,,,,5741.0,,-0.36,
2.09,,5.35161,,,,5788.0,,,
,,15.6805,0.11569,,,5775.0,,-0.46,
,,15.6785,0.1166,,,5775.0,,-0.46,G2
,,5.8176015,,,,5627.0,0.0086,0.18,G
10.42437,410.0007,5.817608,0.0558,1178.0,1.97,5627.0,0.0086,0.18,G
12.14,,5.817685,0.0642,1098.0,,5660.0,,0.27,
12.55,,5.817649,,,,,,,
11.6459,,5.8176452,,1136.0,,5633.4,,,
12.5,,5.817681,,,,,,,
10.88,,11.3909344,0.0983,722.0,,5039.0,,0.38,
11.1,,11.391432,,,,,,,
11.19847412,,11.39096852897,,667.45,,5027.0,,,
10.44677001,638.83509807,11.3909311,0.0943,701.0,3.08,4920.0,-0.44491,0.41,
10.59248676,638.83509807,11.390931,0.0944,701.4,2.96,4899.0,-0.4437,0.42,
,,11.391,,,,4913.0,-0.39497,,
10.67,,11.391013,0.0954,661.0,,5044.0,,0.39,
10.71,,11.390955,,,,,,,
,,11.38576954,,,,4913.0,-0.39497,,
10.558878,587.9855,11.39109,0.09309,719.0,2.99,5027.0,,0.41,
12.06,,20.272615,0.143,619.0,,5657.0,,-0.1,
10.4386,,20.2730282,,592.0,,5742.0,,,
,,20.272,,,,5742.0,-0.14457,,
11.80305668,321.00669107,20.2729914,0.1415,696.0,1.07,5870.0,-0.10791,-0.198,
,,20.273017,,,,5657.0,,-0.1,
11.55,,20.27285,,,,,,,
12.498035,266.9772,20.273034,0.1367,682.0,0.82,5560.0,,-0.22,
,,20.272992,,,,,,,
,,20.2729861,,,,5560.0,,-0.22,
,,20.27362337,,,,5742.0,-0.14457,,
11.5,,20.272602,,,,,,,
,,4.654879,,,,4348.35,,,
0.814,,4.6556782,,,,4264.0,,,
0.71889232,,4.655335,,,,4547.0,,0.01,
0.69,,4.655411,0.048,,,4348.35,,,
1.74,,1.291605,,,,,,,
2.45117748,,1.29160335703,,856.69,,3689.0,,,
,,1.292,,,,3689.0,-1.35449,,
2.03,,1.291563,0.0188,,,3676.0,-1.35655,-0.22,M1.0 V
2.1,,1.291651,,,,,,,
1.96,,1.291505,0.019,,,3842.12,,,
,,1.291626,,,,3689.0,-1.35449,,
2.03,,1.2916,0.0189,868.0,,3778.0,,-0.05,
2.03,,5.44482,0.051,,,3842.12,,,
2.06,,5.444017,0.0492,537.0,,3778.0,,-0.05,
2.1,,5.443984,,,,,,,
1.75,,5.44425,,,,,,,
1.94,,5.44425,0.0491,,,3676.0,-1.35655,-0.22,M1.0 V
2.48,,50.9254,,,,,,,
2.54,,50.92092,0.245,,,4726.29,,,
2.29,,7.728578,0.07,,,4752.8,,,
2.6,,7.727574,,,,,,,
,,7.72651124,,,,4525.0,-0.68533,,
2.53,,7.727283,0.0698,666.0,,4740.0,,-0.05,
,,7.728,,,,4525.0,-0.68533,,
2.16,,7.7285,,,,,,,
2.72,,8.28176,0.0847,,,6177.0,,,
2.18823473,,8.282455,,,,5663.0,,-0.11,
2.14,,8.2824161,,,,5615.0,,,
2.44,5.2,8.28246,0.0792,1026.0,1.6,5672.0,,0.0,
2.33,,8.28212,0.0802,1003.0,,5800.0,,0.03,
2.48,,8.28192,,,,,,,
7.44,,5.185758,,,,,,,
7.64369371,,5.185759,,,,4695.0,,-0.14,
,,5.1857532,,,,4471.38,,,
7.16,51.0,5.185738,,716.0,0.7,4526.0,,0.04,
7.7,,5.185743,,,,,,,
7.50399,,5.185768,,935.0,,4664.8,,,
,,5.185972,,,,4664.8,-0.74531,0.1107,
,,5.186,,,,4664.8,-0.74531,0.1107,
9.12,,5.185754,0.052,,,4471.38,,,
7.5,,5.185761,0.0525,723.0,,4551.0,,-0.04,
7.52,,5.1857539,0.0629,738.0,,4690.0,,-0.16,
1.3,,2.219225,,,,,,,
1.17,,2.219368,,,,,,,
1.16,,2.2193023,0.0373,769.0,,4009.0,,0.32,
1.21,,2.219282,0.0285,814.0,,4027.0,,0.06,
1.28,,2.219405,0.029,,,3993.36,,,
,,2.219,,,,3807.0,-1.14679,,
1.22,,2.219315,0.0288,,,3903.0,-1.10237,0.37,
,,2.21944122,,,,3807.0,-1.14679,,
,,30.96028326,,,,3856.0,-1.13147,,
2.76,,30.951524,0.1649,338.0,,4035.0,,0.03,
,,30.953,,,,3856.0,-1.13147,,
3.07,,30.954,,,,,,,
2.66,,30.9542,0.1641,,,3880.0,-1.14267,-0.02,
2.5,,30.954222,,,,4040.0,,,
3.0,,30.952606,,,,,,,
2.65,,30.956763,0.167,,,4075.67,,,
2.9,,6.413651,0.049,442.0,,3570.0,,0.023,
2.9,,6.414008,,,,3620.0,,,
,,6.414,,,,3471.0,-1.65919,,
2.64,,6.413539,0.051,,,3560.7,,,
2.36,,6.41362,,,,,,,
2.6,,6.413718,,,,,,,
3.03,,6.413766,0.051,445.0,,3560.0,,-0.08,
2.18,,21.750264,0.121,,,3654.47,,,
2.0,,7.385453,,,,,,,
1.97,,7.385655,0.0656,601.0,,4339.0,,0.02,
1.92,,7.38711,,,,,,,
,,7.387,,,,4259.0,-0.87762,,
,,7.38795716,,,,4259.0,-0.87762,,
1.79540442,,7.387066,,,,4396.0,,-0.44,
1.84,,7.387073,0.066,,,4367.83,,,
9.1,,3.588158,,,,,,,
12.72,,3.588162,,,,,,,
11.43763082,,3.5868547125,,1057.3,,5036.0,,,
8.66,,3.588165,0.041,,,4387.84,,,
,,3.588,,,,5036.0,-0.25445,,
8.37,,3.588163,0.0411,809.0,,4575.0,,-0.11,
1.117,,5.67556,,,,,,,
1.20312295,,5.675814,,,,4621.0,,-0.26,
1.42,,5.675819,0.056,,,4469.51,,,
1.04,,8.239493,0.057,,,3459.09,,,
0.661,,8.23981,,,,,,,
2.29,,40.062771,,,,5508.0,,,
2.7,,40.0603,0.2245,,,5727.0,,,
1.89,,39.91488,0.2114,511.0,,5698.0,,-0.54,
1.25,,2.49412,0.032,,,4356.47,,,
1.22,,2.494206,,,,,,,
1.06180894,,2.494161,,,,4528.0,,-0.24,
1.81,6.5,0.3693038,,,6.0,5200.0,,0.0,
1.76156914,,0.369311,,,,5113.0,,-0.15,
1.5,,0.369311,,,,5200.0,,-0.02,
1.7,,0.36931,0.0095,2062.0,,5245.0,,-0.17,
1.651,6.3,0.369,,,7.7,5200.0,,-0.02,
2.13418186,,0.36930571984,,2008.02,,5129.0,,,
1.69,7.9,0.3693038,0.00936,2223.0,8.8,5120.0,,-0.04,
14.5717,155.7367,,0.086,,,,,,
9.02881,,9.1720535,,1152.0,,4933.0,,,
12.206601,157.32585,9.1708,0.0916,1586.0,,4878.0,0.94349,-0.11,
14.5717,155.7367,9.1751,,,,4840.0,,-0.01,
6.86473931,,9.173866,,,,5035.0,,0.07,
,,9.172616,,,,4840.0,,-0.01,
1.31,,3.0712,0.033,,,3655.0,-1.4437,,M1 V
1.34,,3.07133,0.03194,,,3655.0,-1.47886,,M1.5 V
1.48,,4.8682,0.045,,,3655.0,-1.4437,,M1 V
1.603,,4.86784,0.04341,,,3655.0,-1.47886,,M1.5 V
2.46843,,11.0248821,,734.0,,3798.0,,,
2.02,,11.0234,0.077,,,3655.0,-1.4437,,M1 V
2.003,,11.02454,0.07487,,,3655.0,-1.47886,,M1.5 V
1.73,,26.5841,0.1346,296.0,,3655.0,-1.47886,,M1.5 V
1.05,,7.9757,,,,4359.0,-0.767,0.17,
0.99,,7.975292,,553.0,,4499.0,-0.78781,0.15,K5.5
1.014,4.3,7.9752,0.0707,610.0,24.0,4500.0,-0.7765,-0.02,
3.14,,17.30681,,,,4359.0,-0.767,0.17,
3.0,18.1,17.30713,0.1185,470.0,3.69,4500.0,-0.7765,-0.02,
,,17.307013,,,,4364.0,-0.78516,0.15,K5 V
3.7275,,17.3070631,,658.0,,4230.6,,,
2.91,,17.307137,,425.0,,4499.0,-0.78781,0.15,K5.5
3.03,,17.3077,0.11728,,,4364.0,-0.78516,0.15,K5 V
1.565,3.0,25.575,0.1538,420.0,4.3,4500.0,-0.7765,-0.02,
1.55,,25.5715,,,,4359.0,-0.767,0.17,
1.45,,25.575065,,373.0,,4499.0,-0.78781,0.15,K5.5
0.89,158.915,0.179715,0.0058,1471.0,,3492.0,,0.08,M3 V
0.64,,0.179719,,,,3697.0,,-0.059,
1.49,,2.35321,0.0338,1157.0,,5283.0,,0.134,G8 V
1.51,3.1,2.35309,0.03385,,4.9,5356.3,,0.14,
,2.54,,,,,5354.7,,0.07,
1.57,,2.35322,0.0338,,,5378.0,,0.16,K1 V
,6.23,3.559823,,,,5354.7,,0.07,
2.52,,3.55987,0.04454,,,5378.0,,0.16,K1 V
2.299,6.31,3.56004,0.04461,,2.8,5356.3,,0.14,
2.26,,3.56015,0.0442,1012.0,,5283.0,,0.134,G8 V
2.46,,5.40484,0.0575,888.0,,5283.0,,0.134,G8 V
2.66,,5.40478,0.05883,,,5378.0,,0.16,K1 V
,0.78,5.405362,,,,5354.7,,0.07,
2.39,7.92,5.40479,0.05893,,3.1,5356.3,,0.14,
3.11,,8.26147,0.0792,757.0,,5283.0,,0.134,G8 V
3.29,,8.26144,0.07807,,,5378.0,,0.16,K1 V
,14.11,8.261334,,,,5354.7,,0.07,
3.30997,,8.2616616,,794.0,,5281.0,,,
3.39,12.97,8.26146,0.0782,,1.8,5356.3,,0.14,
2.73,,12.75758,0.1064,653.0,,5283.0,,0.134,G8 V
2.81,,12.75759,0.1043,,,5378.0,,0.16,K1 V
2.904,1.63,12.75758,0.10447,,0.4,5356.3,,0.14,
,2.47,12.756618,,,,5354.7,,0.07,
,2.56,41.965443,,,,5354.7,,0.07,
3.18,,41.96645,0.2287,445.0,,5283.0,,0.134,G8 V
3.013,4.32,41.96797,0.23109,,0.9,5356.3,,0.14,
9.11,,28.380619,0.1796,524.0,,5370.0,,0.24,
9.5,,28.382206,,,,,,,
9.056872,123.00021,28.38236,0.179,565.0,0.91,5340.0,,0.22,K0 V
9.26802368,,28.382071,,,,5425.0,,0.23,
9.62,,28.38246,,,,,,,
7.49,,8.368791,0.069,,,3970.42,,,
4.81,,8.36802,0.0627,488.0,,3789.0,,-0.37,
8.51,,8.36779,,,,,,,
4.48,,8.36926,0.061,,,3866.0,,,
6.65,,8.3688168,,,,3879.0,,,
12.273855,323.86877,6.5693,0.0591,1114.0,0.963,5654.0,-0.04915,0.12,G5
,,6.5692045,,,,5654.0,-0.04915,0.12,G5
13.04635343,,6.569213,,,,5637.0,,0.29,
