pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,st_spectype
12.172974,251.40353,2.2554477,0.03524,1715.0,0.76,5880.0,0.25261,0.24,G1 V
,,2.2554454,,,,5880.0,0.25261,0.24,G1 V
,,2.2554458,,,,5880.0,0.25261,0.24,G1 V
11.05352928,,2.25544592237,,1579.78,,5817.0,,,
2.88015,,16.7368995,,834.0,,5759.0,,,
3.66,,16.736888935,0.129365,,,5759.0,,,
3.56505068,14.6,16.7369,0.126,703.49,1.76,5642.0,-0.03058,0.052,
1.41,,1.7666957,0.0226,764.0,,3499.0,,,
1.55747344,,1.76669200948,,700.85,,3474.0,,,
5.48002658,,3.77012960887,,953.42,,5058.0,,,
5.3422266,31.3,3.770107,0.045,943.19,1.13,5058.0,-0.41794,0.131,
5.4585,,3.770179,,1136.57,,5135.0,,0.06,
5.44,26.1,3.77015,,,0.89,5066.4,,0.12,
,,389.2,,,,5066.4,,0.12,
,,393.1,0.1,,,5058.0,-0.41794,0.131,
1.9,6.36,3.1342791,0.033548,698.0,5.0,3690.0,-1.3536,0.0,M1 V
1.79929661,,3.13429456192,,618.36,,3575.0,,,
2.03,5.5,3.134279,,590.0,3.6,3650.0,-1.36552,0.0,
3.09,48.8,2.500311,0.0229,489.0,,3185.0,-2.14813,0.336,M5V
3.24,56.6,2.50031,0.0235,533.0,9.44,3168.0,-2.12494,0.19,
3.17138532,,2.50052909833,,491.65,,3181.0,,,
5.34,28.3,24.283429,0.16,,0.94,5665.0,,0.1,G5 V
5.15,18.4,24.283382,0.164,730.0,,5730.0,-0.04818,0.12,G5 V
5.20315158,22.4,24.283377,0.166,602.99,0.87,5684.0,-0.06349,0.147,
5.21152,,24.2833782,,654.0,,5675.0,,,
2.72432,,8.082354,,959.0,,5878.6,,,
3.143,,8.082376554,0.080496,,,5879.0,,,
,,9.476936,,,,5645.0,0.4609,0.148,
10.816685,1722.6386,9.47725,0.0914,1198.0,7.53,5645.0,0.4609,0.148,
9.80856,,9.47686,,993.0,,5801.8,,,
2.95921,,13.7270395,,802.0,,5777.0,,,
3.435,,13.727012643,0.113496,,,5777.0,,,
3.29206019,10.4,13.72641,0.114,782.98,1.6,5743.0,0.06446,0.159,
4.9395,,3.4913952,,718.0,,3907.0,,,
,,3.491516,,,,3980.0,-1.05552,0.25,M0
,,3.491405,,,,3980.0,-1.05552,0.25,M0
5.05,26.78,3.49151,0.0391,767.0,1.14,3980.0,-1.05552,0.25,M0
2.69175,,7.0731057,,1099.0,,5656.0,,,
3.18175535,12.3,7.073076,0.073,1099.79,2.09,5636.0,0.27068,0.148,
3.05,11.9,7.073091,0.074,1186.0,2.3,5670.0,,0.13,
2.44,12.8,7.073088,0.074,1076.0,4.9,5807.0,0.25,0.138,
,,571.3,1.37,274.0,,5670.0,,0.13,
,,571.25,1.37,,,5636.0,0.27068,0.148,
,2800.0,570.1,1.381,249.0,,5807.0,0.25,0.138,
1.695,,8.303342,0.0742,755.55,,4922.0,-0.52433,0.07,
1.946,,8.303341406,0.073872,,,4814.0,,,
1.95844,,8.3033493,,685.0,,4814.0,,,
2.36507598,9.7,21.269084,0.154,694.09,4.0,5815.0,0.12123,0.193,
1.87711,,21.2690422,,770.0,,5707.0,,,
3.30511,,4.2660553,,506.0,,3281.0,,,
1.83,,4.266046,0.03589,485.0,,3277.0,,0.22,M4 V
2.68,,22.341702927,0.164086,,,6179.0,,,
2.54102,,22.3417286,,598.0,,6179.0,,,
1.39,57.0,2.38839,0.0291,831.0,,3985.0,,-0.26,M0 V
1.33994008,,2.38890510104,,771.76,,3959.0,,,
2.12,14.0,4.4929,0.0443,673.0,,3985.0,,-0.26,M0 V
1.99802983,,4.48913668478,,625.4,,3959.0,,,
2.52,15.0,9.0497,0.0707,533.0,,3985.0,,-0.26,M0 V
2.24937461,,9.04470385496,,495.16,,3959.0,,,
2.9507845,19.5,37.46852,0.215,651.64,4.13,5970.0,0.29732,-0.373,
2.77,14.5,37.46849,0.2116,,3.6,5996.0,,-0.4,
2.56325,,37.4685042,,1037.0,,6114.0,,,
2.47852533,16.6,5.3846104,0.059,1005.43,5.95,5621.0,-0.06956,0.026,
2.61706334,,5.38462389661,,1001.76,,5700.0,,,
3.39245,,20.7051499,,531.0,,5169.0,,,
3.5573684,6.9,20.705127,0.138,551.44,0.83,5151.0,-0.37263,-0.02,
3.62,,20.705074685,0.141409,,,5169.0,,,
3.09094,,18.8500438,,435.0,,3960.0,,,
3.06,6.8,18.849975,0.1176,433.0,1.3,3972.0,-1.05061,0.1,
3.12029598,15.0,18.85018,0.115,387.96,3.0,3930.0,-1.14874,0.082,
3.14,10.8,18.85019,0.1177,443.0,1.91,4065.0,-1.05715,0.05,M0.0 V
3.2807,,7.3377236,,1566.0,,5994.0,,,
3.453,,7.337703649,0.076381,,,5994.0,,,
2.905,,8.054246874,0.078375,,,5583.0,,,
2.83377057,,8.05422072638,,877.67,,5583.1,,,
8.04728896,96.0,10.2405549,0.08,707.89,1.01,5284.0,-0.31605,0.162,
8.69623,,10.2405483,,760.0,,5251.0,,,
1.40339155,,2.8009914708,,1240.89,,5723.87,,,
1.21612741,1.4,2.799868,0.0378,1269.21,4.13,5785.0,-0.05306,-0.193,
2.246,,14.650111974,0.119466,,,5859.0,,,
1.81908,,14.6503935,,580.0,,5859.45,,,
1.2,0.96,1.9145601,,,3.142761,4316.0,-0.86646,-0.23,
1.152,1.5,1.914558,0.02607,1040.0,5.4,4316.0,-0.87943,-0.23,K
1.51483691,,3.23842531548,,801.68,,4111.0,,,
1.754,4.64,3.238486,,,4.796846,4316.0,-0.86646,-0.23,
1.669,4.77,3.23845,0.037,873.0,5.62,4316.0,-0.87943,-0.23,K
2.54474,,6.5578513,,622.0,,4111.0,,,
2.572,3.01,6.5577,0.0592,690.0,0.976,4316.0,-0.87943,-0.23,K
2.695,5.2,6.557569,,,1.461108,4316.0,-0.86646,-0.23,
2.28073266,,9.96163468923,,551.23,,4111.0,,,
2.301,3.48,9.96318,,,1.582408,4316.0,-0.86646,-0.23,
2.207,3.86,9.961881,0.0783,600.0,1.98,4316.0,-0.87943,-0.23,K
2.287,7.72,15.231915,0.1039,521.0,3.6,4316.0,-0.87943,-0.23,K
2.417,5.63,15.23335,,,2.216474,4316.0,-0.86646,-0.23,
2.61967665,,15.2321842764,,225.13,,4111.0,,,
2.87,3.94,20.7095,0.1275,470.0,0.915,4316.0,-0.87943,-0.23,K
2.939,4.4,20.71663,,,0.959369,4316.0,-0.86646,-0.23,
3.751004,,20.708504,,535.94,,4111.0,,,
2.47030768,,4.98770562378,,697.84,,4336.0,,,
2.368,,4.987641028,0.05024,,,4336.0,,,
1.839,,1.829024227,0.025739,,,4336.0,,,
2.12683751,,1.8290293988,,974.95,,4336.0,,,
,,3.2087183,,,,5991.0,0.7364,0.373,F
16.14093221,222.4798849,3.208664,0.04882,1927.0,0.28,5991.0,0.7364,0.373,F
12.3921,,3.2087149,,1287.0,,5971.4,,,
3.29701268,8.7,8.765528,0.082,992.91,1.31,5631.0,0.19728,0.035,
3.33026651,,8.76554684874,,992.06,,5707.0,,,
2.38506569,6.5,8.02154,0.074,734.31,2.61,5106.0,-0.41567,0.073,
2.33810581,,8.02147348949,,737.09,,5165.2,,,
2.448,,8.021522331,0.074984,,,5165.0,,,
1.464,,0.437811822,0.010789,,,5165.0,,,
1.39939037,5.6,0.4378146,0.0107,1935.83,11.17,5106.0,-0.41567,0.073,
1.37400198,,0.43780833646,,1943.17,,5165.2,,,
1.40822,,0.4378109,0.01073967,2122.09,,5165.2,,,
1.62771471,,7.09385304708,,911.96,,5690.0,,,
1.642,,7.094570865,0.072502,,,5690.0,,,
1.42238884,4.0,7.085738,0.071,922.72,7.51,5698.0,-0.06198,-0.064,
1.98891,,10.6439385,,504.0,,3815.0,,,
2.079,5.738,10.64387,,493.7,3.701,3863.0,-1.23003,-0.19,M0.5+/-0.5 V
1.96061882,16.0,10.643985,0.075,431.03,12.0,3748.0,-1.3279,0.154,
2.98555,,6.2932111,,769.0,,4868.61,,,
2.99,10.32,6.293287,0.06,747.0,2.15031,4687.0,-0.65365,0.014,
4.21693,,12.8858629,,576.0,,4868.61,,,
4.29,8.0,12.885779,0.097,588.0,0.419035,4687.0,-0.65365,0.014,
3.4095367,,15.1454693,0.087735044,337.47,,3272.0,,,
2.8411799,,15.15120508799,,308.7,,3272.0,,,
1.53904,,0.54937,,1706.0,,4612.99,,,
1.258,,0.549372,0.00812,2100.0,,4757.0,-0.6706,-0.029,
1.37,2.57,0.549374,0.012,,5.51,4730.0,-0.66756,-0.04,
1.49681583,2.44,0.54937097,0.0122,1694.1,3.98,4914.0,-0.53313,0.044,
7.05907991,,4.53205017292,,850.92,,4983.0,,,
6.9559,46.1687,4.532,0.0539,895.1,0.7562,4994.0,-0.52578,0.272,K
11.14172682,308.9292116,3.7130765,0.04389,962.2,1.23,4766.0,-0.56019,0.306,
11.7215,,3.7130701,,762.0,,4719.0,,,
12.778238,731.0053361,4.860674,0.061,1375.0,2.0,5734.0,,0.14,
11.4272,,4.860673,,1151.0,,5778.2,,,
7.5406241,67.4,38.8,0.212,423.63,0.86,4927.0,-0.46092,0.243,
8.20695,,38.8135498,,486.0,,4760.0,,,
2.45459,,22.8085719,,544.0,,5182.0,,,
2.7438269,16.0,22.808533,0.151,528.67,4.24,5165.0,-0.37263,0.124,
8.56366125,29.24021344,20.38084,,,,6198.0,,-0.13,
8.22279941,,20.38078237418,,897.76,,6351.0,,,
8.00321222,38.45723725,20.380799,0.1597,966.0,0.41,6380.0,0.5682,-0.101,
8.28055741,24.7,20.380845,0.157,889.51,0.24,6237.0,0.56984,-0.136,
2.73549,,1.7727505,,2058.0,,6351.0,,,
2.59987579,8.0,1.7727471,0.03089,2007.6,3.0,6237.0,0.56984,-0.136,
12.4956,,9.5739531,,1208.0,,6115.0,,,
11.65733993,68.0152791,9.5739,0.1001,,0.252,6230.0,0.74036,0.22,
11.88151954,60.38739733,9.574,,,,6033.0,,0.27,
12.3485023,89.4,9.5739181,0.1,1199.55,0.26,6039.0,0.69504,0.332,
1.792,,3.9306737,0.03646,568.1,,3568.0,-1.63714,0.169,
1.79020058,,3.93067462793,,523.44,,3512.0,,,
3.46,73.2,1.2436258,0.0213,1479.0,9.74,4985.0,-0.43227,0.11,K2.5 V
3.89334,,1.2436239,,1272.0,,4968.8,,,
18.49481816,360.09958513,1.36414864,0.02398,1701.0,0.31,5359.0,-0.09474,0.399,
19.5876,,1.3641482,,1505.0,,5347.0,,,
9.75181321,,63.48347,0.337,,,6341.0,,0.12,
11.1495,,63.4839358,,615.0,,6415.0,,,
1.0883,,1.0662082,,1515.0,,5668.0,,,
1.31,,1.0662107,0.0204,1885.0,,5752.0,,0.04,G V
5.65,,4.50638,0.0468,524.92,,3477.0,-1.49377,,M
5.55217343,,4.50638380838,,524.92,,3477.0,,,
9.39553231,129.0,45.52234,0.269,674.54,0.85,6241.0,0.55121,-0.095,
9.70557571,,45.52214555606,,681.6,,6303.91,,,
12.18265167,,29.09022714766,,323.88,,3854.0,,,
12.89035,209.7678,29.02,0.1587,362.0,0.54,3841.0,,0.31,M0
11.09689089,212.94503269,29.090312,0.1525,378.0,0.85,3926.0,,0.28,
14.6661,,0.9466787,,1646.0,,5707.0,,,
13.97759893,638.83509807,0.94667944,0.01932,2097.0,1.28,5814.0,0.0799,0.196,
1.47777541,,10.21501679267,,420.93,,3763.0,,,
1.44,,10.2152,0.1,368.0,,3650.0,,-0.7,M0 V
9.07927437,54.03082919,104.854,0.4254,,,5255.0,-0.33819,0.22,G9 V
10.223,,104.8729635,,358.0,,5350.0,,,
,88.99195396,273.69,0.807,,,5255.0,-0.33819,0.22,G9 V
13.67495645,7024.0077947,4.0337142,0.0613,2290.0,15.0,7700.0,1.22272,-0.01,
11.5159,,4.0337201,,1841.0,,7369.0,,,
2.7,11.0,3.09833,0.04271,1488.0,3.07,5611.0,0.05956,0.439,
2.47118,,3.098367,,1185.0,,5400.0,,,
8.34235,,9.1270519,,970.0,,5400.0,,,
8.14,81.7,9.127055,0.0878,1038.0,0.829,5611.0,0.05956,0.439,
12.49784019,,17.30579231771,,1221.39,,6995.5,,,
11.99360935,2034.1018048,17.305904,0.16,,,7130.0,0.96237,0.0,
11.298672,133.4886,52.97818,0.3,759.0,,6394.0,0.41497,0.24,F6 V
11.44714924,,52.97814194494,,598.21,,6461.8,,,
,,,,,,,,,
,,52.978197,,,,6394.0,0.41497,0.24,F6 V
,,,,,,,,,
11.81426566,408.7273314,141.834025,0.5516,400.2,1.36,5929.0,0.11361,0.168,F0
11.75821955,,1134.67239633331,,437.2,,5842.0,,,
5.37673,,3.3491408,,657.0,,3223.0,,,
3.39,16.4,3.348968,0.0301,512.0,2.32,3194.0,-1.97881,0.05,M4
3.309,9.2,3.348237,0.029322,530.9,1.4,3297.0,-1.49214,-0.31,M4 +/- 0.5
,8.91,5.582796,0.041232,448.0,,3297.0,-1.49214,-0.31,M4 +/- 0.5
2.268,9.2,7.435583,,,,4174.0,-1.0,-0.58,K V
2.27615636,,7.43557089552,,576.34,,4218.9,,,
3.99579,,15.3468182,,933.0,,5588.0,,,
5.33275337,34.4,15.3444,0.128,917.46,1.25,5626.0,0.44075,0.409,
11.98498126,,8.8720541524,,1098.17,,6042.0,,,
11.89272852,1144.1822652,8.8720982,0.0892,1166.0,3.74,5977.0,0.38739,0.15,
12.52043144,1398.4449908,8.872078,0.092,1167.0,3.9,5880.0,,0.18,
14.20177855,254.2627256,5.71548654,0.066,1358.0,0.49,6490.0,0.39094,-0.24,
13.60156514,,5.71560747458,,1207.92,,6664.0,,,
16.25284937,,1.49714467192,,1828.82,,6081.0,,,
16.14093221,731.0053361,1.4971842,,,,6250.0,,-0.06,F8 V
2.61,,13.79019,,,,5185.0,-0.38722,0.02,G V
2.60168,,13.7905315,,646.0,,5021.6,,,
1.3,,0.7363104,0.0112,910.0,,3383.0,,,
1.53326821,,0.73631321993,,840.17,,3358.0,,,
2.36633077,,7.76908874827,,481.07,,3700.0,,,
1.821,,7.768915,0.0632,520.62,,3710.0,-1.31069,0.27,
,,10.355489,,,,5187.0,-0.42285,-0.032,K
2.77062554,16.1,10.355096,0.088,687.68,4.1,5192.0,-0.37779,0.02,
2.41032056,,10.35635955149,,671.74,,5149.6,,,
2.518,,10.35509,0.0682,797.0,,5200.0,,-0.09,
2.39,,10.355235,,738.0,,5201.0,,0.017,
2.5,,10.35566,0.0631,870.0,,5187.0,-0.42285,-0.032,K
3.497,,21.01538,0.1093,629.5,,5200.0,,-0.09,
3.69441587,55.0,21.015327,0.142,543.16,6.0,5192.0,-0.37779,0.02,
3.78219,,21.0153047,,641.0,,5149.6,,,
3.38,,,0.0885,734.0,,5187.0,-0.42285,-0.032,K
3.16,,,0.1138,648.0,,5187.0,-0.42285,-0.032,K
3.43087751,29.0,35.125686,0.199,457.68,4.0,5192.0,-0.37779,0.02,
3.232,,35.12537,0.1539,530.4,,5200.0,,-0.09,
3.17021,,35.1257472,,388.0,,5149.6,,,
1.355,,3.0223445,0.0385,1138.0,,5192.0,,0.02,
1.94792902,,10.50543617136,,432.34,,3742.0,,,
2.04,,10.50534,0.0752,488.0,,3800.0,-1.33847,-0.5,M1.0
2.47,,6.0784247,0.05006,527.0,,3551.0,-1.49214,-0.13,M2+/-0.5
2.07448,,6.0784031,,554.0,,3630.0,,,
3.5130935,,124.72987003126,,292.66,,4902.0,,,
3.6831179,37.0,124.72997,0.472,300.33,2.0,5081.0,-0.36151,0.339,
,,12.836,0.097,535.0,,4426.0,-0.73565,-0.08,K5 V
2.3,15.8,53.81149,0.257,329.0,7.0,4426.0,-0.73565,-0.08,K5 V
2.22490963,,53.81087130391,,337.46,,4455.0,,,
1.25,4.1,17.66484,0.101,347.0,,3759.0,-1.45892,-0.24,M2.5 V
1.29848587,,17.66486600198,,351.27,,3746.0,,,
1.3,,17.664872,0.101,,,3662.0,-1.47756,-0.45,M0.5-1.0 V
1.33,7.4,28.17232,0.137,297.0,,3759.0,-1.45892,-0.24,M2.5 V
1.39,,28.1722,0.138,,,3662.0,-1.47756,-0.45,M0.5-1.0 V
1.44752461,,28.17225006579,,300.66,,3746.0,,,
1.62297957,,3.11907156164,,454.5,,3285.0,,,
1.243,,3.1190633,0.025,445.0,,3300.0,-2.22768,-0.03,M4
1.914,,6.38784,0.04,349.0,,3300.0,-2.22768,-0.03,M4
2.04147104,,6.38782015732,,357.9,,3285.0,,,
14.183,,2.45457,,1322.0,,5565.0,,,
13.57407563,263.79757781,2.4545467,0.03515,1397.0,0.577,5627.0,-0.10458,0.07,
15.7288,,0.67249,,3053.0,,6647.0,,,
15.098497,1595.49860314,0.67247414,0.01791,3646.0,,6540.0,0.67302,0.068,F
2.63461243,,5.79981888818,,354.6,,3179.0,,,
2.122,6.8,5.7998164,0.0377,384.0,,3131.0,-2.28651,0.39,
2.08874836,4.5,16.34136,0.127,780.53,2.68,5968.0,0.15625,-0.07,
2.62907902,,16.3413889021,,777.21,,5991.11,,,
2.69,9.13,9.2292005,0.078,666.0,2.607,4580.0,-0.7167,0.12,K5 V
3.21883,,9.2292078,,690.0,,4406.0,,,
7.27,41.89,95.5,0.371,306.0,0.599,4580.0,-0.7167,0.12,K5 V
5.95763,,95.8531625,,356.0,,4406.0,,,
2.2,4.7,7.851925,0.0533,378.0,2.39,3373.0,-1.86328,0.02,
2.19,6.37,7.851928,0.057,395.0,3.34,3342.0,-1.88606,0.03,M4.5 V
2.17058026,,7.85190820405,,379.28,,3384.0,,,
2.09,15.0,7.85191,0.054,403.0,9.53,3366.0,-1.88606,-0.02,
3.147,20.1,18.261608,0.1322,728.0,3.54,5635.0,,-0.14,
2.85973,,18.2616878,,767.0,,5674.0,,,
3.05,24.0,18.26157,0.133,722.0,4.6,5659.0,-0.05,-0.12,
,,5.4624,0.0585,1095.0,,5635.0,,-0.14,
,,60.45,0.2906,491.4,,5635.0,,-0.14,
11.98240037,1671.77742082,10.26075,0.1108,1484.0,5.34,6177.0,0.99651,0.247,
12.2521,,10.2611329,,1327.0,,6202.0,,,
12.41899699,1767.0,10.261127,0.111,1363.43,5.06,6200.0,1.00664,0.285,
15.30583607,,3.37728354062,,1745.89,,6688.0,,,
14.35870428,899.45439181,3.3773512,0.05064,1802.0,1.67,6630.0,0.65321,0.282,F4 V
16.05470238,,3.82408264319,,1436.34,,6243.0,,,
16.28664896,292.40213444,3.8240801,0.0513,1580.0,0.37,6280.0,0.43457,0.011,
10.76062147,260.61929374,8.60077,0.075,1188.0,1.14,5673.0,,0.47,
10.7988,,8.6007557,,837.0,,5389.0,,,
10.1,177.98390792,34.525528,,,,,,,
10.46251622,,34.5059318313,,448.72,,5025.77,,,
,,34.5073,,,,5026.0,,0.32,
11.29,200.0,34.556,0.2069,497.0,0.76,5026.0,,0.32,
8.0,18.75187601,17.16073,,,,,,,
7.69,30.0,17.089,0.1293,628.0,0.34,5026.0,,0.32,
6.48401246,,17.38904538708,,563.88,,5025.77,,,
,,17.203,,,,5026.0,,0.32,
12.50922246,329.58805806,8.2148282,0.0896,1364.0,0.92,6270.0,0.66558,0.123,
10.4375,,8.2148505,,1068.0,,6183.0,,,
,,260.15764,,,,5695.0,0.40552,0.253,G5
11.31924234,,260.17400608713,,360.17,,5739.0,,,
,,260.1706,,,,,,,
11.32107051,875.61726129,260.79,0.828,348.0,3.32,5695.0,0.40552,0.253,G5
11.39953337,206.58846455,6.90683,,,0.76,5966.0,,0.14,
13.41760283,,6.90678684115,,1676.05,,5731.8,,,
12.98143672,,2.12236725101,,1596.39,,6079.0,,,
19.83989584,298.75870258,2.1225735,0.03319,1763.0,0.06,5966.0,0.25018,0.027,
1.7005,,15.3419095,,541.0,,4669.0,,,
1.9892,,15.337597,,590.88,,4756.0,,-0.372,
3.50302447,,1.19539683681,,1720.86,,5728.0,,,
3.51,26.0,1.1947268,0.02234,1860.0,3.31,5634.0,-0.00436,0.14,G V
3.03,13.8,10.695264,0.08911,805.0,2.73,5298.0,,-0.217,K0 V
2.84818,,10.6953083,,796.0,,5272.71,,,
11.32107051,310.83618205,11.9101,0.09564,,,5144.0,-0.40121,0.04,K8 V
11.37540568,,11.91249418654,,652.07,,5064.0,,,
10.95117414,287.31687993,11.9126075,,,,5169.0,,0.059,
,117.27868218,24.6744,0.15544,,,5144.0,-0.40121,0.04,K8 V
10.97092652,,8.00048904124,,1178.03,,6146.0,,,
11.1529358,203.41018048,8.001968,0.0854,1259.0,0.8,6101.0,0.4843,0.181,
1.66670301,,3.09117213016,,1057.09,,5253.0,,,
1.561,,3.092686757,0.04011,,,5253.0,,,
14.2116,,3.5315897,,1349.0,,6209.0,,,
14.36991326,502.16888306,3.5315902,0.05009,1688.0,0.93,6248.0,0.53275,0.119,
2.194,,35.189346,0.145,256.0,,3430.0,,-0.27,M3
2.22536959,,35.18964443753,,230.78,,3446.0,,,
1.62,,0.3524728,0.0097,2609.0,,5534.0,,0.22,G V
1.76224,,0.3524597,,1825.0,,5432.0,,,
1.97631873,,2.32634296639,,502.93,,3244.0,,,
1.54,,2.326318,0.02,550.0,,3200.0,,,M5.0+0.5-0.5
2.45,,2.67963,0.05,771.46,,3943.0,-1.06233,,M
1.83347689,,2.67961636447,,771.46,,3943.0,,,
1.57811359,,27.2672015846,,287.08,,3546.0,,,
1.77,,13.635109,,358.0,,3491.0,-1.54212,-0.05,
1.74,19.5,27.26955,0.1363,284.0,,3491.0,-1.54212,-0.05,
7.64759,,60.06632,,709.0,,5660.0,,,
16.47720163,278.09985612,30.033302,0.1992,747.0,0.34,5730.0,0.31387,0.316,
,,966.5,2.018,234.9,,5730.0,0.31387,0.316,
0.994,2.31,11.30717,0.0924,603.1,12.75,4664.0,-0.74232,-0.12,K4
1.02968,,11.3071786,,581.0,,4465.0,,,
1.90902493,,20.22549457472,,458.03,,4465.0,,,
1.874,18.1,20.225528,0.1362,496.8,14.69,4664.0,-0.74232,-0.12,K4
9.97599282,50.85254512,17.10197,0.127,842.0,0.29,5525.0,-0.17005,0.09,
10.1067,,17.1019622,,589.0,,5302.3,,,
11.56559794,,2.99426303712,,1272.46,,4784.0,,,
10.08808263,508.5254512,2.99432,,,,4780.0,,0.39,
11.2089807,1900.61387386,22.65398,0.158,799.0,,5581.0,-0.01323,0.22,
12.2765,,22.6539607,,537.0,,5523.0,,,
1.42030846,,1.05261565408,,1314.81,,4621.0,,,
1.504,3.49,1.0528573,0.01705,1478.0,5.64,4687.0,-0.63639,-0.1,K
2.451,7.27,21.064302,0.1257,544.0,2.71,4687.0,-0.63639,-0.1,K
2.34047319,,42.12898932555,,384.38,,4621.0,,,
14.877,,3.3311975,,1715.0,,6605.0,,,
16.11851425,394.10722468,3.3312029,0.0473,1689.0,0.52,6480.0,0.48144,-0.03,
8.60849718,71.51139158,4.0197517,0.04871,1091.0,0.61,5306.0,-0.25181,0.344,
9.57594,,4.0197555,,1062.0,,5216.0,,,
11.47266206,,5.1750108,,910.93,,5177.0,,,
10.83908434,206.58846455,5.1750073,0.05649,1000.0,0.88,5360.0,-0.27491,0.1,
1.44,,5.436098,0.0341,388.0,,3212.0,-2.38722,,M4.5 V
,,5.436147,,,,3212.0,-2.38722,,M4.5 V
1.71754093,,5.43616672905,,352.07,,3139.0,,,
10.42435205,2955.8041851,13.33668,0.112,860.0,14.4,5651.0,0.05115,0.3,
11.2448,,13.3368173,,805.0,,5517.0,,,
8.01917,,4.31362,,755.0,,4929.5,,,
6.81,56.64,4.31361,0.0471,885.0,0.98,4802.0,,0.15,
11.57792161,,5.46938875417,,584.25,,3770.0,,,
11.72459381,1830.69162432,5.4693827,0.05263,624.0,6.21,3707.0,,0.501,
1.57925,,1.2730965,,1412.0,,5024.0,,,
1.402,3.4,1.2730991,0.02118,1311.0,6.8,5059.0,-0.47083,-0.114,K2V
1.559,3.37,1.273099,0.0212,1378.0,,5059.0,,-0.114,K2 V
1.612,,1.273114,0.0212,1456.61,,5080.0,-0.47237,-0.05,
2.18,6.7,8.465651,0.0749,696.0,1.83,5059.0,-0.47083,-0.114,K2V
12.77097465,,4.66120249661,,1366.46,,5884.5,,,
12.25141591,235.19302118,4.6612061,0.059,1426.0,0.68,6033.0,0.37967,0.249,
11.62641524,,2.13570257297,,799.55,,3678.2,,,
11.48920522,624.85064816,2.13570304,0.02793,889.7,2.26,3943.0,,0.332,
2.86,15.6,3.0766891,0.02267,449.0,,3100.0,-2.46218,-0.26,
2.94,,3.0766896,0.0228,447.0,,3100.0,0.53148,-0.38,M4 V
2.72261795,,3.07668346845,,410.3,,3163.0,,,
3.79423915,,2.70291867531,,657.1,,3596.0,,,
4.26,,2.702969,0.033,705.0,,3530.0,-1.34872,0.21,
1.74727133,,0.78276495408,,1288.74,,4099.0,,,
1.68,,0.7826942,0.0144,1355.0,,4099.0,,,
9.86390302,953.485221,8.275479,0.0831,1080.0,5.4,5808.0,0.197,0.32,
11.5451,,8.2754608,,942.0,,5515.2,,,
15.02003414,294.62693329,5.842641,0.0684,1571.6,0.477,,0.68664,,
11.8252,,5.84259,,1166.0,,5707.0,,,
10.36830715,105.83685953,4.3474032,0.0543,1534.0,0.52,5607.0,0.436,0.19,
10.753,,4.3474,,1475.0,,5618.0,,,
1.99844,,1.30613,,783.0,,4072.0,,,
1.8,,1.3060011,0.0202,1117.0,,4072.0,,,
1.27111313,,7.39721598356,,409.94,,3342.0,,,
1.03,,7.39726,0.073,387.0,,3450.0,,0.0,M2
1.52,2.68,7.397225,0.0559,458.0,4.2,3433.0,-1.64264,-0.39,M2.5 V
2.68688927,,15.6692322099,,487.0,,4214.44,,,
2.363,4.8,15.66858,0.105,519.0,2.0,4375.0,-0.86487,-0.29,K5 V
2.7731,,15.669494,,600.83,,4357.0,,-0.439,
1.40621466,,0.37113344317,,964.46,,3333.0,,,
1.25,,0.3711281,0.0064,1060.0,,3333.0,,,
10.2185,,,,719.0,,5825.0,,,
9.60609646,124.90656395,69.33684,0.347,414.0,,5730.0,,0.18,
11.9082,,16.6542431,,1215.0,,6054.0,,,
11.24,222.0,106.14468,0.45,400.0,,6021.0,,-0.03,G
2.37973235,,3.73696893919,,1396.05,,6092.0,,,
2.83,13.31,3.73659,0.0482,1509.4,3.23,6005.0,,-0.1,F9-F9.5
,,16.553,0.129,,,6005.0,,-0.1,F9-F9.5
2.9531,,19.104718,,445.01,,4195.0,,,
2.93653367,,19.10470191584,,435.73,,4195.0,,,
12.196,,11.2347982,,1121.0,,6016.4,,,
12.1393261,766.60211768,11.23479,0.1093,1134.0,2.36,,0.51983,,
11.14172682,1531.93292174,10.655669,0.1166,1595.0,6.1,7360.0,1.16732,0.094,
11.7630857,,10.65569402603,,1433.45,,6715.0,,,
4.77412302,,3.73823810638,,1352.36,,5938.0,,,
6.06,34.62,3.738252,0.0491,1443.0,0.86,5905.0,,0.167,
2.74,317.83,4.93777,0.05741,,,5875.0,-0.0804,-0.106,
2.82698973,,4.93772273227,,1041.19,,5862.0,,,
,,4.9377254,,,,5875.0,-0.0804,-0.106,
13.1612,,7.18580291998,,1061.0,,5758.3,,,
11.2089807,203.41018048,7.18585,0.073,1100.0,0.79,5831.0,0.11628,0.06,
9.72671289,,23.34185356866,,512.97,,4944.0,,,
8.67575106,26.69758619,23.2856,0.1511,,0.225,5096.0,-0.44009,0.14,K8 V
10.13291855,208.8132634,49.2519,0.249,,1.11,5096.0,-0.44009,0.14,K8 V
10.3670919,,49.24455987657,,399.96,,4944.0,,,
11.54525012,743.71847238,64.5949,0.327,636.0,,5802.0,0.46389,0.1,
10.9718,,,,808.0,,5822.0,,,
11.25381662,415.40172795,94.1022,0.3715,338.0,1.6,4870.0,-0.52143,0.08,
