planet_radius_earth,planet_mass_earth,orbital_period_days,semi_major_axis_AU,equilibrium_temp_K,planet_density,star_temp_K,star_luminosity,star_metallicity,star_type
2.3,154.306465,3.7630365156,0.10086,797.0,1.33,5088.0,-0.44055,-0.0039,G0 V
1.48,154.306465,3.763042361,0.10086,797.0,1.33,5173.0,-0.0828599999999999,0.02,G0 V
2.3,154.306465,3.763041531,0.10086,797.0,1.33,5088.0,-0.44055,-0.0039,G0 V
2.3,154.306465,3.76303738,0.10086,797.0,1.33,5088.0,-0.44055,-0.0039,G0 V
1.46,154.306465,3.763024,0.045,797.0,1.33,5106.0,-0.0828599999999999,-0.0039,G0 V
1.397,154.306465,3.763042361,0.04459,797.0,1.33,5138.0,-0.0828599999999999,0.06,G0 V
2.3,154.306465,2.98618134,0.10086,797.0,1.33,5853.0,0.21994,-0.0039,G0 V
1.62314676,154.306465,2.986229897,0.10086,797.0,1.33,6173.0,-0.0828599999999999,-0.04,G0 V
1.47418907,154.306465,3.484129906,0.10086,797.0,1.33,5696.0,-0.0828599999999999,0.14,G0 V
2.3,154.306465,3.48412874,0.10086,797.0,1.33,5662.0,-0.00315,-0.0039,G0 V
2.28642395,154.306465,17.0678997,0.10086,797.0,1.33,6347.0,-0.0828599999999999,-0.34,G0 V
2.3,154.306465,17.067644,0.10086,797.0,1.33,6069.0,0.29209,-0.0039,G0 V
1.36,154.306465,4.58,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,3.42390809,0.10086,797.0,1.33,5609.94,-0.02528,0.112,G0 V
1.4460734,154.306465,3.42392993,0.10086,797.0,1.33,5788.0,-0.0828599999999999,0.16,G0 V
2.77615754,154.306465,7.362689972,0.10086,797.0,1.33,5868.0,-0.0828599999999999,-0.12,G0 V
2.3,154.306465,7.36272124,0.10086,797.0,1.33,5723.0,0.24215,-0.0039,G0 V
2.3,154.306465,5.65245733,0.10086,797.0,1.33,5007.0,-0.62479,-0.0039,G0 V
0.732,154.306465,5.65243986,0.05444,797.0,1.33,4866.0,-0.0828599999999999,-0.47,G0 V
0.86973029,154.306465,5.652450085,0.10086,797.0,1.33,5159.0,-0.0828599999999999,-0.16,G0 V
1.15547044,154.306465,14.86390018,0.10086,797.0,1.33,5159.0,-0.0828599999999999,-0.16,G0 V
2.3,154.306465,14.8638496,0.10086,797.0,1.33,5007.0,-0.62479,-0.0039,G0 V
2.3,154.306465,2.39161966,0.10086,797.0,1.33,4962.52,-0.57623,-0.2226,G0 V
1.09217411,154.306465,2.391609907,0.10086,797.0,1.33,4935.0,-0.0828599999999999,-0.42,G0 V
2.3,154.306465,9.93970078,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
1.34,154.306465,9.939632,0.087,797.0,1.33,5282.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,9.9395174484,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
1.287,154.306465,9.93967857,0.08599,797.0,1.33,5191.0,-0.0828599999999999,0.13,G0 V
1.4,154.306465,9.93967857,0.10086,797.0,1.33,5215.0,-0.0828599999999999,-0.05,G0 V
2.3,154.306465,9.93962361,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
2.3,154.306465,17.7385138542,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
2.3,154.306465,17.73860094,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
1.86,154.306465,17.738506,0.128,797.0,1.33,5282.0,-0.0828599999999999,-0.0039,G0 V
2.19,154.306465,17.73852054,0.10086,797.0,1.33,5215.0,-0.0828599999999999,-0.05,G0 V
2.3,154.306465,17.73842886,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
2.028,154.306465,17.73852054,0.12652,797.0,1.33,5191.0,-0.0828599999999999,0.13,G0 V
2.3,154.306465,5.945043548,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
2.28,154.306465,5.945041017,0.10086,797.0,1.33,5215.0,-0.0828599999999999,-0.05,G0 V
2.166,154.306465,5.945041017,0.06104,797.0,1.33,5191.0,-0.0828599999999999,0.13,G0 V
2.3,154.306465,5.9450434761,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
2.3,154.306465,5.94504203,0.10086,797.0,1.33,5144.15,-0.4145,0.13,G0 V
2.3,154.306465,5.68879083,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.184,154.306465,5.688769817,0.10086,797.0,1.33,4234.0,-0.0828599999999999,-0.02,G0 V
1.011,154.306465,5.990799904,0.10086,797.0,1.33,5721.0,-0.0828599999999999,0.0,G0 V
2.3,154.306465,5.99078221,0.10086,797.0,1.33,5687.0,-0.07794,-0.0039,G0 V
2.3,154.306465,6.05922094,0.10086,797.0,1.33,5641.52,-0.04936,0.0508,G0 V
2.3,154.306465,6.05919881,0.10086,797.0,1.33,5641.52,-0.04936,0.0508,G0 V
1.35670508,154.306465,6.059219837,0.10086,797.0,1.33,5734.0,-0.0828599999999999,0.04,G0 V
1.18,154.306465,6.05922662,0.06489,797.0,1.33,5738.0,-0.0828599999999999,0.06,G0 V
2.3,154.306465,14.1959621,0.10086,797.0,1.33,6005.0,-0.05481,-0.0039,G0 V
1.51852059,154.306465,14.1960001,0.10086,797.0,1.33,6214.0,-0.0828599999999999,0.07,G0 V
2.9429803,154.306465,30.82789993,0.10086,797.0,1.33,5982.0,-0.0828599999999999,-0.04,G0 V
2.3,154.306465,30.8278245,0.10086,797.0,1.33,5664.0,0.07728,-0.0039,G0 V
2.3,154.306465,30.82701268,0.10086,797.0,1.33,5664.0,0.07728,-0.0039,G0 V
2.3,154.306465,13.8353959,0.10086,797.0,1.33,5743.0,0.06133,-0.0039,G0 V
3.21798413,154.306465,13.83539963,0.10086,797.0,1.33,6020.0,-0.0828599999999999,-0.06,G0 V
2.3,154.306465,31.2543238,0.10086,797.0,1.33,5852.0,0.21407,-0.0039,G0 V
2.61757235,154.306465,31.25429916,0.10086,797.0,1.33,6246.0,-0.0828599999999999,0.07,G0 V
2.3,154.306465,31.25428924,0.10086,797.0,1.33,5852.0,0.21407,-0.0039,G0 V
1.88971288,154.306465,12.90240002,0.10086,797.0,1.33,5530.0,-0.0828599999999999,-0.22,G0 V
2.3,154.306465,12.90235874,0.10086,797.0,1.33,5229.22,-0.29551,-0.0025,G0 V
2.29763023,154.306465,47.0564003,0.10086,797.0,1.33,5889.0,-0.0828599999999999,-0.16,G0 V
2.3,154.306465,47.0563327,0.10086,797.0,1.33,5376.0,-0.3081,-0.0039,G0 V
2.3,154.306465,47.05726492,0.10086,797.0,1.33,5376.0,-0.3081,-0.0039,G0 V
2.3,154.306465,37.88750032,0.10086,797.0,1.33,5257.0,-0.27362,-0.0039,G0 V
2.62390658,154.306465,37.88660049,0.10086,797.0,1.33,5513.0,-0.0828599999999999,-0.16,G0 V
2.3,154.306465,37.8862977,0.10086,797.0,1.33,5257.0,-0.27362,-0.0039,G0 V
2.793,154.306465,10.3392924,0.10086,797.0,1.33,5527.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,9.9267225625,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.74,154.306465,9.926746,0.09,797.0,1.33,5479.0,-0.0828599999999999,-0.0039,G0 V
2.66,154.306465,9.92672514,0.09125,797.0,1.33,5527.0,-0.0828599999999999,0.31,G0 V
2.3,154.306465,9.9267215,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.56,154.306465,9.92672514,0.10086,797.0,1.33,5487.0,-0.0828599999999999,0.13,G0 V
2.3,154.306465,9.92670905,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.3,154.306465,21.22355695,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.3,154.306465,21.22349325,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.3,154.306465,21.2234908587,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.669,154.306465,10.3392924,0.10086,797.0,1.33,5527.0,-0.0828599999999999,-0.0039,G0 V
2.79,154.306465,21.2234,0.15,797.0,1.33,5479.0,-0.0828599999999999,-0.0039,G0 V
2.66,154.306465,21.22347296,0.10086,797.0,1.33,5487.0,-0.0828599999999999,0.13,G0 V
2.741,154.306465,21.22347296,0.15144,797.0,1.33,5527.0,-0.0828599999999999,0.31,G0 V
2.3,154.306465,6.4702964145,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
1.161,154.306465,10.3392924,0.10086,797.0,1.33,5527.0,-0.0828599999999999,-0.0039,G0 V
1.07,154.306465,6.47027579,0.0686,797.0,1.33,5527.0,-0.0828599999999999,0.31,G0 V
1.02,154.306465,6.47027579,0.10086,797.0,1.33,5487.0,-0.0828599999999999,0.13,G0 V
2.3,154.306465,6.47027706,0.10086,797.0,1.33,5500.71,-0.09429,0.357,G0 V
2.3,154.306465,30.2541186,0.10086,797.0,1.33,5873.66,0.10034,0.0515,G0 V
2.3,154.306465,30.25418465,0.10086,797.0,1.33,5873.66,0.10034,0.0515,G0 V
2.95415848,154.306465,30.2541008,0.10086,797.0,1.33,6277.0,-0.0828599999999999,0.21,G0 V
2.3,154.306465,20.034708,0.10086,797.0,1.33,6156.49,0.80624,-0.013,G0 V
2.3,154.306465,20.03519202,0.10086,797.0,1.33,6156.49,0.80624,-0.013,G0 V
2.37,154.306465,20.0349456,0.15865,797.0,1.33,6149.0,-0.0828599999999999,0.01,G0 V
2.89459458,154.306465,20.03479958,0.10086,797.0,1.33,6120.0,-0.0828599999999999,0.02,G0 V
1.68700004,154.306465,3.157219887,0.10086,797.0,1.33,6120.0,-0.0828599999999999,0.02,G0 V
2.3,154.306465,3.15722086,0.10086,797.0,1.33,6156.49,0.80624,-0.013,G0 V
1.484,154.306465,3.15721824,0.04628,797.0,1.33,6149.0,-0.0828599999999999,0.01,G0 V
2.3,154.306465,13.2226149,0.10086,797.0,1.33,5626.42,0.15221,-0.2,G0 V
2.29064904,154.306465,13.22259998,0.10086,797.0,1.33,5931.0,-0.0828599999999999,-0.28,G0 V
2.3,154.306465,52.60963573,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.95958179,154.306465,52.60969925,0.10086,797.0,1.33,5881.0,-0.0828599999999999,0.16,G0 V
2.3,154.306465,52.6095103,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.65446572,154.306465,15.33170033,0.10086,797.0,1.33,5726.0,-0.0828599999999999,0.16,G0 V
2.3,154.306465,15.3317719,0.10086,797.0,1.33,5683.3,0.45229,-0.0796,G0 V
2.3,154.306465,46.71608632,0.10086,797.0,1.33,5731.0,0.36494,-0.0039,G0 V
3.00177922,154.306465,46.71640015,0.10086,797.0,1.33,5856.0,-0.0828599999999999,0.16,G0 V
2.3,154.306465,46.7162336,0.10086,797.0,1.33,5731.0,0.36494,-0.0039,G0 V
2.3,154.306465,42.8774169,0.10086,797.0,1.33,4991.0,-0.64728,-0.0039,G0 V
2.31495961,154.306465,42.87770081,0.10086,797.0,1.33,5256.0,-0.0828599999999999,-0.16,G0 V
2.3,154.306465,42.87749034,0.10086,797.0,1.33,4991.0,-0.64728,-0.0039,G0 V
2.3,154.306465,73.7502765,0.10086,797.0,1.33,6002.51,0.77402,0.138,G0 V
3.126,154.306465,73.7506501,0.38733,797.0,1.33,6080.0,-0.0828599999999999,0.2,G0 V
2.3,154.306465,73.75004569,0.10086,797.0,1.33,6002.51,0.77402,0.138,G0 V
3.40627075,154.306465,73.75039673,0.10086,797.0,1.33,6056.0,-0.0828599999999999,0.14,G0 V
2.3,154.306465,19.5778347,0.10086,797.0,1.33,5590.44,-0.10324,0.0878,G0 V
1.828,154.306465,19.5777657,0.14196,797.0,1.33,5720.0,-0.0828599999999999,0.12,G0 V
2.1461328,154.306465,19.57780075,0.10086,797.0,1.33,5620.0,-0.0828599999999999,0.06,G0 V
1.992,154.306465,19.57783,0.194,797.0,1.33,5720.0,-0.09151,0.12,G0 V
2.3,154.306465,19.57783279,0.10086,797.0,1.33,5590.44,-0.10324,0.0878,G0 V
2.3,154.306465,59.3627946,0.10086,797.0,1.33,5686.6,0.5928,-0.0426,G0 V
2.897,154.306465,59.3627199,0.30883,797.0,1.33,5721.0,-0.0828599999999999,0.03,G0 V
3.07250761,154.306465,59.36249924,0.10086,797.0,1.33,5786.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,59.36219524,0.10086,797.0,1.33,5686.6,0.5928,-0.0426,G0 V
2.3,154.306465,11.38840217,0.10086,797.0,1.33,6026.0,0.09956,-0.0039,G0 V
2.3,154.306465,11.38841954,0.10086,797.0,1.33,6026.0,0.09956,-0.0039,G0 V
2.3,154.306465,11.3883811124,0.10086,797.0,1.33,6026.0,0.09956,-0.0039,G0 V
2.175,154.306465,11.38839971,0.10075,797.0,1.33,5976.0,-0.0828599999999999,0.0,G0 V
2.39,154.306465,11.38848,0.106,797.0,1.33,6335.0,-0.0828599999999999,-0.0039,G0 V
2.162,154.306465,10.3392924,0.10086,797.0,1.33,5976.0,-0.0828599999999999,-0.0039,G0 V
2.63,154.306465,11.38839971,0.10086,797.0,1.33,6155.0,-0.0828599999999999,0.03,G0 V
3.02,154.306465,50.6984448,0.10086,797.0,1.33,6155.0,-0.0828599999999999,0.03,G0 V
2.541,154.306465,50.6984448,0.27271,797.0,1.33,5976.0,-0.0828599999999999,0.0,G0 V
2.3,154.306465,50.69818825,0.10086,797.0,1.33,6026.0,0.09956,-0.0039,G0 V
2.542,154.306465,10.3392924,0.10086,797.0,1.33,5976.0,-0.0828599999999999,-0.0039,G0 V
2.75,154.306465,50.697494,0.286,797.0,1.33,6335.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,50.6985408,0.10086,797.0,1.33,6026.0,0.09956,-0.0039,G0 V
2.3,154.306465,50.698036972,0.10086,797.0,1.33,6026.0,0.09956,-0.0039,G0 V
2.3,154.306465,13.0267964,0.10086,797.0,1.33,4957.62,-0.50545,0.051,G0 V
1.456,154.306465,13.02678441,0.10233,797.0,1.33,5081.0,-0.0828599999999999,0.17,G0 V
1.52955541,154.306465,13.02680016,0.10086,797.0,1.33,5083.0,-0.0828599999999999,0.22,G0 V
2.3,154.306465,38.5763483,0.10086,797.0,1.33,6205.12,0.4741,-0.1096,G0 V
2.049,154.306465,38.5752965,0.23329,797.0,1.33,6175.0,-0.0828599999999999,-0.07,G0 V
2.65323514,154.306465,38.5760994,0.10086,797.0,1.33,6167.0,-0.0828599999999999,0.12,G0 V
2.3,154.306465,38.57610826,0.10086,797.0,1.33,6205.12,0.4741,-0.1096,G0 V
2.3,154.306465,0.524175803,0.10086,797.0,1.33,5120.0,-0.35191,-0.0039,G0 V
1.22,154.306465,0.524176094,0.0123,797.0,1.33,5210.0,-0.0828599999999999,0.21,G0 V
1.51482218,154.306465,0.524177015,0.10086,797.0,1.33,5278.0,-0.0828599999999999,0.14,G0 V
1.17984089,154.306465,4.943290234,0.10086,797.0,1.33,5661.0,-0.0828599999999999,0.1,G0 V
1.049,154.306465,4.94328533,0.05605,797.0,1.33,5739.0,-0.0828599999999999,-0.05,G0 V
2.3,154.306465,4.94328929,0.10086,797.0,1.33,5742.17,-0.11595,-0.038,G0 V
2.3,154.306465,4.94330596,0.10086,797.0,1.33,5742.17,-0.11595,-0.038,G0 V
2.3,154.306465,1.41975831,0.10086,797.0,1.33,5859.78,0.1085,-0.1381,G0 V
0.91307734,154.306465,1.419759989,0.10086,797.0,1.33,5925.0,-0.0828599999999999,-0.14,G0 V
0.791,154.306465,1.419749146,0.02466,797.0,1.33,5966.0,-0.0828599999999999,-0.13,G0 V
2.50271696,154.306465,3.951400042,0.10086,797.0,1.33,5570.0,-0.0828599999999999,-0.18,G0 V
2.3,154.306465,3.951383138,0.10086,797.0,1.33,5598.0,0.16401,-0.0039,G0 V
2.3,154.306465,126.55719,0.10086,797.0,1.33,6397.79,0.45627,0.082,G0 V
2.3,154.306465,126.55615355,0.10086,797.0,1.33,6397.79,0.45627,0.082,G0 V
3.16615594,154.306465,126.5569992,0.10086,797.0,1.33,6501.0,-0.0828599999999999,0.1,G0 V
3.285,154.306465,126.557522,0.52662,797.0,1.33,6318.0,-0.0828599999999999,0.09,G0 V
3.0229133,154.306465,9.688599586,0.10086,797.0,1.33,6457.0,-0.0828599999999999,-0.06,G0 V
2.3,154.306465,9.6887216,0.10086,797.0,1.33,6169.0,0.20922,-0.0039,G0 V
2.3,154.306465,9.68835304,0.10086,797.0,1.33,6169.0,0.20922,-0.0039,G0 V
2.846,154.306465,9.6886646,0.0915,797.0,1.33,5970.0,-0.0828599999999999,0.08,G0 V
1.82828927,154.306465,13.06260014,0.10086,797.0,1.33,4522.0,-0.0828599999999999,-0.22,G0 V
2.3,154.306465,13.06240734,0.10086,797.0,1.33,4582.0,-0.64954,-0.0039,G0 V
2.3,154.306465,13.06243545,0.10086,797.0,1.33,4582.0,-0.64954,-0.0039,G0 V
1.16480773,154.306465,2.790659904,0.10086,797.0,1.33,4353.0,-0.0828599999999999,-0.18,G0 V
2.3,154.306465,2.790643481,0.10086,797.0,1.33,4525.59,-0.80789,0.2962,G0 V
1.51,154.306465,2.092281,0.032,797.0,1.33,6089.0,-0.0828599999999999,-0.0039,G0 V
1.59,154.306465,2.092269993,0.10086,797.0,1.33,5965.0,-0.0828599999999999,0.07,G0 V
2.3,154.306465,2.09227115,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
1.448,154.306465,2.092269993,0.03137,797.0,1.33,5710.0,-0.0828599999999999,-0.03,G0 V
2.3,154.306465,2.0922903541,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
1.443,154.306465,10.3392924,0.10086,797.0,1.33,5710.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,17.3078778611,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
2.59,154.306465,17.308032,0.131,797.0,1.33,6089.0,-0.0828599999999999,-0.0039,G0 V
2.496,154.306465,10.3392924,0.10086,797.0,1.33,5710.0,-0.0828599999999999,-0.0039,G0 V
2.541,154.306465,17.30797625,0.12826,797.0,1.33,5710.0,-0.0828599999999999,-0.03,G0 V
2.92,154.306465,17.30797625,0.10086,797.0,1.33,5965.0,-0.0828599999999999,0.07,G0 V
2.3,154.306465,17.30795548,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
2.3,154.306465,17.30801526,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
2.3,154.306465,52.8148051,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
2.4,154.306465,52.814973,0.275,797.0,1.33,6089.0,-0.0828599999999999,-0.0039,G0 V
2.67,154.306465,52.8147284,0.10086,797.0,1.33,5965.0,-0.0828599999999999,0.07,G0 V
2.3,154.306465,52.815029968,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
2.334,154.306465,10.3392924,0.10086,797.0,1.33,5710.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,52.81478933,0.10086,797.0,1.33,5731.0,0.0427,-0.0039,G0 V
2.357,154.306465,52.8147284,0.2699,797.0,1.33,5710.0,-0.0828599999999999,-0.03,G0 V
1.54732469,154.306465,4.950610161,0.10086,797.0,1.33,5431.0,-0.0828599999999999,-0.44,G0 V
2.3,154.306465,4.95060632,0.10086,797.0,1.33,5264.0,-0.37735,-0.0039,G0 V
2.3,154.306465,31.33452785,0.10086,797.0,1.33,6283.0,0.43611,-0.0039,G0 V
2.64976949,154.306465,31.33510017,0.10086,797.0,1.33,6404.0,-0.0828599999999999,-0.06,G0 V
2.3,154.306465,31.3351094,0.10086,797.0,1.33,6283.0,0.43611,-0.0039,G0 V
2.3,154.306465,4.62602867,0.10086,797.0,1.33,5630.0,-0.07518,-0.0039,G0 V
2.1170287,154.306465,4.626049995,0.10086,797.0,1.33,5834.0,-0.0828599999999999,-0.5,G0 V
2.3,154.306465,4.85018974,0.10086,797.0,1.33,5732.29,0.44535,0.2167,G0 V
1.309,154.306465,4.85026423,0.05975,797.0,1.33,5807.0,-0.0828599999999999,0.24,G0 V
1.54869189,154.306465,4.850180149,0.10086,797.0,1.33,6032.0,-0.0828599999999999,-0.06,G0 V
2.75971163,154.306465,9.842579842,0.10086,797.0,1.33,5585.0,-0.0828599999999999,0.48,G0 V
2.3,154.306465,9.84262076,0.10086,797.0,1.33,5374.0,-0.08284,-0.0039,G0 V
2.3,154.306465,6.08003714,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.289,154.306465,6.080039978,0.10086,797.0,1.33,4991.0,-0.0828599999999999,0.04,G0 V
2.3,154.306465,3.035206175,0.10086,797.0,1.33,5249.0,-0.27885,-0.0039,G0 V
2.48812698,154.306465,3.035190105,0.10086,797.0,1.33,5505.0,-0.0828599999999999,-0.04,G0 V
1.0101666,154.306465,6.963630199,0.10086,797.0,1.33,6040.0,-0.0828599999999999,-0.44,G0 V
2.3,154.306465,6.96352699,0.10086,797.0,1.33,5992.88,0.11057,0.1646,G0 V
0.895,154.306465,6.96355103,0.07375,797.0,1.33,5970.0,-0.0828599999999999,0.12,G0 V
2.21964541,154.306465,2.208280087,0.10086,797.0,1.33,6028.0,-0.0828599999999999,0.14,G0 V
2.3,154.306465,2.20829637,0.10086,797.0,1.33,5930.28,0.7131,0.0841,G0 V
2.03,154.306465,8.307872,0.077,797.0,1.33,5329.0,-0.0828599999999999,-0.0039,G0 V
2.202,154.306465,10.3392924,0.10086,797.0,1.33,5232.0,-0.0828599999999999,-0.0039,G0 V
2.25,154.306465,8.30784498,0.10086,797.0,1.33,5234.0,-0.0828599999999999,-0.11,G0 V
2.234,154.306465,8.30784498,0.07659,797.0,1.33,5232.0,-0.0828599999999999,0.04,G0 V
2.3,154.306465,8.30783995,0.10086,797.0,1.33,5228.0,-0.36708,-0.0039,G0 V
2.3,154.306465,8.30783912,0.10086,797.0,1.33,5228.0,-0.36708,-0.0039,G0 V
1.751,154.306465,10.3392924,0.10086,797.0,1.33,5232.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,34.0969651452,0.10086,797.0,1.33,5228.0,-0.36708,-0.0039,G0 V
2.3,154.306465,34.0963441,0.10086,797.0,1.33,5228.0,-0.36708,-0.0039,G0 V
2.3,154.306465,34.09656856,0.10086,797.0,1.33,5228.0,-0.36708,-0.0039,G0 V
1.766,154.306465,34.0962295,0.19634,797.0,1.33,5232.0,-0.0828599999999999,0.04,G0 V
1.55,154.306465,34.096863,0.197,797.0,1.33,5329.0,-0.0828599999999999,-0.0039,G0 V
1.72,154.306465,34.0962295,0.10086,797.0,1.33,5234.0,-0.0828599999999999,-0.11,G0 V
1.52696349,154.306465,10.77690029,0.10086,797.0,1.33,5455.0,-0.0828599999999999,-0.34,G0 V
2.3,154.306465,10.7769944,0.10086,797.0,1.33,5526.06,-0.22345,0.146,G0 V
2.3,154.306465,20.6579443,0.10086,797.0,1.33,5391.0,0.50112,-0.0039,G0 V
2.32107188,154.306465,20.65780067,0.10086,797.0,1.33,5468.0,-0.0828599999999999,0.14,G0 V
2.3,154.306465,27.21038339,0.10086,797.0,1.33,5908.74,-0.0828599999999999,-0.411,G0 V
1.23923346,154.306465,27.21080017,0.10086,797.0,1.33,5973.0,-0.0828599999999999,-0.34,G0 V
2.3,154.306465,27.2106807,0.10086,797.0,1.33,5908.74,-0.0828599999999999,-0.411,G0 V
1.28574667,154.306465,6.245659828,0.10086,797.0,1.33,4858.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,6.24564633,0.10086,797.0,1.33,4621.0,-0.62962,-0.0039,G0 V
1.80235934,154.306465,5.883430004,0.10086,797.0,1.33,5840.0,-0.0828599999999999,-0.24,G0 V
2.3,154.306465,5.88350251,0.10086,797.0,1.33,5891.0,0.04503,-0.0039,G0 V
0.987,154.306465,14.2652558,0.11959,797.0,1.33,5894.0,-0.0828599999999999,0.21,G0 V
2.3,154.306465,14.2651545,0.10086,797.0,1.33,5825.26,0.22965,0.2073,G0 V
1.16654878,154.306465,14.26519966,0.10086,797.0,1.33,5825.0,-0.0828599999999999,0.14,G0 V
2.3,154.306465,5.94373492,0.10086,797.0,1.33,4191.0,-1.04512,-0.0039,G0 V
1.08940238,154.306465,5.943719864,0.10086,797.0,1.33,4391.0,-0.0828599999999999,0.04,G0 V
0.94374867,154.306465,2.186619997,0.10086,797.0,1.33,4904.0,-0.0828599999999999,0.0,G0 V
2.3,154.306465,2.18660188,0.10086,797.0,1.33,4709.51,-0.60069,-0.095,G0 V
2.3,154.306465,9.32867952,0.10086,797.0,1.33,5474.0,-0.00092,-0.0039,G0 V
2.05124311,154.306465,9.328619957,0.10086,797.0,1.33,5749.0,-0.0828599999999999,-0.1,G0 V
1.14315727,154.306465,6.38669014,0.10086,797.0,1.33,5071.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,6.38671206,0.10086,797.0,1.33,4989.0,-0.47365,-0.0039,G0 V
2.161,154.306465,10.3392924,0.10086,797.0,1.33,5146.0,-0.0828599999999999,-0.0039,G0 V
1.9,154.306465,20.739886,0.138,797.0,1.33,5128.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,20.73989406,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
1.913,154.306465,20.73991798,0.13942,797.0,1.33,5146.0,-0.0828599999999999,0.03,G0 V
1.89,154.306465,20.73991798,0.10086,797.0,1.33,5163.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,20.73988438,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
2.3,154.306465,20.7398916559,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
2.39,154.306465,10.3392924,0.10086,797.0,1.33,5146.0,-0.0828599999999999,-0.0039,G0 V
2.221,154.306465,47.42766,0.24199,797.0,1.33,5146.0,-0.0828599999999999,0.03,G0 V
2.3,154.306465,47.4278332173,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
2.3,154.306465,47.4277116,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
2.3,154.306465,47.42769396,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
2.24,154.306465,47.42766,0.10086,797.0,1.33,5163.0,-0.0828599999999999,-0.02,G0 V
2.24,154.306465,47.427737,0.24,797.0,1.33,5128.0,-0.0828599999999999,-0.0039,G0 V
3.071,154.306465,122.0799221,0.4545,797.0,1.33,5146.0,-0.0828599999999999,0.03,G0 V
2.3,154.306465,122.0804953,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
2.66065673,154.306465,122.0800018,0.10086,797.0,1.33,5132.0,-0.0828599999999999,-0.06,G0 V
2.3,154.306465,122.08042332,0.10086,797.0,1.33,5168.0,-0.39257,-0.0039,G0 V
1.30749704,154.306465,2.297940016,0.10086,797.0,1.33,6371.0,-0.0828599999999999,-0.18,G0 V
2.3,154.306465,2.29794819,0.10086,797.0,1.33,5938.54,0.27069,-0.0329,G0 V
2.3,154.306465,5.60473115,0.10086,797.0,1.33,5171.0,-0.27557,-0.0039,G0 V
1.6187808,154.306465,5.604710102,0.10086,797.0,1.33,5401.0,-0.0828599999999999,-0.16,G0 V
1.21463929,154.306465,7.991459846,0.10086,797.0,1.33,5700.0,-0.0828599999999999,0.16,G0 V
2.3,154.306465,7.99144696,0.10086,797.0,1.33,5766.0,-0.12198,-0.0039,G0 V
0.686,154.306465,1.96227924,0.02915,797.0,1.33,5443.0,-0.0828599999999999,-0.13,G0 V
2.3,154.306465,1.962282625,0.10086,797.0,1.33,5470.0,-0.2592,-0.0039,G0 V
