planet_radius_earth,planet_mass_earth,orbital_period_days,semi_major_axis_AU,equilibrium_temp_K,planet_density,star_temp_K,star_luminosity,star_metallicity,star_type
2.3,154.306465,498.04,1.332,797.0,1.33,5733.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,498.9,1.3,797.0,1.33,5770.0,-0.0828599999999999,0.34,G0 V
2.3,154.306465,8.1245,0.0777,797.0,1.33,5845.0,0.13988,-0.18,G0 V
2.3,154.306465,19.88,0.141,797.0,1.33,5845.0,0.13988,-0.18,G0 V
2.3,154.306465,103.5,0.424,797.0,1.33,5845.0,0.13988,-0.18,G0 V
2.3,154.306465,514.0,1.24,797.0,1.33,4725.0,1.47,-0.45,G0 V
2.3,154.306465,9.4957,0.10086,797.0,1.33,5120.0,-0.43367,-0.24,G0 V
2.3,154.306465,9.4893037,0.10086,797.0,1.33,5170.0,0.3,-0.23,G0 V
2.3,154.306465,9.48908,0.0805,797.0,1.33,5194.04,-0.0828599999999999,-0.2284,G0 V
2.3,154.306465,9.494,0.0831,797.0,1.33,5170.0,0.3,-0.23,G0 V
2.3,154.306465,9.4893067,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,9.489264,0.10086,797.0,1.33,5170.0,-0.0828599999999999,-0.23,G0 V
2.3,154.306465,433.8,1.26,797.0,1.33,4925.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,436.89999,1.32,797.0,1.33,4946.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,436.9,1.23,797.0,1.33,4992.0,1.04922,-0.02,G0 V
2.3,154.306465,6022.9725,6.57,797.0,1.33,5790.0,-0.0828599999999999,0.05,G3/G5 V
2.3,154.306465,4951.0,5.6,797.0,1.33,5759.0,-0.066,0.02,G4 V
2.3,154.306465,968.8,1.864,797.0,1.33,5271.0,-0.22,0.36,G0 V
2.3,154.306465,441.0,1.122,797.0,1.33,5323.91,-0.0828599999999999,0.3839,G0 V
2.3,154.306465,439.3,1.105,797.0,1.33,5272.0,-0.0828599999999999,0.315,G0 V
2.3,154.306465,439.29999,1.11,797.0,1.33,5282.0,-0.0828599999999999,0.35,G0 V
2.3,154.306465,310.4,1.08,797.0,1.33,4886.0,1.80963,-0.16,K0 III
2.3,154.306465,17.0495,0.1231,797.0,1.33,4936.48,-0.0828599999999999,0.2781,G0 V
2.3,154.306465,17.054,0.12186,797.0,1.33,4740.0,-0.37882,0.36,G0 V
2.3,154.306465,17.054,0.123,797.0,1.33,4929.0,-0.0828599999999999,0.3,G0 V
2.3,154.306465,17.0503,0.10086,797.0,1.33,4929.0,-0.0828599999999999,0.3,K2 V
2.3,154.306465,17.0431,0.12,797.0,1.33,4815.0,-0.0828599999999999,0.24,G0 V
2.3,154.306465,17.0431,0.1232,797.0,1.33,5069.61,-0.4749,0.338,G0 V
2.3,154.306465,17.038,0.119,797.0,1.33,4954.0,-0.0828599999999999,0.36,K2 V
2.3,154.306465,95.233,0.10086,797.0,1.33,4929.0,-0.0828599999999999,0.3,K2 V
2.3,154.306465,868.0,2.13,797.0,1.33,4891.0,-0.0828599999999999,0.02,G0 V
2.3,154.306465,841.0,1.98,797.0,1.33,4862.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,868.0,2.14,797.0,1.33,4932.0,1.18752,0.14,G0 V
2.3,154.306465,1278.0,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,184.2,0.81,797.0,1.33,4780.0,1.67,0.31,K2 III
2.3,154.306465,55.199,0.243,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,M0 V
2.3,154.306465,144.3,0.72,797.0,1.33,4945.0,1.87,0.03,K1 III
2.3,154.306465,499.48,1.134,797.0,1.33,5180.0,-0.0828599999999999,-0.26,G5
2.3,154.306465,232.08,0.706,797.0,1.33,5530.0,-0.0828599999999999,-0.12,G5
2.3,154.306465,487.08,1.32,797.0,1.33,4891.0,1.02,-0.01,K1 III
2.3,154.306465,893.63,1.97,797.0,1.33,4891.0,1.02,-0.01,K1 III
2.3,154.306465,1481.6,2.84,797.0,1.33,4823.0,1.13988,0.06,K0 III
2.3,154.306465,1479.03,0.10086,797.0,1.33,4824.0,1.14,0.06,K0 III
2.3,154.306465,6.673855,0.0692,797.0,1.33,5485.0,-0.0828599999999999,0.26,G5 V
2.3,154.306465,6.6742,0.0692,797.0,1.33,5544.0,-0.04739,0.23,G0 V
2.3,154.306465,6.674,0.0692,797.0,1.33,5485.0,-0.0828599999999999,0.231,G0 V
2.3,154.306465,6.673892,0.0696,797.0,1.33,5544.0,-0.01,0.24,G5
2.3,154.306465,6.67386,0.07,797.0,1.33,5520.0,-0.0828599999999999,0.29,G0 V
2.3,154.306465,147.747,0.549,797.0,1.33,5544.0,-0.01,0.24,G5
2.3,154.306465,147.73,0.545,797.0,1.33,5485.0,-0.0828599999999999,0.26,G5 V
2.3,154.306465,95.2847,0.407,797.0,1.33,5544.0,-0.04739,0.23,G0 V
2.3,154.306465,981.8,1.94,797.0,1.33,5544.0,-0.01,0.24,G5
2.3,154.306465,952.0,1.89,797.0,1.33,5485.0,-0.0828599999999999,0.26,G5 V
2.3,154.306465,674.94,1.61,797.0,1.33,4860.0,1.06,-0.01,K0/1 III
2.3,154.306465,50.65905,0.234,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,159.986,0.492,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,K7 V
2.3,154.306465,41.516,0.217,797.0,1.33,4881.0,-0.0828599999999999,-0.0039,K2 V
2.3,154.306465,60.722,0.256,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,M0
2.3,154.306465,3477.768,3.805,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,M0
2.3,154.306465,15.572098,0.10086,797.0,1.33,6226.0,-0.0828599999999999,-0.0039,G0 V
2.9,154.306465,15.5712,0.10086,797.0,1.33,6199.0,-0.0828599999999999,-0.11,G0 V
2.3,154.306465,31.70648,0.10086,797.0,1.33,6226.0,-0.0828599999999999,-0.0039,G0 V
2.56,154.306465,31.6978,0.10086,797.0,1.33,6199.0,-0.0828599999999999,-0.11,G0 V
2.3,154.306465,278.3618,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,48.1,0.10086,797.0,1.33,6199.0,-0.0828599999999999,-0.11,G0 V
2.3,154.306465,1114.0,0.10086,797.0,1.33,6226.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,10.3392924,0.10086,797.0,1.33,6226.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,1084.0,0.10086,797.0,1.33,6226.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,46.4,0.10086,797.0,1.33,6199.0,-0.0828599999999999,-0.11,G0 V
2.3,154.306465,34.15,0.176,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,17.818,0.112,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,M0.5 Ve
2.3,154.306465,345.72,0.89,797.0,1.33,4962.0,-0.95861,0.1,G0 V
2.3,154.306465,345.63,0.89,797.0,1.33,4813.0,-0.5608,0.17,G0 V
2.3,154.306465,345.72,0.89,797.0,1.33,4813.0,-0.0828599999999999,0.17,G0 V
2.3,154.306465,9017.76,7.7,797.0,1.33,4813.0,-0.5608,0.17,G0 V
2.3,154.306465,7.76,0.063,797.0,1.33,4021.0,-0.0828599999999999,-0.0039,K5 V
2.3,154.306465,15.144,0.099,797.0,1.33,4021.0,-0.0828599999999999,-0.0039,K5 V
2.3,154.306465,3250.0,3.81,797.0,1.33,4799.0,-0.68194,-0.22,K5 V
2.3,154.306465,2574.9,3.73,797.0,1.33,4769.0,1.04999,-0.03,K1 III
2.3,154.306465,2999.33,0.10086,797.0,1.33,4769.0,1.05,-0.03,K1 III
2.3,154.306465,8.1352,0.07,797.0,1.33,4640.0,0.19,0.09,K4 V
2.3,154.306465,8.1389,0.10086,797.0,1.33,4510.0,-0.62416,0.01,G0 V
2.3,154.306465,8.1352,0.07,797.0,1.33,4510.0,-0.0828599999999999,0.01,G0 V
2.3,154.306465,32.03,0.178,797.0,1.33,4640.0,0.19,0.09,K4 V
2.3,154.306465,431.7,1.01,797.0,1.33,4640.0,0.19,0.09,K4 V
2.3,154.306465,30.014,0.17,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,K6 V
2.3,154.306465,124.6,0.565,797.0,1.33,4830.0,1.63,-0.31,G8
2.3,154.306465,0.98097217,0.10086,797.0,1.33,4590.0,-0.67799,0.18,K4 V
2.3,154.306465,0.981,0.017,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,K4 V
2.3,154.306465,28.125,0.177,797.0,1.33,5460.0,-0.0828599999999999,0.25,K0
2.3,154.306465,67.3,0.316,797.0,1.33,5460.0,-0.0828599999999999,0.25,K0
2.3,154.306465,1084.5,2.81,797.0,1.33,5000.0,1.65,0.16,K0 III
2.3,154.306465,2556.5,4.91,797.0,1.33,4985.0,1.61669,0.15,K1 III
2.3,154.306465,89.06,0.426,797.0,1.33,4805.0,1.207,-0.03,K0 III
2.3,154.306465,89.11,0.10086,797.0,1.33,4807.0,1.2,-0.07,K0 III
2.3,154.306465,89.23,0.42,797.0,1.33,4840.0,1.16673,0.01,K0 III
2.3,154.306465,88.8,0.46,797.0,1.33,4890.0,1.244,0.0,K0 III
2.3,154.306465,88.9,0.46,797.0,1.33,4890.0,1.244,0.0,K0 III
2.3,154.306465,88.87622,0.482,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,10.3392924,0.437,797.0,1.33,5613.0,1.261,-0.0039,G0 V
2.3,154.306465,10.3392924,3.626,797.0,1.33,5613.0,1.261,-0.0039,G0 V
2.3,154.306465,1626.0,2.96,797.0,1.33,4805.0,1.207,-0.03,K0 III
2.3,154.306465,3268.56,0.10086,797.0,1.33,4807.0,1.2,-0.07,K0 III
2.3,154.306465,2131.8,3.82,797.0,1.33,4890.0,1.244,0.0,K0 III
2.3,154.306465,3128.41,4.55,797.0,1.33,4840.0,1.16673,0.01,K0 III
2.3,154.306465,17337.5,20.25,797.0,1.33,4105.0,-0.0828599999999999,-0.0039,K7 V
2.3,154.306465,87.19,0.335,797.0,1.33,4146.0,-0.0828599999999999,-0.0039,M1
2.3,154.306465,822.3,2.1,797.0,1.33,4850.0,1.21484,0.2,K1 III
2.3,154.306465,812.47,0.10086,797.0,1.33,4824.0,1.02,0.12,K1 III
2.3,154.306465,926.4,2.02,797.0,1.33,4891.0,1.01995,-0.01,K0 III
2.3,154.306465,970.78,0.10086,797.0,1.33,4891.0,1.02,-0.01,K0 III
2.3,154.306465,1583.72,0.10086,797.0,1.33,4672.0,1.31,-0.19,K2 III/IV
2.3,154.306465,1560.2,2.8,797.0,1.33,4670.0,1.40483,-0.15,K2 III/IV
2.3,154.306465,2.224,0.031,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,K5 V
2.3,154.306465,453.9,1.26,797.0,1.33,4883.0,0.88986,0.17,K1 III
2.3,154.306465,455.73816,1.36,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,452.45,0.10086,797.0,1.33,4884.0,0.89,0.17,K1 III
2.3,154.306465,5.0505,0.06,797.0,1.33,5519.0,-0.0828599999999999,0.23,G0 V
2.3,154.306465,5.0505,0.057,797.0,1.33,5519.0,-0.222,0.23,G5 V
3.207,154.306465,7.712121,0.10086,797.0,1.33,5985.43,0.13759,-0.0039,G0 V
2.3,154.306465,16.432,0.124,797.0,1.33,5216.0,-0.32514,0.248,G0 V
2.3,154.306465,1058.8,2.55,797.0,1.33,5020.0,1.204,0.29,K0
2.3,154.306465,43000.0,25.0,797.0,1.33,5833.8,-0.0828599999999999,0.1014,G0 V
2.3,154.306465,312.0,0.91,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,302.79999,0.92,797.0,1.33,6167.0,-0.0828599999999999,0.16,G0 V
2.3,154.306465,320.1,0.925,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,166510.17,67.96,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,83255.09,42.81,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,41627.54,26.97,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,20815.6,16.99,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,3.986,0.0435,797.0,1.33,4203.0,-0.91364,-0.05,K7 V
2.3,154.306465,2390.0,3.6,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,4368.0,5.4,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,734.0,2.038,797.0,1.33,5613.0,-0.0828599999999999,0.12,G0 V
3.73470986,154.306465,19.307044,0.10086,797.0,1.33,5638.0,-0.0828599999999999,-0.03,G0 V
3.83,154.306465,19.307107,0.10086,797.0,1.33,5454.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,19.292062,0.10086,797.0,1.33,5533.0,-0.10088,-0.07,G0 V
2.98,154.306465,19.30481,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,1.6739,0.10086,797.0,1.33,6115.49,0.2713,0.2808,G0 V
3.5,154.306465,1.673916,0.10086,797.0,1.33,6120.0,0.24969,0.14,G0 V
2.3,154.306465,1.674,0.10086,797.0,1.33,6115.49,0.2713,0.2808,G0 V
3.6,154.306465,1.673847,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.52,154.306465,1.673737,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,1.67344228,0.10086,797.0,1.33,6115.49,0.2713,0.2808,G0 V
2.3,154.306465,14.6843,0.10086,797.0,1.33,4695.41,-0.5516,0.1057,G0 V
2.19420598,154.306465,14.677214,0.10086,797.0,1.33,4942.0,-0.0828599999999999,0.14,G0 V
1.85,154.306465,14.675828,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.0,154.306465,14.677286,0.10086,797.0,1.33,4819.0,-0.59482,0.14,G0 V
1.94,154.306465,14.67665,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,14.66146147,0.10086,797.0,1.33,4695.41,-0.5516,0.1057,G0 V
2.3,154.306465,9.9147,0.10086,797.0,1.33,4638.0,-0.60877,-0.0039,G0 V
1.3,154.306465,9.915615,0.10086,797.0,1.33,4695.0,-0.65738,0.14,G0 V
2.43,154.306465,1.974202,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
0.99,154.306465,1.974172,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,8.267,0.10086,797.0,1.33,5411.15,-0.18892,0.3277,G0 V
3.55,154.306465,8.26698,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
3.5,154.306465,8.267084,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,8.2669897,0.10086,797.0,1.33,5636.0,-0.0828599999999999,-0.0039,K1
3.40690334,154.306465,8.26679,0.10086,797.0,1.33,5475.0,-0.0828599999999999,0.26,G0 V
2.3,154.306465,8.26345949,0.10086,797.0,1.33,5411.15,-0.18892,0.3277,G0 V
2.3,154.306465,3.3139151,0.10086,797.0,1.33,6030.0,-0.0828599999999999,0.1,F9 IV
2.3,154.306465,4.734,0.10086,797.0,1.33,5496.0,0.40539,-0.0039,G0 V
2.3,154.306465,4.73360988,0.10086,797.0,1.33,5496.0,0.40539,-0.0039,G0 V
2.42,154.306465,39.8478,0.2196,797.0,1.33,5264.0,-0.0828599999999999,-0.0039,G0 V
2.92,154.306465,39.8642,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.47,154.306465,39.863566,0.10086,797.0,1.33,5133.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,13.864,0.10086,797.0,1.33,4936.0,-0.56708,-0.0039,G0 V
2.5,154.306465,13.86383,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.52419159,154.306465,13.86391,0.10086,797.0,1.33,4877.0,-0.0828599999999999,-0.3,G0 V
2.55,154.306465,13.8636,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,13.85870316,0.10086,797.0,1.33,4936.0,-0.56708,-0.0039,G0 V
1.41,154.306465,5.35185,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.22263837,154.306465,5.351403,0.10086,797.0,1.33,5741.0,-0.0828599999999999,-0.36,G0 V
2.09,154.306465,5.35161,0.10086,797.0,1.33,5788.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,15.6805,0.11569,797.0,1.33,5775.0,-0.0828599999999999,-0.46,G0 V
2.3,154.306465,15.6785,0.1166,797.0,1.33,5775.0,-0.0828599999999999,-0.46,G2
2.3,154.306465,5.8176015,0.10086,797.0,1.33,5627.0,0.0086,0.18,G
2.3,154.306465,11.391,0.10086,797.0,1.33,4913.0,-0.39497,-0.0039,G0 V
2.3,154.306465,11.38576954,0.10086,797.0,1.33,4913.0,-0.39497,-0.0039,G0 V
2.3,154.306465,20.272,0.10086,797.0,1.33,5742.0,-0.14457,-0.0039,G0 V
2.3,154.306465,20.273017,0.10086,797.0,1.33,5657.0,-0.0828599999999999,-0.1,G0 V
2.3,154.306465,20.272992,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,20.2729861,0.10086,797.0,1.33,5560.0,-0.0828599999999999,-0.22,G0 V
2.3,154.306465,20.27362337,0.10086,797.0,1.33,5742.0,-0.14457,-0.0039,G0 V
2.3,154.306465,4.654879,0.10086,797.0,1.33,4348.35,-0.0828599999999999,-0.0039,G0 V
0.814,154.306465,4.6556782,0.10086,797.0,1.33,4264.0,-0.0828599999999999,-0.0039,G0 V
0.71889232,154.306465,4.655335,0.10086,797.0,1.33,4547.0,-0.0828599999999999,0.01,G0 V
0.69,154.306465,4.655411,0.048,797.0,1.33,4348.35,-0.0828599999999999,-0.0039,G0 V
1.74,154.306465,1.291605,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.1,154.306465,1.291651,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.1,154.306465,5.443984,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.75,154.306465,5.44425,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.48,154.306465,50.9254,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.54,154.306465,50.92092,0.245,797.0,1.33,4726.29,-0.0828599999999999,-0.0039,G0 V
2.29,154.306465,7.728578,0.07,797.0,1.33,4752.8,-0.0828599999999999,-0.0039,G0 V
2.6,154.306465,7.727574,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,7.72651124,0.10086,797.0,1.33,4525.0,-0.68533,-0.0039,G0 V
2.3,154.306465,7.728,0.10086,797.0,1.33,4525.0,-0.68533,-0.0039,G0 V
2.16,154.306465,7.7285,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.72,154.306465,8.28176,0.0847,797.0,1.33,6177.0,-0.0828599999999999,-0.0039,G0 V
2.18823473,154.306465,8.282455,0.10086,797.0,1.33,5663.0,-0.0828599999999999,-0.11,G0 V
2.14,154.306465,8.2824161,0.10086,797.0,1.33,5615.0,-0.0828599999999999,-0.0039,G0 V
2.48,154.306465,8.28192,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.1857532,0.10086,797.0,1.33,4471.38,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.185972,0.10086,797.0,1.33,4664.8,-0.74531,0.1107,G0 V
2.3,154.306465,5.186,0.10086,797.0,1.33,4664.8,-0.74531,0.1107,G0 V
1.3,154.306465,2.219225,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.17,154.306465,2.219368,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
3.07,154.306465,30.954,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.5,154.306465,30.954222,0.10086,797.0,1.33,4040.0,-0.0828599999999999,-0.0039,G0 V
3.0,154.306465,30.952606,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.65,154.306465,30.956763,0.167,797.0,1.33,4075.67,-0.0828599999999999,-0.0039,G0 V
2.36,154.306465,6.41362,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.6,154.306465,6.413718,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.0,154.306465,7.385453,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.92,154.306465,7.38711,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,7.387,0.10086,797.0,1.33,4259.0,-0.87762,-0.0039,G0 V
2.3,154.306465,7.38795716,0.10086,797.0,1.33,4259.0,-0.87762,-0.0039,G0 V
1.79540442,154.306465,7.387066,0.10086,797.0,1.33,4396.0,-0.0828599999999999,-0.44,G0 V
1.84,154.306465,7.387073,0.066,797.0,1.33,4367.83,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,3.588,0.10086,797.0,1.33,5036.0,-0.25445,-0.0039,G0 V
1.117,154.306465,5.67556,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.20312295,154.306465,5.675814,0.10086,797.0,1.33,4621.0,-0.0828599999999999,-0.26,G0 V
1.42,154.306465,5.675819,0.056,797.0,1.33,4469.51,-0.0828599999999999,-0.0039,G0 V
0.661,154.306465,8.23981,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.29,154.306465,40.062771,0.10086,797.0,1.33,5508.0,-0.0828599999999999,-0.0039,G0 V
2.7,154.306465,40.0603,0.2245,797.0,1.33,5727.0,-0.0828599999999999,-0.0039,G0 V
1.25,154.306465,2.49412,0.032,797.0,1.33,4356.47,-0.0828599999999999,-0.0039,G0 V
1.22,154.306465,2.494206,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.06180894,154.306465,2.494161,0.10086,797.0,1.33,4528.0,-0.0828599999999999,-0.24,G0 V
1.76156914,154.306465,0.369311,0.10086,797.0,1.33,5113.0,-0.0828599999999999,-0.15,G0 V
1.5,154.306465,0.369311,0.10086,797.0,1.33,5200.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,9.172616,0.10086,797.0,1.33,4840.0,-0.0828599999999999,-0.01,G0 V
1.05,154.306465,7.9757,0.10086,797.0,1.33,4359.0,-0.767,0.17,G0 V
3.14,154.306465,17.30681,0.10086,797.0,1.33,4359.0,-0.767,0.17,G0 V
2.3,154.306465,17.307013,0.10086,797.0,1.33,4364.0,-0.78516,0.15,K5 V
3.03,154.306465,17.3077,0.11728,797.0,1.33,4364.0,-0.78516,0.15,K5 V
1.55,154.306465,25.5715,0.10086,797.0,1.33,4359.0,-0.767,0.17,G0 V
1.57,154.306465,2.35322,0.0338,797.0,1.33,5378.0,-0.0828599999999999,0.16,K1 V
2.52,154.306465,3.55987,0.04454,797.0,1.33,5378.0,-0.0828599999999999,0.16,K1 V
2.66,154.306465,5.40478,0.05883,797.0,1.33,5378.0,-0.0828599999999999,0.16,K1 V
3.29,154.306465,8.26144,0.07807,797.0,1.33,5378.0,-0.0828599999999999,0.16,K1 V
2.81,154.306465,12.75759,0.1043,797.0,1.33,5378.0,-0.0828599999999999,0.16,K1 V
2.3,154.306465,6.5692045,0.10086,797.0,1.33,5654.0,-0.04915,0.12,G5
1.38,154.306465,2.644259,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.47,154.306465,2.643528,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
0.82,154.306465,0.961916,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.33,154.306465,4.38395,0.0454,797.0,1.33,4079.0,-0.99568,-0.11,G0 V
0.701,154.306465,4.38393,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.73,154.306465,6.9226,0.0616,797.0,1.33,4079.0,-0.99568,-0.11,G0 V
0.9,154.306465,6.92251,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
0.88,154.306465,9.75833,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.64,154.306465,9.7579,0.0774,797.0,1.33,4079.0,-0.99568,-0.11,G0 V
3.1,154.306465,11.808398,0.10086,797.0,1.33,4992.0,-0.0828599999999999,-0.0039,G0 V
2.84,154.306465,11.8097,0.0946,797.0,1.33,5314.0,-0.0828599999999999,-0.0039,G0 V
3.08,154.306465,11.81004,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.71,154.306465,10.59366,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.054,154.306465,3.83553,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.5,154.306465,3.835376,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.14414279,154.306465,0.813149,0.10086,797.0,1.33,4460.0,-0.0828599999999999,-0.33,G0 V
1.1,154.306465,0.813143,0.10086,797.0,1.33,4460.0,-0.0828599999999999,-0.33,G0 V
1.0,154.306465,0.365261,0.10086,797.0,1.33,5456.0,-0.0828599999999999,0.13,G0 V
1.05548088,154.306465,0.365257,0.10086,797.0,1.33,5456.0,-0.0828599999999999,0.13,G0 V
2.63456976,154.306465,10.062106,0.10086,797.0,1.33,5489.0,-0.0828599999999999,0.07,G0 V
2.20753881,154.306465,12.421078,0.10086,797.0,1.33,5419.0,-0.0828599999999999,-0.1,G0 V
1.87,154.306465,7.62117,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.96,154.306465,7.61856,0.06696,797.0,1.33,4800.0,-0.0828599999999999,-0.0039,G0 V
2.39,154.306465,7.6196574,0.10086,797.0,1.33,4620.0,-0.0828599999999999,-0.0039,G0 V
2.58,154.306465,19.07454,0.10086,797.0,1.33,4620.0,-0.0828599999999999,-0.0039,G0 V
1.84,154.306465,19.0702,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.19,154.306465,19.077,0.1235,797.0,1.33,4800.0,-0.0828599999999999,-0.0039,G0 V
3.17824034,154.306465,3.705871,0.10086,797.0,1.33,5649.0,-0.0828599999999999,0.07,G0 V
1.48630496,154.306465,9.457747,0.10086,797.0,1.33,4885.0,-0.0828599999999999,-0.09,G0 V
2.46610713,154.306465,6.673117,0.10086,797.0,1.33,4937.0,-0.0828599999999999,0.14,G0 V
1.81,154.306465,17.355681,0.10086,797.0,1.33,5894.0,-0.0828599999999999,-0.0039,G0 V
1.93,154.306465,17.3678,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
3.24925008,154.306465,17.355066,0.10086,797.0,1.33,5791.0,-0.0828599999999999,-0.23,G0 V
1.27443657,154.306465,2.354992,0.10086,797.0,1.33,5185.0,-0.0828599999999999,-0.05,G0 V
