habitability_score,predicted_class,actual_class
2.5166886121039798e-05,0,0
2.4830992211290175e-05,0,0
2.453886852814584e-05,0,0
2.420605240399224e-05,0,0
2.4123783219622353e-05,0,0
2.4020447257631756e-05,0,0
2.368557606832473e-05,0,0
2.307432185984377e-05,0,0
2.2899458525810137e-05,0,0
2.2860150044067223e-05,0,0
2.2858069696268258e-05,0,0
2.2843695497232317e-05,0,0
2.2602821387031987e-05,0,0
2.257657872419001e-05,0,0
2.230241221389832e-05,0,0
2.228356668825885e-05,0,0
2.1710794252314915e-05,0,0
2.1597262605515736e-05,0,0
2.152686227857701e-05,0,0
2.1467330652976973e-05,0,0
2.1260860615523222e-05,0,0
2.1101707449137435e-05,0,0
2.084571111813383e-05,0,0
2.02452276384228e-05,0,0
2.0061892339372122e-05,0,0
2.000720422034373e-05,0,0
1.9697085017370224e-05,0,0
1.960083079357061e-05,0,0
1.9221072421685766e-05,0,0
1.884427050262015e-05,0,0
1.8729120132233994e-05,0,0
1.8217893382546084e-05,0,0
1.7814251107785582e-05,0,0
1.78079358468662e-05,0,0
1.7641865162369645e-05,0,0
1.7598114181664473e-05,0,0
1.7442316464284625e-05,0,0
1.7406610938041346e-05,0,0
1.7405485148840572e-05,0,0
1.725330409811524e-05,0,0
1.722440433385824e-05,0,0
1.701122304841001e-05,0,0
1.648734635589619e-05,0,0
1.6478844737830796e-05,0,0
1.6331228187661092e-05,0,0
1.6152568068637635e-05,0,0
1.6056202837247266e-05,0,0
1.5913097590074576e-05,0,0
1.5877587807212786e-05,0,0
1.587545235757937e-05,0,0
1.56699925820284e-05,0,0
1.5639805148839694e-05,0,0
1.549364725104084e-05,0,0
1.5429326972789275e-05,0,0
1.5310491392896667e-05,0,0
1.5259374170854972e-05,0,0
1.5238953793071745e-05,0,0
1.5205294493545555e-05,0,0
1.5098701721782844e-05,0,0
1.4768644159213664e-05,0,0
1.4745887533208097e-05,0,0
1.4669526056459442e-05,0,0
1.463606945224975e-05,0,0
1.4634052095737533e-05,0,0
1.4577612289022021e-05,0,0
1.4494707819887472e-05,0,0
1.4448702483821797e-05,0,0
1.4170098910951486e-05,0,0
1.4051959526553647e-05,0,0
1.3993698500616356e-05,0,0
1.379891232665624e-05,0,0
1.3645315248627537e-05,0,0
1.35491716614271e-05,0,0
1.3531836764918417e-05,0,0
1.348910776712054e-05,0,0
1.3421789693637268e-05,0,0
1.3349976399371805e-05,0,0
1.3341081519709424e-05,0,0
1.3334615952626682e-05,0,0
1.3313323699492518e-05,0,0
1.3011292494947098e-05,0,0
1.3003867720321213e-05,0,0
1.2798257461548397e-05,0,0
1.2791089028886885e-05,0,0
1.277533955964831e-05,0,0
1.2711489167048614e-05,0,0
1.2625226099151009e-05,0,0
1.2621541504510928e-05,0,0
1.2414541395953146e-05,0,0
1.2063995027444951e-05,0,0
1.1909300537919035e-05,0,0
1.189868942549538e-05,0,0
1.1733138077095213e-05,0,0
1.1645293812718358e-05,0,0
1.1609147978263932e-05,0,0
1.1279865997669073e-05,0,0
1.1266253906617953e-05,0,0
1.1257491797873675e-05,0,0
1.1246383060822461e-05,0,0
1.1239986077531386e-05,0,0
1.1197897275898582e-05,0,0
1.1103625932529902e-05,0,0
1.10843885679954e-05,0,0
1.099002500237909e-05,0,0
1.0927469484756199e-05,0,0
1.0835737296184103e-05,0,0
1.0588123944799998e-05,0,0
1.0534558166486244e-05,0,0
1.0373449181056393e-05,0,0
1.0372552029817586e-05,0,0
1.034546107223879e-05,0,0
1.0326044838376866e-05,0,0
1.0266184683508317e-05,0,0
1.0247324986955838e-05,0,0
9.917085751978984e-06,0,0
9.8555828087797e-06,0,0
9.844642115425228e-06,0,0
9.825130668704493e-06,0,0
9.680680261109626e-06,0,0
9.582593217444985e-06,0,0
9.49096567984428e-06,0,0
9.487986305313678e-06,0,0
9.475388279184195e-06,0,0
9.342484695443505e-06,0,0
9.19402793389043e-06,0,0
8.933197300876692e-06,0,0
8.924603790258249e-06,0,0
8.863510781266637e-06,0,0
8.841158830953554e-06,0,0
8.794729140339607e-06,0,0
8.636345958556363e-06,0,0
8.634396061200059e-06,0,0
8.516545918720278e-06,0,0
8.359948407895747e-06,0,0
8.281466749765212e-06,0,0
8.116041552775531e-06,0,0
8.073142675797206e-06,0,0
7.93886197418355e-06,0,0
7.915953815770404e-06,0,0
7.888557135812631e-06,0,0
7.708698519935834e-06,0,0
7.705879814504e-06,0,0
7.506785961349817e-06,0,0
7.361380603628952e-06,0,0
7.35128284001086e-06,0,0
7.211022104900669e-06,0,0
7.168495017071343e-06,0,0
7.119710603988161e-06,0,0
7.015824285615027e-06,0,0
6.940501967631959e-06,0,0
6.881782951490654e-06,0,0
6.83193534178484e-06,0,0
6.671689889337343e-06,0,0
6.626196285245386e-06,0,0
6.5657665235900725e-06,0,0
6.542820386873945e-06,0,0
6.451568404306302e-06,0,0
6.442873823990524e-06,0,0
6.396823558295042e-06,0,0
6.332202531272577e-06,0,0
6.254743485079168e-06,0,0
6.217202709824649e-06,0,0
6.194036903361128e-06,0,0
6.154244940698034e-06,0,0
6.153185270142124e-06,0,0
6.111601796386322e-06,0,0
6.097961242474452e-06,0,0
6.009083418268286e-06,0,0
5.985597684736325e-06,0,0
5.824742179293779e-06,0,0
5.754308107208052e-06,0,0
5.694462628797443e-06,0,0
5.6558542899696e-06,0,0
5.655809764195278e-06,0,0
5.653672686347271e-06,0,0
5.638651047851921e-06,0,0
5.5526939040378235e-06,0,0
5.467674300318089e-06,0,0
5.4416407602144604e-06,0,0
5.424252439256405e-06,0,0
5.332253146682797e-06,0,0
5.258667816844689e-06,0,0
5.254095271294308e-06,0,0
5.250354420717742e-06,0,0
5.158532923217343e-06,0,0
5.145429313614892e-06,0,0
4.983593361616064e-06,0,0
4.948285084811747e-06,0,0
4.932207926105913e-06,0,0
4.787160327652014e-06,0,0
4.775081503001081e-06,0,0
4.772670414807041e-06,0,0
4.7266790434401246e-06,0,0
4.668026723113393e-06,0,0
4.648711619294313e-06,0,0
4.621119710713848e-06,0,0
4.601401156560519e-06,0,0
4.582517645720641e-06,0,0
4.5818279106824914e-06,0,0
4.571761904531844e-06,0,0
4.562589588354465e-06,0,0
4.550687052488247e-06,0,0
4.5355072134306144e-06,0,0
4.508445992612108e-06,0,0
4.501190023712953e-06,0,0
4.50025328326556e-06,0,0
4.435033091960036e-06,0,0
4.331021960947631e-06,0,0
4.307173014396389e-06,0,0
4.285703716025796e-06,0,0
4.242366097094876e-06,0,0
4.089401605679508e-06,0,0
4.074541731899889e-06,0,0
4.0432296441278936e-06,0,0
4.029741611676833e-06,0,0
4.023590656878121e-06,0,0
3.972667125012926e-06,0,0
3.968207665382878e-06,0,0
3.943858236751073e-06,0,0
3.922321639075827e-06,0,0
3.844242118822056e-06,0,0
3.830941734567889e-06,0,0
3.7901365600001334e-06,0,0
3.7698255922803183e-06,0,0
3.7653422194312606e-06,0,0
3.7435948871835057e-06,0,0
3.647607168361791e-06,0,0
3.6362564981330043e-06,0,0
3.628543719936183e-06,0,0
3.6039433761674666e-06,0,0
3.6034999076429705e-06,0,0
3.6004541510547843e-06,0,0
3.542222094417685e-06,0,0
3.531185156821149e-06,0,0
3.4576050693169722e-06,0,0
3.449263560548483e-06,0,0
3.448054255474949e-06,0,0
3.4305359078677297e-06,0,0
3.3960429954847523e-06,0,0
3.3536664111083164e-06,0,0
3.290792096350623e-06,0,0
3.227124478492765e-06,0,0
3.182381245049679e-06,0,0
3.168760075717499e-06,0,0
3.0592804986937944e-06,0,0
2.914234000953263e-06,0,0
2.877619655979973e-06,0,0
2.8053798405012423e-06,0,0
2.7803753462498237e-06,0,0
2.773116467763715e-06,0,0
2.7542798104404587e-06,0,0
2.6941718111002462e-06,0,0
2.67345405028373e-06,0,0
2.6465716555613656e-06,0,0
2.6328935812718744e-06,0,0
2.6120963401528333e-06,0,0
2.604244594918721e-06,0,0
2.5824485709543976e-06,0,0
2.5809512043807277e-06,0,0
2.535286423484153e-06,0,0
2.5219562923783247e-06,0,0
2.5080613114240574e-06,0,0
2.498480138294897e-06,0,0
2.4948385635155183e-06,0,0
2.476561514754998e-06,0,0
2.46108512151825e-06,0,0
2.455213104097817e-06,0,0
2.4429059293369723e-06,0,0
2.4409617824105074e-06,0,0
2.4284038152285743e-06,0,0
2.4227531963287288e-06,0,0
2.4154588634084625e-06,0,0
2.3786298899586315e-06,0,0
2.376321617669965e-06,0,0
2.3619228015513797e-06,0,0
2.2698223355419563e-06,0,0
2.249073157993162e-06,0,0
2.245133380058454e-06,0,0
2.149118585622058e-06,0,0
2.1437336996526387e-06,0,0
2.1394864056740757e-06,0,0
2.13744199977771e-06,0,0
2.1049898769043024e-06,0,0
2.0957267948341277e-06,0,0
2.0511077864367067e-06,0,0
2.0397164840170747e-06,0,0
2.0197839956302944e-06,0,0
2.0134448398761876e-06,0,0
1.915436446547654e-06,0,0
1.914053580640196e-06,0,0
1.9066927464612739e-06,0,0
1.9027691625811872e-06,0,0
1.8727893047448815e-06,0,0
1.8719920000870947e-06,0,0
1.8265575402722605e-06,0,0
1.7646556043855793e-06,0,0
1.7455668020696652e-06,0,0
1.7123824746567032e-06,0,0
1.7064346980990662e-06,0,0
1.6590264024922064e-06,0,0
1.622969956174201e-06,0,0
1.619114209280505e-06,0,0
1.6187784178589279e-06,0,0
1.6153993822489209e-06,0,0
1.6028395885985065e-06,0,0
1.5448119482504578e-06,0,0
1.5251453439440814e-06,0,0
1.5140654221246834e-06,0,0
1.507254333270118e-06,0,0
1.5020208500131663e-06,0,0
1.4994478900818927e-06,0,0
1.4649738600972968e-06,0,0
1.431101236427236e-06,0,0
1.42239440100601e-06,0,0
1.4170740006731719e-06,0,0
1.4112292997553988e-06,0,0
1.3957223107524294e-06,0,0
1.3641494825092296e-06,0,0
1.361227946974551e-06,0,0
1.3550888921021423e-06,0,0
1.3446709171089946e-06,0,0
1.3242151545298484e-06,0,0
1.319301321421348e-06,0,0
1.2721447588981838e-06,0,0
1.2704938574491382e-06,0,0
1.2574601110736725e-06,0,0
1.2531502438453606e-06,0,0
1.2487691361344454e-06,0,0
1.2134495785598671e-06,0,0
1.212299606267454e-06,0,0
1.2003601595218294e-06,0,0
1.1922751355531084e-06,0,0
1.1818772660862006e-06,0,0
1.1791347265223913e-06,0,0
1.1681248531122464e-06,0,0
1.1510321372705704e-06,0,0
1.1475980855735971e-06,0,0
1.1454369680422849e-06,0,0
1.124856311305472e-06,0,0
1.1231169156703996e-06,0,0
1.093284209735721e-06,0,0
1.088767960693983e-06,0,0
1.0653319044452347e-06,0,0
1.0098939010330786e-06,0,0
1.0020450239267248e-06,0,0
9.967560943147887e-07,0,0
9.9530427098623e-07,0,0
9.81569681027305e-07,0,0
9.81450706570218e-07,0,0
9.643339185541159e-07,0,0
9.532425108696788e-07,0,0
9.024991313337534e-07,0,0
8.953667336929026e-07,0,0
8.927997573707544e-07,0,0
8.88223949538891e-07,0,0
8.879949951331228e-07,0,0
8.868993058147984e-07,0,0
8.624836685672041e-07,0,0
8.622708146391714e-07,0,0
8.481428017129915e-07,0,0
8.479359703839859e-07,0,0
8.395144485255757e-07,0,0
8.393196248512111e-07,0,0
8.296142094329849e-07,0,0
8.088000516624159e-07,0,0
8.053538394942162e-07,0,0
7.961194698214297e-07,0,0
7.783671168232117e-07,0,0
7.774203471702057e-07,0,0
7.73648304139431e-07,0,0
7.711335299914892e-07,0,0
7.644467657340669e-07,0,0
7.414575761306001e-07,0,0
7.386900100620258e-07,0,0
7.382652143086859e-07,0,0
7.285139724063353e-07,0,0
7.254911462704491e-07,0,0
7.112869653438662e-07,0,0
7.086139815804079e-07,0,0
6.958267835726488e-07,0,0
6.946510610131272e-07,0,0
6.883576418836858e-07,0,0
6.8440891003037e-07,0,0
6.69411490249966e-07,0,0
6.675917423847242e-07,0,0
6.576651283451072e-07,0,0
6.435620488022698e-07,0,0
6.433615110277533e-07,0,0
6.383735294556016e-07,0,0
6.288853134520744e-07,0,0
6.278243651696374e-07,0,0
6.215114352774327e-07,0,0
6.203817990508094e-07,0,0
6.113605271119692e-07,0,0
5.941264730499631e-07,0,0
5.924537763971759e-07,0,0
5.900538923951385e-07,0,0
5.894402043983226e-07,0,0
5.887994866313394e-07,0,0
5.886292850883211e-07,0,0
5.885075073393865e-07,0,0
5.849147660397977e-07,0,0
5.82927285880175e-07,0,0
5.727368293310148e-07,0,0
5.509856841763997e-07,0,0
5.473021437105313e-07,0,0
5.414305797404527e-07,0,0
5.368217606306537e-07,0,0
5.231638507005507e-07,0,0
5.14290699266141e-07,0,0
5.132505843505973e-07,0,0
5.0506582269165e-07,0,0
4.943100462993924e-07,0,0
4.900196673523741e-07,0,0
4.868272204795903e-07,0,0
4.809750322927248e-07,0,0
4.782374553813509e-07,0,0
4.719403649640521e-07,0,0
4.6977004725980027e-07,0,0
4.5708314708955557e-07,0,0
4.5491772508752064e-07,0,0
4.415723869777317e-07,0,0
4.4075684455068367e-07,0,0
4.3436853454873724e-07,0,0
4.339585738470978e-07,0,0
4.31620284287812e-07,0,0
4.296710293339623e-07,0,0
4.284964357685201e-07,0,0
4.258245794080494e-07,0,0
4.243703267839471e-07,0,0
4.212019939721159e-07,0,0
4.192268199109168e-07,0,0
3.9015366850749333e-07,0,0
3.807268770269457e-07,0,0
3.7662810011238846e-07,0,0
3.7130127322507265e-07,0,0
3.6094868564875064e-07,0,0
3.5365072795731e-07,0,0
3.415333281947632e-07,0,0
3.325931610081671e-07,0,0
3.2714233074372657e-07,0,0
3.1805369634504414e-07,0,0
3.146294416170211e-07,0,0
3.1284441088172456e-07,0,0
3.1074674380412574e-07,0,0
3.0523749750667756e-07,0,0
3.012457681622269e-07,0,0
3.001937265422577e-07,0,0
2.992489313018266e-07,0,0
2.97744611583573e-07,0,0
2.934002172211125e-07,0,0
2.930784770168154e-07,0,0
2.840785962938922e-07,0,0
2.834816288812357e-07,0,0
2.80250951990322e-07,0,0
2.7685124498821545e-07,0,0
2.747771906962744e-07,0,0
2.6877337320604246e-07,0,0
2.663144147050255e-07,0,0
2.6005847967058175e-07,0,0
2.5749871240331787e-07,0,0
2.5637748814662253e-07,0,0
2.5566845462104907e-07,0,0
2.5534306946797075e-07,0,0
2.540812638892303e-07,0,0
2.515761863506175e-07,0,0
2.501996313810973e-07,0,0
2.475724057453961e-07,0,0
2.4513820012661567e-07,0,0
2.3062143137718445e-07,0,0
2.2235977780036678e-07,0,0
2.1977427370815097e-07,0,0
2.1749660121625846e-07,0,0
2.1276025247216872e-07,0,0
2.1233609718829864e-07,0,0
2.115422869983152e-07,0,0
2.0589803581220978e-07,0,0
2.0403753989117645e-07,0,0
2.0061881085573775e-07,0,0
1.9993976042399455e-07,0,0
1.892447625480805e-07,0,0
1.8607036241526054e-07,0,0
1.8598975901912205e-07,0,0
1.8425685572467532e-07,0,0
1.82182258415244e-07,0,0
1.8113006284380207e-07,0,0
1.7585773486360237e-07,0,0
1.7417956515004058e-07,0,0
1.73322896641012e-07,0,0
1.645733187028179e-07,0,0
1.638126003205262e-07,0,0
1.6348065848649685e-07,0,0
1.6277909122182397e-07,0,0
1.5890460125095303e-07,0,0
1.5575350511970422e-07,0,0
1.5196443481814013e-07,0,0
1.4996959247736748e-07,0,0
1.4758325250184743e-07,0,0
1.4574624565405544e-07,0,0
1.4571380899642965e-07,0,0
1.3839158553064662e-07,0,0
1.3651504930298336e-07,0,0
1.3561713362471236e-07,0,0
1.317250172301109e-07,0,0
1.31397555733511e-07,0,0
1.3070567693828534e-07,0,0
1.284272609878194e-07,0,0
1.2201863295994587e-07,0,0
1.19423472444698e-07,0,0
1.1941458036400066e-07,0,0
1.1033358687103508e-07,0,0
1.046374559925294e-07,0,0
1.038637499238053e-07,0,0
1.0202197043509582e-07,0,0
1.0181771381097581e-07,0,0
1.014446735629821e-07,0,0
1.0055047775223467e-07,0,0
9.555339881300842e-08,0,0
9.479508141524236e-08,0,0
9.463925377654737e-08,0,0
8.920701173166568e-08,0,0
8.809939915902609e-08,0,0
8.654152636502387e-08,0,0
8.320869605690465e-08,0,0
8.229486422002583e-08,0,0
7.978247719985631e-08,0,0
7.670076265639504e-08,0,0
7.624311810399779e-08,0,0
7.581430944908967e-08,0,0
7.482837609992221e-08,0,0
6.854428603149963e-08,0,0
6.755717277585577e-08,0,0
6.619942510803593e-08,0,0
6.548143762830527e-08,0,0
6.507063458971352e-08,0,0
6.389998167062315e-08,0,0
6.334227815145393e-08,0,0
6.246454698918618e-08,0,0
6.136840527713233e-08,0,0
6.096632015352925e-08,0,0
6.08988412274659e-08,0,0
6.056377121090293e-08,0,0
6.005130430149997e-08,0,0
5.96905906268148e-08,0,0
5.916806095392786e-08,0,0
5.707915111519112e-08,0,0
5.5242598090623405e-08,0,0
