Planet radius,Planet mass,Orbital period,Semi-major axis,Equilibrium temperature,Planet density,Host star temperature,Star luminosity,Star metallicity,Star type,habitability_score,orbital_stability
1.396,191.96932,11.32975018,0.10072,797.0,1.33,5887.0,-0.08285999999999999,0.08,G0 V,12.455731855996513,112.48759114376489
2.3,191.96932,11.32967235,0.10086,797.0,1.33,5871.24,0.0937,0.0481,G0 V,10.685928699447409,112.33067965496727
1.27,191.96932,11.32975018,0.0992,806.0,1.33,5949.0,-0.08285999999999999,-0.1,G0 V,13.786279366924527,114.21119133064516
2.3,191.96932,14.40094968,0.10086,797.0,1.33,5799.0,0.02981,-0.0039,G0 V,10.685928699447409,142.7815752528257
2.53,191.96932,14.400974,0.117,797.0,1.33,5812.0,-0.08285999999999999,-0.0039,G0 V,9.202567954792617,123.08524786324786
2.3,191.96932,14.40090414,0.10086,797.0,1.33,5799.0,0.02981,-0.0039,G0 V,10.685928699447409,142.7811237358715
2.23,191.96932,14.40094471,0.1156,806.0,1.33,6095.0,-0.08285999999999999,-0.22,G0 V,9.465457663153671,124.57564628027681
2.2,191.96932,14.401041,0.118,810.0,1.33,6098.0,-0.08285999999999999,-0.0039,G0 V,9.309825313332034,122.04272033898305
2.3,191.96932,14.4009257566,0.10086,797.0,1.33,5799.0,0.02981,-0.0039,G0 V,10.685928699447409,142.7813380586952
2.241,191.96932,10.3392924,0.10086,797.0,1.33,5877.0,-0.08285999999999999,-0.0039,G0 V,10.72249970298054,102.51132659131468
2.23,191.96932,14.40094471,0.1156,806.0,1.33,6095.0,-0.08285999999999999,-0.22,G0 V,9.465457663153671,124.57564628027681
2.43,191.96932,14.40094471,0.10086,797.0,1.33,5865.0,-0.08285999999999999,0.01,G0 V,10.615998629517339,142.78152597660122
2.095,191.96932,14.40094471,0.11734,797.0,1.33,5877.0,-0.08285999999999999,0.07,G0 V,9.437449700046571,122.72835103119141
2.23,191.96932,14.40094471,0.1156,806.0,1.33,6095.0,-0.08285999999999999,-0.22,G0 V,9.465457663153671,124.57564628027681
2.71,191.96932,14.40090414,0.1149,828.0,1.33,5815.0,-0.08285999999999999,-0.02,G0 V,9.289867364960124,125.33423968668407
1.36,191.96932,25.661658,0.1699,665.0,1.33,6095.0,-0.08285999999999999,-0.22,G0 V,8.666245483074855,151.03977633902295
1.36,191.96932,25.661658,0.1699,665.0,1.33,6095.0,-0.08285999999999999,-0.22,G0 V,8.666245483074855,151.03977633902295
1.78,191.96932,25.6613816,0.1689,683.0,1.33,5815.0,-0.08285999999999999,-0.02,G0 V,7.2052460418897,151.93239550029602
1.47,191.96932,25.6595,0.173,669.0,1.33,6098.0,-0.08285999999999999,-0.0039,G0 V,7.910631067193345,148.32080924855492
1.79,191.96932,25.660593,0.173,797.0,1.33,5812.0,-0.08285999999999999,-0.0039,G0 V,7.048134242161614,148.32712716763007
2.3,191.96932,25.66180924,0.10086,797.0,1.33,5799.0,0.02981,-0.0039,G0 V,10.685928699447409,254.42999444774935
1.45,191.96932,25.661658,0.10086,797.0,1.33,5865.0,-0.08285999999999999,0.01,G0 V,12.138920152438862,254.428494943486
1.28,191.96932,25.661658,0.17247,797.0,1.33,5877.0,-0.08285999999999999,0.07,G0 V,9.37150302417073,148.78911114976515
1.36,191.96932,25.661658,0.1699,665.0,1.33,6095.0,-0.08285999999999999,-0.22,G0 V,8.666245483074855,151.03977633902295
2.3,191.96932,25.6613816,0.10086,797.0,1.33,5799.0,0.02981,-0.0039,G0 V,10.685928699447409,254.42575451120362
1.474,191.96932,10.3392924,0.10086,797.0,1.33,5877.0,-0.08285999999999999,-0.0039,G0 V,12.026402571566852,102.51132659131468
2.3,191.96932,25.6613612646,0.10086,797.0,1.33,5799.0,0.02981,-0.0039,G0 V,10.685928699447409,254.42555289113622
1.17,191.96932,2.755637103,0.0307,669.0,1.33,3834.0,-0.08285999999999999,-0.25,G0 V,38.45826751537261,89.76016622149837
1.32,191.96932,2.75560188,0.03068,672.0,1.33,3834.0,-0.08285999999999999,-0.25,M1 V,35.72212828661451,89.81753194263364
2.3,191.96932,2.755638882,0.10086,797.0,1.33,4281.6,-0.95618,-0.1254,G0 V,10.685928699447409,27.3214245687091
1.17,191.96932,2.755637103,0.0307,669.0,1.33,3834.0,-0.08285999999999999,-0.25,G0 V,38.45826751537261,89.76016622149837
1.577,191.96932,10.3392924,0.10086,797.0,1.33,4121.0,-0.08285999999999999,-0.0039,G0 V,11.64980018324957,102.51132659131468
1.649,191.96932,10.3392924,0.10086,797.0,1.33,4121.0,-1.0,-0.0039,G0 V,11.457529979523265,102.51132659131468
1.49,191.96932,2.7556281,0.032,795.0,1.33,4303.0,-0.08285999999999999,-0.0039,G0 V,33.292788713118384,86.113378125
2.3,191.96932,2.75563813,0.10086,797.0,1.33,4281.6,-0.95618,-0.1254,G0 V,10.685928699447409,27.321417112829664
1.39,191.96932,2.755637103,0.10086,797.0,1.33,4255.0,-0.08285999999999999,-0.32,G0 V,12.480800494319205,27.321406930398574
1.17,191.96932,2.755637103,0.0307,669.0,1.33,3834.0,-0.08285999999999999,-0.25,G0 V,38.45826751537261,89.76016622149837
1.51,191.96932,2.75564,0.032,797.0,1.33,4321.0,-0.08285999999999999,-0.0039,G0 V,33.21274895026773,86.11375
1.48,191.96932,2.76,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,12.000031263549975,27.36466389054134
1.37,191.96932,2.755637216,0.0319,757.0,1.33,4121.0,-0.08285999999999999,-0.34,G0 V,34.05279728130989,86.38361178683385
2.3,191.96932,2.755637216,0.10086,797.0,1.33,4281.6,-0.95618,-0.1254,G0 V,10.685928699447409,27.32140805076343
1.58,191.96932,20.30652862,0.1209,389.0,1.33,4121.0,-0.08285999999999999,-0.34,G0 V,10.005337515012732,167.96136162117455
1.85,191.96932,20.306591,0.122,407.0,1.33,4303.0,-0.08285999999999999,-0.0039,G0 V,9.38159526105524,166.44746721311478
2.043,191.96932,10.3392924,0.10086,797.0,1.33,4121.0,-1.0,-0.0039,G0 V,10.875470701069947,102.51132659131468
1.29,191.96932,20.30655662,0.1164,343.0,1.33,3834.0,-0.08285999999999999,-0.25,G0 V,12.057522972347003,174.4549537800687
1.71,191.96932,20.31,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,11.325148634441993,201.36823319452705
1.22,191.96932,20.30707932,0.11617,345.0,1.33,3834.0,-0.08285999999999999,-0.25,M1 V,13.171072778866257,174.80484910045624
2.3,191.96932,20.30652862,0.10086,797.0,1.33,4281.6,-0.95618,-0.1254,G0 V,10.685928699447409,201.33381538766608
1.29,191.96932,20.30655662,0.1164,343.0,1.33,3834.0,-0.08285999999999999,-0.25,G0 V,12.057522972347003,174.4549537800687
2.3,191.96932,20.3065126071,0.10086,797.0,1.33,4281.6,-0.95618,-0.1254,G0 V,10.685928699447409,201.3336566240333
1.64,191.96932,20.306546,0.122,797.0,1.33,4321.0,-0.08285999999999999,-0.0039,G0 V,9.76118594801765,166.44709836065576
1.58,191.96932,20.30655662,0.10086,797.0,1.33,4255.0,-0.08285999999999999,-0.32,G0 V,11.640835861251123,201.33409300019827
1.29,191.96932,20.30655662,0.1164,343.0,1.33,3834.0,-0.08285999999999999,-0.25,G0 V,12.057522972347003,174.4549537800687
2.3,191.96932,20.30652965,0.10086,797.0,1.33,4281.6,-0.95618,-0.1254,G0 V,10.685928699447409,201.33382559984136
1.816,191.96932,10.3392924,0.10086,797.0,1.33,4121.0,-0.08285999999999999,-0.0039,G0 V,11.142188126295071,102.51132659131468
1.263,191.96932,10.3392924,0.10086,797.0,1.33,5691.0,-0.08285999999999999,-0.0039,G0 V,13.718979299037935,102.51132659131468
2.3,191.96932,7.781990719,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,77.15636247273449
1.22,191.96932,7.78200916,0.10086,797.0,1.33,5853.0,-0.08285999999999999,0.08,G0 V,14.462152475671186,77.15654531033115
1.29,191.96932,7.7822,0.077,1071.0,1.33,5986.0,-0.08285999999999999,-0.0039,G0 V,16.436565988290127,101.06753246753246
1.123,191.96932,7.78200916,0.07575,797.0,1.33,5691.0,-0.08285999999999999,0.06,G0 V,21.333366069368452,102.73279419141915
1.11,191.96932,7.78200916,0.0765,946.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,22.16432427258459,101.72560993464053
1.32,191.96932,7.78199862,0.0764,983.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,16.215444084522957,101.85862068062828
1.11,191.96932,7.78200916,0.0765,946.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,22.16432427258459,101.72560993464053
1.11,191.96932,7.78200916,0.0765,946.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,22.16432427258459,101.72560993464053
2.3,191.96932,7.78199862,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,77.15644080904224
1.2,191.96932,7.781987,0.078,797.0,1.33,5764.0,-0.08285999999999999,-0.0039,G0 V,17.82247745705506,99.7690641025641
2.3,191.96932,13.13747785,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,130.25458903430496
1.766,191.96932,10.3392924,0.10086,797.0,1.33,5691.0,-0.08285999999999999,-0.0039,G0 V,11.222180958937267,102.51132659131468
1.57,191.96932,13.13745719,0.1084,795.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,10.981450602422562,121.1942545202952
1.77,191.96932,13.137471,0.111,797.0,1.33,5764.0,-0.08285999999999999,-0.0039,G0 V,10.309674944252547,118.35559459459459
1.57,191.96932,13.13745719,0.1084,795.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,10.981450602422562,121.1942545202952
1.85,191.96932,13.13747785,0.1084,825.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,10.403425036550727,121.19444511070111
1.57,191.96932,13.13745719,0.1084,795.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,10.981450602422562,121.1942545202952
1.98,191.96932,13.13742,0.11,896.0,1.33,5986.0,-0.08285999999999999,-0.0039,G0 V,10.112961991016503,119.43109090909091
2.3,191.96932,13.1373819647,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,130.2536383571287
1.596,191.96932,13.13745719,0.10742,797.0,1.33,5691.0,-0.08285999999999999,0.06,G0 V,10.989070383413019,122.29991798547755
2.3,191.96932,13.13746337,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,130.25444546896688
1.71,191.96932,13.13745719,0.10086,797.0,1.33,5853.0,-0.08285999999999999,0.08,G0 V,11.325148634441993,130.25438419591512
2.3,191.96932,23.4433748,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,232.43480864564742
1.19,191.96932,23.44281,0.163,797.0,1.33,5764.0,-0.08285999999999999,-0.0039,G0 V,11.400091856432457,143.82092024539878
0.967,191.96932,23.4432353,0.15804,797.0,1.33,5691.0,-0.08285999999999999,0.06,G0 V,36.63250696184536,148.33735320172107
0.98,191.96932,23.4432353,0.10086,797.0,1.33,5853.0,-0.08285999999999999,0.08,G0 V,59.9166979302166,232.43342554035297
1.3,191.96932,23.44194,0.161,740.0,1.33,5986.0,-0.08285999999999999,-0.0039,G0 V,9.546725846937466,145.60211180124222
1.236,191.96932,10.3392924,0.10086,797.0,1.33,5691.0,-0.08285999999999999,-0.0039,G0 V,14.15398606580986,102.51132659131468
1.29,191.96932,23.4433748,0.1594,681.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,9.72434611278651,147.07261480552071
0.95,191.96932,23.4432353,0.1595,655.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,26.272317272129335,146.97953166144202
2.3,191.96932,23.4424859478,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,232.42599591314695
0.95,191.96932,23.4432353,0.1595,655.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,26.272317272129335,146.97953166144202
0.95,191.96932,23.4432353,0.1595,655.0,1.33,5762.0,-0.08285999999999999,0.06,G0 V,26.272317272129335,146.97953166144202
2.3,191.96932,23.44287284,0.10086,797.0,1.33,5588.41,0.08357,0.0213,G0 V,10.685928699447409,232.42983184612334
1.17,191.96932,1.611881,0.027,1709.0,1.33,6080.0,-0.08285999999999999,-0.0039,G0 V,42.92009370798128,59.699296296296296
1.72,191.96932,1.61189046,0.0285,1930.0,1.33,5918.0,-0.08285999999999999,0.21,G0 V,36.47721720053279,56.557559999999995
1.09,191.96932,1.611887177,0.0275,1712.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,47.47544972193848,58.61407916363637
1.641,191.96932,1.611887177,0.02948,797.0,1.33,5969.0,-0.08285999999999999,0.29,G0 V,35.483329617057336,54.67731265264587
2.3,191.96932,1.61189046,0.10086,797.0,1.33,5966.0,0.5343,-0.0039,G0 V,10.685928699447409,15.981464009518142
1.45,191.96932,1.611887177,0.10086,797.0,1.33,5989.0,-0.08285999999999999,0.18,G0 V,12.138920152438862,15.981431459448741
1.57,191.96932,1.611865,0.029,797.0,1.33,5920.0,-0.08285999999999999,-0.0039,G0 V,36.23910922214417,55.58155172413793
2.3,191.96932,1.6118839738,0.10086,797.0,1.33,5966.0,0.5343,-0.0039,G0 V,10.685928699447409,15.981399700575054
1.09,191.96932,1.611887177,0.0275,1712.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,47.47544972193848,58.61407916363637
1.09,191.96932,1.611887177,0.0275,1712.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,47.47544972193848,58.61407916363637
1.889,191.96932,10.3392924,0.10086,797.0,1.33,5969.0,-0.08285999999999999,-0.0039,G0 V,11.041557322792569,102.51132659131468
1.06,191.96932,3.071545396,0.0423,1380.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,40.30824435611669,72.6133663356974
1.815,191.96932,10.3392924,0.10086,797.0,1.33,5969.0,-0.08285999999999999,-0.0039,G0 V,11.143691795247316,102.51132659131468
2.3,191.96932,3.07155284,0.10086,797.0,1.33,5966.0,0.5343,-0.0039,G0 V,10.685928699447409,30.453627206028155
1.604,191.96932,3.071545396,0.04531,797.0,1.33,5969.0,-0.08285999999999999,0.29,G0 V,23.7277769581355,67.7895695431472
1.06,191.96932,3.071545396,0.0423,1380.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,40.30824435611669,72.6133663356974
1.11,191.96932,3.071563,0.042,1371.0,1.33,6080.0,-0.08285999999999999,-0.0039,G0 V,32.90135626146706,73.13245238095237
1.06,191.96932,3.071545396,0.0423,1380.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,40.30824435611669,72.6133663356974
1.65,191.96932,3.07155284,0.0437,1556.0,1.33,5918.0,-0.08285999999999999,0.21,G0 V,24.42254537650267,70.28725034324943
1.46,191.96932,3.071545396,0.10086,797.0,1.33,5989.0,-0.08285999999999999,0.18,G0 V,12.0906109736949,30.453553400753517
1.5,191.96932,3.071571,0.044,797.0,1.33,5920.0,-0.08285999999999999,-0.0039,G0 V,24.72923736381497,69.80843181818183
2.3,191.96932,5.86806983,0.10086,797.0,1.33,5966.0,0.5343,-0.0039,G0 V,10.685928699447409,58.18034731310727
2.31,191.96932,5.868068017,0.0651,1112.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,16.12555547377755,90.13929365591396
3.495,191.96932,5.868068017,0.06975,797.0,1.33,5969.0,-0.08285999999999999,0.29,G0 V,14.739683802472666,84.13000741218637
3.6,191.96932,5.868066282,0.0674,1254.0,1.33,5918.0,-0.08285999999999999,0.21,G0 V,15.222445833528274,87.06329795252225
2.31,191.96932,5.868068017,0.0651,1112.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,16.12555547377755,90.13929365591396
2.5,191.96932,5.86805,0.065,1102.0,1.33,6080.0,-0.08285999999999999,-0.0039,G0 V,16.05251055251055,90.2776923076923
3.09,191.96932,5.868068017,0.10086,797.0,1.33,5989.0,-0.08285999999999999,0.18,G0 V,10.395166829738171,58.18032933769581
2.3,191.96932,5.8680702618,0.10086,797.0,1.33,5966.0,0.5343,-0.0039,G0 V,10.685928699447409,58.18035159428911
3.31,191.96932,5.868075,0.068,797.0,1.33,5920.0,-0.08285999999999999,-0.0039,G0 V,15.140747422383848,86.2952205882353
2.3,191.96932,5.868066282,0.10086,797.0,1.33,5966.0,0.5343,-0.0039,G0 V,10.685928699447409,58.18031213563355
2.31,191.96932,5.868068017,0.0651,1112.0,1.33,6110.0,-0.08285999999999999,-0.02,G0 V,16.12555547377755,90.13929365591396
1.68,191.96932,4.22864988,0.0532,1371.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,20.26850407753129,79.4859
1.557,191.96932,4.22864988,0.05256,797.0,1.33,6054.0,-0.08285999999999999,0.02,G0 V,20.823171963246235,80.45376484018264
2.3,191.96932,4.2286322,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,41.92576046004362
1.63,191.96932,4.22864,0.054,797.0,1.33,6092.0,-0.08285999999999999,-0.0039,G0 V,20.107784742362348,78.30814814814816
1.43,191.96932,4.228677,0.051,1126.0,1.33,5845.0,-0.08285999999999999,-0.0039,G0 V,21.934617850026175,82.91523529411765
2.3,191.96932,4.22865217,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,41.9259584572675
1.83,191.96932,4.22865217,0.0546,1379.0,1.33,5966.0,-0.08285999999999999,0.18,G0 V,19.52075418241089,77.44784194139194
1.68,191.96932,4.22864988,0.0532,1371.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,20.26850407753129,79.4859
1.68,191.96932,4.22864988,0.0532,1371.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,20.26850407753129,79.4859
2.3,191.96932,4.2286488278,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,41.92592532024588
1.83,191.96932,4.22864988,0.10086,797.0,1.33,5951.0,-0.08285999999999999,0.19,G0 V,11.121517207325073,41.925935752528254
1.532,191.96932,10.3392924,0.10086,797.0,1.33,6054.0,-0.08285999999999999,-0.0039,G0 V,11.79639717833694,102.51132659131468
1.49,191.96932,7.46662197,0.0778,1134.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,14.895468796645535,95.97200475578407
1.49,191.96932,7.46662197,0.0778,1134.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,14.895468796645535,95.97200475578407
1.65,191.96932,7.46662068,0.0797,1141.0,1.33,5966.0,-0.08285999999999999,0.18,G0 V,14.08668531431501,93.68407377666249
1.23,191.96932,7.466408,0.074,934.0,1.33,5845.0,-0.08285999999999999,-0.0039,G0 V,17.862887588086135,100.89740540540542
2.3,191.96932,7.46659864,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,74.029334126512
1.384,191.96932,10.3392924,0.10086,797.0,1.33,6054.0,-0.08285999999999999,-0.0039,G0 V,12.520864596883307,102.51132659131468
2.3,191.96932,7.4666694147,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,74.03003583878643
2.3,191.96932,7.46662068,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,74.02955264723379
1.387,191.96932,7.46662197,0.07678,797.0,1.33,6054.0,-0.08285999999999999,0.02,G0 V,15.610169023316626,97.24696496483459
1.49,191.96932,7.46662197,0.0778,1134.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,14.895468796645535,95.97200475578407
1.52,191.96932,7.46662197,0.10086,797.0,1.33,5951.0,-0.08285999999999999,0.19,G0 V,11.839774853293562,74.02956543723974
1.39,191.96932,7.466623,0.079,797.0,1.33,6092.0,-0.08285999999999999,-0.0039,G0 V,15.22429504874607,94.51421518987343
1.29,191.96932,11.1317519,0.1015,992.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,13.301913065382891,109.67243251231525
1.37,191.96932,11.1317519,0.10086,797.0,1.33,5951.0,-0.08285999999999999,0.19,G0 V,12.619400632919342,110.36835117985325
1.29,191.96932,11.1317519,0.1015,992.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,13.301913065382891,109.67243251231525
2.3,191.96932,11.131687608,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,110.36771374182034
1.29,191.96932,11.1317519,0.1015,992.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,13.301913065382891,109.67243251231525
1.47,191.96932,11.1317901,0.104,999.0,1.33,5966.0,-0.08285999999999999,0.18,G0 V,11.7444506596136,107.03644326923077
1.202,191.96932,11.1317519,0.10019,797.0,1.33,6054.0,-0.08285999999999999,0.02,G0 V,14.933495717587263,111.10641680806467
1.17,191.96932,11.13154,0.096,820.0,1.33,5845.0,-0.08285999999999999,-0.0039,G0 V,16.30089930709126,115.95354166666665
2.3,191.96932,11.1317901,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,110.36872992266507
1.237,191.96932,10.3392924,0.10086,797.0,1.33,6054.0,-0.08285999999999999,-0.0039,G0 V,14.13610721291706,102.51132659131468
1.2,191.96932,11.131786,0.103,797.0,1.33,6092.0,-0.08285999999999999,-0.0039,G0 V,14.710702500619911,108.07559223300971
2.3,191.96932,16.2596374,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,161.20996827285344
1.52,191.96932,16.25945734,0.1306,875.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,9.581748341324769,124.49814196018377
1.72,191.96932,16.25951967,0.1339,880.0,1.33,5966.0,-0.08285999999999999,0.18,G0 V,8.85883797352244,121.43031867064974
2.3,191.96932,16.2595097384,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,161.2087025421376
1.52,191.96932,16.25945734,0.1306,875.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,9.581748341324769,124.49814196018377
1.415,191.96932,16.25945734,0.12901,797.0,1.33,6054.0,-0.08285999999999999,0.02,G0 V,10.16294029640983,126.03253499728703
2.3,191.96932,16.25951967,0.10086,797.0,1.33,6000.9,0.30912,-0.0423,G0 V,10.685928699447409,161.2088010113028
1.67,191.96932,16.25945734,0.10086,797.0,1.33,5951.0,-0.08285999999999999,0.19,G0 V,11.409235243649476,161.2081830259766
1.52,191.96932,16.25945734,0.1306,875.0,1.33,6220.0,-0.08285999999999999,0.02,G0 V,9.581748341324769,124.49814196018377
1.444,191.96932,10.3392924,0.10086,797.0,1.33,6054.0,-0.08285999999999999,-0.0039,G0 V,12.168950182468892,102.51132659131468
1.45,191.96932,16.25934,0.124,722.0,1.33,5845.0,-0.08285999999999999,-0.0039,G0 V,10.289042498719919,131.12370967741936
1.48,191.96932,16.259458,0.132,797.0,1.33,6092.0,-0.08285999999999999,-0.0039,G0 V,9.661055545633149,123.17771212121211
2.6,191.96932,16.08786478,0.1194,719.0,1.33,5514.0,-0.08285999999999999,0.02,G0 V,9.002529565849354,134.73923601340033
2.3,191.96932,16.08788093,0.10086,797.0,1.33,5463.31,-0.12879,0.11,G0 V,10.685928699447409,159.50704868134048
3.32,191.96932,16.087836,0.122,697.0,1.33,5524.0,-0.08285999999999999,-0.0039,G0 V,8.63020078200909,131.8675081967213
2.3,191.96932,16.0878338671,0.10086,797.0,1.33,5463.31,-0.12879,0.11,G0 V,10.685928699447409,159.50658206523892
2.29,191.96932,16.08786478,0.10086,797.0,1.33,5562.0,-0.08285999999999999,0.03,G0 V,10.691891728666253,159.50688855839778
2.56,191.96932,16.08786246,0.1207,668.0,1.33,5506.0,-0.08285999999999999,0.04,G0 V,8.928661362475081,133.28800712510358
2.3,191.96932,16.08786246,0.10086,797.0,1.33,5463.31,-0.12879,0.11,G0 V,10.685928699447409,159.50686555621652
2.26,191.96932,16.087845,0.122,797.0,1.33,5513.0,-0.08285999999999999,-0.0039,G0 V,8.992336741668442,131.86758196721314
2.6,191.96932,16.08786478,0.1194,719.0,1.33,5514.0,-0.08285999999999999,0.02,G0 V,9.002529565849354,134.73923601340033
2.242,191.96932,16.08786478,0.12357,797.0,1.33,5564.0,-0.08285999999999999,0.14,G0 V,8.899696720569015,130.192318362062
2.6,191.96932,16.08786478,0.1194,719.0,1.33,5514.0,-0.08285999999999999,0.02,G0 V,9.002529565849354,134.73923601340033
2.537,191.96932,10.3392924,0.10086,797.0,1.33,5564.0,-0.08285999999999999,-0.0039,G0 V,10.567316017399463,102.51132659131468
3.4,191.96932,41.74949827,0.2255,523.0,1.33,5514.0,-0.08285999999999999,0.02,G0 V,4.855511786259062,185.1418992017738
3.1,191.96932,41.749882,0.231,797.0,1.33,5513.0,-0.08285999999999999,-0.0039,G0 V,4.807159441737045,180.7354199134199
2.3,191.96932,41.74945104,0.10086,797.0,1.33,5463.31,-0.12879,0.11,G0 V,10.685928699447409,413.9346722189173
2.3,191.96932,41.7493481927,0.10086,797.0,1.33,5463.31,-0.12879,0.11,G0 V,10.685928699447409,413.9336525153678
3.4,191.96932,41.74949827,0.2255,523.0,1.33,5514.0,-0.08285999999999999,0.02,G0 V,4.855511786259062,185.1418992017738
2.99,191.96932,41.74949827,0.10086,797.0,1.33,5562.0,-0.08285999999999999,0.03,G0 V,10.419210493030711,413.9351404917707
3.4,191.96932,41.74949827,0.2255,523.0,1.33,5514.0,-0.08285999999999999,0.02,G0 V,4.855511786259062,185.1418992017738
2.3,191.96932,41.74938613,0.10086,797.0,1.33,5463.31,-0.12879,0.11,G0 V,10.685928699447409,413.93402865357916
2.915,191.96932,10.3392924,0.10086,797.0,1.33,5564.0,-0.08285999999999999,-0.0039,G0 V,10.438891141704891,102.51132659131468
2.93,191.96932,41.74949827,0.23335,797.0,1.33,5564.0,-0.08285999999999999,0.14,G0 V,4.80550753669778,178.91364161131347
2.94,191.96932,41.74938613,0.228,486.0,1.33,5506.0,-0.08285999999999999,0.04,G0 V,4.9064793348569795,183.11134267543858
1.69,191.96932,2.785821236,0.0408,1784.0,1.33,6202.0,-0.08285999999999999,-0.1,G0 V,25.959747733085326,68.27993225490195
2.3,191.96932,2.785821236,0.10086,797.0,1.33,6248.42,0.69868,-0.0793,G0 V,10.685928699447409,27.620674558794367
1.59,191.96932,2.785821693,0.0427,1785.0,1.33,6131.0,-0.08285999999999999,-0.15,G0 V,25.114787003981895,65.24172583138173
1.894,191.96932,10.3392924,0.10086,797.0,1.33,6202.0,-0.08285999999999999,-0.0039,G0 V,11.035266162878832,102.51132659131468
2.3,191.96932,2.78581504,0.10086,797.0,1.33,6248.42,0.69868,-0.0793,G0 V,10.685928699447409,27.620613127106882
1.639,7.5,2.7858212,0.0434,2015.0,9.3,6305.0,-0.08285999999999999,-0.03,G0 V,24.606998920090536,64.18942857142856
1.57,191.96932,2.785821693,0.10086,797.0,1.33,6162.0,-0.08285999999999999,-0.12,G0 V,11.67108389512892,27.620679089827483
1.72,191.96932,2.785819,0.043,1863.0,1.33,6131.0,-0.08285999999999999,-0.0039,G0 V,24.645337763012183,64.78648837209303
1.6354,10.4,2.785755,0.042507,1956.0,12.9,6131.0,-0.08285999999999999,-0.15,F6 IV,25.099948262877096,65.53638224292469
1.639,5.08,2.78578,0.0427172,2025.0,6.4,6305.0,0.715,-0.03,G0 V,24.97529498101686,65.21448034983567
1.59,191.96932,2.785821693,0.0427,1785.0,1.33,6131.0,-0.08285999999999999,-0.15,G0 V,25.114787003981895,65.24172583138173
1.654,191.96932,2.785821693,0.04171,797.0,1.33,6202.0,-0.08285999999999999,-0.04,G0 V,25.506082555741138,66.7902587628866
1.59,191.96932,2.785821693,0.0427,1785.0,1.33,6131.0,-0.08285999999999999,-0.15,G0 V,25.114787003981895,65.24172583138173
