Planet radius,Planet mass,Orbital period,Semi-major axis,Equilibrium temperature,Planet density,Host star temperature,Star luminosity,Star metallicity,Star type,habitability_score,orbital_stability
3.68,191.96932,105.6551369,0.10086,797.0,1.33,5821.0,-0.08285999999999999,-0.03,G0 V,10.28983225857485,1047.5425034701566
2.3,191.96932,105.6552651,0.10086,797.0,1.33,5643.68,0.12363,0.0149,G0 V,10.685928699447409,1047.5437745389647
3.5,191.96932,105.6551369,0.4428,392.0,1.33,6060.0,-0.08285999999999999,-0.14,G0 V,2.6679713015078867,238.60690356820234
2.3,191.96932,105.65485002,0.10086,797.0,1.33,5643.68,0.12363,0.0149,G0 V,10.685928699447409,1047.5396591314693
3.5,191.96932,105.6551369,0.4428,392.0,1.33,6060.0,-0.08285999999999999,-0.14,G0 V,2.6679713015078867,238.60690356820234
2.3,191.96932,105.653571735,0.10086,797.0,1.33,5643.68,0.12363,0.0149,G0 V,10.685928699447409,1047.526985276621
3.2,191.96932,7.234049,0.071,1107.0,1.33,5437.0,-0.08285999999999999,-0.0039,G0 V,14.540273498019978,101.88801408450705
1.78,191.96932,7.23400381,0.0702,831.0,1.33,5411.0,-0.08285999999999999,0.0,G0 V,15.528907147691678,103.04848732193733
2.3,191.96932,7.23400381,0.10086,797.0,1.33,5599.0,-0.16138,-0.0039,G0 V,10.685928699447409,71.72321842157446
2.3,191.96932,7.2340102,0.10086,797.0,1.33,5599.0,-0.16138,-0.0039,G0 V,10.685928699447409,71.7232817767202
2.3,191.96932,7.2340480554,0.10086,797.0,1.33,5599.0,-0.16138,-0.0039,G0 V,10.685928699447409,71.72365710291493
1.838,191.96932,10.3392924,0.10086,797.0,1.33,5400.0,-0.08285999999999999,-0.0039,G0 V,11.110015352651008,102.51132659131468
3.08,191.96932,7.23400469,0.0734,1047.0,1.33,5579.0,-0.08285999999999999,0.28,G0 V,14.106064955460761,98.55592220708446
3.08,191.96932,7.23400469,0.0734,1047.0,1.33,5579.0,-0.08285999999999999,0.28,G0 V,14.106064955460761,98.55592220708446
3.08,191.96932,7.23400469,0.0734,1047.0,1.33,5579.0,-0.08285999999999999,0.28,G0 V,14.106064955460761,98.55592220708446
2.017,191.96932,7.23400469,0.07196,797.0,1.33,5400.0,-0.08285999999999999,0.2,G0 V,14.881858033015645,100.52813632573653
1.99,191.96932,7.23400469,0.10086,797.0,1.33,5473.0,-0.08285999999999999,0.04,G0 V,10.92679894031765,71.72322714653976
3.28,191.96932,49.1011093,0.253,498.0,1.33,5393.0,-0.08285999999999999,0.2,G0 V,4.3959275659504495,194.07553083003953
2.3,191.96932,49.10106296,0.10086,797.0,1.33,5488.0,-0.08221,-0.0039,G0 V,10.685928699447409,486.8239436843149
2.72,191.96932,49.1013514,0.2657,477.0,1.33,5807.0,-0.08285999999999999,0.07,G0 V,4.350329560752227,184.79996763266843
3.007,191.96932,10.3392924,0.10086,797.0,1.33,5374.0,-0.08285999999999999,-0.0039,G0 V,10.41495403385391,102.51132659131468
2.3,191.96932,49.1011093,0.10086,797.0,1.33,5488.0,-0.08221,-0.0039,G0 V,10.685928699447409,486.8244031330557
2.72,191.96932,49.1013514,0.2657,477.0,1.33,5807.0,-0.08285999999999999,0.07,G0 V,4.350329560752227,184.79996763266843
2.3,191.96932,49.1010948786,0.10086,797.0,1.33,5488.0,-0.08221,-0.0039,G0 V,10.685928699447409,486.824260148721
2.72,191.96932,49.1013514,0.2657,477.0,1.33,5807.0,-0.08285999999999999,0.07,G0 V,4.350329560752227,184.79996763266843
2.6,191.96932,49.10146,0.259,459.0,1.33,5736.0,-0.08285999999999999,-0.0039,G0 V,4.491851814220235,189.58092664092663
2.58,191.96932,49.1013514,0.10086,797.0,1.33,5518.0,-0.08285999999999999,-0.05,G0 V,10.549609322621704,486.8268034899861
1.36,191.96932,1.411229847,0.0209,1049.0,1.33,4350.0,-0.08285999999999999,-0.26,G0 V,50.62598179037767,67.52295918660288
1.36,191.96932,1.411229847,0.0209,1049.0,1.33,4350.0,-0.08285999999999999,-0.26,G0 V,50.62598179037767,67.52295918660288
2.3,191.96932,1.4112272696,0.10086,797.0,1.33,4205.32,-0.80636,-0.1595,G0 V,10.685928699447409,13.991941994844337
1.3,191.96932,1.4112265,0.021,1006.0,1.33,4368.0,-0.08285999999999999,-0.0039,G0 V,50.95377371004111,67.20126190476189
2.3,191.96932,1.411230023,0.10086,797.0,1.33,4205.32,-0.80636,-0.1595,G0 V,10.685928699447409,13.991969294070987
1.46,191.96932,1.411229847,0.10086,797.0,1.33,4433.0,-0.08285999999999999,0.01,G0 V,12.0906109736949,13.991967549077929
1.493,191.96932,10.3392924,0.10086,797.0,1.33,4562.0,-0.08285999999999999,-0.0039,G0 V,11.945095496139562,102.51132659131468
2.3,191.96932,1.41123038,0.10086,797.0,1.33,4205.32,-0.80636,-0.1595,G0 V,10.685928699447409,13.991972833630774
1.36,191.96932,1.411229847,0.0209,1049.0,1.33,4350.0,-0.08285999999999999,-0.26,G0 V,50.62598179037767,67.52295918660288
1.71,191.96932,1.411230023,0.0221,1164.0,1.33,4575.0,-0.08285999999999999,0.18,G0 V,46.658461035017304,63.85656212669682
2.3,191.96932,5.2869652189,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,52.418850078326386
2.3,191.96932,5.28691996,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,52.41840134840372
0.69,191.96932,7.07134,0.067,718.0,1.33,4908.0,-0.08285999999999999,-0.0039,G0 V,18.153505167336608,105.5423880597015
2.3,191.96932,7.071,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,10.685928699447409,70.10707911957168
2.3,191.96932,7.07136119,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,70.11066022209002
2.3,191.96932,7.0713915145,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,70.11096088141979
2.3,191.96932,7.07145665,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,70.11160668253024
2.3,191.96932,10.3117367,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,102.2381191750942
1.18,3.8,10.3117,0.10086,797.0,13.27,4903.0,-0.08285999999999999,0.08,G0 V,15.472253485772196,102.2377553043823
1.4,191.96932,10.31173752,0.0837,638.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,14.450288445127155,123.19877562724014
1.34,191.96932,10.31174786,0.0862,634.0,1.33,4900.0,-0.08285999999999999,0.08,G0 V,14.54499471824458,119.6258452436195
1.154,3.0,10.311767,0.08618,686.0,10.7,4909.0,-0.08285999999999999,0.11,G0 V,18.099639385863384,119.65382919470873
1.4,191.96932,10.31173752,0.0837,638.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,14.450288445127155,123.19877562724014
1.34,191.96932,10.31173752,0.08624,797.0,1.33,4909.0,-0.08285999999999999,0.11,G0 V,14.538688416963499,119.57024025974026
1.34,191.96932,10.311732,0.086,634.0,1.33,4908.0,-0.08285999999999999,-0.0039,G0 V,14.571973620742826,119.90386046511628
1.314,191.96932,10.3392924,0.10086,797.0,1.33,4909.0,-0.08285999999999999,-0.0039,G0 V,13.101411306012817,102.51132659131468
1.4,191.96932,10.31173752,0.0837,638.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,14.450288445127155,123.19877562724014
2.3,191.96932,10.3117669698,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,102.23841929208804
1.34,4.54125234,10.31173752,0.0861786325,797.0,10.399509,5613.0,-0.08285999999999999,-0.0039,G0 V,14.546945565271534,119.65538580575642
1.38,191.96932,10.31173752,0.10086,797.0,1.33,4884.0,-0.08285999999999999,0.03,G0 V,12.548276877585062,102.23812730517548
2.3,191.96932,10.31174786,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,102.23822982351774
1.17,2.6,10.312,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,15.799050871393113,102.2407297243704
2.3,191.96932,16.146,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,10.685928699447409,160.08328375966687
2.52,191.96932,16.145690772,0.1129,549.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,9.5191220800645,143.008775659876
2.52,191.96932,16.145690772,0.10086,797.0,1.33,4884.0,-0.08285999999999999,0.03,G0 V,10.574592667058745,160.0802178465199
2.43,191.96932,10.3392924,0.10086,797.0,1.33,4909.0,-0.08285999999999999,-0.0039,G0 V,10.615998629517339,102.51132659131468
2.3,191.96932,16.1456994111,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,160.0803035008923
3.56346695,191.96932,16.14558981718,0.10086,536.17,1.33,4816.0,-0.08285999999999999,-0.0039,G0 V,10.308859490460593,160.0792169064049
2.414,4.74192831,16.14569077,0.1162026732,797.0,1.857354,5613.0,-0.08285999999999999,-0.0039,G0 V,9.3148322199114,138.94422843621814
2.52,191.96932,16.145690772,0.1129,549.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,9.5191220800645,143.008775659876
2.52,191.96932,16.145690772,0.1129,549.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,9.5191220800645,143.008775659876
2.54,191.96932,16.145685,0.116,545.0,1.33,4908.0,-0.08285999999999999,-0.0039,G0 V,9.27393135510672,139.1869396551724
2.17,4.7,16.1456994,0.1162,590.0,2.5,4909.0,-0.08285999999999999,0.11,G0 V,9.463864092324956,138.94749913941482
2.3,191.96932,16.14568692,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,160.08017965496725
2.48,191.96932,16.145671932,0.1162,546.0,1.33,4900.0,-0.08285999999999999,0.08,G0 V,9.28540362401388,138.94726275387262
2.3,191.96932,16.145671932,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,160.08003105294466
2.414,191.96932,16.145690772,0.11627,797.0,1.33,4909.0,-0.08285999999999999,0.11,G0 V,9.309849067369429,138.86377201341702
2.22,8.93,16.1457,0.10086,797.0,4.68,4903.0,-0.08285999999999999,0.08,G0 V,10.73637006136418,160.08030933967876
0.88,5.2,27.4536,0.10086,797.0,1.33,4903.0,-0.08285999999999999,0.08,G0 V,18.250031263549975,272.1951219512195
0.753,191.96932,27.4537294,0.16564,797.0,1.33,4909.0,-0.08285999999999999,0.11,G0 V,10.08773671725579,165.7433554696933
0.79,191.96932,27.4537294,0.1608,460.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,10.98662418802995,170.73214800995027
2.3,191.96932,27.4536146,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,272.1952667063256
2.3,191.96932,27.4535921048,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,272.19504367241717
0.79,191.96932,27.4537294,0.1608,460.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,10.98662418802995,170.73214800995027
0.932,191.96932,10.3392924,0.10086,797.0,1.33,4909.0,-0.08285999999999999,-0.0039,G0 V,24.62258028315783,102.51132659131468
0.95,191.96932,27.4536146,0.1655,457.0,1.33,4900.0,-0.08285999999999999,0.08,G0 V,26.048213232270847,165.88286767371602
0.753,191.96932,27.4537294,0.1655436772,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,10.09124949990391,165.83979445395576
0.861,4.3,27.453592,0.1656,495.0,37.0,4909.0,-0.08285999999999999,0.11,G0 V,13.237722865186111,165.78256038647345
2.3,191.96932,27.45392409,0.10086,797.0,1.33,4816.0,-0.58436,0.06,G0 V,10.685928699447409,272.19833521713264
0.79,191.96932,27.4537294,0.1608,460.0,1.33,4812.0,-0.08285999999999999,0.02,G0 V,10.98662418802995,170.73214800995027
1.08,191.96932,27.45362,0.165,457.0,1.33,4908.0,-0.08285999999999999,-0.0039,G0 V,18.566523220369362,166.38557575757577
0.81,191.96932,27.4537294,0.10086,797.0,1.33,4884.0,-0.08285999999999999,0.03,G0 V,15.179855824953483,272.1964049177077
2.3,191.96932,96.9151707,0.10086,797.0,1.33,5238.53,-0.43597,-0.147,G0 V,10.685928699447409,960.8880696014277
2.01,191.96932,96.9151496,0.3796,313.0,1.33,5229.0,-0.08285999999999999,-0.36,G0 V,3.6644509593214334,255.30861327713384
2.3,191.96932,96.91519761,0.10086,797.0,1.33,5238.53,-0.43597,-0.147,G0 V,10.685928699447409,960.8883364069006
2.3,191.96932,96.91492,0.389,320.0,1.33,5271.0,-0.08285999999999999,-0.0039,G0 V,3.3711748566343687,249.13861182519278
2.37,191.96932,96.9151707,0.3878,325.0,1.33,5162.0,-0.08285999999999999,0.0,G0 V,3.335602822361367,249.91018746776692
2.27,191.96932,10.3392924,0.10086,797.0,1.33,5109.0,-0.08285999999999999,-0.0039,G0 V,10.704099505019789,102.51132659131468
2.01,191.96932,96.9151496,0.3796,313.0,1.33,5229.0,-0.08285999999999999,-0.36,G0 V,3.6644509593214334,255.30861327713384
2.3,191.96932,96.9151212529,0.10086,797.0,1.33,5238.53,-0.43597,-0.147,G0 V,10.685928699447409,960.887579346619
2.28,191.96932,96.9151496,0.10086,797.0,1.33,5227.0,-0.08285999999999999,0.0,G0 V,10.69794793021664,960.8878604005553
2.157,191.96932,96.9151496,0.37594,797.0,1.33,5109.0,-0.08285999999999999,-0.23,G0 V,3.526267807633417,257.79419481832207
2.01,191.96932,96.9151496,0.3796,313.0,1.33,5229.0,-0.08285999999999999,-0.36,G0 V,3.6644509593214334,255.30861327713384
2.07,191.96932,13.47469571,0.1029,643.0,1.33,5413.0,-0.08285999999999999,-0.34,G0 V,10.655569324139893,130.9494238095238
2.07,191.96932,13.47469571,0.1029,643.0,1.33,5413.0,-0.08285999999999999,-0.34,G0 V,10.655569324139893,130.9494238095238
1.96,191.96932,13.47472742,0.1034,634.0,1.33,5395.0,-0.08285999999999999,-0.34,G0 V,10.715736724022912,130.31651276595744
2.2,191.96932,13.474881,0.106,648.0,1.33,5434.0,-0.08285999999999999,-0.0039,G0 V,10.270073375262054,127.12151886792454
2.33,191.96932,13.47469571,0.10086,797.0,1.33,5431.0,-0.08285999999999999,-0.05,G0 V,10.66857762946476,133.5980141780686
2.3,191.96932,13.47472742,0.10086,797.0,1.33,5283.0,-0.28836,-0.0039,G0 V,10.685928699447409,133.59832857426136
2.07,191.96932,13.47469571,0.1029,643.0,1.33,5413.0,-0.08285999999999999,-0.34,G0 V,10.655569324139893,130.9494238095238
2.239,191.96932,10.3392924,0.10086,797.0,1.33,5403.0,-0.08285999999999999,-0.0039,G0 V,10.723800432234396,102.51132659131468
2.3,191.96932,13.4747950193,0.10086,797.0,1.33,5283.0,-0.28836,-0.0039,G0 V,10.685928699447409,133.5989988032917
2.3,191.96932,13.47467339,0.10086,797.0,1.33,5283.0,-0.28836,-0.0039,G0 V,10.685928699447409,133.5977928812215
1.86,191.96932,10.3392924,0.10086,797.0,1.33,4306.0,-0.08285999999999999,-0.0039,G0 V,11.079488627891058,102.51132659131468
2.3,191.96932,10.9947086769,0.10086,797.0,1.33,4283.0,-0.85831,-0.0039,G0 V,10.685928699447409,109.00960417311124
2.02,191.96932,10.99469878,0.0805,512.0,1.33,4302.0,-0.08285999999999999,-0.44,G0 V,13.407216691024235,136.58010906832297
2.36,191.96932,10.99469878,0.10086,797.0,1.33,4445.0,-0.08285999999999999,0.06,G0 V,10.651992047863699,109.0095060479873
1.71,191.96932,10.99470891,0.0805,512.0,1.33,4302.0,-0.08285999999999999,-0.44,G0 V,13.835275238386844,136.5802349068323
2.02,191.96932,10.99469878,0.0805,512.0,1.33,4302.0,-0.08285999999999999,-0.44,G0 V,13.407216691024235,136.58010906832297
2.02,191.96932,10.99469878,0.0805,512.0,1.33,4302.0,-0.08285999999999999,-0.44,G0 V,13.407216691024235,136.58010906832297
2.3,191.96932,10.99471714,0.10086,797.0,1.33,4283.0,-0.85831,-0.0039,G0 V,10.685928699447409,109.00968808249058
2.02,191.96932,10.994615,0.082,512.0,1.33,4379.0,-0.08285999999999999,-0.0039,G0 V,13.179978393796542,134.0806707317073
2.3,191.96932,10.99470891,0.10086,797.0,1.33,4283.0,-0.85831,-0.0039,G0 V,10.685928699447409,109.00960648423556
2.78,191.96932,62.1387714,0.3103,426.0,1.33,5576.0,-0.08285999999999999,0.3,G0 V,3.7917318511803635,200.25385562359008
2.73,191.96932,62.1387714,0.30284,797.0,1.33,5354.0,-0.08285999999999999,0.26,G0 V,3.8820730209081997,205.18680293224145
2.3,191.96932,62.1383942513,0.10086,797.0,1.33,5268.0,-0.1926,-0.0039,G0 V,10.685928699447409,616.08560629883
2.78,191.96932,62.1387714,0.3103,426.0,1.33,5576.0,-0.08285999999999999,0.3,G0 V,3.7917318511803635,200.25385562359008
2.3,191.96932,62.1385979,0.10086,797.0,1.33,5268.0,-0.1926,-0.0039,G0 V,10.685928699447409,616.0876254213762
2.7,191.96932,62.1402,0.292,399.0,1.33,5434.0,-0.08285999999999999,-0.0039,G0 V,4.021901837373232,212.80890410958907
2.63,191.96932,62.1387714,0.10086,797.0,1.33,5494.0,-0.08285999999999999,0.05,G0 V,10.530194862731978,616.0893456276026
2.936,191.96932,10.3392924,0.10086,797.0,1.33,5354.0,-0.08285999999999999,-0.0039,G0 V,10.433226855836475,102.51132659131468
2.3,191.96932,62.13874912,0.10086,797.0,1.33,5268.0,-0.1926,-0.0039,G0 V,10.685928699447409,616.0891247273448
2.78,191.96932,62.1387714,0.3103,426.0,1.33,5576.0,-0.08285999999999999,0.3,G0 V,3.7917318511803635,200.25385562359008
2.3,191.96932,66.4159789,0.10086,797.0,1.33,5242.74,-0.34993,-0.162,G0 V,10.685928699447409,658.4967172318064
3.77,191.96932,66.4162133,0.3022,376.0,1.33,5387.0,-0.08285999999999999,-0.24,G0 V,3.6814413098387777,219.7756892786234
3.691,191.96932,10.3392924,0.10086,797.0,1.33,5388.0,-0.08285999999999999,-0.0039,G0 V,10.288306997477882,102.51132659131468
3.91,191.96932,66.4162133,0.10086,797.0,1.33,5143.0,-0.08285999999999999,-0.1,G0 V,10.260340541900488,658.4990412452904
3.44,191.96932,66.4159789,0.3033,376.0,1.33,5383.0,-0.08285999999999999,-0.22,G0 V,3.718265313543078,218.97784009231782
3.3,191.96932,66.4159,0.313,352.0,1.33,5186.0,-0.08285999999999999,-0.0039,G0 V,3.6452957876093905,212.1913738019169
2.3,191.96932,66.4164196551,0.10086,797.0,1.33,5242.74,-0.34993,-0.162,G0 V,10.685928699447409,658.5010872010707
3.77,191.96932,66.4162133,0.3022,376.0,1.33,5387.0,-0.08285999999999999,-0.24,G0 V,3.6814413098387777,219.7756892786234
2.3,191.96932,66.41604004,0.10086,797.0,1.33,5242.74,-0.34993,-0.162,G0 V,10.685928699447409,658.4973234186
3.77,191.96932,66.4162133,0.3022,376.0,1.33,5387.0,-0.08285999999999999,-0.24,G0 V,3.6814413098387777,219.7756892786234
2.3,191.96932,37.3225013775,0.10086,797.0,1.33,6134.11,0.28708,-0.2255,G0 V,10.685928699447409,370.04264701070787
1.98,191.96932,37.3229493,0.10086,797.0,1.33,6089.0,-0.08285999999999999,-0.03,G0 V,10.937106093481946,370.0470880428316
1.64,191.96932,37.3229493,0.2186,568.0,1.33,6253.0,-0.08285999999999999,-0.42,G0 V,6.140636844856882,170.73627310155535
2.3,191.96932,37.32299618,0.10086,797.0,1.33,6134.11,0.28708,-0.2255,G0 V,10.685928699447409,370.0475528455284
1.64,191.96932,37.3229493,0.2186,568.0,1.33,6253.0,-0.08285999999999999,-0.42,G0 V,6.140636844856882,170.73627310155535
2.3,191.96932,37.3228722,0.10086,797.0,1.33,6134.11,0.28708,-0.2255,G0 V,10.685928699447409,370.04632361689465
2.261,191.96932,37.3229493,0.21607,797.0,1.33,6031.0,-0.08285999999999999,-0.22,G0 V,5.42311582087918,172.73545286249825
2.352,191.96932,10.3392924,0.10086,797.0,1.33,6031.0,-0.08285999999999999,-0.0039,G0 V,10.656342900630841,102.51132659131468
2.0,191.96932,37.32281,0.228,598.0,1.33,6290.0,-0.08285999999999999,-0.0039,G0 V,5.389190718732314,163.69653508771927
1.64,191.96932,37.3229493,0.2186,568.0,1.33,6253.0,-0.08285999999999999,-0.42,G0 V,6.140636844856882,170.73627310155535
2.3,191.96932,36.51559488,0.10086,797.0,1.33,4844.0,-0.61688,-0.0039,G0 V,10.685928699447409,362.04238429506245
2.3,191.96932,36.5156053,0.1959,431.0,1.33,4915.0,-0.08285999999999999,0.0,G0 V,5.880869003380489,186.39921031138334
2.3,191.96932,36.5157639,0.10086,797.0,1.33,4844.0,-0.61688,-0.0039,G0 V,10.685928699447409,362.0440600832838
2.55,191.96932,36.5157639,0.1977,425.0,1.33,4847.0,-0.08285999999999999,0.14,G0 V,5.710629503238264,184.70290288315633
2.3,191.96932,36.5156053,0.1959,431.0,1.33,4915.0,-0.08285999999999999,0.0,G0 V,5.880869003380489,186.39921031138334
2.2,191.96932,36.51567,0.192,407.0,1.33,4867.0,-0.08285999999999999,-0.0039,G0 V,6.050070028011204,190.18578125
2.3,191.96932,36.5157462587,0.10086,797.0,1.33,4844.0,-0.61688,-0.0039,G0 V,10.685928699447409,362.0438851744993
2.243,191.96932,10.3392924,0.10086,797.0,1.33,4850.0,-0.08285999999999999,-0.0039,G0 V,10.72120315950063,102.51132659131468
2.21,191.96932,36.5156053,0.10086,797.0,1.33,4948.0,-0.08285999999999999,-0.02,G0 V,10.743144211208376,362.04248760658334
2.3,191.96932,36.5156053,0.1959,431.0,1.33,4915.0,-0.08285999999999999,0.0,G0 V,5.880869003380489,186.39921031138334
2.3,191.96932,1.9078143424,0.10086,797.0,1.33,5348.19,0.01051,-0.009,G0 V,10.685928699447409,18.91547037874281
1.268,191.96932,10.3392924,0.10086,797.0,1.33,5404.0,-0.08285999999999999,-0.0039,G0 V,13.648041213798729,102.51132659131468
1.9,191.96932,1.907805199,0.0296,1859.0,1.33,5537.0,-0.08285999999999999,-0.2,G0 V,34.89553143213232,64.4528783445946
1.9,191.96932,1.907805199,0.0296,1859.0,1.33,5537.0,-0.08285999999999999,-0.2,G0 V,34.89553143213232,64.4528783445946
2.3,191.96932,1.907810683,0.10086,797.0,1.33,5348.19,0.01051,-0.009,G0 V,10.685928699447409,18.915434096767793
2.3,191.96932,1.90780645,0.10086,797.0,1.33,5348.19,0.01051,-0.009,G0 V,10.685928699447409,18.915392127701764
0.89,191.96932,1.907805199,0.10086,797.0,1.33,5436.0,-0.08285999999999999,-0.06,G0 V,19.007607021125732,18.915379724370414
2.18,191.96932,1.9078086,0.03,1864.0,1.33,5538.0,-0.08285999999999999,-0.0039,G0 V,34.18142547821848,63.59362
1.265,191.96932,1.907805199,0.02911,797.0,1.33,5404.0,-0.08285999999999999,0.05,G0 V,38.12800574282096,65.53779453795946
1.9,191.96932,1.907805199,0.0296,1859.0,1.33,5537.0,-0.08285999999999999,-0.2,G0 V,34.89553143213232,64.4528783445946
0.91,191.96932,1.907810683,0.0295,1268.0,1.33,5435.0,-0.08285999999999999,0.07,G0 V,45.01043660402014,64.67154857627119
1.263,191.96932,10.3392924,0.10086,797.0,1.33,5675.0,-0.08285999999999999,-0.0039,G0 V,13.718979299037935,102.51132659131468
2.3,191.96932,2.5146138417,0.10086,797.0,1.33,5494.0,-0.24485,-0.0039,G0 V,10.685928699447409,24.93172557703748
1.31,191.96932,2.51462432,0.0353,1223.0,1.33,5679.0,-0.08285999999999999,-0.14,G0 V,31.55548786834648,71.2358164305949
1.49,191.96932,2.514615,0.035,1218.0,1.33,5659.0,-0.08285999999999999,-0.0039,G0 V,30.613320166776386,71.84614285714285
1.31,191.96932,2.51462432,0.0353,1223.0,1.33,5679.0,-0.08285999999999999,-0.14,G0 V,31.55548786834648,71.2358164305949
2.3,191.96932,2.514628496,0.10086,797.0,1.33,5494.0,-0.24485,-0.0039,G0 V,10.685928699447409,24.93187087051358
1.31,191.96932,2.51462432,0.0353,1223.0,1.33,5679.0,-0.08285999999999999,-0.14,G0 V,31.55548786834648,71.2358164305949
1.33,191.96932,2.51462432,0.10086,797.0,1.33,5522.0,-0.08285999999999999,-0.09,G0 V,12.94700096051967,24.931829466587345
1.27,191.96932,2.514628496,0.0354,1217.0,1.33,5662.0,-0.08285999999999999,-0.12,G0 V,31.953367700589972,71.03470327683615
2.3,191.96932,4.4176845,0.10086,797.0,1.33,4757.73,-0.61975,-0.0802,G0 V,10.685928699447409,43.80016359309934
1.2,191.96932,4.417696479,0.0468,852.0,1.33,4911.0,-0.08285999999999999,-0.22,G0 V,26.369294417166756,94.3952239102564
1.45,191.96932,4.417749,0.047,837.0,1.33,4915.0,-0.08285999999999999,-0.0039,G0 V,23.500639460527847,93.99465957446807
1.57,191.96932,4.417692516,0.047,790.0,1.33,4766.0,-0.08285999999999999,-0.24,G0 V,23.032973741465643,93.99345778723404
1.26,191.96932,4.417696479,0.10086,797.0,1.33,5030.0,-0.08285999999999999,0.01,G0 V,13.762851776370486,43.80028236168947
1.2,191.96932,4.417696479,0.0468,852.0,1.33,4911.0,-0.08285999999999999,-0.22,G0 V,26.369294417166756,94.3952239102564
1.2,191.96932,4.417696479,0.0468,852.0,1.33,4911.0,-0.08285999999999999,-0.22,G0 V,26.369294417166756,94.3952239102564
2.3,191.96932,4.417692516,0.10086,797.0,1.33,4757.73,-0.61975,-0.0802,G0 V,10.685928699447409,43.80024306960142
2.3,191.96932,15.9653342715,0.10086,797.0,1.33,5895.0,0.42431,0.12,G0 V,10.685928699447409,158.29203124628197
2.3,191.96932,15.96532718,0.10086,797.0,1.33,5895.0,0.42431,0.12,G0 V,10.685928699447409,158.2919609359508
3.257,13.90206827,15.96533687,0.1293986045,797.0,2.217061,5613.0,-0.08285999999999999,-0.0039,G0 V,8.173089266251965,123.38105910562584
3.37,9.7,15.9654,0.10086,797.0,1.38,5845.0,-0.08285999999999999,0.07,G0 V,10.338638858486682,158.29268292682926
3.17,191.96932,15.96533687,0.10086,797.0,1.33,5934.0,-0.08285999999999999,0.09,G0 V,10.377527423304198,158.29205700971642
3.14,191.96932,15.96533687,0.128,864.0,1.33,5845.0,-0.08285999999999999,0.07,G0 V,8.28152583073728,124.729194296875
3.33,191.96932,15.96532718,0.1269,872.0,1.33,5880.0,-0.08285999999999999,0.08,G0 V,8.311117524301439,125.81030086682425
3.4857,11.67,15.9653287,0.133,797.0,1.52,6047.0,-0.08285999999999999,0.15,G2,7.923062791673803,120.04006541353384
2.94,191.96932,15.965349,0.13,805.0,1.33,5975.0,-0.08285999999999999,-0.0039,G0 V,8.209705845810253,122.81037692307692
3.476,191.96932,15.965316,0.10086,797.0,1.33,5895.0,0.42431,0.12,G0 V,10.320575151541357,158.29185008923258
2.3,191.96932,15.96532718,0.10086,797.0,1.33,5895.0,0.42431,0.12,G0 V,10.685928699447409,158.2919609359508
3.485,191.96932,10.3392924,0.10086,797.0,1.33,5886.0,-0.08285999999999999,-0.0039,G0 V,10.31911241713817,102.51132659131468
3.257,191.96932,15.96533687,0.12945,797.0,1.33,5886.0,-0.08285999999999999,0.13,G0 V,8.170020997140817,123.33207315565855
3.14,191.96932,15.96533687,0.128,864.0,1.33,5845.0,-0.08285999999999999,0.07,G0 V,8.28152583073728,124.729194296875
3.486,9.8,15.9653287,0.13223,973.0,1.28,6009.0,-0.08285999999999999,0.16,G0 V,7.966292821072839,120.7390811464872
3.14,191.96932,15.96533687,0.128,864.0,1.33,5845.0,-0.08285999999999999,0.07,G0 V,8.28152583073728,124.729194296875
2.3,191.96932,179.610099357,0.10086,797.0,1.33,5895.0,0.42431,0.12,G0 V,10.685928699447409,1780.7862319750147
