pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,disc_year,discoverymethod,default_flag
Kepler-649 b,Kepler-649,2.8,29.90757,0.195,663.0,6226.0,1.14,1.1,-0.0039,2016,Transit,0
Kepler-649 b,Kepler-649,2.46,29.90722674,0.1761,606.0,5741.0,1.008,0.813,-0.38,2016,Transit,0
Kepler-649 b,Kepler-649,2.16,29.90721859,0.1805,564.0,5739.0,0.896,0.875,-0.26,2016,Transit,0
Kepler-649 b,Kepler-649,2.3,29.90728728,0.10086,797.0,5953.0,0.893785,1.09,-0.0039,2016,Transit,0
Kepler-649 b,Kepler-649,2.3,29.9072655586,0.10086,797.0,5953.0,0.893785,1.09,-0.0039,2016,Transit,0
Kepler-649 b,Kepler-649,2.3,29.90721859,0.10086,797.0,5953.0,0.893785,1.09,-0.0039,2016,Transit,0
Kepler-649 b,Kepler-649,2.243,29.90722674,0.17522,797.0,5694.0,0.921,0.801,-0.4,2016,Transit,0
Kepler-65 b,Kepler-65,2.3,2.1549078275,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 b,Kepler-65,1.521,2.154909039,0.0351625172,797.0,5613.0,0.951815,1.249,-0.0039,2012,Transit,0
Kepler-65 b,Kepler-65,1.27,2.1549189,0.035,1592.0,6172.0,1.197,1.205,-0.0039,2012,Transit,0
Kepler-65 b,Kepler-65,1.444,2.1549209,0.10086,797.0,5613.0,1.437,1.248,-0.0039,2012,Transit,0
Kepler-65 b,Kepler-65,1.409,2.1549156,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 b,Kepler-65,1.51,2.154909039,0.10086,797.0,6220.0,1.39,1.22,0.09,2012,Transit,0
Kepler-65 b,Kepler-65,1.452,10.3392924,0.10086,797.0,6220.0,1.453,0.959,-0.0039,2012,Transit,0
Kepler-65 b,Kepler-65,1.5,2.154909039,0.0354,1726.0,6169.0,1.424,1.273,0.09,2012,Transit,0
Kepler-65 b,Kepler-65,1.42,2.154911236,0.035,1740.0,6181.0,1.424,1.231,0.14,2012,Transit,0
Kepler-65 b,Kepler-65,1.521,2.154909039,0.03518,797.0,6220.0,1.443,1.249,0.13,2012,Transit,0
Kepler-65 b,Kepler-65,2.3,2.154911236,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 b,Kepler-65,2.3,2.15490651,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 b,Kepler-65,1.42,2.15491,0.035,797.0,6211.0,1.41,1.25,0.17,2012,Transit,1
Kepler-65 c,Kepler-65,2.56,5.859935955,0.0682,1246.0,6181.0,1.424,1.231,0.14,2012,Transit,0
Kepler-65 c,Kepler-65,2.61,10.3392924,0.10086,797.0,6220.0,1.453,0.959,-0.0039,2012,Transit,0
Kepler-65 c,Kepler-65,2.43,5.859938722,0.10086,797.0,6220.0,1.39,1.22,0.09,2012,Transit,0
Kepler-65 c,Kepler-65,2.36,5.859933,0.068,1142.0,6172.0,1.197,1.205,-0.0039,2012,Transit,0
Kepler-65 c,Kepler-65,2.55,5.859938722,0.069,1236.0,6169.0,1.424,1.273,0.09,2012,Transit,0
Kepler-65 c,Kepler-65,2.3,5.859935955,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 c,Kepler-65,2.623,5.859697,0.10086,797.0,5613.0,1.437,1.248,-0.0039,2012,Transit,0
Kepler-65 c,Kepler-65,2.585,5.859938722,0.06853,797.0,6220.0,1.443,1.249,0.13,2012,Transit,0
Kepler-65 c,Kepler-65,2.58,5.859944,0.068,797.0,6211.0,1.41,1.25,0.17,2012,Transit,1
Kepler-65 c,Kepler-65,2.571,5.8599408,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 c,Kepler-65,2.61,5.86,0.10086,797.0,5613.0,1.424,1.27,-0.0039,2012,Transit,0
Kepler-65 c,Kepler-65,2.3,5.85994028,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 c,Kepler-65,2.91896139,5.85993922192,0.10086,1287.67,6149.0,1.5092,0.959,-0.0039,2012,Transit,0
Kepler-65 c,Kepler-65,2.585,5.859938722,0.0685050697,797.0,5613.0,0.951815,1.249,-0.0039,2012,Transit,0
Kepler-65 c,Kepler-65,2.3,5.8599423985,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 d,Kepler-65,2.3,8.1313594223,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 d,Kepler-65,2.3,8.13119911,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 d,Kepler-65,2.3,8.13121389,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 d,Kepler-65,1.506,8.131231,0.10086,797.0,6149.0,1.5092,1.167,0.16,2012,Transit,0
Kepler-65 d,Kepler-65,2.3,8.131,0.10086,797.0,5613.0,1.424,1.27,-0.0039,2012,Transit,0
Kepler-65 d,Kepler-65,1.58,8.13121389,0.0848,1117.0,6181.0,1.424,1.231,0.14,2012,Transit,0
Kepler-65 d,Kepler-65,1.52,8.13123,0.084,797.0,6211.0,1.41,1.25,0.17,2012,Transit,1
Kepler-65 d,Kepler-65,1.76,8.13122484,0.0858,1109.0,6169.0,1.424,1.273,0.09,2012,Transit,0
Kepler-65 d,Kepler-65,1.78,8.13122484,0.0852245355,797.0,5613.0,0.951815,1.249,-0.0039,2012,Transit,0
Kepler-65 d,Kepler-65,1.67,8.13122484,0.10086,797.0,6220.0,1.39,1.22,0.09,2012,Transit,0
Kepler-65 d,Kepler-65,1.607,10.3392924,0.10086,797.0,6220.0,1.453,0.959,-0.0039,2012,Transit,0
Kepler-65 d,Kepler-65,1.78,8.13122484,0.08526,797.0,6220.0,1.443,1.249,0.13,2012,Transit,0
Kepler-65 d,Kepler-65,1.41,8.131146,0.084,1028.0,6172.0,1.197,1.205,-0.0039,2012,Transit,0
Kepler-65 d,Kepler-65,1.587,8.13167,0.10086,797.0,5613.0,1.437,1.248,-0.0039,2012,Transit,0
Kepler-65 e,Kepler-65,2.3,257.895039,0.8539307544,797.0,5613.0,0.951815,1.249,-0.0039,2019,Radial Velocity,0
Kepler-65 e,Kepler-65,2.3,258.8,0.10086,797.0,5613.0,1.437,1.248,-0.0039,2019,Radial Velocity,1
Kepler-650 b,Kepler-650,3.49,3.032145588,0.0415,1641.0,6042.0,1.574,1.033,-0.22,2016,Transit,0
Kepler-650 b,Kepler-650,2.96,3.032145588,0.10086,797.0,5849.0,1.35,1.08,0.13,2016,Transit,1
Kepler-650 b,Kepler-650,4.24,3.032154,0.043,1601.0,5779.0,1.7,1.18,-0.0039,2016,Transit,0
Kepler-650 b,Kepler-650,2.3,3.03214684,0.10086,797.0,5841.7,0.951815,0.959,0.1314,2016,Transit,0
Kepler-650 b,Kepler-650,3.62,3.032147946,0.0421,1507.0,5827.0,1.447,1.081,0.16,2016,Transit,0
Kepler-650 b,Kepler-650,2.3,3.032147946,0.10086,797.0,5841.7,0.951815,0.959,0.1314,2016,Transit,0
Kepler-651 b,Kepler-651,2.3,21.38522222,0.10086,797.0,5409.77,0.85052,0.94,-0.208,2016,Transit,0
Kepler-651 b,Kepler-651,2.303,21.38521506,0.14078,797.0,5349.0,0.849,0.813,-0.14,2016,Transit,0
Kepler-651 b,Kepler-651,2.29,21.38521506,0.1449,602.0,5655.0,0.845,0.888,-0.2,2016,Transit,0
Kepler-651 b,Kepler-651,2.16,21.3845,0.147,606.0,5658.0,0.87,0.918,-0.0039,2016,Transit,0
Kepler-651 b,Kepler-651,2.252,10.3392924,0.10086,797.0,5349.0,0.857,0.959,-0.0039,2016,Transit,0
Kepler-651 b,Kepler-651,2.17,21.3851584,0.1409,574.0,5376.0,0.825,0.814,-0.16,2016,Transit,0
Kepler-651 b,Kepler-651,2.3,21.3851584,0.10086,797.0,5409.77,0.85052,0.94,-0.208,2016,Transit,0
Kepler-651 b,Kepler-651,2.37,21.38521506,0.10086,797.0,5522.0,0.87,0.92,-0.04,2016,Transit,1
Kepler-652 b,Kepler-652,2.3,4.1819983665,0.10086,797.0,5343.0,0.855152,0.923,-0.0039,2016,Transit,0
Kepler-652 b,Kepler-652,2.57,4.182002531,0.0484,1022.0,5392.0,0.893,0.861,0.02,2016,Transit,0
Kepler-652 b,Kepler-652,2.46,4.182001885,0.0503,974.0,5328.0,0.865,0.971,0.32,2016,Transit,0
Kepler-652 b,Kepler-652,2.387,10.3392924,0.10086,797.0,5393.0,0.84,0.959,-0.0039,2016,Transit,0
Kepler-652 b,Kepler-652,2.403,4.182002531,0.04958,797.0,5393.0,0.834,0.928,0.14,2016,Transit,0
Kepler-652 b,Kepler-652,2.3,4.182001885,0.10086,797.0,5343.0,0.855152,0.923,-0.0039,2016,Transit,0
Kepler-652 b,Kepler-652,2.3,4.18200195,0.10086,797.0,5343.0,0.855152,0.923,-0.0039,2016,Transit,0
Kepler-652 b,Kepler-652,2.49,4.182002531,0.10086,797.0,5490.0,0.88,0.97,0.17,2016,Transit,1
Kepler-652 b,Kepler-652,2.58,4.1820097,0.049,1019.0,5396.0,0.898,0.906,-0.0039,2016,Transit,0
Kepler-653 b,Kepler-653,1.95,14.70748976,0.10086,797.0,5665.0,1.19,1.02,0.23,2016,Transit,1
Kepler-653 b,Kepler-653,2.04,14.70749512,0.1197,819.0,5676.0,1.28,1.056,0.32,2016,Transit,0
Kepler-653 b,Kepler-653,1.75,14.70748976,0.1205,753.0,5665.0,1.095,1.076,0.48,2016,Transit,0
Kepler-653 b,Kepler-653,2.3,14.70749512,0.10086,797.0,5511.66,1.25733,0.97,0.2898,2016,Transit,0
Kepler-653 b,Kepler-653,2.3,14.7075257479,0.10086,797.0,5511.66,1.25733,0.97,0.2898,2016,Transit,0
Kepler-653 b,Kepler-653,2.3,14.70754468,0.10086,797.0,5511.66,1.25733,0.97,0.2898,2016,Transit,0
Kepler-653 b,Kepler-653,1.74,14.707512,0.121,748.0,5686.0,1.077,1.098,-0.0039,2016,Transit,0
Kepler-653 b,Kepler-653,1.909,14.70748976,0.11945,797.0,5612.0,1.191,1.05,0.33,2016,Transit,0
Kepler-653 b,Kepler-653,1.924,10.3392924,0.10086,797.0,5612.0,1.206,0.959,-0.0039,2016,Transit,0
Kepler-653 c,Kepler-653,2.3,0.900375925,0.10086,797.0,5511.66,1.25733,0.97,0.2898,2016,Transit,0
Kepler-653 c,Kepler-653,0.768,10.3392924,0.10086,797.0,5612.0,1.206,0.959,-0.0039,2016,Transit,0
Kepler-653 c,Kepler-653,0.7,0.900376476,0.0187,1912.0,5665.0,1.095,1.076,0.48,2016,Transit,0
Kepler-653 c,Kepler-653,0.78,0.900376476,0.10086,797.0,5665.0,1.19,1.02,0.23,2016,Transit,1
Kepler-653 c,Kepler-653,0.758,0.900376476,0.01855,797.0,5612.0,1.191,1.05,0.33,2016,Transit,0
Kepler-653 c,Kepler-653,0.95,3.601506,0.047,1201.0,5686.0,1.077,1.098,-0.0039,2016,Transit,0
Kepler-653 c,Kepler-653,0.82,0.900375925,0.0186,2078.0,5676.0,1.28,1.056,0.32,2016,Transit,0
Kepler-653 c,Kepler-653,2.3,0.9003770201,0.10086,797.0,5511.66,1.25733,0.97,0.2898,2016,Transit,0
Kepler-654 b,Kepler-654,2.3,13.72453369,0.10086,797.0,5843.0,1.66143,1.05,-0.0039,2016,Transit,0
Kepler-654 b,Kepler-654,3.002,10.3392924,0.10086,797.0,5846.0,1.65,0.959,-0.0039,2016,Transit,0
Kepler-654 b,Kepler-654,2.07,13.72465129,0.10086,797.0,5865.0,1.11,1.04,0.04,2016,Transit,1
Kepler-654 b,Kepler-654,3.04,13.72465129,0.1211,996.0,6106.0,1.656,1.256,0.1,2016,Transit,0
Kepler-654 b,Kepler-654,2.3,13.72462702,0.10086,797.0,5843.0,1.66143,1.05,-0.0039,2016,Transit,0
Kepler-654 b,Kepler-654,2.961,13.72465129,0.11664,797.0,5846.0,1.616,1.123,0.13,2016,Transit,0
Kepler-654 b,Kepler-654,2.13,13.72462702,0.1116,831.0,5817.0,1.171,0.982,0.0,2016,Transit,0
Kepler-654 b,Kepler-654,2.76,13.72446,0.116,974.0,6029.0,1.56,1.09,-0.0039,2016,Transit,0
Kepler-654 b,Kepler-654,2.3,13.7248231983,0.10086,797.0,5843.0,1.66143,1.05,-0.0039,2016,Transit,0
Kepler-655 b,Kepler-655,2.48,46.4063358,0.2698,574.0,6343.0,1.137,1.213,0.07,2016,Transit,0
Kepler-655 b,Kepler-655,2.626,10.3392924,0.10086,797.0,6145.0,1.213,0.959,-0.0039,2016,Transit,0
Kepler-655 b,Kepler-655,2.64,46.4073,0.264,556.0,6314.0,1.05,1.135,-0.0039,2016,Transit,0
Kepler-655 b,Kepler-655,2.66,46.40626,0.2559,588.0,6086.0,1.227,1.037,-0.1,2016,Transit,0
Kepler-655 b,Kepler-655,2.61,46.4063358,0.25697,797.0,6145.0,1.194,1.05,-0.11,2016,Transit,0
Kepler-655 b,Kepler-655,2.3,46.4064764178,0.10086,797.0,6261.79,1.23362,1.22,-0.155,2016,Transit,0
Kepler-655 b,Kepler-655,2.71,46.4063358,0.10086,797.0,6170.0,1.24,1.15,0.0,2016,Transit,1
Kepler-655 b,Kepler-655,2.3,46.40629893,0.10086,797.0,6261.79,1.23362,1.22,-0.155,2016,Transit,0
Kepler-655 b,Kepler-655,2.3,46.40626,0.10086,797.0,6261.79,1.23362,1.22,-0.155,2016,Transit,0
Kepler-656 b,Kepler-656,3.69,1.260259094,0.0232,1570.0,5546.0,0.956,1.042,0.44,2016,Transit,0
Kepler-656 b,Kepler-656,3.57,1.260258822,0.0232,1569.0,5550.0,0.954,1.05,0.46,2016,Transit,0
Kepler-656 b,Kepler-656,2.3,1.26025918,0.10086,797.0,5139.72,0.894243,0.87,0.272,2016,Transit,0
Kepler-656 b,Kepler-656,3.232,1.260259094,0.02231,797.0,5251.0,0.838,0.931,0.29,2016,Transit,0
Kepler-656 b,Kepler-656,2.3,1.2602587807,0.10086,797.0,5139.72,0.894243,0.87,0.272,2016,Transit,0
Kepler-656 b,Kepler-656,3.12,1.260259094,0.10086,797.0,5281.0,0.82,0.86,-0.04,2016,Transit,1
Kepler-656 b,Kepler-656,2.3,1.260258822,0.10086,797.0,5139.72,0.894243,0.87,0.272,2016,Transit,0
Kepler-656 b,Kepler-656,2.6,1.2602548,0.022,1408.0,5379.0,0.78,0.856,-0.0039,2016,Transit,0
Kepler-656 b,Kepler-656,3.191,10.3392924,0.10086,797.0,5251.0,0.854,0.959,-0.0039,2016,Transit,0
Kepler-656 c,Kepler-656,1.41,5.25449393,0.0602,975.0,5550.0,0.954,1.05,0.46,2023,Transit,1
Kepler-656 c,Kepler-656,2.3,5.25449393,0.10086,797.0,5139.72,0.894243,0.87,0.272,2023,Transit,0
Kepler-656 c,Kepler-656,1.31,5.25448795,0.06,977.0,5546.0,0.956,1.042,0.44,2023,Transit,0
Kepler-656 c,Kepler-656,1.03,5.254582,0.056,883.0,5379.0,0.78,0.856,-0.0039,2023,Transit,0
Kepler-656 c,Kepler-656,1.144,5.25448795,0.05777,797.0,5251.0,0.838,0.931,0.29,2023,Transit,0
Kepler-656 c,Kepler-656,1.52499998,5.254559994,0.10086,797.0,5550.0,0.954,1.05,0.46,2023,Transit,0
Kepler-657 b,Kepler-657,3.52,24.54350418,0.10086,797.0,5808.0,1.01,1.01,0.03,2016,Transit,1
Kepler-657 b,Kepler-657,2.3,24.5435085064,0.10086,797.0,5718.0,1.40492,1.02,-0.0039,2016,Transit,0
Kepler-657 b,Kepler-657,4.558,24.54350418,0.17337,797.0,5904.0,1.31,1.153,0.24,2016,Transit,0
Kepler-657 b,Kepler-657,2.3,24.5434566,0.10086,797.0,5718.0,1.40492,1.02,-0.0039,2016,Transit,0
Kepler-657 b,Kepler-657,3.17,24.54350418,0.1654,616.0,5955.0,0.91,0.999,-0.16,2016,Transit,0
Kepler-657 b,Kepler-657,2.3,24.54371315,0.10086,797.0,5718.0,1.40492,1.02,-0.0039,2016,Transit,0
Kepler-657 b,Kepler-657,3.4,24.54362,0.167,618.0,5963.0,0.92,1.023,-0.0039,2016,Transit,0
Kepler-657 b,Kepler-657,3.08,24.5434566,0.1654,616.0,5955.0,0.91,0.999,-0.16,2016,Transit,0
Kepler-658 b,Kepler-658,1.42,1.287076762,0.0187,860.0,3733.0,0.51,0.53,0.07,2016,Transit,0
Kepler-658 b,Kepler-658,2.3,1.2870777437,0.10086,797.0,4023.0,0.731042,0.63,-0.0039,2016,Transit,0
Kepler-658 b,Kepler-658,1.48,1.2870749,0.019,975.0,4153.0,0.538,0.565,-0.0039,2016,Transit,0
Kepler-658 b,Kepler-658,1.39,1.287076693,0.0188,871.0,3736.0,0.525,0.533,0.12,2016,Transit,0
Kepler-658 b,Kepler-658,1.784,10.3392924,0.10086,797.0,3733.0,0.674,0.959,-0.0039,2016,Transit,0
Kepler-658 b,Kepler-658,1.63,1.287076762,0.10086,797.0,4103.0,0.6,0.63,-0.04,2016,Transit,1
Kepler-658 b,Kepler-658,2.3,1.28707827,0.10086,797.0,4023.0,0.731042,0.63,-0.0039,2016,Transit,0
Kepler-658 b,Kepler-658,2.3,1.287076693,0.10086,797.0,4023.0,0.731042,0.63,-0.0039,2016,Transit,0
Kepler-659 b,Kepler-659,2.44,17.6717714,0.1204,513.0,4869.0,0.687,0.767,-0.16,2016,Transit,0
Kepler-659 b,Kepler-659,2.3,17.67178716,0.10086,797.0,4764.0,0.801178,0.77,-0.0039,2016,Transit,0
Kepler-659 b,Kepler-659,2.3,17.6717714,0.10086,797.0,4764.0,0.801178,0.77,-0.0039,2016,Transit,0
Kepler-659 b,Kepler-659,2.33,17.671796,0.1205,516.0,4867.0,0.696,0.753,-0.16,2016,Transit,0
Kepler-659 b,Kepler-659,2.3,17.671798179,0.10086,797.0,4764.0,0.801178,0.77,-0.0039,2016,Transit,0
Kepler-659 b,Kepler-659,2.21,17.67168,0.119,509.0,4858.0,0.671,0.715,-0.0039,2016,Transit,0
Kepler-659 b,Kepler-659,2.5,17.671796,0.10086,797.0,4870.0,0.74,0.79,0.02,2016,Transit,1
Kepler-659 b,Kepler-659,2.783,10.3392924,0.10086,797.0,4868.0,0.783,0.959,-0.0039,2016,Transit,0
Kepler-66 b,Kepler-66,2.81,17.81595067,0.1321,699.0,5964.0,0.933,0.968,-0.22,2013,Transit,0
Kepler-66 b,Kepler-66,2.3,17.81594735,0.10086,797.0,5777.2,1.05872,1.04,0.0445,2013,Transit,0
Kepler-66 b,Kepler-66,2.94,17.81563,0.135,688.0,5969.0,0.92,1.024,-0.0039,2013,Transit,0
Kepler-66 b,Kepler-66,2.3,17.8159449796,0.10086,797.0,5777.2,1.05872,1.04,0.0445,2013,Transit,0
Kepler-66 b,Kepler-66,2.93,17.81595067,0.10086,797.0,5942.0,0.96,1.0,-0.15,2013,Transit,0
Kepler-66 b,Kepler-66,2.8,17.815815,0.1352,797.0,5962.0,0.966,1.038,-0.2,2013,Transit,1
Kepler-66 b,Kepler-66,2.3,17.8159689,0.10086,797.0,5777.2,1.05872,1.04,0.0445,2013,Transit,0
Kepler-66 b,Kepler-66,3.492,10.3392924,0.10086,797.0,5786.0,1.044,0.959,-0.0039,2013,Transit,0
Kepler-66 b,Kepler-66,3.12,17.8159689,0.1321,699.0,5964.0,0.933,0.968,-0.22,2013,Transit,0
Kepler-66 b,Kepler-66,3.065,17.81595067,0.13407,797.0,5786.0,1.017,1.012,0.06,2013,Transit,0
Kepler-660 b,Kepler-660,2.52,9.27358194,0.0759,649.0,4856.0,0.696,0.676,-0.3,2016,Transit,0
Kepler-660 b,Kepler-660,2.3,9.27356964,0.10086,797.0,4727.0,0.725537,0.76,-0.0039,2016,Transit,0
Kepler-660 b,Kepler-660,2.47,9.27358173,0.0759,649.0,4856.0,0.696,0.676,-0.3,2016,Transit,0
Kepler-660 b,Kepler-660,2.3,9.27358173,0.10086,797.0,4727.0,0.725537,0.76,-0.0039,2016,Transit,0
Kepler-660 b,Kepler-660,2.64,9.273827,0.077,643.0,4871.0,0.69,0.704,-0.0039,2016,Transit,0
Kepler-660 b,Kepler-660,2.544,10.3392924,0.10086,797.0,4848.0,0.716,0.959,-0.0039,2016,Transit,0
Kepler-660 b,Kepler-660,2.57,9.27358194,0.10086,797.0,4779.0,0.71,0.75,-0.07,2016,Transit,1
Kepler-661 b,Kepler-661,2.85,6.02930329,0.0585,678.0,4537.0,0.672,0.761,0.21,2016,Transit,0
Kepler-661 b,Kepler-661,2.708,10.3392924,0.10086,797.0,4542.0,0.638,0.959,-0.0039,2016,Transit,0
Kepler-661 b,Kepler-661,2.3,6.02929566,0.10086,797.0,4392.0,0.676507,0.69,-0.0039,2016,Transit,0
Kepler-661 b,Kepler-661,3.14,6.029301321,0.0591,685.0,4536.0,0.693,0.767,0.2,2016,Transit,0
Kepler-661 b,Kepler-661,3.2,6.029272,0.055,648.0,4473.0,0.594,0.625,-0.0039,2016,Transit,0
Kepler-661 b,Kepler-661,2.3,6.02930329,0.10086,797.0,4392.0,0.676507,0.69,-0.0039,2016,Transit,0
Kepler-661 b,Kepler-661,3.07,6.029301321,0.10086,797.0,4483.0,0.67,0.7,-0.05,2016,Transit,1
Kepler-661 b,Kepler-661,2.3,6.0292983379,0.10086,797.0,4392.0,0.676507,0.69,-0.0039,2016,Transit,0
Kepler-662 b,Kepler-662,2.5,21.6769,0.136,486.0,4900.0,0.687,0.718,-0.0039,2016,Transit,0
Kepler-662 b,Kepler-662,2.18,21.67697486,0.10086,797.0,4897.0,0.74,0.79,-0.03,2016,Transit,1
Kepler-662 b,Kepler-662,2.3,21.6771184589,0.10086,797.0,4852.86,0.939452,0.79,-0.191,2016,Transit,0
Kepler-662 b,Kepler-662,2.95,21.67699193,0.1408,530.0,4954.0,0.828,0.791,0.18,2016,Transit,0
Kepler-662 b,Kepler-662,1.54,21.67697486,0.1236,430.0,4722.0,0.527,0.536,-1.38,2016,Transit,0
Kepler-662 b,Kepler-662,2.3,21.67682054,0.10086,797.0,4852.86,0.939452,0.79,-0.191,2016,Transit,0
Kepler-662 b,Kepler-662,3.348,10.3392924,0.10086,797.0,4943.0,0.939,0.959,-0.0039,2016,Transit,0
Kepler-662 b,Kepler-662,2.3,21.67699193,0.10086,797.0,4852.86,0.939452,0.79,-0.191,2016,Transit,0
Kepler-663 b,Kepler-663,2.7,4.99678284,0.0559,917.0,5339.0,0.847,0.931,0.18,2016,Transit,0
Kepler-663 b,Kepler-663,2.3,4.99679436,0.10086,797.0,5074.0,0.902459,0.85,-0.0039,2016,Transit,0
Kepler-663 b,Kepler-663,2.6,4.99678284,0.10086,797.0,5264.0,0.82,0.86,0.03,2016,Transit,1
Kepler-663 b,Kepler-663,2.3,4.99677968,0.10086,797.0,5074.0,0.902459,0.85,-0.0039,2016,Transit,0
Kepler-663 b,Kepler-663,2.4,4.996777,0.053,893.0,5249.0,0.79,0.797,-0.0039,2016,Transit,0
Kepler-663 b,Kepler-663,2.777,10.3392924,0.10086,797.0,5343.0,0.847,0.959,-0.0039,2016,Transit,0
Kepler-663 b,Kepler-663,2.3,4.9967973431,0.10086,797.0,5074.0,0.902459,0.85,-0.0039,2016,Transit,0
Kepler-663 b,Kepler-663,2.78,4.99677968,0.0559,917.0,5339.0,0.847,0.931,0.18,2016,Transit,0
Kepler-664 b,Kepler-664,2.3,2.525588688,0.10086,797.0,5583.0,0.940483,0.99,-0.0039,2016,Transit,0
Kepler-664 b,Kepler-664,2.308,10.3392924,0.10086,797.0,6025.0,0.878,0.959,-0.0039,2016,Transit,0
Kepler-664 b,Kepler-664,2.3,2.52560111,0.10086,797.0,5583.0,0.940483,0.99,-0.0039,2016,Transit,0
Kepler-664 b,Kepler-664,2.71,2.525593315,0.0374,1407.0,6031.0,1.046,1.095,0.07,2016,Transit,0
Kepler-664 b,Kepler-664,2.8,2.525612,0.036,1382.0,5953.0,1.0,1.0,-0.0039,2016,Transit,0
Kepler-664 b,Kepler-664,2.66,2.525593315,0.10086,797.0,5754.0,1.02,1.01,0.07,2016,Transit,1
Kepler-664 b,Kepler-664,2.75,2.525591777,0.0374,1406.0,6031.0,1.046,1.095,0.07,2016,Transit,0
Kepler-664 b,Kepler-664,2.3,2.525591777,0.10086,797.0,5583.0,0.940483,0.99,-0.0039,2016,Transit,0
Kepler-665 b,Kepler-665,3.1,16.01308419,0.1148,593.0,5015.0,0.826,0.785,0.1,2016,Transit,0
Kepler-665 b,Kepler-665,2.86,16.01310205,0.1148,593.0,5015.0,0.826,0.785,0.1,2016,Transit,0
Kepler-665 b,Kepler-665,2.3,16.01313877,0.10086,797.0,4762.0,0.740259,0.77,-0.0039,2016,Transit,0
Kepler-665 b,Kepler-665,2.7,16.01285,0.111,553.0,4949.0,0.71,0.72,-0.0039,2016,Transit,0
Kepler-665 b,Kepler-665,2.604,10.3392924,0.10086,797.0,5013.0,0.694,0.959,-0.0039,2016,Transit,0
Kepler-665 b,Kepler-665,2.3,16.0130473638,0.10086,797.0,4762.0,0.740259,0.77,-0.0039,2016,Transit,0
Kepler-665 b,Kepler-665,2.3,16.01308419,0.10086,797.0,4762.0,0.740259,0.77,-0.0039,2016,Transit,0
Kepler-665 b,Kepler-665,2.6,16.01310205,0.10086,797.0,4913.0,0.74,0.79,-0.03,2016,Transit,1
Kepler-666 b,Kepler-666,2.21,4.49876092,0.0542,1133.0,6075.0,0.969,1.048,-0.12,2016,Transit,0
Kepler-666 b,Kepler-666,2.3,4.49878622,0.10086,797.0,5783.0,1.2279,1.04,-0.0039,2016,Transit,0
Kepler-666 b,Kepler-666,2.5,4.49884,0.054,1126.0,6057.0,0.96,1.057,-0.0039,2016,Transit,0
Kepler-666 b,Kepler-666,2.545,10.3392924,0.10086,797.0,6076.0,1.176,0.959,-0.0039,2016,Transit,0
Kepler-666 b,Kepler-666,2.4,4.49876092,0.10086,797.0,5887.0,1.05,1.03,0.01,2016,Transit,1
Kepler-666 b,Kepler-666,2.1,4.49876511,0.0542,1133.0,6075.0,0.969,1.048,-0.12,2016,Transit,0
Kepler-666 b,Kepler-666,2.3,4.4987221205,0.10086,797.0,5783.0,1.2279,1.04,-0.0039,2016,Transit,0
Kepler-666 b,Kepler-666,2.3,4.49876511,0.10086,797.0,5783.0,1.2279,1.04,-0.0039,2016,Transit,0
Kepler-667 b,Kepler-667,2.3,41.43958662,0.10086,797.0,5107.0,2.37029,0.959,-0.0039,2016,Transit,0
Kepler-667 b,Kepler-667,5.73,41.43962808,0.2288,516.0,5468.0,1.046,0.93,0.22,2016,Transit,0
Kepler-667 b,Kepler-667,5.5,41.43958662,0.2288,516.0,5468.0,1.046,0.93,0.22,2016,Transit,0
Kepler-667 b,Kepler-667,4.7,41.43954,0.218,474.0,5353.0,0.88,0.8,-0.0039,2016,Transit,0
Kepler-667 b,Kepler-667,11.406,10.3392924,0.10086,797.0,5465.0,2.168,0.959,-0.0039,2016,Transit,0
Kepler-667 b,Kepler-667,4.73,41.43962808,0.10086,797.0,5327.0,0.87,0.91,0.15,2016,Transit,1
Kepler-667 b,Kepler-667,2.3,41.43957912,0.10086,797.0,5107.0,2.37029,0.959,-0.0039,2016,Transit,0
Kepler-667 b,Kepler-667,2.3,41.4400530865,0.10086,797.0,5107.0,2.37029,0.959,-0.0039,2016,Transit,0
Kepler-668 b,Kepler-668,2.7,8.35390639,0.10086,797.0,5352.0,0.82,0.87,-0.06,2016,Transit,1
Kepler-668 b,Kepler-668,2.54,8.35390639,0.0765,789.0,5592.0,0.782,0.856,-0.3,2016,Transit,0
