pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,disc_year,discoverymethod,default_flag
K2-138 c,K2-138,2.3,3.559823,0.10086,797.0,5354.7,0.834,0.891,0.07,2017,Transit,0
K2-138 c,K2-138,2.52,3.55987,0.04454,797.0,5378.0,0.86,0.93,0.16,2017,Transit,0
K2-138 c,K2-138,2.299,3.56004,0.04461,797.0,5356.3,0.863,0.935,0.14,2017,Transit,1
K2-138 c,K2-138,2.26,3.56015,0.0442,1012.0,5283.0,0.839,0.916,0.134,2017,Transit,0
K2-138 d,K2-138,2.46,5.40484,0.0575,888.0,5283.0,0.839,0.916,0.134,2017,Transit,0
K2-138 d,K2-138,2.66,5.40478,0.05883,797.0,5378.0,0.86,0.93,0.16,2017,Transit,0
K2-138 d,K2-138,2.3,5.405362,0.10086,797.0,5354.7,0.834,0.891,0.07,2017,Transit,0
K2-138 d,K2-138,2.39,5.40479,0.05893,797.0,5356.3,0.863,0.935,0.14,2017,Transit,1
K2-138 e,K2-138,3.11,8.26147,0.0792,757.0,5283.0,0.839,0.916,0.134,2017,Transit,0
K2-138 e,K2-138,3.29,8.26144,0.07807,797.0,5378.0,0.86,0.93,0.16,2017,Transit,0
K2-138 e,K2-138,2.3,8.261334,0.10086,797.0,5354.7,0.834,0.891,0.07,2017,Transit,0
K2-138 e,K2-138,3.30997,8.2616616,0.10086,794.0,5281.0,0.86,0.959,-0.0039,2017,Transit,0
K2-138 e,K2-138,3.39,8.26146,0.0782,797.0,5356.3,0.863,0.935,0.14,2017,Transit,1
K2-138 f,K2-138,2.73,12.75758,0.1064,653.0,5283.0,0.839,0.916,0.134,2017,Transit,0
K2-138 f,K2-138,2.81,12.75759,0.1043,797.0,5378.0,0.86,0.93,0.16,2017,Transit,0
K2-138 f,K2-138,2.904,12.75758,0.10447,797.0,5356.3,0.863,0.935,0.14,2017,Transit,1
K2-138 f,K2-138,2.3,12.756618,0.10086,797.0,5354.7,0.834,0.891,0.07,2017,Transit,0
K2-138 g,K2-138,2.3,41.965443,0.10086,797.0,5354.7,0.834,0.891,0.07,2021,Transit,0
K2-138 g,K2-138,3.18,41.96645,0.2287,445.0,5283.0,0.839,0.916,0.134,2021,Transit,0
K2-138 g,K2-138,3.013,41.96797,0.23109,797.0,5356.3,0.863,0.935,0.14,2021,Transit,1
K2-139 b,K2-139,9.11,28.380619,0.1796,524.0,5370.0,0.88,0.96,0.24,2017,Transit,1
K2-139 b,K2-139,9.5,28.382206,0.10086,797.0,5613.0,0.93,0.959,-0.0039,2017,Transit,0
K2-139 b,K2-139,9.056872,28.38236,0.179,565.0,5340.0,0.862,0.919,0.22,2017,Transit,0
K2-139 b,K2-139,9.26802368,28.382071,0.10086,797.0,5425.0,0.872288,0.948628,0.23,2017,Transit,0
K2-139 b,K2-139,9.62,28.38246,0.10086,797.0,5613.0,0.913,0.959,-0.0039,2017,Transit,0
K2-14 b,K2-14,7.49,8.368791,0.069,797.0,3970.42,0.623332,0.623433,-0.0039,2015,Transit,0
K2-14 b,K2-14,4.81,8.36802,0.0627,488.0,3789.0,0.45,0.47,-0.37,2015,Transit,1
K2-14 b,K2-14,8.51,8.36779,0.10086,797.0,5613.0,0.708,0.959,-0.0039,2015,Transit,0
K2-14 b,K2-14,4.48,8.36926,0.061,797.0,3866.0,0.386,0.433,-0.0039,2015,Transit,0
K2-14 b,K2-14,6.65,8.3688168,0.10086,797.0,3879.0,0.56,0.959,-0.0039,2015,Transit,0
K2-140 b,K2-140,12.273855,6.5693,0.0591,1114.0,5654.0,0.987,1.005,0.12,2017,Transit,0
K2-140 b,K2-140,2.3,6.5692045,0.10086,797.0,5654.0,0.987,1.005,0.12,2017,Transit,0
K2-140 b,K2-140,13.04635343,6.569213,0.10086,797.0,5637.0,1.047599,1.017113,0.29,2017,Transit,0
K2-140 b,K2-140,12.25,6.56918,0.0687,957.0,5705.0,0.99,1.0,0.13,2017,Transit,0
K2-140 b,K2-140,12.33083015,6.56920797691,0.10086,212.68,5712.0,1.01702,0.959,-0.0039,2017,Transit,0
K2-140 b,K2-140,13.56286665,6.569188,0.068,962.0,5585.0,1.06,0.96,0.1,2017,Transit,1
K2-141 b,K2-141,1.493,0.28,0.10086,797.0,4599.0,0.6862,0.706,0.06,2018,Transit,0
K2-141 b,K2-141,1.51,0.2803244,0.00747,2103.0,4570.0,0.681,0.708,0.0,2018,Transit,1
K2-141 b,K2-141,1.51,0.2803244,0.10086,797.0,4599.0,0.681,0.708,-0.06,2018,Transit,0
K2-141 b,K2-141,1.54,0.2803226,0.00716,2039.0,4373.0,0.674,0.662,0.03,2018,Transit,0
K2-141 b,K2-141,1.64829,0.2803246,0.10086,2211.0,4477.0,0.72,0.959,-0.0039,2018,Transit,0
K2-141 c,K2-141,7.0,7.7485,0.10086,797.0,4599.0,0.681,0.708,-0.06,2018,Transit,0
K2-141 c,K2-141,7.0,7.7485,0.0683,695.0,4570.0,0.681,0.708,0.0,2018,Transit,1
K2-146 b,K2-146,2.25,2.6698,0.0248,797.0,3385.0,0.35,0.358,-0.02,2018,Transit,0
K2-146 b,K2-146,1.38,2.644259,0.10086,797.0,5613.0,0.225,0.959,-0.0039,2018,Transit,0
K2-146 b,K2-146,2.2,2.644646,0.0266,797.0,3385.0,0.35,0.358,-0.02,2018,Transit,0
K2-146 b,K2-146,1.83,2.64484,0.10086,797.0,3359.0,0.325729,0.306161,-0.0039,2018,Transit,0
K2-146 b,K2-146,2.05,2.6446,0.10086,797.0,3385.0,0.33,0.331,-0.0039,2018,Transit,1
K2-146 b,K2-146,1.47,2.643528,0.10086,797.0,5613.0,0.226,0.959,-0.0039,2018,Transit,0
K2-146 b,K2-146,10.7,2.644845,0.10086,797.0,5613.0,0.5,0.959,-0.0039,2018,Transit,0
K2-146 b,K2-146,2.3,2.645,0.10086,797.0,3359.0,0.325729,0.306161,-0.0039,2018,Transit,0
K2-146 b,K2-146,2.15,2.644661,0.0259,534.0,3398.0,0.33,0.33,-0.01,2018,Transit,0
K2-146 c,K2-146,2.59,3.9663,0.0327,797.0,3385.0,0.35,0.358,-0.02,2019,Transit,0
K2-146 c,K2-146,2.19,4.00498,0.10086,797.0,3385.0,0.33,0.331,-0.0039,2019,Transit,1
K2-147 b,K2-147,1.38,0.961917,0.0159,797.0,3672.0,0.554,0.583,0.19,2018,Transit,0
K2-147 b,K2-147,0.82,0.961916,0.10086,797.0,5613.0,0.311,0.959,-0.0039,2018,Transit,0
K2-147 b,K2-147,0.73,0.961918,0.10086,797.0,3775.0,0.31,0.959,-0.1,2018,Transit,0
K2-147 b,K2-147,1.47286006,0.961939,0.01575,1077.0,3690.0,0.578,0.563,-0.02,2018,Transit,1
K2-148 b,K2-148,1.33,4.38395,0.0454,797.0,4079.0,0.632,0.65,-0.11,2018,Transit,1
K2-148 b,K2-148,0.701,4.38393,0.10086,797.0,5613.0,0.371,0.959,-0.0039,2018,Transit,0
K2-148 c,K2-148,1.73,6.9226,0.0616,797.0,4079.0,0.632,0.65,-0.11,2018,Transit,1
K2-148 c,K2-148,0.9,6.92251,0.10086,797.0,5613.0,0.371,0.959,-0.0039,2018,Transit,0
K2-148 d,K2-148,0.88,9.75833,0.10086,797.0,5613.0,0.371,0.959,-0.0039,2018,Transit,0
K2-148 d,K2-148,1.64,9.7579,0.0774,797.0,4079.0,0.632,0.65,-0.11,2018,Transit,1
K2-149 b,K2-149,1.64,11.332,0.083,797.0,3745.0,0.568,0.595,0.11,2018,Transit,1
K2-15 b,K2-15,2.48,11.8104,0.091,676.0,5131.0,0.68,0.72,-0.46,2015,Transit,1
K2-15 b,K2-15,3.1,11.808398,0.10086,797.0,4992.0,0.76,0.959,-0.0039,2015,Transit,0
K2-15 b,K2-15,2.84,11.8097,0.0946,797.0,5314.0,0.78,0.81,-0.0039,2015,Transit,0
K2-15 b,K2-15,3.08,11.81004,0.10086,797.0,5613.0,0.8,0.959,-0.0039,2015,Transit,0
K2-150 b,K2-150,2.0,10.59357,0.0727,797.0,3499.0,0.436,0.457,0.09,2018,Transit,1
K2-150 b,K2-150,1.71,10.59366,0.10086,797.0,5613.0,0.36,0.959,-0.0039,2018,Transit,0
K2-151 b,K2-151,1.054,3.83553,0.10086,797.0,5613.0,0.321,0.959,-0.0039,2018,Transit,0
K2-151 b,K2-151,1.49,3.835476,0.0373,566.0,3695.0,0.45,0.47,-0.19,2018,Transit,1
K2-151 b,K2-151,1.5,3.835376,0.10086,797.0,5613.0,0.45,0.959,-0.0039,2018,Transit,0
K2-151 b,K2-151,1.35,3.835592,0.0365,797.0,3585.0,0.429,0.44,-0.32,2018,Transit,0
K2-152 b,K2-152,2.81,32.6527,0.1735,797.0,3940.0,0.631,0.654,0.09,2018,Transit,0
K2-152 b,K2-152,2.29,32.6479,0.1716,337.0,4044.0,0.61,0.63,0.12,2018,Transit,1
K2-153 b,K2-153,2.0,7.51574,0.0614,497.0,3845.0,0.53,0.55,-0.09,2018,Transit,1
K2-153 b,K2-153,2.0,7.51554,0.0601,797.0,3720.0,0.495,0.512,-0.26,2018,Transit,0
K2-154 b,K2-154,1.99,3.67626,0.0405,715.0,4097.0,0.63,0.65,0.21,2018,Transit,1
K2-154 b,K2-154,2.23,3.67635,0.0408,797.0,3978.0,0.649,0.672,0.19,2018,Transit,0
K2-154 c,K2-154,2.1,7.95478,0.0683,797.0,3978.0,0.649,0.672,0.19,2018,Transit,0
K2-154 c,K2-154,2.07,7.95486,0.0677,552.0,4097.0,0.63,0.65,0.21,2018,Transit,1
K2-155 b,K2-155,1.8,6.342,0.0562,708.0,4258.0,0.58,0.65,-0.3,2018,Transit,1
K2-155 b,K2-155,1.55,6.34365,0.0546,797.0,3919.0,0.526,0.54,-0.42,2018,Transit,0
K2-155 c,K2-155,1.95,13.85402,0.092,797.0,3919.0,0.526,0.54,-0.42,2018,Transit,0
K2-155 c,K2-155,2.2098839,13.85327454047,0.10086,450.75,3893.47,0.655766,0.959,-0.0039,2018,Transit,0
K2-155 c,K2-155,2.3,13.853487,0.10086,797.0,3919.0,0.526,0.54,-0.42,2018,Transit,0
K2-155 c,K2-155,2.6,13.85,0.0946,583.0,4258.0,0.58,0.65,-0.3,2018,Transit,1
K2-155 d,K2-155,1.9,40.718,0.1937,381.0,4258.0,0.58,0.65,-0.3,2018,Transit,1
K2-155 d,K2-155,1.64,40.6835,0.1886,797.0,3919.0,0.526,0.54,-0.42,2018,Transit,0
K2-156 b,K2-156,1.14414279,0.813149,0.10086,797.0,4460.0,0.615543,0.642263,-0.33,2018,Transit,0
K2-156 b,K2-156,1.1,0.813143,0.10086,797.0,4460.0,0.62,0.959,-0.33,2018,Transit,1
K2-156 b,K2-156,1.15,0.81314,0.0149,1347.0,4597.0,0.66,0.66,-0.25,2018,Transit,0
K2-157 b,K2-157,0.935,0.3652575,0.00962,2432.0,5334.0,0.86,0.89,0.02,2018,Transit,1
K2-157 b,K2-157,1.0,0.365261,0.10086,797.0,5456.0,0.88,0.959,0.13,2018,Transit,0
K2-157 b,K2-157,1.05548088,0.365257,0.10086,797.0,5456.0,0.875749,0.939509,0.13,2018,Transit,0
K2-157 c,K2-157,2.3,25.942,0.165,587.0,5334.0,0.86,0.89,0.02,2025,Radial Velocity,1
K2-157 d,K2-157,2.3,66.5,0.309,429.1,5334.0,0.86,0.89,0.02,2025,Radial Velocity,1
K2-158 b,K2-158,2.64,10.06049,0.0887,794.0,5503.0,0.95,0.92,0.07,2018,Transit,1
K2-158 b,K2-158,2.63456976,10.062106,0.10086,797.0,5489.0,0.892097,0.932757,0.07,2018,Transit,0
K2-158 c,K2-158,1.28,5.90279,0.0622,948.0,5503.0,0.95,0.92,0.07,2018,Transit,1
K2-159 b,K2-159,2.26,12.42205,0.1013,684.0,5425.0,0.83,0.9,-0.07,2018,Transit,1
K2-159 b,K2-159,2.20753881,12.421078,0.10086,797.0,5419.0,0.829915,0.8857,-0.1,2018,Transit,0
K2-16 b,K2-16,2.02,7.6188,0.0667,658.0,4742.0,0.66,0.68,-0.33,2015,Transit,1
K2-16 b,K2-16,2.13,7.62067,0.0662,710.0,4761.0,0.64,0.67,-0.4,2015,Transit,0
K2-16 b,K2-16,1.87,7.62117,0.10086,797.0,5613.0,0.544,0.959,-0.0039,2015,Transit,0
K2-16 b,K2-16,1.96,7.61856,0.06696,797.0,4800.0,0.67,0.69,-0.0039,2015,Transit,0
K2-16 b,K2-16,2.39,7.6196574,0.10086,797.0,4620.0,0.71,0.959,-0.0039,2015,Transit,0
K2-16 c,K2-16,2.54,19.07863,0.1229,485.0,4742.0,0.66,0.68,-0.33,2015,Transit,1
K2-16 c,K2-16,2.58,19.07454,0.10086,797.0,4620.0,0.71,0.959,-0.0039,2015,Transit,0
K2-16 c,K2-16,1.84,19.0702,0.10086,797.0,5613.0,0.544,0.959,-0.0039,2015,Transit,0
K2-16 c,K2-16,2.14,19.07536,0.122,523.0,4761.0,0.64,0.67,-0.4,2015,Transit,0
K2-16 c,K2-16,2.19,19.077,0.1235,797.0,4800.0,0.67,0.69,-0.0039,2015,Transit,0
K2-160 b,K2-160,3.17824034,3.705871,0.10086,797.0,5649.0,0.913754,0.982829,0.07,2018,Transit,1
K2-161 b,K2-161,6.11721229,9.283188,0.10086,797.0,4972.0,2.568173,0.986876,-0.03,2018,Transit,1
K2-162 b,K2-162,1.44,9.45889,0.0795,631.0,4842.0,0.69,0.75,-0.17,2018,Transit,1
K2-162 b,K2-162,1.48630496,9.457747,0.10086,797.0,4885.0,0.725626,0.776634,-0.09,2018,Transit,0
K2-163 b,K2-163,2.46610713,6.673117,0.10086,797.0,4937.0,0.762201,0.826112,0.14,2018,Transit,1
K2-164 b,K2-164,1.81,17.355681,0.10086,797.0,5894.0,1.06,0.959,-0.0039,2018,Transit,0
K2-164 b,K2-164,1.93,17.3678,0.10086,797.0,5613.0,1.27,0.959,-0.0039,2018,Transit,0
K2-164 b,K2-164,3.24925008,17.355066,0.10086,797.0,5791.0,2.196069,1.180894,-0.23,2018,Transit,1
K2-165 b,K2-165,1.27443657,2.354992,0.10086,797.0,5185.0,0.803827,0.834847,-0.05,2018,Transit,1
K2-165 c,K2-165,1.55409035,4.382745,0.10086,797.0,5185.0,0.803827,0.834847,-0.05,2018,Transit,1
K2-165 d,K2-165,3.19087767,14.06660140645,0.10086,629.38,5141.67,0.837606,0.959,-0.0039,2018,Transit,0
K2-165 d,K2-165,2.64809498,14.101361,0.10086,797.0,5185.0,0.803827,0.834847,-0.05,2018,Transit,1
K2-166 b,K2-166,2.19,8.52695,0.0858,1140.0,5960.0,1.61,1.16,0.09,2018,Transit,1
K2-166 b,K2-166,1.82322896,8.527219,0.10086,797.0,5922.0,1.196219,1.072665,0.05,2018,Transit,0
K2-167 b,K2-167,2.34,9.9785275,0.10086,797.0,5908.0,1.499,1.02,-0.0039,2018,Transit,0
K2-167 b,K2-167,2.05153324,9.9783319274,0.10086,1062.3,6073.5,1.47131,0.959,-0.0039,2018,Transit,0
K2-167 b,K2-167,2.2642141,9.97857,0.0999,1131.0,6141.0,1.46,1.337,0.425,2018,Transit,0
K2-167 b,K2-167,2.36509493,9.978541,0.0932,1220.0,6310.0,1.499,1.084,-0.456,2018,Transit,1
K2-167 b,K2-167,2.3,9.97748,0.091,1174.0,6011.0,1.494,1.01,-0.4,2018,Transit,0
K2-167 b,K2-167,2.13,9.975403,0.10086,797.0,6063.0,1.18,0.959,-0.0039,2018,Transit,0
K2-167 b,K2-167,2.8191657,9.977481,0.10086,797.0,5908.0,1.829853,1.016265,-0.45,2018,Transit,0
K2-168 b,K2-168,2.14446231,15.853989,0.10086,797.0,5554.0,0.874211,0.906739,-0.13,2018,Transit,0
K2-168 b,K2-168,2.34,15.85412,0.10086,797.0,5495.0,0.88,0.959,-0.0039,2018,Transit,0
K2-168 b,K2-168,2.19,15.8523,0.10086,797.0,5613.0,0.904,0.959,-0.0039,2018,Transit,0
K2-168 b,K2-168,1.86,15.8523,0.10086,766.35,5502.7,0.83,0.877,-0.0039,2018,Transit,1
K2-169 b,K2-169,1.41,6.37961,0.10086,797.0,5347.0,0.83,0.959,-0.0039,2018,Transit,0
K2-169 b,K2-169,1.27328671,6.380803,0.10086,797.0,5548.0,0.919053,0.986144,0.26,2018,Transit,1
K2-169 b,K2-169,1.341,6.38092,0.10086,797.0,5613.0,0.981,0.959,-0.0039,2018,Transit,0
K2-17 b,K2-17,2.23,17.96753,0.119,487.0,4320.0,0.66,0.71,0.15,2015,Transit,1
K2-17 b,K2-17,1.78,17.96832,0.10086,797.0,5613.0,0.556,0.959,-0.0039,2015,Transit,0
K2-17 b,K2-17,2.15,17.968216,0.10086,797.0,4151.0,0.63,0.959,-0.0039,2015,Transit,0
K2-17 b,K2-17,1.94750799,17.969079,0.10086,797.0,4382.0,0.600869,0.624878,-0.35,2015,Transit,0
K2-17 b,K2-17,2.03,17.969029,0.117,797.0,4118.41,0.626014,0.657836,-0.0039,2015,Transit,0
K2-17 b,K2-17,1.53,17.9654,0.1088,797.0,4102.0,0.478,0.532,-0.0039,2015,Transit,0
K2-170 b,K2-170,1.41817537,7.576544,0.10086,797.0,5748.0,0.981614,0.963657,-0.11,2018,Transit,1
K2-170 b,K2-170,1.62,7.5734,0.10086,797.0,5613.0,1.0849,0.959,-0.0039,2018,Transit,0
K2-170 b,K2-170,1.5,7.5767206,0.10086,797.0,5749.0,0.98,0.959,-0.0039,2018,Transit,0
K2-170 c,K2-170,2.01,12.3988,0.10086,797.0,5613.0,1.0849,0.959,-0.0039,2018,Transit,0
K2-170 c,K2-170,1.92,12.400731,0.10086,797.0,5749.0,0.98,0.959,-0.0039,2018,Transit,0
K2-170 c,K2-170,1.8017647,12.400047,0.10086,797.0,5748.0,0.981614,0.963657,-0.11,2018,Transit,1
K2-171 b,K2-171,2.68657205,5.628466,0.10086,797.0,5250.0,1.717458,0.891587,-0.09,2018,Transit,1
K2-171 b,K2-171,3.71,5.6228,0.10086,797.0,5613.0,2.378,0.959,-0.0039,2018,Transit,0
K2-171 b,K2-171,1.23,5.6315915,0.10086,797.0,5032.0,0.77,0.959,-0.0039,2018,Transit,0
K2-172 b,K2-172,1.8,14.317001,0.10086,797.0,5449.0,0.86,0.959,-0.0039,2018,Transit,0
K2-172 b,K2-172,1.69,14.3181,0.10086,797.0,5613.0,0.824,0.959,-0.0039,2018,Transit,0
K2-172 b,K2-172,1.66608079,14.316941,0.10086,797.0,5569.0,0.868889,0.934356,-0.06,2018,Transit,1
K2-172 c,K2-172,3.41,29.626402,0.10086,797.0,5449.0,0.86,0.959,-0.0039,2018,Transit,0
K2-172 c,K2-172,3.20569097,29.62682,0.10086,797.0,5569.0,0.868889,0.934356,-0.06,2018,Transit,1
K2-172 c,K2-172,3.02,29.6245,0.10086,797.0,5613.0,0.824,0.959,-0.0039,2018,Transit,0
K2-172 c,K2-172,2.3,29.626,0.10086,797.0,5547.0,0.857949,0.977,-0.0039,2018,Transit,0
K2-173 b,K2-173,1.60826194,5.868699,0.10086,797.0,5580.0,0.843154,0.881538,-0.25,2018,Transit,1
K2-173 b,K2-173,2.3,5.86639571,0.10086,797.0,5573.35,1.00118,0.983,-0.533,2018,Transit,0
K2-174 b,K2-174,2.59,19.564,0.10086,797.0,4581.0,0.673,0.959,-0.0039,2018,Transit,0
K2-174 b,K2-174,2.3,19.5661401,0.10086,797.0,4246.81,0.758892,0.66,-0.0294,2018,Transit,0
K2-174 b,K2-174,2.6,19.562307,0.126,455.0,4455.0,0.676,0.7,0.113,2018,Transit,1
K2-174 b,K2-174,3.28708684,19.56204579364,0.10086,464.01,4246.8,0.758892,0.959,-0.0039,2018,Transit,0
K2-174 b,K2-174,2.49179901,19.562743,0.10086,797.0,4500.0,0.63908,0.668401,-0.24,2018,Transit,0
K2-174 b,K2-174,2.59,19.56325,0.10086,797.0,4246.81,0.758892,0.66,-0.0294,2018,Transit,0
K2-174 b,K2-174,2.78,19.56236,0.10086,797.0,5613.0,0.669,0.959,-0.0039,2018,Transit,0
K2-175 b,K2-175,2.03803688,9.525988,0.10086,797.0,5909.0,1.420038,1.094693,0.05,2018,Transit,1
K2-176 b,K2-176,1.49090097,5.329439,0.10086,797.0,5428.0,0.86416,0.938545,0.15,2018,Transit,1
K2-176 b,K2-176,1.55,5.32944,0.10086,797.0,5613.0,0.911,0.959,-0.0039,2018,Transit,0
K2-177 b,K2-177,2.1162048,14.155185,0.10086,797.0,6063.0,1.213565,1.210525,0.41,2018,Transit,1
K2-178 b,K2-178,3.54381082,8.75470797754,0.10086,840.29,5888.0,0.889347,0.959,-0.0039,2018,Transit,0
K2-178 b,K2-178,3.83,8.74809,0.10086,797.0,5613.0,0.938,0.959,-0.0039,2018,Transit,0
K2-178 b,K2-178,3.55790985,8.747818,0.10086,797.0,5525.0,0.887267,0.95109,0.09,2018,Transit,1
K2-179 b,K2-179,2.3,5.17110937,0.10086,797.0,5071.98,0.709349,0.848,0.1991,2018,Transit,0
K2-179 b,K2-179,2.12,5.17222,0.10086,797.0,5613.0,0.639,0.959,-0.0039,2018,Transit,0
K2-179 b,K2-179,2.51267885,5.172191,0.10086,797.0,5015.0,0.768067,0.824345,0.03,2018,Transit,1
K2-18 b,K2-18,2.28,32.9418,0.1506,797.0,3496.0,0.4,0.42,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.24,32.94488,0.1491,272.0,3503.0,0.394,0.413,0.09,2015,Transit,0
K2-18 b,K2-18,1.4,32.94171,0.10086,797.0,5613.0,0.249,0.959,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.61,32.940045,0.1591,254.9,3457.0,0.4445,0.4951,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.3,32.92801934,0.10086,797.0,3464.0,0.444516,0.440668,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.17,32.947328,0.10086,797.0,3440.0,0.36,0.959,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.38,32.93963,0.143,235.0,3457.0,0.411,0.359,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.461,32.94112,0.10086,281.0,3449.0,0.468,0.32,0.0,2015,Transit,0
K2-18 b,K2-18,2.53362939,32.93737167947,0.10086,260.44,3464.0,0.444516,0.959,-0.0039,2015,Transit,0
K2-18 b,K2-18,2.279,32.939614,0.1429,797.0,3457.0,0.411,0.359,0.123,2015,Transit,0
K2-18 b,K2-18,2.37,32.939623,0.1429,284.0,3457.0,0.411,0.359,0.12,2015,Transit,1
K2-18 c,K2-18,2.3,8.962,0.06,363.0,3457.0,0.411,0.359,-0.0039,2017,Radial Velocity,1
K2-180 b,K2-180,2.31,8.867209,0.0753,731.0,5358.0,0.72,0.72,-0.54,2018,Transit,0
K2-180 b,K2-180,4.4,8.867259,0.10086,797.0,5613.0,0.65,0.959,-0.0039,2018,Transit,0
K2-180 b,K2-180,2.51,8.86638,0.10086,797.0,5613.0,0.6867,0.959,-0.0039,2018,Transit,0
K2-180 b,K2-180,2.52,8.8656511,0.0734,802.0,5306.0,0.72,0.72,-0.5,2018,Transit,0
K2-180 b,K2-180,2.3,8.866,0.10086,797.0,5368.0,0.697439,0.93,-0.0039,2018,Transit,0
K2-180 b,K2-180,4.28539694,8.86528860869,0.10086,691.34,5368.0,0.697439,0.959,-0.0039,2018,Transit,0
K2-180 b,K2-180,2.46597575,8.865663,0.0756,797.5,5365.0,0.719,0.735,-0.578,2018,Transit,1
K2-180 b,K2-180,2.24179614,8.8665,0.075,729.0,5110.0,0.69,0.71,-0.65,2018,Transit,0
K2-180 b,K2-180,2.13,8.8656,0.10086,672.0,5166.0,0.638,0.67,-0.71,2018,Transit,0
K2-180 b,K2-180,2.41012773,8.865932,0.10086,797.0,5263.0,0.681111,0.730322,-0.59,2018,Transit,0
K2-181 b,K2-181,2.84,6.894256,0.0706,962.0,5608.0,1.07,0.99,0.23,2018,Transit,0
K2-181 b,K2-181,2.3,6.893,0.10086,797.0,5573.0,1.05734,0.983,-0.0039,2018,Transit,0
K2-181 b,K2-181,2.70624391,6.894252,0.10086,797.0,5609.0,0.999244,1.043879,0.42,2018,Transit,0
K2-181 b,K2-181,2.83587212,6.893813,0.0714,1015.0,5520.0,1.04,1.022,0.385,2018,Transit,0
K2-181 b,K2-181,2.8,6.894287,0.10086,797.0,5613.0,1.11,0.959,-0.0039,2018,Transit,0
K2-181 b,K2-181,2.69,6.8941,0.10086,949.0,5528.0,1.06,0.96,0.18,2018,Transit,1
K2-181 b,K2-181,2.3,6.89424037,0.10086,797.0,5573.0,1.05734,0.983,-0.0039,2018,Transit,0
K2-181 b,K2-181,3.17,6.89442,0.10086,797.0,5613.0,1.071,0.959,-0.0039,2018,Transit,0
K2-182 b,K2-182,2.76,4.736837,0.0529,885.0,5165.0,0.8,0.88,0.09,2018,Transit,0
K2-182 b,K2-182,2.71257333,4.7369696,0.05174,965.8,5128.0,0.789,0.823,0.022,2018,Transit,1
K2-182 b,K2-182,2.3,4.73730765,0.10086,797.0,5180.6,0.790862,0.878,0.155,2018,Transit,0
K2-182 b,K2-182,2.93924,4.7369669,0.10086,1166.0,5069.2,0.79,0.959,-0.0039,2018,Transit,0
K2-182 b,K2-182,2.76720668,4.736884,0.10086,797.0,5159.0,0.790138,0.846996,-0.01,2018,Transit,0
K2-182 b,K2-182,2.69,4.7369683,0.0526,969.0,5170.0,0.793,0.865,0.12,2018,Transit,0
K2-182 b,K2-182,2.3,4.737,0.10086,797.0,5180.6,0.790862,0.878,0.155,2018,Transit,0
K2-182 b,K2-182,2.86,4.736893,0.10086,797.0,5613.0,0.822,0.959,-0.0039,2018,Transit,0
K2-182 b,K2-182,2.9,4.736834,0.10086,797.0,5613.0,0.82,0.959,-0.0039,2018,Transit,0
K2-182 b,K2-182,2.7,4.7369729,0.0519,982.0,5181.0,0.8,0.84,-0.02,2018,Transit,0
K2-183 b,K2-183,1.46,0.469287,0.10086,797.0,5613.0,0.984,0.959,-0.0039,2018,Transit,0
K2-183 b,K2-183,1.1,0.469285,0.10086,797.0,5482.0,0.87,0.959,0.09,2018,Transit,1
K2-183 b,K2-183,2.59929571,0.469269,0.10086,797.0,5482.0,0.873283,0.942219,0.09,2018,Transit,0
K2-183 c,K2-183,2.3,10.787992,0.10086,797.0,5482.0,0.87,0.959,0.09,2018,Transit,1
K2-183 c,K2-183,2.7,10.792613,0.10086,797.0,5613.0,0.92,0.959,-0.0039,2018,Transit,0
K2-183 c,K2-183,2.87,10.792635,0.0932,787.0,5519.0,0.97,0.93,0.09,2018,Transit,0
K2-183 c,K2-183,2.51134498,10.793471,0.10086,797.0,5482.0,0.873283,0.942219,0.09,2018,Transit,0
K2-183 c,K2-183,3.45,10.79274,0.10086,797.0,5613.0,0.984,0.959,-0.0039,2018,Transit,0
K2-183 c,K2-183,2.3,10.792,0.10086,797.0,5436.47,0.968558,0.95,0.0642,2018,Transit,0
K2-183 c,K2-183,2.3,10.7930529,0.10086,797.0,5436.47,0.968558,0.95,0.0642,2018,Transit,0
K2-183 d,K2-183,5.2,22.6302,0.10086,797.0,5613.0,0.984,0.959,-0.0039,2018,Transit,0
K2-183 d,K2-183,2.3,22.620344,0.10086,797.0,5482.0,0.87,0.959,0.09,2018,Transit,1
K2-183 d,K2-183,2.54112738,22.629496,0.10086,797.0,5482.0,0.873283,0.942219,0.09,2018,Transit,0
K2-183 d,K2-183,2.86,22.631964,0.1527,615.0,5519.0,0.97,0.93,0.09,2018,Transit,0
K2-183 d,K2-183,17.4,22.634594,0.10086,797.0,5613.0,0.92,0.959,-0.0039,2018,Transit,0
K2-184 b,K2-184,1.6,16.995848,0.10086,797.0,5613.0,0.79,0.959,-0.0039,2018,Transit,0
