rank,planet_name,star_system,habitability_probability,habitability_score,predicted_habitable,actual_label,discovery_year
1,TOI-815 c,TOI-815,0.7573117803633164,75.73117803633164,1,0,2024
2,TOI-6041 b,TOI-6041,0.5336913243077073,53.369132430770726,1,0,2025
3,Kepler-167 e,Kepler-167,0.5016591969113847,50.16591969113847,1,0,2016
4,Kepler-167 e,Kepler-167,0.4868006813802405,48.680068138024055,0,0,2016
5,Kepler-167 e,Kepler-167,0.4488621399322895,44.88621399322895,0,0,2016
6,Kepler-167 e,Kepler-167,0.4488621399322895,44.88621399322895,0,0,2016
7,Kepler-1654 b,Kepler-1654,0.42720095958014676,42.720095958014674,0,0,2018
8,HD 106315 c,HD 106315,0.26119440402961075,26.119440402961075,0,0,2017
9,Kepler-1632 b,Kepler-1632,0.2587667163577361,25.87667163577361,0,1,2016
10,Kepler-1632 b,Kepler-1632,0.2587667163577361,25.87667163577361,0,1,2016
11,Kepler-174 d,Kepler-174,0.257061373939086,25.7061373939086,0,0,2014
12,Kepler-174 d,Kepler-174,0.257061373939086,25.7061373939086,0,0,2014
13,Kepler-174 d,Kepler-174,0.257061373939086,25.7061373939086,0,0,2014
14,Kepler-174 d,Kepler-174,0.24988174931914414,24.988174931914415,0,1,2014
15,Kepler-452 b,Kepler-452,0.22886369977570004,22.886369977570002,0,1,2015
16,Kepler-62 f,Kepler-62,0.22728614359956914,22.728614359956914,0,1,2013
17,Kepler-62 f,Kepler-62,0.22137835896241595,22.137835896241594,0,1,2013
18,Kepler-62 f,Kepler-62,0.22137835896241595,22.137835896241594,0,1,2013
19,Kepler-62 f,Kepler-62,0.22137835896241595,22.137835896241594,0,1,2013
20,Kepler-452 b,Kepler-452,0.21381212440427233,21.381212440427234,0,1,2015
21,Kepler-452 b,Kepler-452,0.213347070673926,21.3347070673926,0,1,2015
22,Kepler-1593 b,Kepler-1593,0.2130326974370357,21.30326974370357,0,0,2016
23,Kepler-1593 b,Kepler-1593,0.21198816328507375,21.198816328507377,0,0,2016
24,Kepler-1593 b,Kepler-1593,0.21198816328507375,21.198816328507377,0,0,2016
25,Kepler-1593 b,Kepler-1593,0.21198816328507375,21.198816328507377,0,0,2016
26,Kepler-441 b,Kepler-441,0.19998783743573134,19.998783743573135,0,0,2015
27,Kepler-1704 b,Kepler-1704,0.18311343996660634,18.311343996660632,0,0,2013
28,Kepler-1704 b,Kepler-1704,0.18311343996660634,18.311343996660632,0,0,2013
29,Kepler-441 b,Kepler-441,0.16676952404844342,16.676952404844343,0,0,2015
30,Kepler-441 b,Kepler-441,0.16676952404844342,16.676952404844343,0,0,2015
31,Kepler-441 b,Kepler-441,0.16676952404844342,16.676952404844343,0,0,2015
32,Kepler-22 b,Kepler-22,0.12969583515463973,12.969583515463972,0,0,2011
33,Kepler-22 b,Kepler-22,0.12969583515463973,12.969583515463972,0,0,2011
34,Kepler-22 b,Kepler-22,0.12969583515463973,12.969583515463972,0,0,2011
35,Kepler-443 b,Kepler-443,0.12854567848881443,12.854567848881443,0,1,2015
36,Kepler-443 b,Kepler-443,0.12778329521931248,12.778329521931248,0,1,2015
37,Kepler-443 b,Kepler-443,0.12778329521931248,12.778329521931248,0,1,2015
38,Kepler-443 b,Kepler-443,0.12778329521931248,12.778329521931248,0,1,2015
39,Kepler-1544 b,Kepler-1544,0.12303789182179947,12.303789182179948,0,1,2016
40,Kepler-1544 b,Kepler-1544,0.12099660042974572,12.099660042974572,0,1,2016
41,Kepler-22 b,Kepler-22,0.12005776314399812,12.005776314399812,0,0,2011
42,Kepler-1701 b,Kepler-1701,0.11985255523173992,11.985255523173992,0,0,2020
43,Kepler-1638 b,Kepler-1638,0.1188562559504791,11.88562559504791,0,0,2016
44,Kepler-22 b,Kepler-22,0.11710438547133122,11.710438547133121,0,1,2011
45,Kepler-1544 b,Kepler-1544,0.11616650358351441,11.61665035835144,0,1,2016
46,Kepler-1544 b,Kepler-1544,0.11616650358351441,11.61665035835144,0,1,2016
47,Kepler-1544 b,Kepler-1544,0.11616650358351441,11.61665035835144,0,1,2016
48,Kepler-1630 b,Kepler-1630,0.11596492749970459,11.596492749970459,0,0,2016
49,Kepler-1630 b,Kepler-1630,0.11596492749970459,11.596492749970459,0,0,2016
50,Kepler-1638 b,Kepler-1638,0.1121396559318731,11.213965593187309,0,0,2016
51,Kepler-1638 b,Kepler-1638,0.1121396559318731,11.213965593187309,0,0,2016
52,Kepler-421 b,Kepler-421,0.10942065552474263,10.942065552474263,0,0,2014
53,Kepler-421 b,Kepler-421,0.10942065552474263,10.942065552474263,0,0,2014
54,Kepler-1653 b,Kepler-1653,0.09475915170839949,9.475915170839949,0,1,2017
55,Kepler-1653 b,Kepler-1653,0.09473955849328239,9.473955849328238,0,1,2017
56,Kepler-1653 b,Kepler-1653,0.09473955849328239,9.473955849328238,0,1,2017
57,Kepler-1653 b,Kepler-1653,0.09473955849328239,9.473955849328238,0,1,2017
58,Kepler-1229 b,Kepler-1229,0.09135161722577582,9.135161722577582,0,0,2016
59,Kepler-1058 b,Kepler-1058,0.09123052196355859,9.123052196355859,0,1,2016
60,Kepler-1058 b,Kepler-1058,0.09120450425522046,9.120450425522046,0,1,2016
61,Kepler-1058 b,Kepler-1058,0.09120450425522046,9.120450425522046,0,1,2016
62,Kepler-1058 b,Kepler-1058,0.09120450425522046,9.120450425522046,0,1,2016
63,EPIC 248847494 b,EPIC 248847494,0.08942394095346577,8.942394095346577,0,0,2018
64,Kepler-1362 b,Kepler-1362,0.08788014633710604,8.788014633710604,0,1,2016
65,Kepler-62 e,Kepler-62,0.08742052201718167,8.742052201718167,0,0,2013
66,Kepler-1362 b,Kepler-1362,0.08590844396071089,8.59084439607109,0,1,2016
67,Kepler-1362 b,Kepler-1362,0.08590844396071089,8.59084439607109,0,1,2016
68,Kepler-1362 b,Kepler-1362,0.08590844396071089,8.59084439607109,0,1,2016
69,Kepler-62 e,Kepler-62,0.08580076469374379,8.58007646937438,0,0,2013
70,Kepler-62 e,Kepler-62,0.08580076469374379,8.58007646937438,0,0,2013
71,Kepler-62 e,Kepler-62,0.08580076469374379,8.58007646937438,0,0,2013
72,Kepler-1653 b,Kepler-1653,0.08018302347284227,8.018302347284227,0,0,2017
73,Kepler-1533 b,Kepler-1533,0.0793272833635281,7.93272833635281,0,0,2016
74,Kepler-1533 b,Kepler-1533,0.0793272833635281,7.93272833635281,0,0,2016
75,Kepler-1533 b,Kepler-1533,0.0793272833635281,7.93272833635281,0,0,2016
76,Kepler-1540 b,Kepler-1540,0.07806177317782838,7.806177317782838,0,1,2016
77,Kepler-1540 b,Kepler-1540,0.07806177317782838,7.806177317782838,0,1,2016
78,Kepler-1540 b,Kepler-1540,0.07806177317782838,7.806177317782838,0,1,2016
79,Kepler-69 c,Kepler-69,0.0753280063000873,7.5328006300087305,0,0,2013
80,Kepler-69 c,Kepler-69,0.0753092026203221,7.53092026203221,0,0,2013
81,Kepler-69 c,Kepler-69,0.0753092026203221,7.53092026203221,0,0,2013
82,Kepler-69 c,Kepler-69,0.0753092026203221,7.53092026203221,0,0,2013
83,Kepler-1840 b,Kepler-1840,0.0732793234205816,7.32793234205816,0,0,2021
84,Kepler-69 c,Kepler-69,0.07297131689971961,7.297131689971962,0,0,2013
85,Kepler-442 b,Kepler-442,0.07218921491798505,7.218921491798505,0,1,2015
86,Kepler-442 b,Kepler-442,0.07218921491798505,7.218921491798505,0,1,2015
87,Kepler-442 b,Kepler-442,0.07218921491798505,7.218921491798505,0,1,2015
88,Kepler-309 c,Kepler-309,0.06940211470459605,6.940211470459605,0,1,2014
89,Kepler-309 c,Kepler-309,0.06884194813528456,6.884194813528456,0,1,2014
90,Kepler-309 c,Kepler-309,0.06884194813528456,6.884194813528456,0,1,2014
91,Kepler-309 c,Kepler-309,0.06884194813528456,6.884194813528456,0,1,2014
92,Kepler-311 d,Kepler-311,0.06802541538857532,6.802541538857532,0,0,2023
93,Kepler-311 d,Kepler-311,0.06802541538857532,6.802541538857532,0,0,2023
94,Kepler-1652 b,Kepler-1652,0.06696627200640788,6.696627200640788,0,1,2017
95,Kepler-440 b,Kepler-440,0.06673968741248908,6.673968741248908,0,1,2015
96,Kepler-1229 b,Kepler-1229,0.06599476566281125,6.599476566281124,0,0,2016
97,Kepler-311 d,Kepler-311,0.065916328767561,6.591632876756099,0,0,2023
98,Kepler-186 f,Kepler-186,0.06552024362244957,6.552024362244957,0,0,2014
99,Kepler-705 b,Kepler-705,0.06429364485550783,6.429364485550783,0,1,2016
100,Kepler-705 b,Kepler-705,0.06429364485550783,6.429364485550783,0,1,2016
101,Kepler-705 b,Kepler-705,0.06429364485550783,6.429364485550783,0,1,2016
102,Kepler-186 f,Kepler-186,0.06293725890828292,6.293725890828291,0,0,2014
103,Kepler-186 f,Kepler-186,0.06293725890828292,6.293725890828291,0,0,2014
104,Kepler-186 f,Kepler-186,0.06293725890828292,6.293725890828291,0,0,2014
105,Kepler-1389 b,Kepler-1389,0.062111236350051315,6.211123635005132,0,0,2016
106,Kepler-1996 c,Kepler-1996,0.061566895008856634,6.156689500885664,0,0,2023
107,Kepler-1996 c,Kepler-1996,0.061566895008856634,6.156689500885664,0,0,2023
108,Kepler-1996 c,Kepler-1996,0.061566895008856634,6.156689500885664,0,0,2023
109,Kepler-1389 b,Kepler-1389,0.06078013120746852,6.078013120746852,0,0,2016
110,Kepler-1389 b,Kepler-1389,0.06078013120746852,6.078013120746852,0,0,2016
111,Kepler-1389 b,Kepler-1389,0.06078013120746852,6.078013120746852,0,0,2016
112,Kepler-705 b,Kepler-705,0.06069972506810488,6.069972506810488,0,1,2016
113,Kepler-1816 b,Kepler-1816,0.06033819152453953,6.033819152453953,0,0,2021
114,Kepler-1816 b,Kepler-1816,0.06033819152453953,6.033819152453953,0,0,2021
115,Kepler-1816 b,Kepler-1816,0.06033819152453953,6.033819152453953,0,0,2021
116,Kepler-1816 b,Kepler-1816,0.0602512143150747,6.02512143150747,0,0,2021
117,Kepler-1652 b,Kepler-1652,0.059444024154149525,5.944402415414952,0,1,2017
118,Kepler-436 b,Kepler-436,0.05807354026224928,5.807354026224928,0,0,2015
119,Kepler-436 b,Kepler-436,0.05807354026224928,5.807354026224928,0,0,2015
120,Kepler-436 b,Kepler-436,0.05807354026224928,5.807354026224928,0,0,2015
121,Kepler-1040 b,Kepler-1040,0.05768805199700846,5.768805199700846,0,0,2016
122,Kepler-1040 b,Kepler-1040,0.05768805199700846,5.768805199700846,0,0,2016
123,Kepler-1040 b,Kepler-1040,0.05768805199700846,5.768805199700846,0,0,2016
124,Kepler-283 c,Kepler-283,0.05747693880177292,5.747693880177292,0,1,2014
125,Kepler-991 b,Kepler-991,0.0572338599906614,5.7233859990661395,0,1,2016
126,Kepler-991 b,Kepler-991,0.0572338599906614,5.7233859990661395,0,1,2016
127,Kepler-991 b,Kepler-991,0.0572338599906614,5.7233859990661395,0,1,2016
128,TOI-1266 c,TOI-1266,0.05711992405773073,5.711992405773073,0,0,2020
129,Kepler-296 f,Kepler-296,0.05706585183566857,5.706585183566857,0,1,2014
130,Kepler-296 f,Kepler-296,0.05700332701648884,5.700332701648883,0,1,2014
131,Kepler-296 f,Kepler-296,0.05700332701648884,5.700332701648883,0,1,2014
132,Kepler-296 f,Kepler-296,0.05700332701648884,5.700332701648883,0,1,2014
133,Kepler-991 b,Kepler-991,0.05569543430565643,5.569543430565643,0,1,2016
134,Kepler-442 b,Kepler-442,0.05525851707926538,5.525851707926538,0,1,2015
135,LHS 1140 b,LHS 1140,0.05466595823202518,5.466595823202518,0,1,2017
136,Kepler-1020 b,Kepler-1020,0.05442567818087572,5.442567818087572,0,0,2016
137,TOI-715 b,TOI-715,0.054080582319203596,5.40805823192036,0,1,2023
138,LHS 1140 b,LHS 1140,0.05390813627716575,5.390813627716575,0,0,2017
139,Kepler-1858 b,Kepler-1858,0.05289816840940813,5.289816840940813,0,0,2021
140,Kepler-1858 b,Kepler-1858,0.05289816840940813,5.289816840940813,0,0,2021
141,Kepler-1858 b,Kepler-1858,0.05289816840940813,5.289816840940813,0,0,2021
142,Kepler-445 d,Kepler-445,0.05179333292188486,5.179333292188486,0,0,2015
143,TOI-2257 b,TOI-2257,0.0515358028414572,5.15358028414572,0,1,2021
144,Kepler-1552 b,Kepler-1552,0.050703798668188624,5.070379866818862,0,1,2016
145,Kepler-1552 b,Kepler-1552,0.050703798668188624,5.070379866818862,0,1,2016
146,Kepler-1552 b,Kepler-1552,0.050703798668188624,5.070379866818862,0,1,2016
147,Kepler-993 b,Kepler-993,0.05051723700922588,5.0517237009225875,0,0,2016
148,Kepler-993 b,Kepler-993,0.05051723700922588,5.0517237009225875,0,0,2016
149,Kepler-993 b,Kepler-993,0.05051723700922588,5.0517237009225875,0,0,2016
150,Kepler-1606 b,Kepler-1606,0.0504376530250233,5.04376530250233,0,0,2016
151,Kepler-1606 b,Kepler-1606,0.0504376530250233,5.04376530250233,0,0,2016
152,Kepler-1606 b,Kepler-1606,0.0504376530250233,5.04376530250233,0,0,2016
153,Kepler-445 c,Kepler-445,0.049973488225456685,4.997348822545669,0,0,2015
154,Kepler-445 c,Kepler-445,0.049973488225456685,4.997348822545669,0,0,2015
155,Kepler-445 c,Kepler-445,0.049973488225456685,4.997348822545669,0,0,2015
156,Kepler-560 b,Kepler-560,0.049848758190674025,4.984875819067403,0,0,2016
157,TOI-4336 A b,TOI-4336 A,0.04959575415022403,4.959575415022403,0,0,2024
158,TOI-712 d,TOI-712,0.04952530240478422,4.952530240478422,0,0,2022
159,Kepler-560 b,Kepler-560,0.04917693084905235,4.917693084905235,0,0,2016
160,Kepler-560 b,Kepler-560,0.04917693084905235,4.917693084905235,0,0,2016
161,Kepler-560 b,Kepler-560,0.04917693084905235,4.917693084905235,0,0,2016
162,Kepler-1651 b,Kepler-1651,0.04874095101316679,4.874095101316679,0,0,2017
163,Kepler-1651 b,Kepler-1651,0.04874095101316679,4.874095101316679,0,0,2017
164,Kepler-1651 b,Kepler-1651,0.04874095101316679,4.874095101316679,0,0,2017
165,LHS 1140 c,LHS 1140,0.04841914085876099,4.841914085876099,0,0,2018
166,TOI-6002 b,TOI-6002,0.04836145817435448,4.8361458174354475,0,0,2024
167,L 98-59 d,L 98-59,0.048352671902791716,4.835267190279172,0,0,2019
168,TOI-237 b,TOI-237,0.04827800678536023,4.827800678536023,0,0,2020
169,TOI-1266 c,TOI-1266,0.047644071720876105,4.76440717208761,0,0,2020
170,Kepler-296 d,Kepler-296,0.047600390664526024,4.760039066452602,0,0,2014
171,Kepler-296 d,Kepler-296,0.047600390664526024,4.760039066452602,0,0,2014
172,Kepler-296 d,Kepler-296,0.047600390664526024,4.760039066452602,0,0,2014
173,Kepler-296 d,Kepler-296,0.047552359886059395,4.755235988605939,0,0,2014
174,Kepler-440 b,Kepler-440,0.04713645659555748,4.713645659555747,0,1,2015
175,Kepler-440 b,Kepler-440,0.04713645659555748,4.713645659555747,0,1,2015
176,Kepler-440 b,Kepler-440,0.04713645659555748,4.713645659555747,0,1,2015
177,TOI-1266 b,TOI-1266,0.04712408891183543,4.712408891183543,0,0,2020
178,TOI-1468 c,TOI-1468,0.046848272956520796,4.68482729565208,0,0,2022
179,TOI-6002 b,TOI-6002,0.04682754710206276,4.682754710206276,0,0,2024
180,TOI-406.01,TOI-406.01,0.04680981052148931,4.6809810521489315,0,0,2024
181,TOI-1452 b,TOI-1452,0.04676777989747756,4.676777989747756,0,0,2022
182,L 98-59 d,L 98-59,0.046661030906774384,4.666103090677439,0,0,2019
183,Kepler-1040 b,Kepler-1040,0.04655367376382573,4.655367376382573,0,0,2016
184,TOI-4336 A b,TOI-4336 A,0.04633257295562662,4.633257295562662,0,0,2024
185,TOI-406.01,TOI-406.01,0.0463013397237108,4.6301339723710795,0,0,2024
186,TOI-2285 b,TOI-2285,0.046203456322634534,4.6203456322634535,0,0,2021
187,TOI-2096 c,TOI-2096,0.04617917958493226,4.617917958493226,0,0,2023
188,Kepler-225 c,Kepler-225,0.04602137108706121,4.602137108706121,0,0,2014
189,Kepler-225 c,Kepler-225,0.04602137108706121,4.602137108706121,0,0,2014
190,Kepler-225 c,Kepler-225,0.04602137108706121,4.602137108706121,0,0,2014
191,LTT 3780 c,LTT 3780,0.04595564382249854,4.5955643822498535,0,0,2020
192,TOI-5713 b,TOI-5713,0.0459266885331477,4.59266885331477,0,0,2024
193,Kepler-1052 c,Kepler-1052,0.045834251738625424,4.583425173862542,0,0,2023
194,Kepler-749 b,Kepler-749,0.04580511950162297,4.580511950162297,0,0,2016
195,TOI-2096 b,TOI-2096,0.04578769664356157,4.578769664356157,0,0,2023
196,Kepler-749 b,Kepler-749,0.04572671444280527,4.572671444280528,0,0,2016
197,Kepler-749 b,Kepler-749,0.04572671444280527,4.572671444280528,0,0,2016
198,Kepler-749 b,Kepler-749,0.04572671444280527,4.572671444280528,0,0,2016
199,Kepler-1052 c,Kepler-1052,0.04537942803500387,4.537942803500386,0,0,2023
200,TOI-1266 c,TOI-1266,0.04499040806122839,4.4990408061228395,0,0,2020
201,Kepler-1439 b,Kepler-1439,0.044765030431369535,4.476503043136954,0,0,2016
202,TOI-2266 b,TOI-2266,0.044675502628388444,4.467550262838844,0,0,2024
203,TOI-521 b,TOI-521,0.04466173108665698,4.466173108665698,0,0,2025
204,TOI-1468 c,TOI-1468,0.04463093737654663,4.463093737654663,0,0,2022
205,Kepler-439 b,Kepler-439,0.044339820084474915,4.433982008447492,0,0,2015
206,Kepler-439 b,Kepler-439,0.044339820084474915,4.433982008447492,0,0,2015
207,Kepler-439 b,Kepler-439,0.044339820084474915,4.433982008447492,0,0,2015
208,Kepler-1229 b,Kepler-1229,0.044227612439883345,4.422761243988335,0,0,2016
209,Kepler-1229 b,Kepler-1229,0.044227612439883345,4.422761243988335,0,0,2016
210,Kepler-1229 b,Kepler-1229,0.044227612439883345,4.422761243988335,0,0,2016
211,TOI-4184 b,TOI-4184,0.04418867422537012,4.418867422537012,0,0,2023
212,TOI-2010 b,TOI-2010,0.04407435088040025,4.4074350880400255,0,0,2023
213,Kepler-1858 b,Kepler-1858,0.04406178286517365,4.406178286517365,0,0,2021
214,Kepler-1652 b,Kepler-1652,0.04390378352396072,4.3903783523960715,0,1,2017
215,Kepler-1652 b,Kepler-1652,0.04390378352396072,4.3903783523960715,0,1,2017
216,Kepler-1652 b,Kepler-1652,0.04390378352396072,4.3903783523960715,0,1,2017
217,TOI-1266 c,TOI-1266,0.04370846130739546,4.370846130739546,0,0,2020
218,LP 791-18 c,LP 791-18,0.04356475252678752,4.356475252678752,0,0,2019
219,G 9-40 b,G 9-40,0.043319294967385555,4.331929496738556,0,0,2019
220,K2-18 b,K2-18,0.043254806806361436,4.325480680636144,0,0,2015
221,LP 791-18 c,LP 791-18,0.043183091359320316,4.318309135932032,0,0,2019
222,Kepler-504 b,Kepler-504,0.04307961646227957,4.307961646227957,0,0,2016
223,TOI-5388.01,TOI-5388.01,0.04307353714772151,4.307353714772151,0,0,2024
224,TOI-2136 b,TOI-2136,0.04301034014607418,4.301034014607418,0,0,2022
225,TOI-1452 b,TOI-1452,0.04299870832168678,4.299870832168677,0,0,2022
226,TOI-912 b,TOI-912,0.04295744440281929,4.295744440281929,0,0,2025
227,Kepler-1606 b,Kepler-1606,0.04292749790775394,4.292749790775394,0,0,2016
228,TOI-1224 b,TOI-1224,0.042710948787976835,4.271094878797683,0,0,2024
229,TOI-1468 c,TOI-1468,0.04259675069927741,4.259675069927741,0,0,2022
230,TOI-5799 b,TOI-5799,0.042503335442555225,4.250333544255523,0,0,2024
231,TOI-270 d,TOI-270,0.042417106368563405,4.24171063685634,0,0,2019
232,TOI-2096 c,TOI-2096,0.04234790940702741,4.234790940702741,0,0,2023
233,Gliese 12 b,Gliese 12,0.04215695941315835,4.215695941315835,0,0,2024
234,Kepler-662 b,Kepler-662,0.04203208579635712,4.203208579635712,0,0,2016
235,Kepler-662 b,Kepler-662,0.04203208579635712,4.203208579635712,0,0,2016
236,Kepler-662 b,Kepler-662,0.04203208579635712,4.203208579635712,0,0,2016
237,TOI-4438 b,TOI-4438,0.041965276320636236,4.196527632063623,0,0,2024
238,K2-133 e,K2-133,0.041732155156952125,4.173215515695213,0,0,2019
239,Kepler-504 b,Kepler-504,0.04168533768991496,4.168533768991496,0,0,2016
240,Kepler-504 b,Kepler-504,0.04168533768991496,4.168533768991496,0,0,2016
241,Kepler-504 b,Kepler-504,0.04168533768991496,4.168533768991496,0,0,2016
242,TOI-5713 b,TOI-5713,0.04159419078433686,4.159419078433686,0,0,2024
243,Kepler-1649 c,Kepler-1649,0.04133994277755605,4.133994277755606,0,0,2020
244,Kepler-1410 b,Kepler-1410,0.0412779071941608,4.12779071941608,0,1,2016
245,Kepler-1410 b,Kepler-1410,0.0412779071941608,4.12779071941608,0,1,2016
246,Kepler-1410 b,Kepler-1410,0.0412779071941608,4.12779071941608,0,1,2016
247,Kepler-1606 b,Kepler-1606,0.0412393736711106,4.12393736711106,0,0,2016
248,TOI-912 b,TOI-912,0.04122878142465555,4.122878142465555,0,0,2025
249,TOI-244 b,TOI-244,0.041224053387539414,4.122405338753941,0,0,2023
250,Kepler-1552 b,Kepler-1552,0.04113542768738737,4.113542768738737,0,0,2016
251,TOI-1846 b,TOI-1846,0.04110505287336064,4.110505287336064,0,0,2025
252,Kepler-296 e,Kepler-296,0.04106172786426254,4.106172786426255,0,1,2014
253,Kepler-296 e,Kepler-296,0.04106172786426254,4.106172786426255,0,1,2014
254,Kepler-296 e,Kepler-296,0.04106172786426254,4.106172786426255,0,1,2014
255,Kepler-622 b,Kepler-622,0.040989297950030784,4.0989297950030785,0,0,2016
256,Kepler-622 b,Kepler-622,0.040989297950030784,4.0989297950030785,0,0,2016
257,Kepler-622 b,Kepler-622,0.040989297950030784,4.0989297950030785,0,0,2016
258,Kepler-1624 b,Kepler-1624,0.04095277769663259,4.095277769663259,0,0,2016
259,Kepler-1624 b,Kepler-1624,0.04095277769663259,4.095277769663259,0,0,2016
260,Kepler-296 e,Kepler-296,0.04095048838084105,4.0950488380841055,0,1,2014
261,TOI-1266 b,TOI-1266,0.0408268875549682,4.08268875549682,0,0,2020
262,TOI-270 c,TOI-270,0.04078101454148895,4.078101454148895,0,0,2019
263,TOI-700 d,TOI-700,0.040648121891485915,4.064812189148592,0,1,2020
264,Kepler-1651 b,Kepler-1651,0.04047988520381601,4.047988520381601,0,0,2017
265,Kepler-438 b,Kepler-438,0.040451522032243704,4.0451522032243705,0,0,2015
266,Kepler-438 b,Kepler-438,0.040451522032243704,4.0451522032243705,0,0,2015
267,Kepler-438 b,Kepler-438,0.040451522032243704,4.0451522032243705,0,0,2015
268,Kepler-446 d,Kepler-446,0.04039286039935171,4.03928603993517,0,0,2015
269,Kepler-42 d,Kepler-42,0.039997173708579706,3.9997173708579705,0,0,2011
270,TOI-4364 b,TOI-4364,0.03994482472308266,3.994482472308266,0,0,2025
271,GJ 806 b,GJ 806,0.03984297477623193,3.9842974776231928,0,0,2023
272,TOI-2084 b,TOI-2084,0.039790690056012545,3.9790690056012545,0,0,2023
273,LHS 1140 b,LHS 1140,0.03954963966644885,3.9549639666448853,0,1,2017
274,TOI-5799 b,TOI-5799,0.03953351980582086,3.953351980582086,0,0,2024
275,Kepler-235 e,Kepler-235,0.03952329876371228,3.952329876371228,0,0,2014
276,Kepler-437 b,Kepler-437,0.03951043958529241,3.951043958529241,0,0,2015
277,Kepler-42 b,Kepler-42,0.039467794746442755,3.9467794746442757,0,0,2011
278,Kepler-1450 b,Kepler-1450,0.03943330568076302,3.9433305680763016,0,0,2016
279,Kepler-1450 b,Kepler-1450,0.039281177727585936,3.9281177727585934,0,0,2016
280,Kepler-1450 b,Kepler-1450,0.039281177727585936,3.9281177727585934,0,0,2016
281,Kepler-1450 b,Kepler-1450,0.039281177727585936,3.9281177727585934,0,0,2016
282,TOI-1693 b,TOI-1693,0.0392247361014018,3.92247361014018,0,0,2022
283,Kepler-1071 b,Kepler-1071,0.03914938654856902,3.914938654856902,0,0,2016
284,Kepler-1071 b,Kepler-1071,0.03914938654856902,3.914938654856902,0,0,2016
285,Kepler-1071 b,Kepler-1071,0.03914938654856902,3.914938654856902,0,0,2016
286,Kepler-155 c,Kepler-155,0.03907959727591259,3.907959727591259,0,1,2014
287,Kepler-235 e,Kepler-235,0.03883444714719972,3.883444714719972,0,0,2014
288,Kepler-296 c,Kepler-296,0.03882850974107461,3.882850974107461,0,0,2014
289,Kepler-296 c,Kepler-296,0.03882850974107461,3.882850974107461,0,0,2014
290,Kepler-296 c,Kepler-296,0.03882850974107461,3.882850974107461,0,0,2014
291,Kepler-42 c,Kepler-42,0.03881341183565134,3.8813411835651337,0,0,2011
292,TOI-521 b,TOI-521,0.038724181386411496,3.87241813864115,0,0,2025
293,Kepler-445 c,Kepler-445,0.03864545676138737,3.864545676138737,0,0,2015
294,TOI-1634 b,TOI-1634,0.03858240929609763,3.858240929609763,0,0,2021
295,TOI-2136 b,TOI-2136,0.03852308779265834,3.852308779265834,0,0,2022
296,TOI-1685 b,TOI-1685,0.03847733125965737,3.847733125965737,0,0,2021
297,LTT 3780 c,LTT 3780,0.03843853040201437,3.843853040201437,0,0,2020
298,Kepler-331 d,Kepler-331,0.03840228803269684,3.840228803269684,0,0,2014
299,Kepler-331 d,Kepler-331,0.03840228803269684,3.840228803269684,0,0,2014
300,Kepler-331 d,Kepler-331,0.03840228803269684,3.840228803269684,0,0,2014
301,TOI-1470 b,TOI-1470,0.03824241690343159,3.824241690343159,0,0,2023
302,TOI-1695 b,TOI-1695,0.038159220175640864,3.815922017564086,0,0,2022
303,Kepler-1701 b,Kepler-1701,0.038104684829599535,3.8104684829599536,0,0,2020
304,Kepler-1701 b,Kepler-1701,0.038104684829599535,3.8104684829599536,0,0,2020
305,Kepler-1701 b,Kepler-1701,0.038104684829599535,3.8104684829599536,0,0,2020
306,TOI-2136 b,TOI-2136,0.03810211813090383,3.810211813090383,0,0,2022
307,Kepler-331 d,Kepler-331,0.03809054777037883,3.809054777037883,0,0,2014
308,Kepler-1350 b,Kepler-1350,0.03808628506972851,3.8086285069728514,0,0,2016
309,Kepler-235 e,Kepler-235,0.038080833804380196,3.8080833804380196,0,0,2014
310,Kepler-235 e,Kepler-235,0.038080833804380196,3.8080833804380196,0,0,2014
311,Kepler-235 e,Kepler-235,0.038080833804380196,3.8080833804380196,0,0,2014
312,Kepler-560 b,Kepler-560,0.03807264441346249,3.807264441346249,0,0,2016
313,Kepler-1874 b,Kepler-1874,0.038048123349898016,3.8048123349898018,0,0,2021
314,Kepler-1874 b,Kepler-1874,0.038048123349898016,3.8048123349898018,0,0,2021
315,Kepler-1874 b,Kepler-1874,0.038048123349898016,3.8048123349898018,0,0,2021
316,K2-9 b,K2-9,0.03790280474263445,3.790280474263445,0,0,2015
317,Kepler-1350 b,Kepler-1350,0.03789379015136824,3.789379015136824,0,0,2016
318,Kepler-1350 b,Kepler-1350,0.03789379015136824,3.789379015136824,0,0,2016
319,Kepler-1350 b,Kepler-1350,0.03789379015136824,3.789379015136824,0,0,2016
320,TOI-1266 b,TOI-1266,0.03783243211292064,3.7832432112920635,0,0,2020
321,Kepler-446 b,Kepler-446,0.0377028187759933,3.7702818775993303,0,0,2015
322,TOI-406.01,TOI-406.01,0.03763079248970124,3.763079248970124,0,0,2024
323,Kepler-155 c,Kepler-155,0.037610893559584205,3.7610893559584206,0,0,2014
324,Kepler-155 c,Kepler-155,0.037610893559584205,3.7610893559584206,0,0,2014
325,Kepler-155 c,Kepler-155,0.037610893559584205,3.7610893559584206,0,0,2014
326,TOI-5388.01,TOI-5388.01,0.037536184419839635,3.7536184419839635,0,0,2024
