pl_rad,pl_mass,pl_orbper,pl_sma,pl_ecc,st_temp,st_met,st_rad,st_age,st_mass,habitable,predicted_habitability_score,habitability_score
2.43818351,1728.9864384999996,11.087324335,2.00484242875,0.4,4760.0,0.22,0.679,3.5,0.76,1,0.9233333333333332,0.91
1.4088539,176.0769375,5.604020119,0.11415,0.09,4847.0,0.0,0.737,4.17,0.756,1,0.9133333333333332,0.91
2.43818351,762.8,92.086427889875,1.1,0.09,4538.2,0.36,1.9420000000000004,3.35,1.5,1,0.83,0.905
2.094,176.0769375,17.515472,0.11415,0.09,4752.0,0.019,0.758,4.17,0.832,1,0.91,0.905
1.31,9.0,5.714932,0.0553,0.09,4925.0,-0.37,0.64,7.0,0.69,1,0.8966666666666666,0.905
1.28574667,176.0769375,6.245659828,0.11415,0.09,4858.0,-0.02,0.707,4.17,0.786,1,0.87,0.905
1.07,176.0769375,31.80634,0.11415,0.09,4990.0,-0.05,0.75,4.68,0.8,1,0.8533333333333334,0.905
2.43818351,1639.99458,92.086427889875,2.00484242875,0.12,4686.0,0.15,0.758,7.2,0.789,1,0.9,0.9
7.777125000000002,224.0,2.65206166,0.02603,0.078,3442.0,-0.08,0.351,7.8,0.344,1,0.8633333333333333,0.9
2.43818351,1570.0802,92.086427889875,0.51,0.05,4790.0,-0.38,1.9420000000000004,4.17,1.45,1,0.8933333333333333,0.9
1.75,8.0,2.1748,0.028,0.0,4503.0,0.0,0.72,4.17,0.7,1,0.88,0.9
2.043,6.26,6.00127,0.05706,0.41,4716.0,-0.38,0.689,9.225,0.688,1,0.87,0.9
2.43818351,397.2875,92.086427889875,0.95,0.5305,4802.0,0.05,0.76,4.17,0.39,1,0.8966666666666666,0.9
4.43,44.0,2.849271,0.11415,0.09,4300.0,0.376,0.715,4.17,0.688,1,0.8833333333333333,0.9
0.861,4.3,27.453592,0.1656,0.1,4909.0,0.11,0.724,1.1,0.803,1,0.93,0.9
2.43818351,1728.9864384999996,92.086427889875,0.11415,0.338,4034.0,0.05,0.624,6.8,0.644,1,0.9466666666666668,0.895
1.62,3.48,1.0697568,0.019,0.0,4884.0,0.08,0.793,6.9,0.798,1,0.8333333333333334,0.895
2.34,176.0769375,33.8678531,0.11415,0.09,4673.0,0.12,0.72,2.57,0.77,1,0.87,0.895
2.43818351,311.4734,6.0881,0.06,0.09,4503.0,0.13,0.69,4.17,0.82,1,0.9133333333333332,0.895
1.664,176.0769375,14.362565,0.1054,0.09,4929.0,-0.07,0.719,5.9,0.758,1,0.8833333333333333,0.895
2.43818351,214.0,92.086427889875,2.00484242875,0.1,4051.0,0.12,0.747,6.2,0.679,1,0.89,0.895
1.78,176.0769375,92.086427889875,0.11415,0.09,4886.0,0.02,0.74,2.34,0.81,1,0.8633333333333333,0.895
1.61,16.17,46.859,0.237,0.138,4699.0,0.11,0.778,9.225,0.81,1,0.81,0.895
1.238,176.0769375,21.80379,0.1404,0.0,4884.0,0.02,0.749,7.1,0.777,1,0.8833333333333333,0.895
2.29,176.0769375,3.12686223,0.11415,0.09,4755.0,0.02,0.72,3.63,0.77,1,0.89,0.895
2.43818351,317.83,92.086427889875,1.032,0.097,4867.0,0.02,1.9420000000000004,4.17,1.26,1,0.9033333333333332,0.895
4.7,30.8,4.052037,0.0417,0.04,3950.0,0.41,0.584,4.17,0.59,1,0.89,0.89
2.43818351,1728.9864384999996,92.086427889875,0.565,0.23,4830.0,-0.31,0.95,4.17,1.54,1,0.9,0.89
2.24,176.0769375,10.924709,0.09,0.11,4757.0,0.02,0.762,4.17,0.79,1,0.8766666666666667,0.89
2.43818351,1096.5135,92.086427889875,2.00484242875,0.284,4918.0,0.02,1.9420000000000004,4.17,1.54,1,0.9166666666666666,0.89
5.03,176.0769375,10.508843,0.08432,0.131,3998.0,-0.08,0.911,0.016,0.724,1,0.8566666666666667,0.89
2.587,13.5,6.443868,0.06152,0.047,4734.0,0.05,0.726,9.225,0.748,1,0.86,0.89
1.19,176.0769375,1.538188437,0.11415,0.09,4940.0,-0.16,0.73,5.62,0.76,1,0.9066666666666666,0.89
3.0,18.1,17.30713,0.1185,0.047,4500.0,-0.02,0.677,0.65,0.742,1,0.9333333333333332,0.89
1.315,2.4,2.467583,0.03293,0.0,4796.0,-0.082,0.71,0.36,0.79,1,0.8366666666666667,0.885
7.777125000000002,1728.9864384999996,92.086427889875,2.00484242875,0.09,3442.0,0.02,0.245,0.003,0.2749999999999999,1,0.93,0.88
2.363,10.3,24.3681,0.1516,0.18,4796.0,-0.082,0.71,0.36,0.79,1,0.87,0.88
7.777125000000002,331.0,1.79058695,0.02292,0.05,3444.0,0.02,0.457,4.17,0.458,1,0.9133333333333332,0.88
2.43818351,1728.9864384999996,92.086427889875,0.11415,0.15,4775.0,0.18,1.9420000000000004,5.7,1.27,1,0.88,0.88
2.43818351,1728.9864384999996,92.086427889875,1.93,0.4,4970.0,-0.21,1.9420000000000004,1.2,1.5950000000000002,1,0.89,0.875
2.651,2.5,12.226574,0.09429,0.088,4734.0,0.05,0.726,9.225,0.748,1,0.88,0.875
1.06,176.0769375,23.955378,0.11415,0.09,4939.0,-0.02,0.75,4.68,0.79,1,0.8566666666666667,0.875
1.18,176.0769375,2.343231895,0.11415,0.09,4940.0,0.15,0.77,3.89,0.83,1,0.9033333333333332,0.87
1.25,176.0769375,8.348125,0.075,0.09,4997.0,0.02,0.763,4.17,0.948,1,0.8866666666666667,0.87
1.47199944,176.0769375,2.355750084,0.11415,0.09,4915.0,0.16,0.812,4.17,0.781,1,0.86,0.87
1.841,6.26,1.01153624,0.01833,0.0,4686.0,0.15,0.758,7.2,0.789,1,0.8733333333333333,0.87
1.511,4.36,6.76458,0.0653,0.062,4699.0,0.11,0.778,9.225,0.81,1,0.6733333333333333,0.865
1.52,176.0769375,4.646186,0.05,0.09,4954.0,0.02,0.719,4.17,0.948,1,0.9266666666666666,0.865
1.49681583,2.44,0.54937097,0.0122,0.0,4914.0,0.044,0.746,2.1,0.8048,1,0.88,0.865
2.43818351,31.49679513,92.086427889875,1.57,0.089,4903.69,0.0493,0.774528,4.17,0.785167,1,0.8166666666666667,0.865
2.43818351,661.7187434,92.086427889875,1.207,0.071,4866.0,-0.02,1.9420000000000004,1.61,1.5950000000000002,1,0.78,0.86
2.43818351,296.85322,92.086427889875,1.492,0.095,4915.0,0.22,1.9420000000000004,4.36,1.33,1,0.8066666666666666,0.86
2.43818351,15.5,11.724128,0.11415,0.136,4610.0,0.16,0.95,4.17,0.77,1,0.8266666666666667,0.86
1.92,176.0769375,19.507428,0.11415,0.09,4857.0,-0.11,0.72,4.17,0.74,1,0.84,0.86
7.777125000000002,343.0,1.630757,0.0199,0.02,3442.0,0.0,0.394,4.17,0.392,1,0.87,0.855
1.692,176.0769375,5.095717,0.11415,0.09,4938.0,-0.38,0.631,4.17,0.478,1,0.8933333333333333,0.855
1.17,176.0769375,7.626324,0.07,0.09,4955.0,0.02,0.72,4.17,0.948,1,0.85,0.855
7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,3442.0,0.02,0.091,6.0,0.2749999999999999,1,0.8366666666666667,0.855
2.43818351,1080.622,92.086427889875,1.82,0.04,4940.0,0.02,1.9420000000000004,4.17,1.36,1,0.8633333333333333,0.85
2.43818351,63.566,92.086427889875,0.69,0.3,4730.0,0.28,0.85,4.17,0.76,1,0.6966666666666667,0.85
2.181,176.0769375,8.777247,0.11415,0.09,4603.0,-0.045,0.751,4.17,0.856,1,0.7966666666666666,0.85
3.11,176.0769375,92.086427889875,0.11415,0.09,4598.0,-0.01,0.7,4.57,0.73,1,0.8733333333333333,0.85
2.43818351,27.0,47.56,0.239,0.0,4635.0,0.328,0.7558,6.6,0.7941,1,0.8566666666666667,0.85
2.53,176.0769375,7.727283,0.0698,0.09,4740.0,-0.05,0.71,4.17,0.76,1,0.8266666666666667,0.845
7.777125000000002,211.3558907,2.59261842,0.02709,0.029,3442.0,0.264,0.3697,4.17,0.3939,1,0.8033333333333333,0.825
3.2274,176.0769375,3.771116,0.11415,0.09,4590.0,0.42,0.7575,4.17,0.73,1,0.79,0.82
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.024,4980.0,-0.06,1.9420000000000004,4.17,1.5950000000000002,1,0.81,0.82
1.289,176.0769375,6.080039978,0.11415,0.09,4991.0,0.04,0.804,4.17,0.767,1,0.8433333333333334,0.815
2.43818351,731.0,92.086427889875,1.64,0.02,4892.63,0.1027,0.95,4.17,0.948,1,0.7533333333333333,0.815
1.62,176.0769375,20.16034462,0.11415,0.09,4944.0,-0.04,0.74,3.02,0.8,1,0.85,0.815
2.38685349,176.0769375,57.29290009,0.11415,0.09,4806.0,-0.1,0.729,4.17,0.709,0,0.82,0.81
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.287,4870.0,0.08,0.771,1.1,0.771,1,0.7,0.81
1.602,4.74,3.092926,0.03876,0.0,4699.0,0.11,0.778,9.225,0.81,1,0.6133333333333333,0.81
7.322,176.0769375,28.735327,0.11415,0.09,3572.0,0.126,0.585,4.17,0.57,1,0.79,0.8
2.43818351,565.7374,92.086427889875,2.00484242875,0.359,4981.0,-0.38,0.68,5.417,0.71,1,0.8133333333333334,0.8
1.41,35.0,92.086427889875,0.718,0.09,4925.0,-0.37,0.64,7.0,0.69,1,0.8766666666666667,0.8
1.41,176.0769375,0.683684256,0.11415,0.09,4976.0,0.02,0.76,4.17,0.81,1,0.9066666666666666,0.8
0.9037791,176.0769375,3.720230103,0.11415,0.09,5017.0,-0.02,0.797,4.17,0.76,1,0.7633333333333333,0.795
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,4953.0,0.22,0.798,4.17,0.839,1,0.8133333333333334,0.79
1.674,176.0769375,7.406106,0.0684,0.0,4884.0,0.02,0.749,7.1,0.777,1,0.7833333333333333,0.79
7.777125000000002,170.4,2.930289,0.034,0.38,3586.0,-0.03,0.52,2.9,0.54,1,0.8233333333333334,0.79
5.82,61.5,2.3266508,0.0296,0.0,3927.0,0.338,0.612,7.1,0.639,1,0.7933333333333333,0.785
1.73,176.0769375,3.764191048,0.11415,0.09,4906.0,-0.15,0.72,5.37,0.75,1,0.7266666666666667,0.785
1.173,2.32,4.3135225,0.11415,0.0,4975.0,-0.31,0.72,9.225,0.715,1,0.76,0.78
0.73022577,176.0769375,7.281690121,0.11415,0.09,4970.0,0.32,1.806,4.17,0.996,1,0.81,0.78
2.43818351,385.84562,92.086427889875,1.96,0.243,4982.0,0.02,1.9420000000000004,4.17,1.39,1,0.8166666666666667,0.78
1.10479327,176.0769375,8.617429733,0.11415,0.09,5009.0,0.16,0.84,4.17,0.797,1,0.7633333333333333,0.775
2.43818351,108.0622,92.086427889875,2.00484242875,0.06,4913.0,0.08,0.77,9.225,0.794,1,0.78,0.77
1.61,36.0,92.086427889875,0.427,0.09,4925.0,-0.37,0.64,7.0,0.69,1,0.84,0.77
2.08,176.0769375,6.9913086,0.11415,0.09,4836.0,-0.01,0.73,4.57,0.78,1,0.7833333333333333,0.765
1.946,176.0769375,8.303341406,0.073872,0.09,4814.0,0.02,0.781,4.17,0.78,1,0.79,0.765
2.43818351,143.0227832,92.086427889875,1.92,0.0,4971.0,-0.17,1.9420000000000004,2.76,1.35,1,0.7366666666666667,0.76
1.43,4.3,1.422614,0.02288,0.093,4916.0,0.02,0.718,4.17,0.79,1,0.8,0.755
1.04,176.0769375,4.1698,0.035,0.09,5053.0,0.0,0.628461,4.17,0.802,1,0.67,0.755
1.26549392,176.0769375,9.6952,0.0824,0.23,5026.0,-0.021,0.765,6.9,0.793,1,0.7233333333333334,0.745
2.43818351,379.487118,92.086427889875,1.063,0.02,4860.0,0.21,1.9420000000000004,4.17,1.25,1,0.7833333333333333,0.74
2.51,176.0769375,92.086427889875,0.401,0.09,4713.0,0.02,0.721,4.17,0.948,1,0.6966666666666667,0.74
2.43818351,284.7742527,92.086427889875,1.117,0.269,4853.0,0.0,1.9420000000000004,4.17,1.5950000000000002,1,0.7766666666666666,0.74
1.718,176.0769375,4.3931539,0.04825,0.0,4884.0,0.02,0.749,7.1,0.777,1,0.6866666666666666,0.73
2.43818351,171.0,92.086427889875,2.00484242875,0.48,4962.0,0.33,0.95,4.17,0.78,1,0.7533333333333333,0.73
2.43818351,1728.9864384999996,92.086427889875,0.422,0.28,4300.0,-0.07,1.9420000000000004,9.225,0.97,1,0.68,0.72
1.26,176.0769375,4.417696479,0.11415,0.09,5030.0,0.01,0.77,4.07,0.82,1,0.6933333333333334,0.71
2.66,176.0769375,9.69312032,0.11415,0.09,4781.0,-0.16,0.7,4.79,0.73,0,0.79,0.705
7.777125000000002,1017.050902,1.44044527,0.02065,0.009,3572.0,0.323,0.5299,7.4,0.563,1,0.7366666666666667,0.705
7.777125000000002,1728.9864384999996,6.8500246,0.05763,0.34,3539.0,0.08,0.49,7.6,0.531,1,0.7166666666666667,0.705
0.93,176.0769375,2.279526656,0.11415,0.09,5046.0,0.02,0.77,4.37,0.82,1,0.6933333333333334,0.705
2.43818351,362.3262,92.086427889875,1.73,0.23,4836.0,-0.05,0.76,4.17,0.6,1,0.69,0.7
2.43818351,597.8352336,92.086427889875,2.00484242875,0.042,4941.0,-0.17,1.9420000000000004,4.17,1.32,1,0.72,0.69
2.19,176.0769375,10.13202575,0.11415,0.09,4815.0,-0.1,0.72,4.79,0.75,1,0.6766666666666666,0.69
2.43818351,382.8,0.090706293,0.0044,0.06,4500.0,0.02,0.95,9.225,1.4,1,0.5633333333333334,0.685
6.43,176.0769375,76.378033,0.11415,0.09,3724.0,0.17,0.52,5.13,0.55,1,0.6833333333333333,0.67
2.43818351,508.5,92.086427889875,2.00484242875,0.35,4943.0,-0.19,1.9420000000000004,2.34,1.52,1,0.7833333333333333,0.66
2.43818351,356.28743,92.086427889875,1.7,0.155,4946.0,0.02,1.9420000000000004,4.17,1.43,1,0.7333333333333333,0.655
2.54,176.0769375,50.92092,0.245,0.2,4726.29,0.02,0.734626,4.17,0.756446,1,0.6866666666666666,0.64
2.43818351,975.7381,92.086427889875,2.00484242875,0.0,4922.0,0.17,1.9420000000000004,4.17,1.5950000000000002,1,0.6,0.64
2.926,18.467,1.392978,0.02177,0.09,4600.0,-0.092,0.695,7.5,0.71,1,0.6266666666666667,0.64
1.37,176.0769375,4.144495,0.048,0.09,4985.0,0.02,0.739,4.17,0.948,1,0.8533333333333334,0.625
3.66,19.8,4.074554,0.0453,0.052162,4360.0,0.11,0.697,5.4,0.745,1,0.6266666666666667,0.62
1.75,176.0769375,13.821375,0.1,0.09,4984.0,0.02,0.636,4.17,0.948,0,0.71,0.615
2.4247685,176.0769375,35.58100128,0.11415,0.09,4894.0,-0.24,0.684,4.17,0.753,0,0.6366666666666667,0.595
1.55,176.0769375,9.99113313,0.11415,0.09,4985.0,-0.1,0.75,5.62,0.78,0,0.8166666666666667,0.57
2.43818351,1728.9864384999996,92.086427889875,1.448,0.247,4917.0,0.2,1.9420000000000004,4.17,1.5950000000000002,1,0.5733333333333334,0.57
2.43818351,622.9468,92.086427889875,0.54,0.04,4835.0,-0.38,1.9420000000000004,4.17,0.67,0,0.64,0.565
2.43818351,280.6424834,30.33,0.194,0.032,4816.0,-0.38,1.9420000000000004,4.17,1.05,0,0.46,0.535
2.94,176.0769375,2.453234,0.032,0.09,4559.0,0.02,0.65,4.17,0.948,1,0.4166666666666667,0.475
2.08,176.0769375,8.49642241,0.11415,0.09,4965.0,-0.25,0.71,4.47,0.74,0,0.4933333333333333,0.395
2.13,176.0769375,44.96417488,0.11415,0.09,4861.0,0.09,0.75,4.17,0.81,0,0.42,0.38
2.57,176.0769375,9.27358194,0.11415,0.09,4779.0,-0.07,0.71,4.57,0.75,0,0.31,0.34
2.43818351,2.83,4.8494,0.052,0.0,4850.0,0.2,0.731,4.17,0.78,0,0.3066666666666666,0.315
2.43818351,1131.151301,92.086427889875,0.775,0.0,4888.0,-0.21,1.9420000000000004,4.17,1.5950000000000002,0,0.2366666666666666,0.315
2.9,176.0769375,1.96417,0.0274,0.09,4676.0,-0.14,0.69,4.17,0.71,0,0.2933333333333333,0.31
2.43818351,1728.9864384999996,92.086427889875,0.53,0.076,4830.0,-0.38,1.9420000000000004,7.41,1.01,0,0.3366666666666666,0.305
7.777125000000002,196.0,20.35847252,0.1208,0.042,3711.0,-0.11,0.541,7.4,0.562,0,0.2033333333333333,0.275
2.83,176.0769375,59.4970952,0.11415,0.09,4709.0,0.11,0.72,2.34,0.78,0,0.2066666666666666,0.27
2.43818351,12.7132,5.6,0.06,0.15,4816.0,-0.06,0.71,4.17,0.5,0,0.2933333333333333,0.265
7.777125000000002,101.38777,3.3252725,0.03623,0.0,3724.0,0.2,0.57,8.1,0.574,0,0.1833333333333333,0.26
7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,3689.0,-0.16,0.95,4.17,0.948,1,0.1866666666666666,0.26
1.95,14.0,18.16406,0.12,0.09,4925.0,-0.37,0.64,7.0,0.69,0,0.2866666666666667,0.255
2.25,6.1,6.441008,0.0629,0.231,4819.0,0.095,0.769,0.52,0.8,0,0.2233333333333333,0.25
6.71,176.0769375,1.7292684,0.0224,0.09,4103.0,0.02,0.445,4.17,0.503,0,0.2266666666666666,0.25
2.36,176.0769375,56.35418576,0.11415,0.09,4871.0,-0.13,0.72,6.03,0.75,0,0.2033333333333333,0.245
2.99,176.0769375,92.086427889875,0.11415,0.09,4662.0,0.19,0.72,1.82,0.79,1,0.16,0.24
2.08,176.0769375,8.103636,0.071,0.09,4861.0,0.02,0.725,4.17,0.948,0,0.25,0.24
2.21,176.0769375,8.4388385,0.0881,0.09,4841.0,-0.06,0.69,4.17,0.77,0,0.2566666666666666,0.24
1.68023962,176.0769375,4.86631012,0.11415,0.09,4996.0,0.14,0.831,4.17,0.791,0,0.36,0.235
2.43818351,95.3485221,92.086427889875,1.334,0.0,4971.0,-0.17,1.9420000000000004,2.76,1.35,0,0.24,0.235
2.43818351,616.904938,92.086427889875,0.625,0.059,4841.0,-0.11,1.9420000000000004,4.17,1.5950000000000002,0,0.2733333333333333,0.23
2.43818351,631.2072163,92.086427889875,1.129,0.266,4898.0,-0.01,1.9420000000000004,4.17,1.39,0,0.2433333333333333,0.225
2.24,176.0769375,20.5065,0.1344,0.09,4899.0,0.02,0.73,4.17,0.77,0,0.28,0.225
2.43818351,79.4575,2.81805,0.04,0.0,4812.0,0.1,0.77,4.17,0.42,0,0.23,0.21
2.86,176.0769375,3.295709,0.039,0.09,4731.0,0.02,0.687,4.17,0.948,0,0.2133333333333333,0.21
2.43818351,537.1327,92.086427889875,1.14,0.1,4901.0,0.42,1.9420000000000004,4.17,1.5950000000000002,0,0.18,0.21
2.43818351,400.4658,92.086427889875,1.36,0.119,4918.0,0.02,1.9420000000000004,4.17,1.54,0,0.2,0.205
2.75,176.0769375,9.653471,0.08,0.09,4731.0,0.02,0.687,4.17,0.948,0,0.2366666666666666,0.205
1.94,176.0769375,15.36262753,0.11415,0.09,4919.0,-0.06,0.74,4.57,0.78,0,0.25,0.2
2.43818351,98.52680617,92.086427889875,0.94,0.0,4971.0,-0.17,1.9420000000000004,2.76,1.35,0,0.1633333333333333,0.2
7.777125000000002,127.1313628,6.387597,0.052,0.0,3659.0,0.376,0.54,4.17,0.53,0,0.1633333333333333,0.2
2.43818351,365.5026681,89.23,0.42,0.13,4840.0,0.01,1.9420000000000004,4.17,1.28,0,0.2233333333333333,0.2
2.43818351,481.5100366,92.086427889875,1.079,0.071,4912.0,-0.02,1.9420000000000004,4.17,1.33,0,0.22,0.195
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.19,4989.0,0.14,1.9420000000000004,4.17,1.5950000000000002,0,0.1833333333333333,0.195
2.43,176.0769375,53.5293487,0.11415,0.09,4838.0,0.09,0.74,2.51,0.81,0,0.1566666666666666,0.18
3.14950109,176.0769375,92.086427889875,0.11415,0.09,4658.0,0.0,0.686,4.17,0.743,0,0.2433333333333333,0.18
2.04,176.0769375,0.927859821,0.11415,0.09,4913.0,0.01,0.75,4.79,0.79,0,0.14,0.175
2.43818351,4.15,4.6455,0.05,0.0,4850.0,0.05,0.72,8.6,0.772,0,0.14,0.175
2.43818351,203.0,92.086427889875,1.76,0.28,4962.0,0.33,0.95,4.17,0.78,0,0.2466666666666666,0.175
7.16,51.0,5.185738,0.11415,0.09,4526.0,0.04,0.675,4.17,0.71,0,0.2033333333333333,0.175
2.43818351,524.4168716,92.086427889875,0.462,0.062,4847.0,-0.03,1.9420000000000004,4.17,1.51,0,0.1733333333333333,0.17
2.224,2.95,6.5886982,0.11415,0.0,4975.0,-0.31,0.72,9.225,0.715,0,0.1633333333333333,0.17
7.777125000000002,254.0,2.576184,0.02949,0.04,3635.0,-0.09,0.489,7.8,0.514,0,0.1433333333333333,0.165
7.777125000000002,176.0769375,8.834978,0.077,0.09,4080.0,0.02,1.45,0.0033,0.7,0,0.1133333333333333,0.165
2.17,4.7,16.1456994,0.1162,0.089,4909.0,0.11,0.724,1.1,0.803,0,0.2066666666666666,0.16
2.87084792,176.0769375,47.7055,0.11415,0.09,4706.54,0.1267,0.666755,4.17,0.75,0,0.2066666666666666,0.16
3.41,176.0769375,43.595792,0.218,0.09,4625.0,0.02,0.663,4.17,0.948,0,0.1166666666666666,0.155
2.43818351,511.7063,92.086427889875,0.68,0.09,4891.0,0.07,1.9420000000000004,4.17,1.5950000000000002,0,0.1933333333333333,0.155
1.73,176.0769375,16.4735686,0.11415,0.09,4992.0,-0.24,0.72,5.13,0.75,0,0.1666666666666666,0.155
2.43818351,330.5432,92.086427889875,0.78,0.29,4864.0,0.17,0.86,4.17,0.49,0,0.22,0.15
2.43818351,282.8687,92.086427889875,0.87,0.5305,4875.0,0.17,0.85,9.225,0.65,0,0.14,0.15
2.43818351,10.80622,92.086427889875,0.3753,0.0,4913.0,0.08,0.77,9.225,0.794,0,0.1533333333333333,0.15
2.43818351,270.154146,20.6532,0.1512,0.149,4851.0,-0.38,1.9420000000000004,5.31,1.08,0,0.1733333333333333,0.145
3.62,176.0769375,7.972513,0.07,0.09,4559.0,0.02,0.65,4.17,0.948,0,0.14,0.145
2.34,176.0769375,3.2809626,0.0277,0.09,4841.0,-0.06,0.69,4.17,0.77,0,0.1633333333333333,0.14
2.43818351,444.0062846,92.086427889875,1.22,0.01,4919.0,-0.01,1.9420000000000004,4.17,1.39,0,0.1666666666666666,0.135
7.777125000000002,1728.9864384999996,14.47567,0.095,0.013,3799.0,-0.01,0.573,4.17,0.54,0,0.1066666666666666,0.13
7.777125000000002,1728.9864384999996,1.4079405,0.0204,0.0,4710.0,0.02,0.0679999999999998,7.93,0.518,0,0.0566666666666666,0.125
1.26,176.0769375,2.853133644,0.11415,0.09,5043.0,-0.01,0.77,4.9,0.82,0,0.11,0.125
7.777125000000002,160.497,2.455239,0.03,0.11,3820.0,0.28,0.55,0.5,0.59,0,0.11,0.125
1.71,176.0769375,1.003933739,0.11415,0.09,4971.0,-0.05,0.75,4.27,0.79,0,0.1933333333333333,0.12
1.39281536,176.0769375,3.96999,0.11415,0.09,5012.0,0.02,0.742183,4.17,0.83,0,0.07,0.12
2.2,176.0769375,13.767102,0.105,0.09,4997.0,0.02,0.763,4.17,0.948,0,0.1633333333333333,0.12
3.10083009,12.5,1.21687,0.0207,0.0,4635.0,0.328,0.7558,6.6,0.7941,0,0.11,0.12
2.81,176.0769375,13.7521072,0.11415,0.09,4747.0,-0.04,0.72,5.01,0.75,0,0.1,0.115
2.43818351,12.7,41.516,0.217,0.16,4881.0,0.02,0.95,4.17,0.79,0,0.1366666666666666,0.115
2.47,176.0769375,17.326644,0.12,0.09,4954.0,0.02,0.719,4.17,0.948,0,0.1633333333333333,0.115
2.99,10.32,6.293287,0.06,0.0,4687.0,0.014,0.715,1.4,0.756,0,0.0766666666666666,0.115
2.43818351,6.3566,9.3743,0.08,0.4,4918.0,0.38,0.79,4.17,0.63,0,0.1333333333333333,0.11
1.4,176.0769375,3.97076766,0.11415,0.09,5064.0,-0.13,0.75,4.79,0.79,0,0.06,0.11
1.423,176.0769375,3.3596055,0.11415,0.09,5212.9,0.02,0.757,4.17,0.799,0,0.0466666666666666,0.105
3.24,176.0769375,8.360868238,0.11415,0.09,4642.0,0.07,0.71,2.57,0.76,0,0.0833333333333333,0.105
2.6,176.0769375,92.086427889875,0.11415,0.09,4857.0,0.06,0.74,3.09,0.8,0,0.11,0.105
7.0,8.0,7.7485,0.0683,0.092,4570.0,0.0,0.681,6.3,0.708,0,0.09,0.1
7.777125000000002,1728.9864384999996,92.086427889875,2.00484242875,0.0,4898.0,-0.23,1.9420000000000004,4.17,0.9,0,0.0666666666666666,0.1
2.43818351,1728.9864384999996,92.086427889875,1.618,0.5305,4989.0,0.14,1.9420000000000004,4.17,1.5950000000000002,0,0.0833333333333333,0.1
2.21,176.0769375,36.5156053,0.11415,0.09,4948.0,-0.02,0.75,4.57,0.79,0,0.14,0.1
2.43818351,704.94694,92.086427889875,2.00484242875,0.024,5534.0,0.02,1.9420000000000004,4.17,1.19,0,0.04,0.1
7.777125000000002,53.83,92.086427889875,1.4,0.105,4120.0,0.24,0.68,9.225,0.65,0,0.0933333333333333,0.1
1.73447868,176.0769375,1.302000046,0.11415,0.09,4948.0,0.14,0.816,4.17,0.782,0,0.1233333333333333,0.1
7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.09,4993.0,0.02,0.797,0.1,1.0,0,0.04,0.095
2.477,176.0769375,6.096407209,0.059866,0.09,4820.0,0.02,0.732,4.17,0.77,0,0.15,0.095
7.777125000000002,321.0066911,92.086427889875,1.883,0.29,4884.0,0.02,0.749,7.1,0.777,0,0.05,0.095
2.43818351,1728.9864384999996,92.086427889875,1.05,0.11,4990.0,0.07,1.9420000000000004,4.17,1.5950000000000002,0,0.0866666666666666,0.095
7.777125000000002,136.0305582,7.1335164,0.0674,0.0163,4686.0,0.15,0.758,7.2,0.789,0,0.03,0.095
2.592,15.9,13.86375,0.10207,0.13,5010.0,-0.34,0.713,8.0,0.738,0,0.1233333333333333,0.095
2.35,176.0769375,7.240193,0.067,0.09,4954.0,0.02,0.719,4.17,0.948,0,0.1066666666666666,0.095
2.43818351,692.0,92.086427889875,1.57,0.26,4960.0,0.37,0.83,6.1,0.88,0,0.1333333333333333,0.095
1.54,176.0769375,0.577369579,0.11415,0.09,5063.0,-0.18,0.74,5.13,0.78,0,0.0566666666666666,0.095
2.43818351,772.3269,92.086427889875,0.11415,0.498,4995.0,-0.07,1.9420000000000004,4.2,1.32,0,0.0766666666666666,0.095
1.829,176.0769375,7.610303,0.06899,0.17,4930.0,-0.1,0.742,0.47,0.761,0,0.15,0.09
2.18,176.0769375,21.67697486,0.11415,0.09,4897.0,-0.03,0.74,3.63,0.79,0,0.1233333333333333,0.09
7.777125000000002,274.276,7.919585,0.0697,0.1,4650.0,-0.15,0.613,0.5,0.719,0,0.07,0.09
3.072,176.0769375,9.686760378,0.080799,0.09,4738.0,0.02,0.73,4.17,0.75,0,0.0966666666666666,0.09
7.777125000000002,336.0,8.3501898,0.0731,0.0398,4360.0,0.11,0.697,5.4,0.745,0,0.0566666666666666,0.09
2.41,176.0769375,5.06416,0.0532,0.09,4870.0,-0.02,0.74,4.17,0.78,0,0.1166666666666666,0.09
2.27,176.0769375,44.840975,0.227,0.09,4954.0,0.02,0.719,4.17,0.948,0,0.11,0.085
7.777125000000002,222.4798849,2.154849,0.027,0.03,3660.0,0.1,0.51,2.9,0.53,0,0.1133333333333333,0.085
2.43818351,273.32,92.086427889875,2.00484242875,0.29,5098.0,-0.03,1.9420000000000004,2.7,1.54,0,0.0433333333333333,0.085
