pl_rad,pl_mass,pl_orbper,pl_sma,pl_ecc,st_temp,st_met,st_rad,st_age,st_mass,habitable,predicted_habitability_score,habitability_score
2.08215108,176.0769375,11.66009998,0.11415,0.09,5791.0,0.16,1.083,4.17,1.03,0,0.0,0.0
1.15985997,176.0769375,9.887359619,0.11415,0.09,5693.0,-0.24,0.816,4.17,0.911,0,0.0,0.0
2.43818351,138.89171,5.2072,0.0664,0.078,6500.0,0.02,1.78,2.0,1.44,0,0.0,0.0
1.11955354,176.0769375,8.167360306,0.11415,0.09,5808.0,-0.06,0.902,4.17,0.987,0,0.0,0.0
1.41,176.0769375,4.938864,0.059,0.09,6105.0,0.02,1.287,4.17,0.948,0,0.0,0.0
2.67,176.0769375,10.640263,0.099,0.09,6105.0,0.02,1.287,4.17,0.948,0,0.0,0.0
2.10143764,176.0769375,3.606940031,0.11415,0.09,5508.0,0.07,0.84,4.17,0.955,0,0.0,0.0
2.42172881,176.0769375,1.952700019,0.11415,0.09,5741.0,0.12,0.946,4.17,1.02,0,0.0,0.0
2.43818351,2.58,6.6732,0.0662,0.14,5138.0,0.18,0.91,9.225,0.87,0,0.0,0.0
1.62573811,176.0769375,0.558842003,0.11415,0.09,5151.0,0.21,0.792,4.17,0.903,0,0.0033333333333333,0.0
2.43818351,12.2,3.4982,0.04853,0.063,6400.0,-0.007,1.38,2.15,1.25,0,0.0,0.0
3.22686692,176.0769375,34.45859909,0.11415,0.09,6161.0,-0.38,0.862,4.17,0.95,0,0.0033333333333333,0.0
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.39,5551.0,0.02,0.95,4.17,0.69,0,0.0,0.0
5.7,176.0769375,8.138268,0.11415,0.0,5428.0,0.0,0.964,0.045,1.01,0,0.0,0.0
2.92019781,176.0769375,4.445879936,0.11415,0.09,5918.0,-0.26,0.865,4.17,0.956,0,0.0,0.0
2.06512018,176.0769375,10.61340046,0.11415,0.09,5865.0,0.0,1.388,4.17,1.023,0,0.0,0.0
1.68,176.0769375,2.061897,0.032,0.09,6021.0,0.02,1.141,4.17,0.948,0,0.0,0.0
3.19,176.0769375,5.996553,0.066,0.09,6021.0,0.02,1.141,4.17,0.948,0,0.0,0.0
1.565,7.67,0.87724,0.0177,0.0,5679.0,0.01,0.98,6.0,0.958,0,0.0,0.0
2.98104391,176.0769375,92.086427889875,0.11415,0.09,5135.0,0.12,0.874,4.17,0.812,0,0.0,0.0
1.48674404,176.0769375,13.78730011,0.11415,0.09,5691.0,0.26,1.458,4.17,1.068,0,0.0,0.0
3.25107395,176.0769375,92.086427889875,0.11415,0.09,6208.0,-0.12,1.024,4.17,1.086,0,0.0,0.0
1.81406781,176.0769375,8.988320351,0.11415,0.09,5984.0,-0.2,0.906,4.17,0.993,0,0.0,0.0
1.51110555,176.0769375,2.522559881,0.11415,0.09,5591.0,0.07,0.86,4.17,0.977,0,0.0,0.0
2.58158428,176.0769375,24.2758007,0.11415,0.09,5745.0,-0.2,0.837,4.17,0.928,0,0.0,0.0
2.92454357,176.0769375,19.94750023,0.11415,0.09,5749.0,-0.1,0.864,4.17,0.961,0,0.0,0.0
1.32578716,176.0769375,11.39169979,0.11415,0.09,5557.0,0.0,1.249,4.17,0.897,0,0.0,0.0
2.94360686,176.0769375,37.30369949,0.11415,0.09,5646.0,-0.28,0.817,4.17,0.864,0,0.0,0.0
1.22,176.0769375,3.80464,0.11415,0.09,5551.0,0.02,0.95,4.17,1.073,0,0.0,0.0
1.03,176.0769375,2.71578,0.11415,0.09,5551.0,0.02,0.95,4.17,0.67,0,0.01,0.0
0.86867375,176.0769375,4.820590019,0.11415,0.09,6046.0,-0.16,1.396,4.17,1.024,0,0.0,0.0
1.52139156,176.0769375,4.02229023,0.11415,0.09,5516.0,-0.14,0.827,4.17,0.873,0,0.0,0.0
1.31,176.0769375,8.050722,0.11415,0.09,5502.7,0.02,0.83,4.17,0.877,0,0.0,0.0
1.70557445,176.0769375,4.179369926,0.11415,0.09,5633.0,0.16,1.162,4.17,0.973,0,0.0,0.0
1.20117759,176.0769375,2.762660027,0.11415,0.09,5772.0,0.0,0.901,4.17,0.999,0,0.0,0.0
1.7,176.0769375,4.50756,0.11415,0.09,5551.0,0.02,0.95,4.17,0.928,0,0.0,0.0
3.09935997,176.0769375,44.87020111,0.11415,0.09,6122.0,-0.1,0.996,4.17,1.07,0,0.0,0.0
2.81407954,176.0769375,24.22030067,0.11415,0.09,5165.0,0.02,0.761,4.17,0.859,0,0.0,0.0
0.93353523,176.0769375,4.765620232,0.11415,0.09,5702.0,-0.28,1.125,4.17,0.837,0,0.0033333333333333,0.0
1.4,176.0769375,0.911724,0.11415,0.09,5724.0,-0.22,1.1,4.17,0.948,0,0.0033333333333333,0.0
2.209,6.1,9.28699,0.0846,0.41,5541.0,-0.13,0.859,1.9,0.936,0,0.0,0.0
2.43818351,13.1,28.731,0.11415,0.21,5544.0,-0.08,0.859,1.9,0.936,0,0.0,0.0
2.43818351,22.5,62.95,0.11415,0.05,5544.0,-0.08,0.859,1.9,0.936,0,0.0,0.0
1.56,176.0769375,2.019999,0.03,0.09,5106.0,0.02,0.795,4.17,0.948,0,0.0,0.0
1.46,176.0769375,3.763024,0.045,0.09,5106.0,0.02,0.795,4.17,0.948,0,0.0,0.0
1.62314676,176.0769375,2.986229897,0.11415,0.09,6173.0,-0.04,1.041,4.17,1.104,0,0.0,0.0
1.47418907,176.0769375,3.484129906,0.11415,0.09,5696.0,0.14,0.921,4.17,1.022,0,0.0,0.0
2.6,176.0769375,14.647531,0.11415,0.09,5724.0,-0.22,1.1,4.17,0.948,0,0.0,0.0
2.28642395,176.0769375,17.0678997,0.11415,0.09,6347.0,-0.34,0.996,4.17,1.053,0,0.0,0.0
1.01,176.0769375,2.87814,0.11415,0.09,5551.0,0.02,0.95,4.17,0.2749999999999999,0,0.0033333333333333,0.0
1.4460734,176.0769375,3.42392993,0.11415,0.09,5788.0,0.16,1.015,4.17,1.038,0,0.0,0.0
2.77615754,176.0769375,7.362689972,0.11415,0.09,5868.0,-0.12,0.894,4.17,0.987,0,0.0,0.0
5.76,176.0769375,19.49221,0.1493,0.09,6069.0,0.1,1.39,4.17,1.17,0,0.0,0.0
1.48,176.0769375,2.289363,0.11415,0.09,5171.0,-0.03,0.8,4.17,0.83,0,0.01,0.0
2.27,176.0769375,5.213965,0.11415,0.09,5171.0,-0.03,0.8,4.17,0.83,0,0.0,0.0
1.34,176.0769375,9.939632,0.087,0.09,5282.0,0.02,0.789,4.17,0.948,0,0.0033333333333333,0.0
1.86,176.0769375,17.738506,0.128,0.09,5282.0,0.02,0.789,4.17,0.948,0,0.0,0.0
2.28,176.0769375,5.945041017,0.11415,0.09,5215.0,-0.05,0.8,4.9,0.84,0,0.0,0.0
2.17,176.0769375,18.0983,0.11415,0.09,5551.0,0.02,0.95,4.17,1.106,0,0.0,0.0
1.011,176.0769375,5.990799904,0.11415,0.09,5721.0,0.0,0.972,4.17,0.954,0,0.0,0.0
1.35670508,176.0769375,6.059219837,0.11415,0.09,5734.0,0.04,0.962,4.17,0.977,0,0.0,0.0
1.51852059,176.0769375,14.1960001,0.11415,0.09,6214.0,0.07,1.076,4.17,1.169,0,0.0,0.0
2.9429803,176.0769375,30.82789993,0.11415,0.09,5982.0,-0.04,0.96,4.17,1.047,0,0.0,0.0
3.21798413,176.0769375,13.83539963,0.11415,0.09,6020.0,-0.06,1.057,4.17,1.03,0,0.0,0.0
2.61757235,176.0769375,31.25429916,0.11415,0.09,6246.0,0.07,1.092,4.17,1.18,0,0.0,0.0
1.88971288,176.0769375,12.90240002,0.11415,0.09,5530.0,-0.22,0.788,4.17,0.882,0,0.0,0.0
2.29763023,176.0769375,47.0564003,0.11415,0.09,5889.0,-0.16,0.924,4.17,0.967,0,0.0,0.0
2.62390658,176.0769375,37.88660049,0.11415,0.09,5513.0,-0.16,0.818,4.17,0.868,0,0.0,0.0
2.74,176.0769375,9.926746,0.09,0.09,5479.0,0.02,1.007,4.17,0.948,0,0.0,0.0
2.79,176.0769375,21.2234,0.15,0.09,5479.0,0.02,1.007,4.17,0.948,0,0.0,0.0
1.02,176.0769375,6.47027579,0.11415,0.09,5487.0,0.13,0.94,6.76,0.94,0,0.0,0.0
2.95415848,176.0769375,30.2541008,0.11415,0.09,6277.0,0.21,1.161,4.17,1.239,0,0.0,0.0
2.89459458,176.0769375,20.03479958,0.11415,0.09,6120.0,0.02,1.9420000000000004,4.17,1.251,0,0.0,0.0
2.29064904,176.0769375,13.22259998,0.11415,0.09,5931.0,-0.28,0.863,4.17,0.953,0,0.0,0.0
1.95958179,176.0769375,52.60969925,0.11415,0.09,5881.0,0.16,1.294,4.17,1.109,0,0.0,0.0
2.65446572,176.0769375,15.33170033,0.11415,0.09,5726.0,0.16,1.285,4.17,1.018,0,0.0,0.0
3.00177922,176.0769375,46.71640015,0.11415,0.09,5856.0,0.16,1.092,4.17,1.057,0,0.0,0.0
1.6,176.0769375,34.885,0.11415,0.09,5551.0,0.02,0.95,4.17,0.912,0,0.0,0.0
3.40627075,176.0769375,73.75039673,0.11415,0.09,6056.0,0.14,1.9420000000000004,4.17,1.408,0,0.0,0.0
1.992,176.0769375,19.57783,0.194,0.43,5720.0,0.12,0.92,0.105,1.01,0,0.0033333333333333,0.0
3.07250761,176.0769375,59.36249924,0.11415,0.09,5786.0,-0.02,1.471,4.17,1.006,0,0.0,0.0
2.39,176.0769375,11.38848,0.106,0.09,6335.0,0.02,1.147,4.17,0.948,0,0.0,0.0
2.75,176.0769375,50.697494,0.286,0.09,6335.0,0.02,1.147,4.17,0.948,0,0.0,0.0
1.52955541,176.0769375,13.02680016,0.11415,0.09,5083.0,0.22,0.844,4.17,0.844,0,0.0,0.0
2.65323514,176.0769375,38.5760994,0.11415,0.09,6167.0,0.12,1.221,4.17,1.174,0,0.0,0.0
1.51482218,176.0769375,0.524177015,0.11415,0.09,5278.0,0.14,0.815,4.17,0.911,0,0.0,0.0
1.17984089,176.0769375,4.943290234,0.11415,0.09,5661.0,0.1,1.008,4.17,0.964,0,0.0,0.0
0.91307734,176.0769375,1.419759989,0.11415,0.09,5925.0,-0.14,1.035,4.17,0.968,0,0.0,0.0
2.50271696,176.0769375,3.951400042,0.11415,0.09,5570.0,-0.18,0.899,4.17,0.845,0,0.0,0.0
3.16615594,176.0769375,92.086427889875,0.11415,0.09,6501.0,0.1,1.854,4.17,1.419,0,0.0,0.0
3.0229133,176.0769375,9.688599586,0.11415,0.09,6457.0,-0.06,1.196,4.17,1.19,0,0.0,0.0
2.32,176.0769375,23.228555,0.11415,0.09,6004.0,-0.18,0.98,4.17,0.99,0,0.0,0.0
2.3,176.0769375,11.811437,0.11415,0.09,5765.0,-0.38,0.93,4.17,0.948,0,0.0,0.0
1.51,176.0769375,2.092281,0.032,0.09,6089.0,0.02,1.025,4.17,0.948,0,0.0,0.0
2.59,176.0769375,17.308032,0.131,0.09,6089.0,0.02,1.025,4.17,0.948,0,0.0,0.0
2.4,176.0769375,52.814973,0.275,0.09,6089.0,0.02,1.025,4.17,0.948,0,0.0,0.0
0.99,176.0769375,0.762406,0.11415,0.09,5620.0,0.28,0.89,4.17,0.948,0,0.0,0.0
2.64976949,176.0769375,31.33510017,0.11415,0.09,6404.0,-0.06,1.142,4.17,1.175,0,0.0,0.0
2.1170287,176.0769375,4.626049995,0.11415,0.09,5834.0,-0.38,0.797,4.17,0.852,0,0.0,0.0
1.54869189,176.0769375,4.850180149,0.11415,0.09,6032.0,-0.06,0.973,4.17,1.055,0,0.0,0.0
2.75971163,176.0769375,9.842579842,0.11415,0.09,5585.0,0.42,0.972,4.17,1.064,0,0.0,0.0
1.676,7.8,0.5713127,0.01314,0.0,5578.0,-0.005,0.99,4.17,0.913,0,0.0,0.0
2.48812698,176.0769375,3.035190105,0.11415,0.09,5505.0,-0.04,0.873,4.17,0.887,0,0.0,0.0
1.0101666,176.0769375,6.963630199,0.11415,0.09,6040.0,-0.38,1.686,4.17,0.984,0,0.0,0.0
2.84,7.32,13.33989,0.1073,0.17,5578.0,-0.005,0.99,4.17,0.913,0,0.0,0.0
2.21964541,176.0769375,2.208280087,0.11415,0.09,6028.0,0.14,1.454,4.17,1.194,0,0.0,0.0
2.03,176.0769375,8.307872,0.077,0.09,5329.0,0.02,0.775,4.17,0.948,0,0.0033333333333333,0.0
1.55,176.0769375,34.096863,0.197,0.09,5329.0,0.02,0.775,4.17,0.948,0,0.0033333333333333,0.0
1.52696349,176.0769375,10.77690029,0.11415,0.09,5455.0,-0.34,0.852,4.17,0.759,0,0.0,0.0
2.32107188,176.0769375,20.65780067,0.11415,0.09,5468.0,0.14,1.306,4.17,0.923,0,0.0,0.0
1.23923346,176.0769375,27.21080017,0.11415,0.09,5973.0,-0.34,1.305,4.17,0.922,0,0.0,0.0
2.332,10.4,16.141132,0.1237,0.23,5868.0,-0.12,0.999,4.9,0.97,0,0.0,0.0
1.80235934,176.0769375,5.883430004,0.11415,0.09,5840.0,-0.24,0.849,4.17,0.942,0,0.0,0.0
1.16654878,176.0769375,14.26519966,0.11415,0.09,5825.0,0.14,1.291,4.17,1.049,0,0.0,0.0
7.777125000000002,953.49,6.180235,0.07229,0.09,6202.0,0.141,1.586,3.02,1.317,0,0.0,0.0
1.95,8.75,3.5951,0.047,0.06,5430.0,0.2,1.71,9.0,1.05,0,0.0,0.0
2.05124311,176.0769375,9.328619957,0.11415,0.09,5749.0,-0.1,0.864,4.17,0.961,0,0.0,0.0
3.67,14.67,15.624,0.13,0.07,5430.0,0.2,1.71,9.0,1.05,0,0.0,0.0
1.9,176.0769375,20.739886,0.138,0.09,5128.0,0.02,0.782,4.17,0.948,0,0.0,0.0
2.24,176.0769375,47.427737,0.24,0.09,5128.0,0.02,0.782,4.17,0.948,0,0.0,0.0
2.66065673,176.0769375,92.086427889875,0.11415,0.09,5132.0,-0.06,0.77,4.17,0.805,0,0.0,0.0
3.94,10.18,35.747,0.22,0.15,5430.0,0.2,1.71,9.0,1.05,0,0.0,0.0
1.6187808,176.0769375,5.604710102,0.11415,0.09,5401.0,-0.16,0.777,4.17,0.871,0,0.0,0.0
1.21463929,176.0769375,7.991459846,0.11415,0.09,5700.0,0.16,1.006,4.17,1.003,0,0.0,0.0
0.74437023,176.0769375,1.962260008,0.11415,0.09,5726.0,-0.1,0.979,4.17,0.915,0,0.0,0.0
2.43818351,10.6,8.63182,0.0607,0.073,5551.0,0.02,0.95,4.17,0.948,0,0.0,0.0
1.35415138,176.0769375,41.86869812,0.11415,0.09,5852.0,-0.3,0.837,4.17,0.928,0,0.0,0.0
2.43818351,6.8,25.63058,0.1254,0.099,5551.0,0.02,0.95,4.17,0.948,0,0.0,0.0
2.43818351,29.4,92.086427889875,1.0304,0.373,5551.0,0.02,0.95,4.17,0.948,0,0.0,0.0
2.43818351,7.56,92.086427889875,0.309,0.14,5551.0,0.02,0.95,4.17,0.43,0,0.0133333333333333,0.0
1.68161001,176.0769375,6.647520065,0.11415,0.09,6046.0,0.07,1.007,4.17,1.111,0,0.0,0.0
1.02,176.0769375,5.599308,0.06,0.09,6004.0,0.02,1.12,4.17,0.948,0,0.0,0.0
1.23,176.0769375,10.349695,0.09,0.09,6004.0,0.02,1.12,4.17,0.948,0,0.0,0.0
1.22,176.0769375,15.677563,0.119,0.09,6004.0,0.02,1.12,4.17,0.948,0,0.0,0.0
0.91,176.0769375,25.209715,0.164,0.09,6004.0,0.02,1.12,4.17,0.948,0,0.0,0.0
2.43818351,4.76742611,2.38129,0.034,0.239,5551.0,0.02,0.95,4.17,0.96,0,0.0,0.0
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.041,5551.0,0.02,0.95,4.17,0.96,0,0.0,0.0
2.82,176.0769375,17.790037,0.131,0.09,5574.0,0.02,0.94,4.17,0.948,0,0.0,0.0
2.47,176.0769375,49.567416,0.259,0.09,5574.0,0.02,0.94,4.17,0.948,0,0.0,0.0
1.53,176.0769375,1.31184443,0.11415,0.09,5636.0,0.04,0.93,3.72,0.97,0,0.0,0.0
3.11,176.0769375,23.637604,0.158,0.09,5644.0,0.02,0.967,4.17,0.948,0,0.0,0.0
3.25,176.0769375,67.093408,0.316,0.09,5644.0,0.02,0.967,4.17,0.948,0,0.0,0.0
1.773,9.7,3.6961049,0.04565,0.083,5495.0,0.07,0.9164,5.6,0.929,0,0.0,0.0
2.894,11.1,10.8540774,0.0936,0.076,5495.0,0.07,0.9164,5.6,0.929,0,0.0,0.0
2.606,13.4,77.611455,0.3474,0.082,5495.0,0.07,0.9164,5.6,0.929,0,0.0,0.0
2.43818351,16.2,69.971,0.283,0.5305,5551.0,0.02,0.95,4.17,0.62,0,0.0,0.0
2.43818351,1071.04,92.086427889875,0.49,0.511,5540.0,0.1,0.9,4.17,0.9,0,0.0,0.0
2.43818351,19.96,34.94,0.2055,0.15,5495.0,0.07,0.9639,7.6,0.948,0,0.0,0.0
2.13,176.0769375,8.594805,0.08,0.09,5678.0,0.02,0.944,4.17,0.948,0,0.0,0.0
1.59,176.0769375,10.222157,0.09,0.09,5678.0,0.02,0.944,4.17,0.948,0,0.0,0.0
2.46,176.0769375,25.672083,0.175,0.09,6065.0,0.02,1.229,4.17,0.948,0,0.0,0.0
2.85,176.0769375,92.086427889875,0.573,0.09,6065.0,0.02,1.229,4.17,0.948,0,0.0,0.0
2.43818351,8.2,11.949,0.079,0.22,5551.0,0.02,0.95,4.17,0.47,0,0.0,0.0
2.43818351,11.44182265,10.66669,0.091,0.5305,5551.0,0.02,0.95,4.17,0.89,0,0.0,0.0
2.57,176.0769375,3.162697,0.043,0.09,5821.0,0.02,1.114,4.17,0.948,0,0.0,0.0
2.47,176.0769375,5.370647,0.061,0.09,5821.0,0.02,1.114,4.17,0.948,0,0.0,0.0
1.44,176.0769375,11.32972,0.1,0.09,5821.0,0.02,1.114,4.17,0.948,0,0.0,0.0
2.53,176.0769375,14.400974,0.117,0.09,5812.0,0.02,1.238,4.17,0.948,0,0.0,0.0
1.79,176.0769375,25.660593,0.173,0.09,5812.0,0.02,1.238,4.17,0.948,0,0.0,0.0
2.43818351,6.043,7.3705,0.062,0.04,5551.0,0.02,0.95,4.17,0.48,0,0.02,0.0
2.43818351,32.422,92.086427889875,2.00484242875,0.12,5551.0,0.02,0.95,4.17,0.48,0,0.0,0.0
1.2,176.0769375,7.781987,0.078,0.09,5764.0,0.02,1.185,4.17,0.948,0,0.0,0.0
1.77,176.0769375,13.137471,0.111,0.09,5764.0,0.02,1.185,4.17,0.948,0,0.0,0.0
1.19,176.0769375,23.44281,0.163,0.09,5764.0,0.02,1.185,4.17,0.948,0,0.0,0.0
1.57,176.0769375,1.611865,0.029,0.09,5920.0,0.02,1.588,4.17,0.948,0,0.0,0.0
1.5,176.0769375,3.071571,0.044,0.09,5920.0,0.02,1.588,4.17,0.948,0,0.0,0.0
3.31,176.0769375,5.868075,0.068,0.09,5920.0,0.02,1.588,4.17,0.948,0,0.0,0.0
1.63,176.0769375,4.22864,0.054,0.09,6092.0,0.02,1.314,4.17,0.948,0,0.0,0.0
2.43818351,13.2,9.567,0.068,0.1,5551.0,0.02,0.95,4.17,0.45,0,0.0,0.0
1.2,176.0769375,11.131786,0.103,0.09,6092.0,0.02,1.314,4.17,0.948,0,0.0,0.0
1.48,176.0769375,16.259458,0.132,0.09,6092.0,0.02,1.314,4.17,0.948,0,0.0,0.0
2.26,176.0769375,16.087845,0.122,0.09,5513.0,0.02,0.935,4.17,0.948,0,0.0,0.0
3.1,176.0769375,41.749882,0.231,0.09,5513.0,0.02,0.935,4.17,0.948,0,0.0,0.0
1.639,7.5,2.7858212,0.0434,0.0,6305.0,-0.03,1.902,2.84,1.408,0,0.0,0.0
2.43818351,1271.3,11.087324335,2.00484242875,0.09,6234.0,0.28,0.95,0.16,1.22,0,0.0,0.0
2.43818351,176.0769375,7.203,0.11415,0.2,5551.0,0.02,0.95,4.17,0.948,0,0.0,0.0
2.43818351,1728.9864384999996,92.086427889875,1.735,0.319,5551.0,0.02,0.95,4.17,0.626,0,0.0,0.0
1.29,176.0769375,6.04045,0.062,0.09,5123.0,0.02,0.816,4.17,0.948,0,0.0,0.0
1.09,176.0769375,16.257582,0.133,0.09,5852.0,0.02,1.455,4.17,0.948,0,0.0,0.0
2.74,176.0769375,31.805174,0.207,0.09,5852.0,0.02,1.455,4.17,0.948,0,0.0,0.0
1.62,176.0769375,2.46236,0.036,0.09,5696.0,0.02,1.195,4.17,0.948,0,0.0,0.0
2.34,176.0769375,4.822962,0.057,0.09,5696.0,0.02,1.195,4.17,0.948,0,0.0,0.0
2.61,176.0769375,15.660544,0.13,0.09,6169.0,0.02,1.352,4.17,0.948,0,0.0,0.0
2.13,176.0769375,28.7798,0.194,0.09,6169.0,0.02,1.352,4.17,0.948,0,0.0,0.0
1.62,176.0769375,9.360672,0.084,0.09,5739.0,0.02,1.027,4.17,0.948,0,0.0,0.0
1.77,176.0769375,14.667108,0.113,0.09,5739.0,0.02,1.027,4.17,0.948,0,0.0,0.0
2.39,176.0769375,30.864423,0.185,0.09,5739.0,0.02,1.027,4.17,0.948,0,0.0,0.0
1.75,176.0769375,68.16101,0.314,0.09,5739.0,0.02,1.027,4.17,0.948,0,0.0,0.0
2.35,176.0769375,7.693641,0.079,0.09,6091.0,0.02,1.26,4.17,0.948,0,0.0,0.0
3.04,176.0769375,17.406669,0.136,0.09,6091.0,0.02,1.26,4.17,0.948,0,0.0,0.0
2.23,176.0769375,5.374943,0.065,0.09,6171.0,0.02,1.799,4.17,0.948,0,0.0,0.0
1.85,176.0769375,8.586004,0.089,0.09,6171.0,0.02,1.799,4.17,0.948,0,0.0,0.0
1.32,176.0769375,3.88689525,0.11415,0.09,6341.0,0.09,1.76,2.63,1.37,0,0.0,0.0
1.48,176.0769375,3.619337,0.046,0.09,5502.0,0.02,1.063,4.17,0.948,0,0.0,0.0
3.14,176.0769375,44.699576,0.248,0.09,5502.0,0.02,1.063,4.17,0.948,0,0.0,0.0
2.66,176.0769375,92.086427889875,0.11415,0.09,5542.0,0.31,1.02,5.62,1.01,0,0.0,0.0
2.95,176.0769375,4.585512,0.057,0.09,5786.0,0.02,1.491,4.17,0.948,0,0.0,0.0
3.58,176.0769375,22.714613,0.165,0.09,5786.0,0.02,1.491,4.17,0.948,0,0.0,0.0
2.81,176.0769375,47.903645,0.272,0.09,5786.0,0.02,1.491,4.17,0.948,0,0.0033333333333333,0.0
2.1,9.1,92.086427889875,0.812,0.5305,5596.0,-0.255,0.869,7.0,0.857,0,0.0033333333333333,0.0
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.295,5551.0,0.02,0.95,4.17,0.626,0,0.0,0.0
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.381,5551.0,0.02,0.95,4.17,0.456,0,0.0033333333333333,0.0
2.43818351,16.0,92.086427889875,1.165,0.4,5551.0,0.02,0.95,4.17,0.4,0,0.0033333333333333,0.0
2.43818351,1404.8086,15.76491,0.11,0.04,5182.0,-0.22,0.77,4.17,0.93,0,0.0,0.0
1.71,176.0769375,2.795906,0.037,0.09,5243.0,0.02,0.821,4.17,0.948,0,0.0,0.0
2.93,176.0769375,5.690586,0.059,0.09,5243.0,0.02,0.821,4.17,0.948,0,0.0,0.0
2.73,176.0769375,10.04156,0.087,0.09,5243.0,0.02,0.821,4.17,0.948,0,0.0,0.0
2.63,176.0769375,18.369917,0.13,0.09,5243.0,0.02,0.821,4.17,0.948,0,0.0,0.0
3.16,176.0769375,3.936981,0.048,0.09,5433.0,0.02,0.869,4.17,0.948,0,0.0,0.0
4.64,176.0769375,10.08881,0.091,0.09,5433.0,0.02,0.869,4.17,0.948,0,0.0,0.0
3.69,176.0769375,28.081912,0.18,0.09,5433.0,0.02,0.869,4.17,0.948,0,0.0,0.0
2.99,7.4,7.38449,0.11415,0.078,5551.0,0.02,1.72,4.17,1.125,0,0.0,0.0
3.44,5.1,9.84564,0.11415,0.15,5551.0,0.02,1.72,4.17,1.125,0,0.0,0.0
5.24,8.0,14.78869,0.11415,0.037,5551.0,0.02,1.72,4.17,1.125,0,0.0,0.0
4.6,4.8,19.72567,0.11415,0.051,5551.0,0.02,1.72,4.17,1.125,0,0.0,0.0
2.43818351,723.2235,61.1166,0.208317,0.0324,5551.0,0.02,0.3,1.0,0.32,0,0.0033333333333333,0.0
2.43818351,14.6,92.086427889875,0.3343,0.055,5551.0,0.02,0.3,1.0,0.32,0,0.0066666666666666,0.0
2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.155,5551.0,0.02,0.95,4.17,0.67,0,0.0,0.0
7.777125000000002,1728.9864384999996,1.744579,0.0338,0.0,7000.0,0.35,1.56,0.27,1.5950000000000002,0,0.0,0.0
7.777125000000002,533.9517238,3.052524,0.04047,0.09,5470.0,0.02,0.952,4.17,0.949,0,0.0,0.0
7.777125000000002,259.6658085,3.6915224,0.0467,0.09,5720.0,0.02,1.064,4.17,1.0,0,0.0,0.0
1.55,176.0769375,3.940997,0.047,0.09,5571.0,0.02,0.802,4.17,0.948,0,0.0,0.0
2.27,176.0769375,5.349555,0.058,0.09,5571.0,0.02,0.802,4.17,0.948,0,0.0,0.0
1.22,176.0769375,8.109044,0.076,0.09,5571.0,0.02,0.802,4.17,0.948,0,0.0,0.0
3.11,176.0769375,9.488015,0.09,0.09,5854.0,0.02,1.091,4.17,0.948,0,0.0,0.0
3.04,176.0769375,54.418694,0.29,0.09,5854.0,0.02,1.091,4.17,0.948,0,0.0,0.0
1.53,176.0769375,2.566546,0.038,0.09,6043.0,0.02,1.014,4.17,0.948,0,0.0,0.0
2.7,176.0769375,4.134444,0.052,0.09,6043.0,0.02,1.014,4.17,0.948,0,0.0,0.0
4.04,176.0769375,11.094286,0.101,0.09,6043.0,0.02,1.014,4.17,0.948,0,0.0,0.0
2.43818351,187.8365885,11.087324335,1.4,0.09,5551.0,0.02,0.95,4.17,1.145,0,0.0,0.0
7.777125000000002,166.86075,4.46529976,0.05561,0.09,5980.0,0.13,1.174,4.17,1.151,0,0.0,0.0
3.85,176.0769375,41.194912,0.22,0.09,5120.0,0.02,0.728,4.17,0.948,0,0.0,0.0
1.638,2.56,7.1,0.11415,0.017,5828.0,0.02,1.548,4.17,1.078,0,0.0,0.0
3.005,7.81,10.74,0.11415,0.021,5828.0,0.02,1.548,4.17,1.078,0,0.0,0.0
2.206,4.44,15.27,0.11415,0.01,5828.0,0.02,1.548,4.17,1.078,0,0.0,0.0
4.26,176.0769375,32.625555,0.191,0.09,5588.0,0.02,0.817,4.17,0.948,0,0.0,0.0
2.04,176.0769375,91.773242,0.38,0.09,5588.0,0.02,0.817,4.17,0.948,0,0.0,0.0
2.43818351,23.51930212,4.888,0.05258,0.251,5551.0,0.02,0.95,4.17,0.811,0,0.0,0.0
2.43818351,851.7801308,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,4.17,0.811,0,0.0033333333333333,0.0
7.777125000000002,270.462,2.91625,0.11415,0.0133,5551.0,0.02,0.95,4.17,0.948,0,0.0,0.0
3.83,176.0769375,11.379349,0.101,0.09,5847.0,0.02,0.968,4.17,0.948,0,0.0,0.0
2.43818351,1728.9864384999996,92.086427889875,0.11415,0.5305,5551.0,0.02,0.95,4.17,0.948,0,0.0,0.0
7.777125000000002,1093.3352,4.62767,0.11415,0.11,6600.0,0.11,1.82,4.17,1.5950000000000002,0,0.0,0.0
3.7,176.0769375,2.711506,0.04,0.09,6224.0,0.02,1.113,4.17,0.948,0,0.0,0.0
3.51,176.0769375,7.21205,0.077,0.09,6224.0,0.02,1.113,4.17,0.948,0,0.0,0.0
7.777125000000002,616.5902,10.8635,0.11415,0.19,5568.0,0.22,1.07,4.17,1.0,0,0.0,0.0
